# FILE DATA
ID : SDRW2100001715
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211007
topic : 건강/다이어트 > 지금 건강상태

# SPEAKER_INFO
id : SD2101673
age : 10대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
education : 대재

id : SD2101674
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
education : 대재

# SETTING
relation  :  대학 선후배


P1 	:&name&야. /
	
P0 	:네. /
	
P1 	:너 최근에 어디 아픈 데 없어 그 코 말고. /
	 코는 언제부터 아팠던 거야? /
	
P0 	:저 비염은 태어날 때부터 있었죠 근데 이제 /(note : 발화겹침) 전에 필리핀에 살 때 비염 수술 실패하고 /
	
P1 	:응. /
	
P0 	:그 한국에서 또 재수술 받았는데 또 실패해서 / 이제 계속 약 쓰면서 이제 코를 숨을 쉬려면 코를 뚫어 줘야죠. /
	
P1 	:너는 너가 보기엔 비염을 치료하는 방법이 더 있다고 생각해? /
	(note : 발화겹침) 아니면 원하는 방법이나. /
	
P0 	:이쪽은 이제 이걸 수술을 한 번 받을 때 제대로 받아야 / 완화가 되거나 없어지는데 /
	
P1 	:응. /
	
P0 	:이제 수술 실패율도 다른 수술에 비해 높 좀 높은 거 같기도 하고. /
	 제 주변분들도 일 년 뒤에 재발했다 뭐 이런 분들 많고 /
	
P1 	:나도 아무래도 비염이 좀 심하거든. /
	
P0 	:네 네. /
	
P1 	:그래서 너 집 주변에 있는 더웨이 병원에서 비염 수술 한다더라고. /
	
P0 	:네 네. /
	
P1 	:거기서 만약에 이번에 /(note : 발화겹침) 일 중요한 일 다 끝나면은 /
	
P0 	:네. /
	
P1 	:할까 생각 중이거든 넌 어떻게 생각해 그냥 약간 동내 병원에서 하는 건? /
	
P0 	:음. /
	 근데 요즘에는 해도 괜찮아요. /
	
P1 	:요즘은? /
	
P0 	:요즘에는 해도 / 해도 뭐 문제는 없을 것 같아요. /
	 요즘에 뭐 환절기고 하다 보니까 / 간절기인가 환절기인가 하다 보니까 / 형 근데 요즘에 운동 뭐 쉬고 계시잖아요. /
	
P1 	:그치 쉬고 계속 초콜릿이나 그런 맛있는 거 많이 먹고 있지. /
	
P0 	:형은 요즘에 이제 헬스장 안 다니니까 안 다니시니까. /
	 요즘에는 이제 뭐 집에서 따로 운동같은 건 안하세요? /
	
P1 	:그치 보통 집 가면 열한 시 열두 시고 /(note : 발화겹침) 할려고 하면은 생각이 안 들고 그냥 집에 딱 식탁에 나오면 맛있는 게 있고 먹고 /
	
P0 	:응. /
	
P1 	:좀 뒹굴뒹굴 거리다 자고. /
	 그럼 밖에 없어가지고. /
	 너는 나 처럼 심하게 살이 쪄 본적 있어? /
	
P0 	:저 고 삼 때. /
	
P1 	:몇 키로까지 쪘었어? /
	
P0 	:팔십 키로. /
	
P1 	:하면 괜찮네. /
	
P0 	:그때는 이제 먹고 / 공부만 하고 먹고 공부하니까 / 그래서 매일 / 이제 / 성인 되고 나서 초반에는 이제 살 안 빠지다가 / 뭐 운동도 이제 했잖아요 이제. /
	 헬스장 한 사흘 다니다가 귀찮아서 안 갔는데 / 이제 / 다이어트 생각하시면 제가 봤을 때는 이제 /(note : 발화겹침) 강제로 어딘가 사실 운동할 거보다는 쫌 부지런하면 살이 빠지더라고요. /
	
P1 	:응. /
	
P0 	:이제 저 같은 경우는 알바를 하니까 / 뭐 한 달 만에 팔 키로 구 키로씩 빠지고 / 이게 부지런하게 사니까 이제 빠지더라구요. /
	 그래서 헬스장 보단 나은 거 같애요. /
	 이건 다이어트하면서 사실 돈 받는 거니까. /
	 형은 어떠세요? /
	
P1 	:나도 그렇게 생각해 예를들어서 너처럼 그 / ((xx장)) 알바말고 /(note : 발화겹침) 쿠팡이라던지 쫌 몸을 많이 쓰는 알바 일을 하면은 /
	
P0 	:네 네. /
	
P1 	:쫌 많이 몸에서 살이 빠지거나 않을까 싶어. /
	
P0 	:저도 물류센터 한 한 달 반 정도 있어 봤잖아요. /
	
P1 	:응. /
	
P0 	:진짜 많이 빠져요. /
	 그래서 다이어트 할 때 / 뭐 헬스장 가는 거보다 물류센터 나은거 같아요. /
	
P1 	:금 이거 중요한 일 다 끝나고 같이 가자고. /
	
P0 	:물류센터 같이 가죠 뭐 다이어트 할 겸 해서 / 건강 뭐 생각하면 뭐 / 한 달 만에 한 달 반은 아직 괜찮을 것 같으니까. /
	 형은 뭐 요즘에 뭐 어디 아픈 데가 이런 건 없어요? /
	
P1 	:요즘 / 많이 심해 졌지 뭐. /
	(note : 발화겹침) 여 기관지도. /
	
P0 	:어. /
	(note : 발화겹침) 네 네. /
	
P1 	:최근에 천식이 생기는 거 같다고 의사가. /
	
P0 	:검사는 제대로 받아보신 거에요? /
	
P1 	:검사를 안 받았지 일단 지금 지금 당장으로 써는 약간 괜찮은 거 같기도 하고 / 무엇보다 /(note : 발화겹침) 검사받을 때 결과가 좀 무서워서 받기도 좀 무섭고 /
	
P0 	:음. /
	(note : 발화겹침) 그래도 뭐 천식 하면은 약 같은 거 좀 잘 돼 있으니까. /
	
P1 	:응. /
	
P0 	:뭐 /
	
P1 	:그래도 평생 달고 살아야 되잖아 그게. /
	
P0 	:그렇죠 그래도 뭐 약만 먹으면은 / 사실 저도 이제 비염 약 달고 다니는 거랑 뭐 비슷한 거니까. /
	
P1 	:응. /
	
P0 	:뭐 검사 받아 보실 생각 없는 거에요 아직까지? /
	
P1 	:아직까지는 없어 진짜 심해지면 받아 봐야지 그리고 /
	
P0 	:음. /
	
P1 	:그 기관지 말고도 / 그 두통? /
	
P0 	:네. /
	
P1 	:원래 내가 어렸을 때부터 거의 초등학교 중학교 때부터 /(note : 발화겹침) 거의 매일 매일 두통이 약간 심했단 말이야. /
	
P0 	:네. /
	
P1 	:그래서 약을 계속 먹었지 진통제 뭐 아스피린이나 그런 거. /
	
P0 	:네 네. /
	
P1 	:근데 먹다 보니까 아무래도 그 내성이 생긴 거 같애. /
	
P0 	:응 그럼 요즘에는 뭐 / 예전에 이제 한 알 먹던 거 지금 막 세 알 먹고 그러시는 거에요? /
	
P1 	:어 여기 약이 쫌 많이 늘어 나가지고 그것 때문에 쫌 몸이 안 좋아진 거 같기도 하고. /
	
P0 	:응. /
	
P1 	:주변 사람들은 그거를 줄이는 게 좋다고 하는데 만약에 그거 줄이면은 /(note : 발화겹침) 많이 힘들어져 가지고 몸이. /
	
P0 	:응 뭐 따른 데는 뭐 기관지나 뭐 두통 빼고는 이제 뭐 나머지는 괜찮으세요? /
	
P1 	:음 다른데 저번에 다쳤던 /(note : 발화겹침) 다쳤잖아 다리를 /
	
P0 	:네 네 맞아요. /
	
P1 	:그때 넘어진 데가 지금도 조금씩 아프더라고. /
	
P0 	:응. /
	
P1 	:발 움직일 때마다. /
	
P0 	:검 뭐 다시 병원 가서 / 그 뭐지? /
	 방서선 카메라로 찍는 거 /
	
P1 	:응. /
	
P0 	:형 그거 찍어 봐야 되는 거 아니에요? /
	
P1 	:그거는 십 일 월 일 일 이후에 한번 해 보게. /
	
P0 	:어. /
	 근데 십일 월이면 좀 늦지 않나 좀 싶어서 좀 빨리 가는게 낫지않나 좀 많이 아프시면 뭐 /
	
P1 	:아니 그렇게 심하게 아픈 거 아니야 신경 쓰일 정도로. /
	
P0 	:그래도 신경쓰일 정도면 /(note : 발화겹침) 문제가 있다는 거니까 발에. /
	
P1 	:응. /
	 너는 뭐 몸 속으로 말고 밖으로 아픈 데 없어? /
	
P0 	:밖으로 아픈데요 저 /
	
P1 	:외과적으로. /
	
P0 	:가을만 되면 결막염 걸려요 지금도 살짝 결막염 / 약간 뭐라해야되지 결막염 걸리는 느낌이 나거든요 까 /
	
P1 	:응. /
	
P0 	:첨엔 눈이 아프다가 / 점점 이제 / 눈에 눈꼽끼고 그 다음에 막 눈 피곤하고 막 그러는데 /
	
P1 	:응. /
	
P0 	:사알짝 지금 눈이 아파가지고 / 가을만 되면 결막염이 걸려요. /
	
P1 	:그에 대한 대책은 잘 취하고 있나? /
	
P0 	:아니요 뭐 이게 / 병원을 가 봤는데도 이제 이게 / 어쩔 수 없다고 이제 가을만 되면 걸리는 사람도 많고 / 해서 뭐 아프면 병원 가서 치료 가능한지 삼 일이면 나으니까 약 먹고 이러면 /
	
P1 	:응. /
	
P0 	:계속 그럴 수밖에 없다 하더라구요. /
	
P1 	:그나마 나중에 일본에 가게 되면은 / 많이 힘들어 지겠네 그럼. /
	
P0 	:그렇죠 근데 뭐 /
	
P1 	:꽃가루 때문에. /
	 넌 꽃가루알레르기를 겪어 본 적 있어? /
	
P0 	:꽃가루 알레르기는 겪어 본적 없어요. /
	
P1 	:꽃가루를. /
	
P0 	:걍 / 왜냐면 저는 왜 코로나 전부터 / 봄 가을엔 마스크를 자주 써 가지고 /
	
P1 	:아. /
	
P0 	:황사도 있고 꽃가루도 있고 그래서 / 마스크를 많이 쓰고 다녔어요. /
	
P1 	:대첵이 잘 되어 있었네. /
	
P0 	:여름 빼고는 다 쓰고다녔던거 같아요. /
	
P1 	:그럼 혹시 너 약간 바이러스 라든지 그런 균에 감염되 본 적 있어? /
	
P0 	:저~ 그때 한번 / 메르스 위험할 때 저 휴게소에서 만주 먹다 메르스 걸렸다니깐요. /
	
P1 	:응 그때 어땠어 느낌이? /
	
P0 	:저 하루 동안 하늘이 노랫어요. /
	(note : 발화겹침) 정말. /
	
P1 	:그때 치료 했어? /
	
P0 	:네. /
	
P1 	:치료약 있었나 그때? /
	
P0 	:아유 그냥 다 쓰는 거죠 그냥 머리 아파 머리 아파면 두통약 주고 /
	
P1 	:음. /
	
P0 	:기침 나면 기침약 주고 해서 치료 받았죠. /
	
P1 	:아 기담제거제? /
	
P0 	:네. /
	
P1 	:나도 예전에 중학교 때 바이러스에 한번 걸린적 있었는데 /
	
P0 	:네 네. /
	
P1 	:그때도 딱 아주대병원 갔단 말이야 근데 / 검사를 했는데 상세불명 바이러스레. /
	 무슨 바이러슨지 모른대. /
	
P0 	:아. /
	
P1 	:그래서 그때도 나 솔직히 아직 아무 치료도 안 하고 그냥 링거 꼽고 영양만 공급하고 / 아무것도 못 먹었어 그때 거의 물도 못 마시고 해 가지고. /
	
P0 	:아. /
	
P1 	:먹으면 다 그대로 토 해버려 가지고. /
	
P0 	:근데 / 형 아까 그랬잖아요 저한테. /
	 외견상으로 아픈데 있냐니까 외상은 없는데 뭔데 뭔데 지 모르겠는데. /
	
P1 	:응. /
	
P0 	:제가 그 뭐라 하야지? /
	 그 고무줄 바지 아나 편한 바지 있잖아요 그런 바지를 /
	
P1 	:응. /
	
P0 	:그 가끔씩 뭔가 좀 뭔 브랜드인지 모르는데 그런 바지를 사면은 알레르기가 올라와요. /
	
P1 	:네가 그 어떤 성분에 대한 알레르기가 있나 보네. /
	
P0 	:네 그것도 그렇고 저 또 / 그걸 못 먹어요. /
	 오이. /
	
P1 	:니가 맛없어서 못 먹는 거야 아니면 /
	
P0 	:오. /
	(note : 발화겹침) 아니 알레르기 올라와요. /
	
P1 	:아 약간 어떤 사람이 복숭아 못 먹듯이. /
	
P0 	:네 네. /
	(note : 발화겹침) 오이도 뭔가 알레르기 올라가서 그것도 못 먹어요. /
	
P1 	:그 너 그걸 싫어하겠네 오이 깍두기. /
	
P0 	:저는 이제 네 그런 것도 싫어하죠. /
	 형은 뭐 알레르기 같은 거 없으세요 요즘에? /
	
P1 	:알레르기는 난 거의 없어. /
	
P0 	:응 검 다 모 음식은 다 괜찮으신 거에요? /
	
P1 	:응. /
	
P0 	:응. /
	
P1 	:내가 안 먹는 건 맛 없어서야 입맛에 안 맞아서 안 먹는 거. /
	
P0 	:그래도 이름 뭐 / 아픈데 형 근데 많이 늘어났으니까 뭐 병원도 가 봐야 되는 거 아니에요? /
	(note : 발화겹침) 아. /
	
P1 	:병원? /
	
P0 	:네. /
	
P1 	:근데 이게 다 머리 아픈 거 있잖아 이게 예전에 병원 계속 다녔단 말이야. /
	 신경외과도 가고 대학병원고 가고 아산병원도 가고 했는데 /(note : 발화겹침) 다 모르겠대 이유를. /
	
P0 	:응. /
	(note : 발화겹침) 그래도 /
	
P1 	:그래 가지고 가도 뭐 소용이 없을지 않을까 싶어 난. /
	
P0 	:그 뇌 찍는 카메라로 /
	
P1 	:찍어 봤어. /
	
P0 	:음. /
	
P1 	:그래도 문제 없대. /
	
P0 	:형 뭐야 / 뭐야 형은 요즘 뭐 머리 좀 많이 빠지신다매요. /
	 괜찮으세요 그건? /
	
P1 	:괜찮을 거라 생각해 왜냐면 지금 애센스도 계속 뿌리고 있고 /
	
P0 	:응. /
	
P1 	:탈모 샴푸를 쓰고 있고 /
	
P0 	:아직 흑채는 안 뿌리시는 거죠? /
	
P1 	:아직 그럴 땐 아니잖아. /
	
P0 	:아. /
	(note : 발화겹침) 저도 요즘 머리가 많이 빠져 가지고 /
	
P1 	:응. /
	
P0 	:뭐 흑채를 뿌려야 되나 생각되서 /
	
P1 	:{laughing} /
	
P0 	:형은 뭐 요즘 아 그 저 뭐야 그 것도 있는 거야 진짜 이십 대 치매. /
	
P1 	:치매? /
	
P0 	:네. /
	 깅까 뭐 중요한 일 때문에 기억 못 한 게 아니라 / 아침에 일어나서 / 내 칫솔 자리가 어디였지 약간 이것부터 잘 기억이 안 나고. /
	
P1 	:그건 쫌 심각한 거 같은데? /
	
P0 	:예 그쵸 그리고 뭐 알바할 때도 설겆이하다가 담배 한 대 피다가 이제 다시 들어오면 설겆이한거 까먹고. /
	
P1 	:음. /
	 그거 원인이 뭐라고 생각해 너는? /
	
P0 	:담배랑 술이죠. /
	 그래서 술도 좀 자제하고 있고. /
	
P1 	:자제하고 있구나. /
	
P0 	:네 담배는 이제 최대한 줄이고 있고. /
	 하니까 근데 또 이게 맞는 거 같은 게 그러니까 이제 기억이 잘 나요. /
	
P1 	:진짜? /
	
P0 	:네 진짜 기억이 잘 안나요 특히 술을 절제 하니까 / 치매 그 증상이 많이 없어진 거 같아요. /
	
P1 	:아이 술이 그 딱 보면 병에 그렇게 적혀 있잖아 과도한 음주는 / 뭐 뇌출혈 및 기억상실을 유발 할 수 있습니다. /
	
P0 	:네. /
	
P1 	:맞는 거 같애 근데. /
	
P0 	:왜냐면 제가 이제 술 한잔 먹을 때는 / 주에 세 네 번도 이제 가서 이제 완전 죽을 때까지 마셨으니까 그러다가 / 주에 한 번 딱 마시니까 / 예 뭐 기억 못 하고 이런 증상이 잘 없어진 거 같애요. /
	
P1 	:음. /
	 치매. /
	
P0 	:네. /
	
P1 	:나도 가끔 그런 거 있어 그냥 핸드폰 내가 어디 나왔더라 그러면 찾아보니까 주머니 내 주머니 있는 경우. /
	
P0 	:아 그쵸 근데 그런 거는 괜찮죠 저도 전화하면서. /
	 친구랑 전화를 했는데 전화하면서 내 핸드폰 어디 있지 아까 물어본 그런 적도 있어 가지고 /
	
P1 	:니가 평소에 되게 물건을 자주 까먹는 거 같더라고. /
	
P0 	:아까처럼 물건 관리 잘 못하고 긍까 기억이 잘 안 나요 제가 내가 이거 어디다 놨는지. /
	 기억이 잘 안 나요. /
	
P1 	:옛날부터 약간 그 치매끼 있었어. /
	
P0 	:그래서 저 세 살 네 살 때도 장난감 잊어버리지 많고. /
	
P1 	:음. /
	
P0 	:형은 뭐 없으세요 그런거? /
	
P1 	:예전에 없었는데 요즘 들어 생긴 거 같아 또. /
	
P0 	:음 뭐 해 / 두통도 있고 치매도 있고 탈모도 있고 /
	
P1 	:그건 없어. /
	
P0 	:그리고 또 그 발도 만지면 아프시고 천식도 있고. /
	(note : 발화겹침) 뭐 그럼 종합병원을 가보시 는게 낫지 않아요 뭐 이런 단가 병원 보다. /
	
P1 	:이미 가 봤어 근데 다 모르겠데 이유를. /
	
P0 	:그래도 뭐 이제 / 발은 이제 뭐 신경 치료 좀 받고 /
	
P1 	:음. /
	
P0 	:탈모는 머리 좀 심고 /
	
P1 	:그 요즘 집에 오면 맨날 얼음 얼음 찜질하고 있어 가지고 /
	
P0 	:어음. /
	 이제 발은 이제 해결책으로 얼음 찜질하고 /
	
P1 	:음. /
	
P0 	:탈모는 이제 /
	
P1 	:방법이 없고. /
	
P0 	:탈모 샴푸 쓰고 에센스 뿌리시고 뭐 다른 거 뭐 천식이나 이런 거는 뭐 / 따로 안 하시는 거예요? /
	
P1 	:어 요즘은 괜찮아 졌으니깐 근데 그 천식이 약간 좀 비슷한 증상이 도질 때가 있어. /
	
P0 	:네 네. /
	
P1 	:증상이 숨쉬기힘들고 숨 쉴 때마다 약간 안에서 바람새는소리 나고. /
	
P0 	:음. /
	
P1 	:김새는거 처럼. /
	
P0 	:그럼 그때마다 약을 먹고 있는 거에요? /
	
P1 	:어 거담제 왜냐면 내가 느끼는 게 아니고 가래가 상당히 많이 쌓여서 그런 거 같더라고 그래서 그 /
	
P0 	:응. /
	
P1 	:거담제 좀 먹고 그러면 바로 가래가 나오니까 괜찮아 지더라고. /
	
P0 	:음. /
	
P1 	:그것 때문에 잠을 못 자는 것도 있어 가지고. /
	
P0 	:그럼 그거 먹으면은 이제 / 좀 괜찮아 져요? /
	
P1 	:응 일시적으로 괜찮아져 근데 / 그게 일시적이지 언제 갑자기 또 나타나지 모르니까. /
	
P0 	:그러면 / 그래도 이제 그것도 한 병원 좀 가 보는 게 낫지 않아 병원 가서 정확한 진단 받고 / 이제 뭐 이거는 이렇게 이렇게 해야지 좋다 약간 이런 의사 선생님 말이 있어야 /
	
P1 	:말은 말은 있었어. /
	
P0 	:어. /
	
P1 	:담배 끊으라고. /
	
P0 	:응 뭐 줄이고 있어요 담배도? /
	
P1 	:어 줄이고 있지. /
	
P0 	:응 이거 뭐 탈모는 병원 가 보실 생각 없으신 거예요? /
	
P1 	:병원에서 치료 할 수 있을까 거를 애당초에 왜냐면 탈모는 개인의 뭐 생활습관이나 /
	
P0 	:네. /
	
P1 	:먹는 음식 그런 것 때문에 /
	
P0 	:음. /
	
P1 	:생기는 거라 하더라고. 그래서 병원도 뾰족한 수가 없지 않을까. /
	 뭐 흑채를 뿌리거나 하진 않으실꺼고. /
	
P0 	:응 그렇구나. /
	
P1 	:너는 가 볼 생각 없어? /
	
P0 	:저 어떤 거요? /
	
P1 	:탈모. /
	
P0 	:저는 아직 그 정도까진 아니야서 지금 확인을 하니까 / 탈모 그래 네이버로 찾아보고 하니까 / 테스트에 탈모가 아니라고 나와 가지고. /
	
P1 	:아 그런 테스트도 있어? /
	
P0 	:네 뭐가 있으면 탈모다 뭐가 있으면 탈모다 이런 게 있어서 /
	
P1 	:금 음 /
	
P0 	:그래서 /(note : 발화겹침) 뭐 아직까지는 이제 괜찮구나 생각하고 /
	
P1 	:그 탈모라는 게 꼭 남자만 걸리는 것도 아니더라고 주변에 선생님이 계시는데 /
	
P0 	:에. /
	
P1 	:그 샘을 보니까 쫌 심하시더라고 여자 셈인데. /
	
P0 	:음. /
	
P1 	:여자도 그거 꽤 걸리는 편인가 봐 탈모가. /
	
P0 	:그쵸 많이 스트레스 받으시고 뭐 다음에 /
	
P1 	:잠 많이 못 자시고 그러시면 /
	
P0 	:그렇죠 근데 이제 뭐 / 이제 스트레스 받는게 이제 크죠 탈모는. /
	
P1 	:응. /
	
P0 	:탈모는 뭐 이제 스트레스 많이 받고 아니면 뭐 / 요즘에 또 코로나 때문에 부작용 중에 하나가 탈모래매요. /
	
P1 	:그렇지 그 백신인가? /
	
P0 	:백신중에 그 / 얀센 니가 정확히 기억이 안 나는데 모더나인가 그래서 그거 맞으면 탈모온다 근데 거기서 /
	
P1 	:모더나. /
	
P0 	:그거 맞으셔서 그럴 수도 있는 거고 /
	
P1 	:다음 주에 월요일에 이 차 접종 날이야. /
	
P0 	:어 그래요? /
	
P1 	:어. /
	
P0 	:저 맞아봤잖아요 화이자로. /
	
P1 	:어. /
	
P0 	:네 많이 아프더라 일 차 때는 멀쩡했는데 /
	
P1 	:어. /
	
P0 	:이 차 때는 그 다음날 열두 시간 정도가 /(note : 발화겹침) 죽겠더라고 추웠다 더웠다 추웠다 더웠다 계속하고 팔도 계속 아프고 그래 가지고 /
	
P1 	:난 그 증상이 일 차에서 나타났는데? /
	
P0 	:근데 이제 또 / 그런 썰이 있어요 일 차 일 차 때 아프면 이 차 때 안 아프다는 썰이 있어요. /
	
P1 	:근데 백신이 정확히 모르겠어 나는. /
	
P0 	:그러죠. /
	 이게 / 뭐 백신 요즘 / 뭐 부작용 심하잖아요. /
	
P1 	:응. /
