# FILE DATA
ID : SDRW2100000151
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210819
topic : 우정 > 부부 동반 여행, 주변인 근황

# SPEAKER_INFO
id : SD2100151
age : 50대
occupation : 판매/영업 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대졸

id : SD2100152
age : 50대
occupation : 판매/영업 종사자
sex : 남성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대졸

# SETTING
relation  :  친구


P0 	:자기야 우리 여수 / 박람회 겸 해 가지구 우리가 놀러 갔었잖아. /
	 거기 우리 그 콘도 / 자꾸 이렇게 했는데 거기에서는 / 으 예약을 누가 다 해줬지? /
	
P1 	:그거 뭐 내가 /
	
P0 	:응. /
	
P1 	:그 지인을 통해 가주고 / 콘도를 잡았지. /
	 으 그래서 / 아 거기 가게 된 거지. /
	
P0 	:그 / 거기가 이름이 뭐였더라? /
	
P1 	:감아 그 이름이 생각이 잘 안 난다. 갑자기 /
	
P0 	:응. /
	
P1 	:갑자기 물어보니까 생각이 잘 안 나네 /
	
P0 	:{laughing} 거기가 우리 그 /
	
P1 	:썬 호텔일 거야.캐 아마 여수 /
	
P0 	:어. /
	(note : 발화겹침) 선 호 /
	
P1 	:썬 호텔 리조트 /
	
P0 	:아 맞다. 맞다. /
	(note : 발화겹침) 응. 그렇지. /
	 거기에 우리가 맨날 아침이면 일어나 가지고 /(note : 발화겹침) 체조도 하고 그때 조깅했었잖아. 거기서 /
	
P1 	:그렇지. /
	
P0 	:그지? /
	
P1 	:어. /
	
P0 	:응. /
	(note : 발화겹침) 그리고 거기가 또 우리가 간 데가 케이블타 케이블카 타고 /
	
P1 	:응. /
	
P0 	:야경 이렇게 보면서 그 여수 바다도 건넜잖아. /
	
P1 	:그렇지. /
	
P0 	:그치. 너무 좋더라. 거기 /
	
P1 	:그래. /
	
P0 	:그리고 또 이제 밤에는 그 뭐지 우리 포 /
	
P1 	:응. /
	(note : 발화겹침) 응. /
	
P0 	:포차라 그러나? /
	
P1 	:여수 포차 포차 마당 어. 어. 어. /
	
P0 	:응. 여수 포차 응. 응. 응. /
	(note : 발화겹침) 거기 엄청나게 진짜로 조명도 좋고 /
	
P1 	:응. /
	
P0 	:분위기 되게 좋드라. /
	
P1 	:응. /
	(note : 발화겹침) 응. /
	
P0 	:나는 처음 먹어 봤는데 / 거기 그 뭐 여 /(note : 발화겹침) 갈치 갈치 생갈치? /
	
P1 	:갈치조림 갈치조림 /(note : 발화겹침) 갈치조림 도 독특하게 나왔지. /
	
P0 	:아니 /(note : 발화겹침) 아니 생 것도 먹었잖아. /
	
P1 	:그렇지. 어 갈치 갈치 회 /
	
P0 	:그치. /
	(note : 발화겹침) 회 응 갈치 /
	
P1 	:어. 어. 어. 그래. /
	
P0 	:응. /
	 아 저기 있잖아. 그리고 / 우리가 그때 그~ / 어~ /
	
P1 	:케이블카 타고 / 그때 / 어~ / 저기 /(note : 발화겹침) 아 하멜 /
	
P0 	:예. /
	
P1 	:하멜 등대까지 케이블카에서 내려서 /
	
P0 	:어. /
	
P1 	:하멜 등대까지 걸어 갔었잖아. /
	
P0 	:응. /
	
P1 	:그때 그 주변이 굉장히 /(note : 발화겹침) 요즘 멋있었지? /
	
P0 	:응. /
	
P1 	:그리고 아침에는 / 어 일어나서 우리 오동도로 오동도를 / 어 경유하면서 / 어 다녀왔지. /
	
P0 	:우리 /(note : 발화겹침) 저기 대학 다닐 때두 /
	
P1 	:응. /
	
P0 	:거기 한번 갔다 왔잖아. /
	
P1 	:그렇지. /
	
P0 	:어. /
	 근데 / 어~ 다시 가니깐 / 다시 우리 우정이 / 싹트는 거 같네. /
	
P1 	:그렇지 아무래두 /
	
P0 	:응. /
	
P1 	:그~ /(note : 발화겹침) 일단 같이 동행한다는 게 /
	
P0 	:응. /
	
P1 	:많은 대화의 시간을 가질 수 있고 / 교감할 수 있는 시간이 많다 보니까 / 아무리 독특하게 그 / 우정이 다시 한번 솟아날 수 있으 있겠지. /
	
P0 	:우리 그 &name&이랑 / 응. 그 우리 저기 친구랑 해서 / 다시 한번 또 거기 한번 가기로 했잖아. /
	
P1 	:응. 한번 가야지. 얘기는 했는데 /
	
P0 	:응. /
	
P1 	:일단 그 친구가 지금 어~ / 약간 그~ 쫌 /(note : 발화겹침) 문제가 쫌 있어 가지고 /
	
P0 	:응. /
	
P1 	:어. 날짜를 아직 못 잡고 있어. /
	 그 친구가 쫌 여유가 좀 돼야 될 거 같애. /
	
P0 	:그 거기 친구 또 영월에 우리 가기로 했잖아? /
	
P1 	:응. 영월 우리 친구들하고 같이 가기로 했지. /
	
P0 	:응. /
	(note : 발화겹침) 응. /
	
P1 	:영월은 /(note : 발화겹침) 내 친구가 내 친구가 /
	
P0 	:응. /
	
P1 	:거기다가 아 펜션은 사업을 하고 있어. /
	
P0 	:응 응. /
	
P1 	:펜션 그래서 거기 우리 / 어~ /(note : 발화겹침) 모임에서 가기로 했고 /
	
P0 	:응. /
	
P1 	:또 우리 /(note : 발화겹침) 가족끼리도 한번 갈라고 그러면 그렇게 생각하고 있지. 지끔 /
	
P0 	:아 그래? /
	(note : 발화겹침) 그 우리 우리 친구들하고도 같이 한번 또 같이 가면 좋겠다. /
	
P1 	:아 좋지 어 그거 좋지. /
	
P0 	:응? /
