# FILE DATA
ID : SDRW2100000087
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210813
topic : 쇼핑 > 패션의류 구매

# SPEAKER_INFO
id : SD2100087
age : 20대
occupation : 학생
sex : 남성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대재

id : SD2100088
age : 20대
occupation : 학생
sex : 남성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대재

# SETTING
relation  :  친구


P1 	:형 그거 위에 옷 ((피터사이즈)) 옷 산 거야? 아니면은 / 다른 옷이야? /
	
P0 	:아 이거? /
	 이거 저번에 그 샤카웨어 / 살 때 같이 산 거지. /
	
P1 	:아 그때 샀던 거야? /
	 아니 근데 진짜 하나 나도 더 살 걸 그랬네 엄청 이쁘네. /
	
P0 	:아 그래? 근데 이게 반팔 틴데 / 너무 두꺼워 가지고 / 막 엄청 더웠을 때 있잖아 막 몇 주 전까지 / 그때는 잘 못 입고 나가겠더라고 너무 두꺼워 가지고. /
	
P1 	:내가 이거 찾아보니까 다른 온스 / 쪼끔 더 얇은 것도 있더라고. /
	 그래서 / 다음 여름 때 아마 사지 않을까 나는 생각 돼. /
	
P0 	:아 근데 그게 또 / 그 / 그 형님이 말씀하시기에 그건 또 약간 안 이쁘다고 하더라고 내가 또 / 찾아봤더니 근데 또 / 보니까는 쫌 이렇게 두꺼운 감이 없으니깐 또 약간 좀 처져서 / 별론 거 같기도 하고 해서 / 맞아 뭔지 뭔 얘기하는진 알 거 같아. /
	
P1 	:아 역시 형이 다 먼저 찾아봤구나. /
	 나는 형이 안 찾아 본 줄 알고 /
	
P0 	:아 근데 내가 또 그게 괜찮았으면 그거를 얘기를 해 줬었겠지만 / 근데 또 별로더라고 이게 짱짱한 맛이 없고 / 쫌 이케 흐물흐물한 재질인데 / 그런 거는 또 이제 다른 / 그 추천해 준 게 몇 개 있는데 그것도 있더라고. /
	
P1 	:아 혹시 그것 쫌 알려 줄 수 있을까? /
	
P0 	:아 그럼 그럼 내가 나중에 알려주도록 할게. /
	
P1 	:그 다른 사족 안 붙이고 딱 정보 좀 카톡으로 보내 줬으면 좋겠어. /
	
P0 	:어 알았어. 사족은 안 붙이고 / 할게. 어 그~ / 티셔츠 이쁘네. /
	 어디서 샀어? /
	
P1 	:이거 그냥 그 백화점 아울렛 가서 샀는데 / &name1&가 떠블유아이피 ((라인)) 아니라고 무시 하더라고. /
	
P0 	:아 &name1&한테 무시 당했구나. /
	 &name1&도 쇼핑 하는 거 좋아하니까는 / 그지 그럴 수 있지. /
	
P1 	:그래서 그때 내가 / 꼼데도 아니고 무슨 칼하트에서 라인 다느냐고 하려다가 그냥 참았지. /
	
P0 	:그럼 또 &name1&가 쑈핑에는 또 약간 부심이 있는 거 같길래 / 요즘 뭐 쇼핑한 거 없어 혹시 또 다른 거? /
	
P1 	:어 나 요즘 돈 내가 저번 달에 알바를 안 했잖아. 그래 가지고 / 옷 살 돈이 없더라고. 그래서 있는 거만 계속 입었지 뭐 /
	
P0 	:하긴 나도 그래 가지고 또 여름이기도 하고 해서 / 이런 반팔티 뭐 한 몇 천 원 만 원 이렇게 주고 / 사는 거 밖에 못 샀던 거 같네. /
	
P1 	:근데 한 / 복학하기 전에도 십 시월에 대면 한다고 하니까 / 바지 한 쪽을 더 사지 않을까 이번 달 말에 생각되네. /
	
P0 	:아 바지 그러면은 혹시 / 그 바지 뭐 이케 눈여겨 본 거라던가 그런 바지 혹시 있어? 그러면 나도 쫌 알려 줘. /
	
P1 	:나는 원래 바지 약간 브랜드 안 보고 / 그 도메스틱이나 아니면은 그 광장시장 이런 데서 사잖아. /
	 그래서 이번에 그 홍대에 있는 빈티지산타 가서 / 그냥 그 조던 거기에 맞는 바지 살려고. /
	
P0 	:아 또 얼마 전에 조던도 쇼핑 했잖아 너 / 그건 어떻게 잘 신고 있어? /
	
P1 	:근데 이게 워낙 색깔이 튀다 보니까 / 맞는 바지가 내가 없어서 / 사실 안 신고 거의 안 신고 있어. /
	
P0 	:아 끄지 근데 그렇게 잘 안 신긴 해도 / 갖고 있으면 또 언젠가는 신으니까 그렇게 갖고 있는 것도 좋지. /
	
P1 	:또 이게 자취하면 이게 데코레이션이니까 사실 / 나도 슈브제를 좀 보고 있어. /
	
P0 	:아 근데 나 얼마 전에 더 현대 갔는데 / 거기서 아예 슈브제를 팔더라고 그 지하 매장에서 / 근데 인터넷 보다 한 몇 천 원 쪼금 더 비싸게 팔긴 하는데 / 확실히 그 다른 이 슈케이스 보다 슈브제 이런 게 좀 / 뭔가 이런 디테일이 쫌 더 좋더라고. 그래서 / 아 진짜 한 한두 개 먼저 사 볼까 생각은 했지. /
	
P1 	:아 혹시 그 피어 매장 가서 본 거 아니야? /
	
P0 	:매장 이름은 잘 기억이 안 나는데 막 / 지하였던 거 같애 엄청 그 그런 거 많은 /
	
P1 	:맞아 나도 갔는데 슈브제 이케 파는 데 거기 신발 담겨져 있길래 되게 / 슈브제 또 막 크잖아. 그래서 / 아 ((진짜)) 딱 두 개만 사서 탑이랑 / 그 조던만 넣어 놓까 생각했었어 진짜로 딱 거기 가서 /
	
P0 	:근데 이게 또 슈브제가 싸이즈가 이 와이드한 거랑 / 그 쫍은 거랑 이렇게 있는데 거기는 또 와이드만 있어서 엄청 커 보이더라고. 근데 / 뭐 그런 신발 넣을 거면은 뭐 와이드 까지는 안 사도 될 거야 아마 / 모르겠네 나도 잘 안 사봐 가지고 /
	
P1 	:혹시 가격 물어봤었어 그 직원한테? /
	
P0 	:가격 써 있던데 이만 이천 원인가로? /
	
P1 	:그 정도면은 되게 싼 거 같은데? /
	
P0 	:근데 이게 한 한두 개 사면은 싸다고 생각되는데 / 이 나 같은 경우는 이제 한 여덟 개 정도 / 살 거라고 생각하니까 이 여덟 개를 사면은 벌써 / 십육만 원 칠만 원이 되기 때문에 / 살짝 부담이 되더라고. /
	
P1 	:아 그렇네. 형은 쫌 부담이 되겠다. /
	 그 &name2&는 옆에서 뭘 어떤 반응을 했었어? /
	
P0 	:근데 또 너무 아는 척 하면은 꼴 사나우니깐 / 그냥 이렇게 만져만 보고 / 이케 좀 열었 문 열었다 닫았다 하는 그게 자석으로 되어 있더라고. /
	 걍 그것만 쫌 만져 보고 지나갔지. /
	
P1 	:아 &name2& 앞에서는 그래도 / 대충하고 넘어 갔었구나. /
	
P0 	:그럼 너무 그렇게 아는 척하면은 쫌 그래 보일 수 있잖아. /
	
P1 	:아 그리고 나 요즘 그 바지 / 그 회색 회색인데 / 약간 아래 조거로 돼 있는 그런 바지 찾고 있는데 트레이닝 바지 어 혹시 브랜드 아는 거 쫌 있어? /
	
P0 	:아 약간 / 뭐 재질이 뭐 여야 되는데? /
	
P1 	:그냥 그 지짜 트레이닝 바지 있잖아. /
	 그까 그런 느낌의 좀 얇고 /
	
P0 	:아 그냥 /
	
P1 	:그런 느낌? /
	
P0 	:아 그냥 그 나일론 말고 스웻팬츠 느낌으로? /
	 근데 그것도 / 그 피터 형님이 컨텐츠 한게 있거든? 근데 그거를 / 그 형님께서 되게 스웻 팬츠류를 되게 좋아 하신단 말이야. /
	 그래서 그거 있는데 / 근데 어쨌든 대장은 / 피오갓이지 어쩔 수 없이 그 형님도 / 따른 거 막 추천해 주는데 / 어쨌든 그게 제일 그거라고 말씀을 하시더라고. /
	
P1 	:근데 내가 우리 자취 하면은 사실 트레이닝복을 더 많이 입을 것 같은 거야. /
	 그래서 피오갓 그 위에 셋업을 하나 사서 / 그 스터디카페나 이럴 때 돌아다닐 때 그것만 입을까 생각을 했는데 한 삼 사십 깨지던데? /
	
P0 	:아 그지 위아래로 / 한 벌 맞춰서 살려면은 이게 이십 씩 잡으면은 / 한 삼십 후반에서 사십이더라고. 근데 / 보통 위 아래 똑같은 색을 산단 말이야? /
	 뭐 회색이면 위에 회색 아래 회색 / 근데 그 / 그 형님께서는 위에는 갈색 / 밑에는 회색 이렇게 입으니까 또 그게 느낌이 있더라고. 그래서 / 그렇게 살까 또 생각해봤지 나도 /
	
P1 	:몇 번 복학하기 전에 쿠팡 좀 해서 / 무리해서 옷 쫌 살까? /
	
P0 	:아 근데 나는 아무리 / 사고 싶다 해도 그거는 다시는 못 할 거 같애. /
	 너무 힘들기도 하고 / 또 끝나면은 뭔가 내가 오늘 뭐 했나 싶기도 하고 그래서 /
	
P1 	:((맞아)) 타이레놀 먹으면서 까지 옷 사려고 일하는 거는 / 쫌 아닌 거 같고 / 약깐 들어가서 자취해서 진짜 / 거의 돈 안쓰고 모아서 가끔씩 하나 사야 될 거 같애. /
	
P0 	:근데 그 피오갓 말고 / 따른 것도 내가 괜 되게 괜찮은 거 하나 봐 놨거든? 그 / 근데 바지에 바지에 뭐 그런 로고 플레이도 별로 없고 / 되게 괜찮은 거 있었는데 그거 내가 원래 내가 오 육만 원했었던 거 같거든? /
	 내가 나중에 알려 줄게. 내가 사면은 넌 사면 안 된다? /
	
P1 	:그럼 또 같이 같이 겹치면 쫌 그렇지. /
	 그 형은 그거 어디에 -신-신으려고 아 어디에 입으려고 사는 거야? /
	
P0 	:아 이걸 얘기할려면은 또 / 한 아 근데 어디에 입어도 괜찮을 거 같아서 뭐 조던에 신어도 되고 조던이 세 개 / 중에 아무거나 신어도 괜찮을 거 같고 / 또 뭐 사카이에 신어도 괜찮을 거 같고 / 또 이지에 신어도 괜찮을 거 같고 / 뭐 / 어 괜찮을 거 같아 가지고 사면은 잘 입지 않을까? /
	
P1 	:아 나보다는 형이 먼저 사는 게 맞는 거 같고 나는 나중에 한번 혼자 알아볼게 뭐 디네뎃이나 이런 걸 가서 / 하나 살게. /
	
P0 	:근데 맞아 근데 나도 그 생각을 좀 했었거든? 막 어차피 추리닝을 / 많이 입을 거 같아서 / 나이키 같은 데 가면은 조거팬츠 엄청 이쁜 것도 많더라고 나이키에도? /
	 근데 나이키도 / 생각보다 너무 비싸. 십만 원이 막 넘고 그래서 / 근데 그 돈 주고 살 거면은 사실 / 피오갓 사는 쫌 쫌 더 보태서 사는 게 나으니까. /
	
P1 	:나도 처음에 디네뎃 매장 갔는데 / 한 칠 팔만 원 하는 거야. /
	 근데 약간 재질이 별로 안 좋아 보여서 / 아 이 돈 줄 바에는 돈 쫌 더 주고 나이키 매장에서 기능성을 사는 게 낫겠다. /
	 그래서 갔는데 십만 원이 넘는 거야. /
	 그래서 이 돈 줄 바에는 쫌 더 주고 / 피오갓을 사겠다 이 생각까지 갔었거든. 형이 먼저 하고 있었구나. /
	
P0 	:그렇지. 그니까 / 그렇게 됐네. 또 내가 먼저 생각을 하는 경우가 되어 버렸구나. /
	
P1 	:그러고 바지는 이제 그거 살려고 하고 있고 / 또 연청바지 하나 사고 싶거든. /
	 신발이랑 약간 비슷한 색깔로 해서 / 하는데 연청바지 진짜 어디서 사야 될지 모르겠네. /
	
P0 	:그지 근데 청바지 같은 게 쫌 애매하긴 하지. 근데 / 이게 또 내가 이런 추천해 준 영상들을 보니까 / 이 리바이스 오오오공일 그 쎌비지 데님 / 근데 그게 진짜 이쁘더라고 또 / 다 잘 어울리고 그래서 나는 그거 먼저 살까 생각 중이야. /
	
P1 	:나 리바이스는 매장에서는 사 본 적이 없어서 얼마 정도 하지? /
	
P0 	:나 그때 갔었으 근데 엄청 / 가격대 별로 너무 / 그 갭이 커 가지고 리바이스나 막 / 캘빈 이런 곳 막 청바지 그런 브랜드들 너무 이게 / 이 스펙트럼이 넓어서 근데 그런 쫌 약간 / 사람들이 좋아하는 야 그런 거는 좀 비싸지 한 삼십만 원 넘어가니까. /
	
P1 	:어 리바이스가 되게 비싸구나. 나는 그 아울렛 매장에 있는 리바이스는 되게 싸니까 / 한 십만 원이면 사는 줄 알았어. /
	
P0 	:근데 또 그런 데에서도 이쁜바지 / 또 찾으면 엄청 많대. 너무 이게 라인들이 너무 많으니까 / 나도 뭐 다는 알진 못하는데 근데 찾아보면 엄청 많더 많다고 하더라고. /
	
