# FILE DATA
ID : SDRW2100001513
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210831
topic : 쇼핑 > 구매관련 생각

# SPEAKER_INFO
id : SD2101513
age : 20대
occupation : 무직/취업준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
education : 대졸

id : SD2101514
age : 20대
occupation : 무직/취업준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
education : 대졸

# SETTING
relation  :  형제/자매


P0 	:&name1&아 쇼핑 갈래? /
	
P1 	:{laughing} 그냥 편하게 얘기 하면 돼. /
	
P0 	:쇼핑 갈래? /
	
P1 	:(()) /(note : 발화겹침) 쇼핑 어딜로? /
	
P0 	:옷 사러 /
	
P1 	:어딜로? /
	
P0 	:롯데몰 갈래? /
	
P1 	:그래. /
	
P0 	:(()) /
	
P1 	:그 아니 / (()) / 그냥 산 거에 대해서 얘기하자 청바지 /(note : 발화겹침) {laughing} /
	
P0 	:맘대로 해. /
	
P1 	:{laughing} /
	
P0 	:(()) /(note : 발화겹침) 청바지? /
	
P1 	:응. /
	
P0 	:(()) / 나 어제 너한테 그거 보냈잖아 청바지 배기 바지 /
	
P1 	:응 응. /
	
P0 	:그래 가지고 그거에서 싸이즈랑 색상이 있는데 너 그거 괜찮았어? /
	(note : 발화겹침) 맞을 거 같애? /
	
P1 	:어 어 맞을 거 같애 근데 허벅지가 좀 클 거 같애서 그거만 쭐이면 될 거 같애. /
	
P0 	:어. /
	
P1 	:(()) /(note : 발화겹침) 그리고 약간 이제 쪼끔 더 다이어트 하면은 /
	
P0 	:응. /
	
P1 	:이제 {laughing} 어 쫌 /
	
P0 	:{laughing} /
	
P1 	:(()) /(note : 발화겹침) 언니 입고 싶어 하는 연한 청바지나 /
	
P0 	:응. /
	
P1 	:뚫린 청바지 그런 거 사도 될 거 같애. /
	
P0 	:(()) /(note : 발화겹침) 어. /
	
P1 	:그거 사서 언니가 이렇게 스크래치 내는 건 쪼꼼 /
	
P0 	:왜 에바야? /
	
P1 	:(()) / 쫌 그럴 거 같애. /
	 (()) /(note : 발화겹침) 그냥 일단 그거 입고 /
	
P0 	:응. /
	
P1 	:살 좀 더 빼면은 그거 원하는 걸로 사는 게 좋지 않을까? /
	 (()) / 응. /
	
P0 	:그러면 롯데몰은 가지 마? /
	(note : 발화겹침) (()) /
	
P1 	:롯데몰 일단 지금 코로나 /
	
P0 	:어. /
	(note : 발화겹침) 나 롯데몰 가고 싶어. /
	
P1 	:(()) /(note : 발화겹침) 지금 코로나라서 다음에 가. /
	
P0 	:롯데몰에서 가 가지고 나 볼 것도 있어서 /
	
P1 	:그거는 언니 몸무게 안에 들어오면 아빠 /
	
P0 	:아니 아니 따른 거. /
	
P1 	:(()) /(note : 발화겹침) 뭐? /
	
P0 	:(()) / 다이소나 마트 / {laughing} 마트 가고 싶어. /
	
P1 	:{laughing} /(note : 발화겹침) 마트 가고 싶어? /
	
P0 	:응. /
	
P1 	:(()) /(note : 발화겹침) 어차피 뭐 살 수도 없잖아. /
	
P0 	:왜? /
	
P1 	:(()) /(note : 발화겹침) 뭐 사고 싶어? /
	
P0 	:사실 /(note : 발화겹침) 뭐 먹고 싶기도 해. /
	
P1 	:못 먹잖아 지금 {laughing} /
	
P0 	:왜? /
	
P1 	:아니 / 그래 가자 그럼 / (()) / 가? /
	
P0 	:몇 시에 갈 건데? /
	
P1 	:오늘 갈 거야? /
	
P0 	:오늘 당장. /
	
P1 	:진짜 갈 거야? /
	
P0 	:오늘 당장. /
	
P1 	:그래 가 그럼 {laughing} 아 그래 알았어. /
	
P0 	:{laughing} 끝나고 갈 건데 / 뭐 사지? /
	 너 뭐 살 거 없어? /
	(note : 발화겹침) 내가 사 줄게. /
	
P1 	:난 /(note : 발화겹침) {laughing} /
	
P0 	:{laughing} /
	
P1 	:{laughing} 돈 돈 많아? /
	
P0 	:(()) /(note : 발화겹침) 사 줄게. /
	(note : 발화겹침) 어. /
	(note : 발화겹침) 야 뭐 사고 싶은 거 없어? /
	
P1 	:나 그 다이소에서 그거 사고 싶어 탁상 선풍기 /
	
P0 	:뭐? /
	
P1 	:언니 꺼 너무 바람이 약해 언니가 준 게 / (()) / 선풍기가 /
	
P0 	:그냥 쓰지? /
	(note : 발화겹침) (()) /
	
P1 	:{laughing} /
	
P0 	:{laughing} 그냥 써. /
	
P1 	:바람이 너무 약해서 /
	
P0 	:응. /
	
P1 	:새로 살까 생각 중 / (()) / 아 그리고 이번에 나오는 제트플립도 사고 싶어. /
	(note : 발화겹침) 그거 쓰리 응. /
	
P0 	:제트플립? /
	(note : 발화겹침) (()) /(note : 발화겹침) 아 갤럭 /
	
P1 	:(()) /(note : 발화겹침) 그게 제일 이쁘더라. /
	
P0 	:그거 쓰리인가? /
	
P1 	:(()) /(note : 발화겹침) 응. /
	(note : 발화겹침) 응 쓰리 / (()) /
	
P0 	:무슨 색? /
	
P1 	:그냥 흰색 흰색도 이쁘고 보라색인가? /
	
P0 	:난 보라색 /
	
P1 	:보라색? /
	 (()) /(note : 발화겹침) 언니 핸드폰 얼마 남았지 약정 다 끝났잖아. /
	
P0 	:난 끝났어 어. /
	
P1 	:(()) / 그 바꿔. /
	
P0 	:아 돈이 없어. /
	
P1 	:돈이 없어 얼마지 얼마 정도 할까? /
	
P0 	:{laughing} /(note : 발화겹침) 백 얼마 하던데. /
	
P1 	:(()) /(note : 발화겹침) 백삼십 정도 하겠지? /
	
P0 	:어. /
	(note : 발화겹침) (()) /(note : 발화겹침) 근데 가로 플립이 있고 그 세로 플립이 있는데 /
	
P1 	:근데 나는 -세- 세로가 나은 거 같애. /
	
P0 	:(()) /(note : 발화겹침) 세로 플립으로? /
	
P1 	:이렇게 가로보다 /
	
P0 	:(()) /(note : 발화겹침) 아 그거 사진 찍을 때 이모 꺼? /
	
P1 	:(()) /(note : 발화겹침) 어. /
	(note : 발화겹침) 어 이모 꺼 /
	
P0 	:(()) /(note : 발화겹침) 아. /
	
P1 	:그리고 그게 약간 /(note : 발화겹침) 느낌이 옛날 폴더 폰 그런 그립감이 있잖아. /
	
P0 	:아 그것도 보러 가자 그러면 /
	
P1 	:(()) /(note : 발화겹침) 응 그거 보러 어디로 가? /
	
P0 	:롯데몰 /
	
P1 	:{laughing} /
	
P0 	:{laughing} 롯데몰로 갈 건데 / (()) /(note : 발화겹침) 롯데몰 가서 그 쇼핑하고 /
	
P1 	:응. /
	
P0 	:(()) / 뭐야 뭐 뭐 먹고 가 뭐 먹고 갈까? /
	 (()) /(note : 발화겹침) 밥 같은 거? /
	
P1 	:못 먹잖아. /
	
P0 	:(()) / 아. /
	(note : 발화겹침) 다이어트 해서? /
	
P1 	:응 언니 먹을 수 있어? /
	 {laughing} 그러니까 아니 다이소나 구경하고 그 마켓디는 가지 말자. /
	
P0 	:아니. /
	(note : 발화겹침) (()) /(note : 발화겹침) 안 먹어 구경할 거야. /
	
P1 	:(()) /
	
P0 	:어? /
	(note : 발화겹침) (()) /
	
P1 	:마켓 /
	
