# FILE DATA
ID : SDRW2100000637
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211019
topic : 우정 > 서로와 친구의 근황, 결혼에 대한 가치관

# SPEAKER_INFO
id : SD2100541
age : 20대
occupation : 무직/취업준비생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 서울
education : 대졸

id : SD2100542
age : 30대
occupation : 무직/취업준비생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대졸

# SETTING
relation  :  모임_동아리 지인


P0 	:요새 &name1& 누나 잘 지내? /
	
P1 	:&name1&? /
	 어 잘 지내는 거 같애. /
	
P0 	:같이 수업 요새 들을 거 아니야? /
	 요새 / 요새도 월수금 / 계속 수업 듣고 있었어 같이? /
	
P1 	:응 같이 듣고 있지. /
	(note : 발화겹침) ((그래)) 잘 /
	
P0 	:뭐 달라진 거 없어? /
	
P1 	:어 달라진 거 없고 같이 잘 듣고 있어. /
	
P0 	:아 그랬구나 요새는 따로 / 보고 이러진 않아? /
	
P1 	:저번에 같이 봤을 때 / 그 후에는 못 만났던 거 같애 나도 / 계속 / 바빴어 가지고 /
	
P0 	:아 그랬구나 요새 / 뭐 하고 지내는지가 되게 궁금 하더라고 /
	
P1 	:한 번 연락해 봐. /
	
P0 	:저번에 카톡 한 번 했었는데 / 무슨 아기 고양이를 키운다고 되게 바 / 되게 정신이 없다고 그러더라고. /
	 그래서 / 언제 시간 되냐고 물어봤는데. /
	 시월 말이나 십일 월 초에 시간이 / 된다라고만 얘기하고 끝났어. /
	
P1 	:맞어 그 고양이 갑자기 키우게 돼 가지고 / 그래 가지고는 쫌 정신없었던 거 같긴 해. /
	
P0 	:신기하다. /
	 고양이도 신경 쓰면서 이제 수업 준비도 해야 되고 / 사람들도 / 쪼금 케어해야 되고 이런 게 되게 바쁠 텐데 . /
	 그 되게 열정이 대단한 거 같애. /
	
P1 	:끄치 대 / 어 하 여러 가지 일을 하면서도 / 다 잘하는 거 같애. /
	
P0 	:그러게 나도 저번에 한 번 둘이 / 만나서 얘기 한 번 한 적이 있었는데 / 진짜 어떠한 계기가 / 있었다라고 하더라고 솔직히 나는 별로 공감이 안 되긴 했는데. /
	 진짜 참 사람이 계기가 중요한 거 같애. /
	 어떠한 계기로 인해서 사람이 참 / 변할 수도 있다라는 생각이 들더라고. /
	
P1 	:그치 그런 게 / 필요는 한 거 같애 사람마다 터닝 포인트가 / 있는 것도 같고 / 어 뭔가 동물을 키우는 것도 / 되게 용기가 필요하다라고 생각하는데 / 근데 너무 귀엽더라고 고양이 보니까. /
	
P0 	:아 집에서 키우는 거야 고양이를? /
	
P1 	:잠깐 임보했다라고 하더라고 /
	
P0 	:아 그렇구나. /
	 근데 부모님이 쫌 별로 안 좋아하신다고 얘길 들었는데. /
	
P1 	:어 근데 그래도 나름 잘 키우고 / 인제 또 보내 줄 때도 정해졌다라고 들었던 거 같애. /
	
P0 	:아 누나는 따로 / 안 키워? /
	
P1 	:나는 강아지 키우고 있고 / 지금 여덟 살이야. /
	
P0 	:아 여덞 살이면 되게 나이가 많네. /
	
P1 	:옛날에는 / 강아지 한 살이 사람 열 살이라고 했는데 / 요새는 강아지도 / 수명이 길어져서 한 살이 다섯 살이래. /
	
P0 	:어 맞아 나도 강아지 한 십오 년 정도 / 산다라고 알고 있거든. /
	 나도 애완동물 되게 좋아하는데 여력이 안 돼서 지금 못 키우고 있어. /
	 와 되게 신기하다. /
	 (()) / 저번에 수업 / 안 들은 이후로 나도 사실 / 누나한테 못 본 지 되게 오래돼서 어떻게 사는지가 쫌 궁금하긴 했었거든. /
	
P1 	:저번 주에 보지 않았나 우리? /
	
P0 	:저번 주에? /
	 언제? /
	
P1 	:수요일 날 보지 않았나? /
	
P0 	:저번 주 수요일 날 우리가 봤다고? /
	
P1 	:그게 저번 주 수요일 아니었나? /
	 저저번 주였나? /
	
P0 	:저번 주는 아닌데 저저번 주일 거야 아마 /
	
P1 	:아 그랬구나? /
	 시간이 요새 되게 빨리 가는 거 같애. /
	
P0 	:아 요새 뭐 좋은 일 있어? /
	
P1 	:그런 건 아닌데 그냥 시간 자체가 / 뭔가 빨리 가는 느낌이라고 해야 되나? /
	 뭔가 하루에 / 일어나서 책 읽고 잠깐 외출하고 / 그리고 또 돌아와서 뭐 이것저것 하다 보면 / 하루가 그냥 다 가 있는 거 같애. /
	
P0 	:그러면 느낌이 어때 하루가 그렇게 빨리 갔을 때? /
	
P1 	:아 진짜 시간이 빠르구나라는 생각이 진짜 많이 드는 거 /
	
P0 	:아 그냥 그게 끝이야? /
	
P1 	:응. /
	 (()) 요새 뭐 / 재밌는 책 읽으면 또 그 책 보면서 / 아 이거 괜찮네라고 해서 보고 /
	
P0 	:아 그랬구나 그러면은 / 누나도 수업 / 같이 이제 들으면서 이제 이것저것 / 뭐 하고 싶은 거 많이 하고 있었다는 그런 얘기네? /
	
P1 	:그치 내가 하고 싶은 거 그 시간은 딱 / 두 시간도 안 되는 / 안 되는 시간이니까 그냥 하고 / 그 외 시간은 하고 싶은 거 하는 거지. /
	
P0 	:아 그러면 / &name2& 쌤하고 듣는 건 아직도 똑같은 거야 /
	
P1 	:응. /
	 똑같애. /
	
P0 	:(()) 되게 저번에 봤는데 &name2& 쌤 / 담당하는 사람이 엄청 많은 거 같더라고 맨날 얼굴이 바뀌더라고 들어오는 사람들 /
	
P1 	:아니었는데 다 똑같앴는데 {laughing} /
	
P0 	:아 그래? /
	
P1 	:어 {laughing} /
	
P0 	:그 여자분들은 다 비슷한 거 같은데 남자분들 맨날 바뀌던데? /
	 들어오는 사람? /
	
P1 	:어 아니 똑같앴어 어 /
	
P0 	:아 그래? /
	
P1 	:어. /
	
P0 	:아 내가 잘못 알고 있는 것일 수도 있고 / 그래 &name2& 쌤하고 자주 연락해 아직도? /
	
P1 	:응. /
	 거의 매일 하는 거 같애. /
	
P0 	:아 요새 뭐 내용이 어려워져서 계속 / 그걸 해야 되나 보네 보강을 /
	
P1 	:아니 그런 건 아니고 / 그냥 / 대화도 하고 그래. /
	
P0 	:아 무슨 얘기 하는데? /
	
P1 	:그냥 시답지 않은 {laughing} 애 얘기도 많이 하는 거 같은데? /
	
P0 	:근데 뭔가 / 내가 봤을 때는 뭔가 대화 코드가 잘 통할 것 같긴 하 하거든. /
	 &name2& 쌤이랑 누나랑 왠지 / 비슷한 부분이 나는 많이 겹치는 게 있어 가지고 /
	
P1 	:아 그랬구나? /
	
P0 	:어. /
	
P1 	:그래도 대화가 잘 통하는 편인 거 같애. /
	
P0 	:그래서 무슨 얘기를 하는지가 쫌 궁금하긴 했어 둘이 /
	
