# FILE DATA
ID : SDRW2100003057
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211025
topic : 우정 > 주변 친구들 성격 및 관계

# SPEAKER_INFO
id : SD2103029
age : 20대
occupation : 무직/취업준비생
sex : 남성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
education : 고졸

id : SD2103030
age : 20대
occupation : 학생
sex : 남성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
education : 대재

# SETTING
relation  :  친구


P0 	:그 우리가 처음 만난 게 / 그 /
	
P1 	:응. /
	
P0 	:우리 한 중학교 때인가 그때 교회에서 만났잖아. /
	
P1 	:응. /
	
P0 	:근데 너는 / 우리 만나기 전에 / 교회에서 더 친해진 친구 있잖아 지금은 고려대학교를 간 그 친구 있잖아. /
	
P1 	:응 그치. /
	
P0 	:그 친구랑은 처음에 어떻게 만나게 된 거야? /
	
P1 	:걔 하고는 이제 초등학교 때부터 그거 였으니까 / 초등학교 때부터 만나서 /(note : 발화겹침) 친하게 지냈으니까 걔 말고 또 경찰쪽 공무원 시험 보는 얘 있잖아. /
	
P0 	:응. /
	
P1 	:걔도 마찬가지로 초등학교 때 사 학년 때쯤? /
	 그때 / 그때 만났었고 / 뭐 / 일단은 / 걔네 둘은 진짜 / 그만큼 / 친하면서 / 좋은 친구긴 한데 이제 한 명은 쫌 그렇지 {laughing} /
	
P0 	:응. /
	
P1 	:살짝 응. /
	
P0 	:그러면 /(note : 발화겹침) 너가 쫌 그렇다는 친구는 이제 경찰 공무원을 준비하는 친구잖아. /
	
P1 	:응 그치. /
	
P0 	:그러면 그 친구는 뭔가 마음에 안 들어 뭔가 장난을 너무 쎄게 치나? /
	
P1 	:마음에 안 드는 것보다는 장난을 쫌 심하게 치는 게 쫌 없지 않아 있어 가지고 / 막 뭐라고 해도 뭐 안 듣고 그러니까 거기서 이제 나도 뭐라고 안 할려고 했었던 거였고 / 그 고려대 친구도 마찬가지로 뭐라고 안 할려고 했었던 거였지. /
	 걔한테도 장난 많이 치다 보니까 /
	
P0 	:그 / 그 그러면 너가 / 뭐 그 / 경찰 공무원 준비한 친구랑 고려대 준비한 친구가 있는데 / 그 고려대 준비한 친구랑 / 더 친하잖아. /
	
P1 	:그치. /
	
P0 	:너는 그 친구 어떤 점이 그렇게 좋은 거야? /
	
P1 	:그녜 / 애가 착해 그러니 {laughing} 그래 가지고 착한 것도 그렇고 / 뭔가 / 말을 하면 들어주고 그러니까 그러다 보니까 / 그만큼 걔가 좋은 친구라는 걸 알고 있고 성격도 좋다는 걸 알고 있으니까. /
	 아 물론 경찰 행정학과 친구는 / 그 친구도 뭐 아 싫다는 건 아니야 걔도 성격은 좋은데 장난이 너무 심한 게 문제여 가지고 /
	
P0 	:그치 걔가 쫌 {laughing} 장난이 심하지 난 / 나도 걔를 초등학교 때부터 만났는데 / 뭐지? /
	 어릴 때는 되게 쪼끔 / 폭력적이고 그랬거든. /
	 근데 나이 쫌 들면서 / 쫌 나이 많이 나아진 거 하지만 여전히 쫌 장난이 쫌 심하고 / 그런 거 보고 나도 쪼끔 불편할 때가 있더라고 /
	
P1 	:날 내가 내가 초등학교 때도 / 걔 / 봤었을 때 막 폭력적인 게 그런 게 쫌 있었긴 했었어 걔 / 뭐 나이 들면서쫌 괜찮아진 거 같긴 한데 아직까지는 없지 않아 장난식으로 그러는 게 쫌 아직까진 있지. /
	
P0 	:뭐 앞으로 쫌 더 / 같이 놀면 더 나아지겠지 뭐 /
	
P1 	:뭐 그렇지 물론 지금 {laughing} / 지금 시험 공무원 시험 때문에 {laughing} 지금 바빠 가지고 / 지금은 못 만나는데 /
	
P0 	:그니까 요즘 / 공부하느라 되게 힘든 거 같던데 / 잘 되면 좋겠다. /
	
P1 	:응. /
	
P0 	:그 뭐야 / 그럼 그 고려대 친구는 있잖아. /
	 나는 걔 처음 만났을 때가 /
	
P1 	:응. /
	
P0 	:그 수련회에서 만났는데 / 수련회에서 걔가 / 뭐지 샤워하고 옷을 정리하는데 / 담을 비닐봉지가 없다고 없어서 막 안절부절 하더라고 /
	
P1 	:아 /
	
P0 	:그래서 내가 / 나는 비닐봉지 여러 개 있어 가지고 한 장 줘서 / 어 이거 써 했더니 얘가 고마워하면서 그때부터 되게 친해졌거든. /
	
P1 	:응. /
	
P0 	:너는 막 그런 / 에피소드 있어? /
	 처음 만났을 때라든가 /
	
P1 	:처음 만났을 때 / 처음 만났을 때 / 애들 / 나는 애들 처음 만났을 때가 나 입학 / 삼 학년 입학했을 때여 가지고 고려대 친구는 / 그 경찰 공무원 친구는 사 학년 때고 / 뭐 별로 크게 에피소드 되게 크게 없다고 생각해. /
	(note : 발화겹침) 재미난 예들은 많았지 물론 거기에 보면 내 흑역사가 쫌 많아 가지고 {laughing} /
	
P0 	:{laughing} / 그 / 그러면 그 뭐야. /
	 나는 그때 수련회 때 고려대 친구 만나고 / 그 고려대 친구가 너랑 자 같이 다니니까 그때는 / 그러면서 / 살짝 그 친구를 통해서 널 알게 된 / 그런 / 그런 케이스였는데 / 사실 나 뭐지 너 처음 만났을 때 / 인상이 쫌 사실 기억이 안나거든. /
	 근데 너는 나 처음 봤을 때 인상이 어땠는지 {laughing} / 그냥 쫌 궁금해. /
	
P1 	:일단은 그냥 내가 봤었을 때는 너는 그냥 온순하다. /
	 그냥 그런 이미지였어. /
	
P0 	:아 나 너 처음 봤을 때 / 뭐였지? /
	 나도 너의 첫인상이 되게 온순하다 생각했는데 / 가끔 / 방금 말하는게 {laughing} 어 / 어~ / 가끔 이게 맞나 싶은 생각이 들 때가 있더라고 예를 들어서 / 어~ / 아 그니까 뭔가 / 너가 잘못 알고 있는 게 가끔 있어 가지고 / 예를 들어서 / 어~ / 그냥 그 뭐 우리 다이소 알바 같은 거 할 때도 / 막 / 너가 일을 자꾸 / 어 혼동할 때가 있잖아. /
	 그런 / 그런 거 / 그게 쫌 있더라고 /
	
P1 	:어 나 나도 내가 생각하는 게 쫌 / 그런 게 쫌 없지 않아 있긴 해 내가 / 그 / 다이소 알바 할 때 내가 막 잘못 그거 들어 가지고 / 잘못해 가지고 너한테 잘못 전달할 때가 쫌 있다고 나도 그렇게 생각을 하는데 / 이게 / 내가 워낙 / 쫌 귀도 밝은 편도 아니여 가지고 / {laughing} 이게 / 어쩔 수가 없는 거 같아. /
	
P0 	:음 아 그럴 수 있지. /
	 이 처음에는 쪼끔 / 쪼끔 당황했어 애가 내가 말한 거를 / 뭐지 기억 못 하길래 / 어? /
	 내 말에 집중하지 않은 건가 살짝 그런 생각이 쪼 처음에는 오해가 있었는데 / 뭐 지금은 / 뭐 이것저것 아니까 / 아 그냥 얘가 나를 무시하는 게 아니고 / 그냥 쪼끔 이런 성향의 친구구나 이렇게 생각을 했지. /
	
P1 	:음 일단 / 나도 이거를 고쳐 나갈려곤 하는데 이게 / 워낙 / 살아오면서 이렇게 살아오다 보니까 이게 고쳐지는 것도 또 힘들지. /
	 그래 가지고 / 이걸 어떻게 고쳐야 될까 {laughing} 생각도 하는데 / {laughing} 별로 생각이 안 나는 거야 이게 생각이란 거에 대해서도 좀 문제가 있어 가지고 / 그냥 생각나는 게 하나도 없더라고 {laughing} /
	
P0 	:음 /
	
P1 	:뭔가 생각을 할 때마다 {laughing} /
	
P0 	:뭔가 / 뭐지? /
	 너는 살짝 나한테 그런 거 없었어 뭔가 내가 / 어~ / 쪼끔 / 맞지 않는 행동한다거나 그런 걸 느낀 적은 없나? /
	
P1 	:나는 / 일단 니가 나한테 지적을 할 때마다 뭐 맞는 말이여 가지고 / 그리고 / 니가 틀린 말을 하는 게 없어 가지고 / 거의 뭐라 할 것도 없고 / 뭐 너도 뭐 실수하는 게 나도 실수를 많이 하다 보니까 너한테도 뭐라 할 수 있는 게 없지. /
	
P0 	:응 아이씨 나도 나도 항상 실수 많이 하는데. /
	 -그렇- 그렇게 말해주니까 고맙다 야 / 그 뭐야. /
	 살짝 / 고려대 친구랑 / 경찰 공무원 시험 준비하는 친구가 / 우리 / 우리 인제 같이 아는 친구잖아. /
	
P1 	:응. /
	
P0 	:근데 뭐 사실 우리가 / 우리 각자 아는 친구들까지 하면 서로 모르는 친구가 많을 텐데. /
	 뭐 / 사실 나는 친구를 사귈 때 / 사람 성격 같은 걸 먼저 보거든. /
	 성격이랑 / 얘랑 나랑 관심사가 어느 정도 통하나. /
	 나는 그런 걸 보고 / 사 / 그런 게 어느 정도 맞으면 사람 친해지기가 쉽더라고 / 근 너는 쫌 친구를 사귈 때 중요하기 여기는 / 포인트라는 게 있 포인트라든 게 뭔가 있나 여쭤보고 싶어. /
	
