# FILE DATA
ID : SDRW2100003686
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211110
topic : 먹거리 > 저녁 메뉴 선정, 다이어트 술자리, 남친면회 도시락, 하단 맛집, 동래 맛집, 남자친구와의 입맛

# SPEAKER_INFO
id : SD2103593
age : 10대
occupation : 학생
sex : 여성
birthplace : 부산
principal_residence : 부산
current_residence : 부산
education : 대재

id : SD2103594
age : 10대
occupation : 학생
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
education : 대재

# SETTING
relation  :  친구


P0 	:우리 오늘 저녁 뭐 먹을 거야? /
	
P1 	:근데 내가 지금 다이어트 중이라서 /
	
P0 	:아 그럼 또 샐러드 먹을 건가? /
	
P1 	:애들이 학교 끝나고 / 그 술 먹으러 가자고 했었잖아. /
	
P0 	:응. /
	
P1 	:근데 일단 다이어트 중이라서 술은 안 먹을 거야. /
	 왜냐면 내일도 먹어야 돼. /
	
P0 	:내일 왜 먹어? /
	
P1 	:내일 친구 생일이라서. /
	
P0 	:그러면 그 술자리만 가고 술은 / 안 먹는 걸로? /
	
P1 	:근데 애들이 우리가 술 안 먹고 하게 냅둘까? /
	
P0 	:어 딱히 안 맥일 거 같은데 &name1&도 술 잘 안 먹이고 / &name2&이도 안 먹이지 않나? /
	
P1 	:아 그런가? /
	
P0 	:근데 먹어 봤자 / 맥주만 줄 거 같은데 /
	
P1 	:근데 애들이 마치고 뭘 먹으러 갈까? /
	
P0 	:마치고 / 마치고 하단에서 먹겠지. /
	
P1 	:일단은 니가 안 먹는 안주가 엄청 많잖아. /
	
P0 	:아 어. /
	
P1 	:그럼 이제 &name3&가 안 먹는 걸 빼면은 갈 수 있는 데가 /
	
P0 	:{laughing} /
	
P1 	:뭐 있을까? /
	
P0 	:아 근데 &company-name1&도 / 다시 가고 싶긴 함. /
	
P1 	:회가 있는데 술 안 먹어? /
	
P0 	:콜라 마시면 되지. /
	
P1 	:난 콜라 안 먹어. /
	
P0 	:그러면 김빠진 콜라는? /
	
P1 	:김 빼 줄 거야? /
	
P0 	:어. /
	(note : 발화겹침) 어 {laughing} /
	
P1 	:좋다. /
	
P0 	:해 줄게. /
	 {laughing} /
	
P1 	:&company-name2& / 아 근데 밥으로 먹기에는 / 회가 조금 그렇다. /
	
P0 	:음 그건 맞지. /
	
P1 	:그리고 애들은 술 먹고 있는데 우리는 술도 안 먹으면 우리 둘이서 회를 다 먹겠지. /
	
P0 	:으흠 {laughing} 그것도 맞지. /
	
P1 	:그럼 애들이 뭐라 하겠지. /
	
P0 	:(()) / 아니면 하단에 맛집 / 뭐가 있지? /
	 니 많이 알잖아. /
	
P1 	:나 잘 몰라. /
	
P0 	:니 &name4& 언니랑 가기로 한 그 대창 / 집은 어디 있는 건데? /
	
P1 	:그건 점포에 있는 건데. /
	
P0 	:아 /
	
P1 	:점포에 맛집 많잖아. /
	
P0 	:아 그럼 점포 갈까? /
	
P1 	:아니 너무 멀어. /
	
P0 	:아니야 딱 중간이야. /
	
P1 	:음 / 학교랑 너무 멀어. /
	
P0 	:아 학교랑? /
	 아 근데 그건 맞다. /
	
P1 	:근데 우리가 술 안 먹는다고 하면은 / &name2&이도 뭔가 술 안 먹겠다고 할 수도 있고 /
	
P0 	:&name2&이 / 아 그러 아니 아닐걸. /
	 &name2&이 원래 남사친들이랑 /
	
P1 	:&name2&이 /
	
P0 	:술 안 먹는다 했으면서 / 왜 이번에 &name4&이랑 먹지? /
	
P1 	:근데 &name4& 오늘 와? /
	
P0 	:그럴걸. /
	
P1 	:&name4&이 어제 나도 가도 되나 했는데 / 거기에 그 이후에 온다는 말이 있었나? /
	
P0 	:근데 올 거 같은데 걔 맨날 우리랑 술 먹을 때도 아 / &name2&이랑도 한번 먹어야 되는데 했었다 아이가? /
	
P1 	:음 근데 &name2&이가 / 자기 남자친구가 여사친을 / 못 만나게 하는데 / 남자친구는 &name2&이가 남사친을 만나도 된다고 한대. /
	
P0 	:어 그런 거면 / 지도 여사친 만나게 해 달라 이거 아닌가? /
	
P1 	:그건 아니고 그 남자친구가 전적이 있어서 / 자기는 양심 상 안 먹는 거고 / &name2&이한테 닌 먹어도 된다 했는데 / &name2&이가 / 자기도 그냥 안 먹겠다 하고 안 먹는 거야. /
	
P0 	:아 / 뭐야 어떻게 그러지? /
	 나였으면 먹었다. /
	
P1 	:근데 너도 남사친 없잖아. /
	
P0 	:남사친? /
	
P1 	:어. /
	
P0 	:나 많은 / 많진 않지만 / 그래 나는 공학 나왔으니까 /
	
P1 	:응 아 중학교 때 친구랑 아직도 연락 / 잘 하나? /
	
P0 	:응. /
	
P1 	:생각해 보니까 나도 / 지금 옆에 있는 친구들 거의 다 중학교 때부터 친한 애들 /
	
P0 	:{laughing} / 그치. /
	 근데 남사친이랑 연락은 이제 못하지. /
	 살짝 &name4&이랑 &name5&는 예외고 /
	
P1 	:나도 그 예외가 있었으면 좋겠다. /
	 아니 어떻게 밥 먹는 것도 안 되지? /
	
P0 	:이번 / 이번 면회 때 / 걍 협박을 하서 / 협의를 하지 말고 /
	
P1 	:아 맞다 내가 지금 또 고민 되는 게 뭐냐면 / 면회 때 보통 도시락이 도시락을 싸 가거나 / 배달 음식을 시켜 먹잖아. /
	
P0 	:응 /
	
P1 	:근데 내가 오빠 부모님이랑 나랑 이렇게 셋이서 오빠를 만나러 가는 거야. /
	
P0 	:아 하 /
	
P1 	:근데 내가 또 찾아보니까 / 연애 때 부모님이랑 가는데 / 내가 도시락을 싸는 건 예의가 아니래. /
	
P0 	:왜지? /
	
P1 	:그냥 그렇게 나와 있던데. /
	 니 같으면 싸가? /
	
P0 	:아니 시켜 먹을 거 같은데. /
	 살짝 부모님이 싸가지 싸 가시지 않을까? /
	
P1 	:나도 그 생각을 하고 있었는데 / 문자로 면회 때 도시락에 대한 이야기를 하니깐 / 어 / 그냥 아무것도 하지 말고 몸만 와라라는 / 뉘앙스로 얘기를 하실 줄 알았는데 얘기를 안 하셨어. /
	
P0 	:아 / 에이 도시락은 싸 주시겠지. /
	
P1 	:그렇겠지? /
	 그래서 나는 그냥 그 전날에 / 저쪽에 / 도너츠 집 가 가지고 도너츠 몇 박스 사서 / 갈까 이 생각을 하고 있었어. /
	
P0 	:근데 그것도 나쁘지 않다 디저트 조금 사 가면 되는 거니까 /
	
P1 	:그리고 오빠가 그 도너츠를 좋아하거든. /
	
P0 	:어딘데? /
	
P1 	:던킨 말고 도너츠 그 맛집 이름이 뭐였지? /
	
P0 	:아 그 크리스피도넛 파는 그기 /
	
P1 	:어 어 오빠가 /
	
P0 	:아 거기 난 /
	
P1 	:크리스피 오리지널 좋아함. /
	
P0 	:아 / 허 맛있겠다. /
	
P1 	:한 두 세 박스 사 가면 되겠지? /
	
P0 	:어 충분하지 않을까? /
	
P1 	:만약에 남으면 그냥 / 부모님 /(note : 발화겹침) 드리고 {laughing} /
	
P0 	:응 그럼 될 듯. {laughing} /
	
P1 	:진짜 도시락에 대한 고민이 너무 많음. /
	
P0 	:도시락 / 근데 딱 도너츠가 적당한 거 같은데. /
	
P1 	:지금 이 삼 일 남았는데 만약에 부모님이 도시락을 안 싸 오셨으면 어떡하지? /
	
P0 	:그럼 시켜 먹으면 되지. /
	
P1 	:약간 / 내가 쌀 줄 알고 안 쌌는데 / 안 싸 와서 쫌 /(note : 발화겹침) 그렇게 생각하시는 건 아니겠지? /
	
P0 	:허 아님 먼저 말씀드려 봐봐 도시락 싸 갈까요? /
	 {laughing} 이런 식으로 /
	
P1 	:근데 사실 나는 도시락을 살 생각이 없어. /
	
P0 	:아 그치 니는 요리를 / 못 /(note : 발화겹침) 하니까 {laughing} /
	
P1 	:어 할 줄도 몰라. /
	
P0 	:{laughing} /
	
P1 	:원래 사 먹는 게 제일 맛있어. /
	
P0 	:근데 그 안에서 배달 음식 먹을 수 있어? /
	 걍 면회 때 말고 / 걍 훈련 받으면서 배달 음식 먹을 수 있어? /
	
P1 	:지금은 교육 하는 곳이라서 뭐 시켜 먹는데 / 나중에 자대를 가게 되면은 안에서 배달 음식도 시켜 먹고 / 안에서 파는 것도 있고 그렇다던데. /
	
P0 	:근데 그러면 시켜 먹어도 되는 거 아닌가? 배달 음식 못 먹은 지 오래됐을 거니까 /
	
P1 	:그니까. /
	 오빠가 치킨 피자 이런 거 진짜 좋아하는데 / 콜라도 안 팔거든 안에. /
	
P0 	:헐 말도 안 된다. /
	
P1 	:그래서 오빠가 가기 전에 최후의 만찬 그 소고기 집에서 /(note : 발화겹침) 코카콜라를 꼭 먹어야 된다면서 코카콜라를 시켰어. /
	
P0 	:{laughing} / {laughing} 그럼 콜라 사 가면 되겠네. /
	
P1 	:아 도넛이랑 콜라? /
	
P0 	:{laughing} 어 환상의 조합 /
	
P1 	:그럼 / 그러면 나는 그걸 준비를 해야겠다. /
	
P0 	:도넛 / 도넛이 제일 적당한 거 같다. /
	 그래서 저녁 뭐 먹지? /
	
P1 	:저녁 저번에 그 앞에 &company-name3& /
	
P0 	:곱도리탕? /
	 맛있겠다. /
	
P1 	:하단에 새로 생긴 데인데 / 맛집이라고 올라오더라고. /
	
P0 	:음 인스타에? /
	
P1 	:어 근데 참고로 나는 다이어터야. /
	
P0 	:어 / 그러면 회를 먹어야 되는 거 아님? /
	
P1 	:샐러드 먹을까? /
	
P0 	:거기 샐러드도 팔아? /
	
P1 	:아니. /
	
P0 	:아 따로 챙겨 가서? /
	
P1 	:약간 칵테일 파는 데는 다 샐러드를 팔지 않을까? /
	
P0 	:칵테일을 먹자? /
	
P1 	:칵테일도 술이잖아. /
	
P0 	:근데 하단에 칵테일 파는 데가 있어? /
	
P1 	:몇 군데 있던데 보이던데. /
	
P0 	:{laughing} 근데 걔네가 칵테일을 먹을까? /
	
P1 	:근데 오늘 그 이공 학번 언니도 오잖아. /
	
P0 	:이공 학번이야? /
	
P1 	:그 &name6& 언니 /
	
P0 	:어 /
	
P1 	:이공 학번이야. /
	
P0 	:오호 이일 학번인 줄 알았는데. /
	
P1 	:복학 / 복학생 /
	
P0 	:아 / 아 근데 그 언니도 빠른이잖아. /
	
P1 	:그래서 &name2&이는 그 언니한테 / 막 이름 부르고 니 니 하는데 / 다른 애들은 다 언니라고 하던데. /
	
P0 	:나도 언니라고 / 해야 할 듯. /
	
P1 	:나도 언니라고 함. /
	
P0 	:아 해? /
	 아 말 텄어? /
	
P1 	:어 저번에 옆에 있어서 그냥 몇 마디 나눠 봤었는데 그때 언니라고 했어. /
	
