# FILE DATA
ID : SDRW2100000312
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210906
topic : 취직 > 희망진로, 정보교환

# SPEAKER_INFO
id : SD2100311
age : 20대
occupation : 학생
sex : 남성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대재

id : SD2100312
age : 20대
occupation : 학생
sex : 남성
birthplace : 광주
principal_residence : 광주
current_residence : 서울
education : 대재

# SETTING
relation  :  친구


P1 	:야 &name1&아 / 이번에 / 애들이랑 사주 보고 온 거 들었냐? /
	
P0 	:나도 갔다 왔잖아. /
	
P1 	:아 맞네. /
	 아 근데 / 우리 거의 직업 다 정해졌어. /
	
P0 	:그치 지금 나 있는 카톡 아이디 다 바꿔 놨어. /
	
P1 	:뭘로 바꿨는데? /
	
P0 	:뭐 이 / &name2& 감정평가사님에다가 /
	
P1 	:{laughing} /
	
P0 	:&name3& 세무사님 / &name4& 아나운서님 뭐 이런 거 /(note : 발화겹침) 그짢아. /
	
P1 	:{laughing} 너도 했구나 그거를 /
	
P0 	:아 형도 했어? /
	
P1 	:아이 나는 선구자야. /
	
P0 	:아 그래? /
	
P1 	:이미 해 놨거든. /
	
P0 	:나는 뭘로 해 놨어 그럼 /
	
P1 	:너? /
	 너는 / 넌 나의 에스디 카드 / 해 놨는데. /
	 근데 너는 / 그 사주 아줌마 얘기로 / 대기업에 취업한다고 / 애기가 들려 오던데 그거 사실이냐? /
	
P0 	:그치 나 내후년까지 관운이 있더라고 하더라고 /
	
P1 	:어 그래? /
	
P0 	:근데 내가 상상하지 못 한 미래기는 해 가지고 약간 /
	
P1 	:음 / 그러면 대기업 취업에 대한 생각을 전혀 해본 적이 없던 거야? /
	
P0 	:나는 근데 / 그치 사기업보다는 / 나는 공기압이 더 생각이 많았으니까 /(note : 발화겹침) 근데 그렇게 말씀하신 게 /
	
P1 	:음 /(note : 발화겹침) 응 /
	
P0 	:나 부모님 둘 다 이제 공무원이시잖아. /
	
P1 	:그치 /
	
P0 	:근데 사주 상으로 무슨 / 부모님 이제 나랏돈을 받으면은 / 내가 / 그거에 엄청 ((성x))하는 노력을 해야지. /
	 받을 수 있다. /
	
P1 	:어 /
	
P0 	:그렇다 하더라고 그래서 / 그럼 대기업이나 뭐 그런 게 /
	
P1 	:근데 요새 대기업 취업 같은 경우가 되게 쉽지가 않잖아. /
	
P0 	:그지. /
	 그렇지. /
	
P1 	:근데 그렇게 대기업을 간다 / 그러면 또 / 그에 / 상응하는 노력을 해야 되는 게 / 맞네. /
	 많은 노력을 해야겠네 너 근데 너 최근에 컴활도 하지 않았냐? /
	
P0 	:아 그냥 기본 자격증들 따는 거지 뭐 /
	
P1 	:아 그래 컴활은 땄어? /
	
P0 	:컴활은 잠깐 미뤘어. /
	
P1 	:아 미뤘어 아 그래 /
	
P0 	:응 /
	
P1 	:요새 대기업 필수 자격증으로 / 컴활 / 그다음에 한국사 / 이렇게 있더라고. /
	
P0 	:형님 좀 잘 모르는 거 같은데 그건 대기업이 아니라 /
	
P1 	:공기업이구나. /
	
P0 	:그렇지. /
	(note : 발화겹침) 그리고 뭐든 /
	
P1 	:응 /
	
P0 	:지금 뭘 하려 해도 다 바늘구멍이잖아. /
	(note : 발화겹침) -시- 시장 자체가 /
	
P1 	:그렇지. /
	(note : 발화겹침) 응 맞아 /
	
P0 	:요즘 우리가 우리 세대가 진짜 고민이 많지. /
	
P1 	:응 그렇긴 해. /
	 그래서 / 우리 주변은 다 전문직으로 돌렸잖아. /
	
P0 	:형 궁극적으로 / 하고 싶은 게 있어 사업쪽이야? /
	
P1 	:나 / 나는 / 돈 많은 백수가 되는 게 꿈이야. /
	
P0 	:돈 많은 백수가 어떻게 될 건데. /
	
P1 	:그때 사주 / 일단 취업을 먼저 해야겠지? /
	 취업을 / 먼저 해야겠지만 / 사실 나는 / 취업보다 / 그냥 지금 / 내가 있는 돈이 더 커지면 되지 않을까? /
	 그런 생각을 먼저 해 봤고 / 지금 / 특히 더 취업시장이 바늘구멍이잖아. /
	 우리 학교도 졸업한 애들 보면은 / 거의 / 바로 취업한 친구들 많이 없지 않나? /
	
P0 	:그 우리뿐만이 아니니까. /
	(note : 발화겹침) 근데 서류상으로는 이제 우리가 엄청난 아웃풋을 찍긴 하는데 /
	
P1 	:{laughing} /
	
P0 	:그래서 약간 기분 좋은 소리 듣고 왔다 셈 치고 열심히 하는 거지 그냥 /
	
P1 	:아니 근데 최근에 우리 동기들 보니까 / &name5&인가 걔도 에이치에스 다니던데. /
	
P0 	:&name5&이? /
	
P1 	:어 /
	
P0 	:어 그럼 못 들었네 그거는 /
	
P1 	:하유 /(note : 발화겹침) 잘 나가던데? /
	
P0 	:아 우리 친구들 다 잘하고 있어 보면은 /
	
P1 	:그래 / 우리 동기들 열심히 하고 있더라고 / 근데 마케팅 쪽 취업은 / 쫌 아냐? /
	
P0 	:아냐고? /
	
P1 	:모르냐? /
	
P0 	:아냐는 게 무슨 /
	
P1 	:그까 그거에 관련해서 좀 알아? /
	
P0 	:왜 관심 있어서? /
	
P1 	:아니 궁금해서 /
	
P0 	:마케팅 / 이 그래도 뭔가 솔직히 우리 전공 / 에서 다루는 것 중에 /(note : 발화겹침) 사실 상대적으로 만만한 느낌이잖아? /
	
P1 	:음 그치. /
	
P0 	:전문성도 -진- 진입장벽도 막 높진 않고 다들 해 볼 수 있는 /
	
P1 	:만만해 보이지만 /
	
P0 	:부분이기도 하고 / 근데 나는 또 스포츠를 좋아하잖아? /
	
P1 	:맞지 /
	
P0 	:그래서 그거를 / 결합을 시켜서 /
	
P1 	:응 /
	
P0 	:결합을 시킨 스포츠 마케팅에 관심이 많았지. /
	
P1 	:응 스포츠마케터 /
	
P0 	:응 / 그 나는 이제 지금 진로선택을 아직 /
	
P1 	:{clearing} /
	
P0 	:확실히 내리진 않았잖아. /
	 하나를 (()) 않잖아. /
	 그게 약간 아직 그 쪽 방향성에 대한 미련이 쫌 있어. /
	
P1 	:마케팅 관련해서? /
	
P0 	:어 그치. /
	 그래서 내가 한 우물을 못 파는 거야 지금 / 양다리 걸쳐 놓고 / 고민을 계속 하고 있는 거지. /
	
P1 	:맞아 / 나도 고민이 한 우물 파고 진로 / 그 직무를 하나 찾는 게 / 가장 어렵지 않나 / 싶어. /
	 그게 난 제일 큰 고민이었고 지금도 고민이고. /
	
P0 	:근데 형도 /
	
P1 	:응 /
	
P0 	:부모님도 공무원이시고 / 근데 형은 또 나보다는 뭔가 사업 욕심이나 그런 게 좀 있잖아? /
	 관심도 많고 / 근데 그렇게 뭔가 관심 갖게 된 배경이 있나? /
	 나는 노출이 막 안 되니까 어릴 때부터 그냥 / 보고 들은 게 없어서 / 되게 막연했거든 사업이라는 게 그냥 /
	
P1 	:맞아. /
	
P0 	:음 /
	
P1 	:나는 딱 그거였어. /
	 그 / 이제 / 말했듯이 / 이제 / 그런 공무원의 삶이 있잖아? /
	 안정적이다 / 그런 난 안정적인 삶을 / 탈피하고 싶었던 거이. /
	 반대로 생각한 거지. /
	 예 / 특히 지방에서는 / 먹어서 먹고 살기가 그렇게 나쁘지 않거든? /
	 근데 / 서울을 한 번 / 여행을 왔어. /
	 친구들이랑 / 그리고 깼지. /
	 내가 알던 세상이 전부가 아니었구나. /
	 그래서 / 일부러 더 내가 찾은 거지 스스로 / 기존의 것들을 / 다 / 무시할려 하고 / 그런 것 때문에 사업에 관심을 갖지 않았나 하지만 / 사업을 할 생각은 없다. /
	
P0 	:아 그래 / 어 근데 / 근데 요즘은 또 / 열심히 일해서 뭐 하냐 / 비트코인으로 / 돈 뿔려서 회사 사직서 낸 사람도 있고 / 부동산으로 대박 난 사람도 많고 / 약간 불로소득에 대한 사람들이 욕심 탐욕이 쫌 / 많이 커졌잖아 사회가 / 어 근데 그런 부분이 / 나도 뭔가 그런 유혹이 근데 많이 있긴 하더라고 / 나도 어느정도 투자에 관심 있는 사람이잖아? /
	
P1 	:응 /
	
P0 	:그래서 뭔가 취업 / {clearing} 막 지금 내가 솔직히 / 나의 가치를 높이는 데 올인을 해도 모자란데 / 뭔가 그쪽에 뺏기는 시간이 나는 좀 있드라고 / 취업 취업을 준비하는 거 말고 /
	
P1 	:맞아. /
	
P0 	:오히려 투자 공부를 하면서 / 뭔가 이게 나의 미래를 구축하는 일이다 / 그런 생각 들더라고. /
	
