# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.68
metadata : {}


# id : NWRW1800000041.68.1.1
478명 탄 伊 카페리 아드리아해서 화재… 구조 난항

478명	478/SN+명/NNB
탄	타/VV+ㄴ/ETM
伊	伊/SH
카페리	카페리/NNG
아드리아해서	아드리아해/NNP+서/JKB
화재…	화재/NNG+…/SE
구조	구조/NNG
난항	난항/NNG


# id : NWRW1800000041.68.2.1
150명 탈출… 악천후에 접근 어려워

150명	150/SN+명/NNB
탈출…	탈출/NNG+…/SE
악천후에	악천후/NNG+에/JKB
접근	접근/NNG
어려워	어렵/VA+어/EF


# id : NWRW1800000041.68.3.1
28일 이탈리아와 발칸 반도 사이의 아드리아 해에서 악천후 속에 아찔한 해상사고가 잇따라 발생했다.

28일	28/SN+일/NNB
이탈리아와	이탈리아/NNP+와/JC
발칸	발칸/NNP
반도	반도/NNG
사이의	사이/NNG+의/JKG
아드리아	아드리아/NNP
해에서	해/NA+에서/JKB
악천후	악천후/NNG
속에	속/NNG+에/JKB
아찔한	아찔/MAG+하/XSA+ㄴ/ETM
해상사고가	해상/NNG+사고/NNG+가/JKS
잇따라	잇따르/VV+아/EC
발생했다.	발생/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.68.4.1
이날 500명 가까운 승객과 승무원을 태우고 아드리아 해를 항해 중이던 이탈리아 선적 카페리에서 갑자기 불이 나 악천후 속에 긴급 대피하기 위해 악전고투를 벌였다.

이날	이날/NNG
500명	500/SN+명/NNB
가까운	가깝/VA+ㄴ/ETM
승객과	승객/NNG+과/JC
승무원을	승무원/NNG+을/JKO
태우고	태우/VV+고/EC
아드리아	아드리아/NNP
해를	해/NA+를/JKO
항해	항해/NNG
중이던	중/NNB+이/VCP+던/ETM
이탈리아	이탈리아/NNP
선적	선적/NNG
카페리에서	카페리/NNG+에서/JKB
갑자기	갑자기/MAG
불이	불/NNG+이/JKS
나	나/VV+아/EC
악천후	악천후/NNG
속에	속/NNG+에/JKB
긴급	긴급/NNG
대피하기	대피/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
악전고투를	악전고투/NNG+를/JKO
벌였다.	벌이/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.68.4.2
AP와 AFP통신은 이날 오전 5시 30분경 그리스 파트레를 출발해 이탈리아 안코나로 향하던 이탈리아 선박 ‘노르만 아틀란티크’호의 하갑판 차고에서 화재가 발생했다고 보도했다.

AP와	AP/SL+와/JC
AFP통신은	AFP통신/NNP+은/JX
이날	이날/NNG
오전	오전/NNG
5시	5/SN+시/NNB
30분경	30/SN+분/NNB+경/XSN
그리스	그리스/NNP
파트레를	파트레/NNP+를/JKO
출발해	출발/NNG+하/XSV+아/EC
이탈리아	이탈리아/NNP
안코나로	안코나/NNP+로/JKB
향하던	향하/VV+던/ETM
선박	선박/NNG
‘노르만	‘/SS+노르만/NNP
아틀란티크’호의	아틀란티크/NNP+’/SS+호/NA+의/JKG
하갑판	하갑판/NNG
차고에서	차고/NNG+에서/JKB
화재가	화재/NNG+가/JKS
발생했다고	발생/NNG+하/XSV+았/EP+다고/EC
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.68.4.3
차량 222대가 실려 있던 차고에서 발생한 불은 강풍을 타고 순식간에 번졌다.

차량	차량/NNG
222대가	222/SN+대/NNB+가/JKS
실려	실리/VV+어/EC
있던	있/VX+던/ETM
차고에서	차고/NNG+에서/JKB
발생한	발생/NNG+하/XSV+ㄴ/ETM
불은	불/NNG+은/JX
강풍을	강풍/NNG+을/JKO
타고	타/VV+고/EC
순식간에	순식/NNG+간/XSN+에/JKB
번졌다.	번지/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.68.4.4
이 배엔 승객 423명과 승무원 55명이 타고 있었고 갑판 위에는 올리브기름이 담긴 탱크도 있었다.

이	이/MMD
배엔	배/NNG+에/JKB+ㄴ/JX
승객	승객/NNG
423명과	423/SN+명/NNB+과/JC
승무원	승무원/NNG
55명이	55/SN+명/NNB+이/JKS
타고	타/VV+고/EC
있었고	있/VX+었/EP+고/EC
갑판	갑판/NNG
위에는	위/NNG+에/JKB+는/JX
올리브기름이	올리브기름/NNG+이/JKS
담긴	담기/VV+ㄴ/ETM
탱크도	탱크/NNG+도/JX
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000041.68.5.1
선장은 긴급 대피 명령을 내렸고 구명조끼를 착용한 승객은 곧바로 상갑판과 선박 위쪽에 있는 리셉션 로비로 이동했다.

선장은	선장/NNG+은/JX
긴급	긴급/NNG
대피	대피/NNG
명령을	명령/NNG+을/JKO
내렸고	내리/VV+었/EP+고/EC
구명조끼를	구명조끼/NNG+를/JKO
착용한	착용/NNG+하/XSV+ㄴ/ETM
승객은	승객/NNG+은/JX
곧바로	곧바로/MAG
상갑판과	상갑판/NNG+과/JC
선박	선박/NNG
위쪽에	위쪽/NNG+에/JKB
있는	있/VA+는/ETM
리셉션	리셉션/NNG
로비로	로비/NNG+로/JKB
이동했다.	이동/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.68.5.2
이들 중 150여 명은 구명정을 타고 탈출했고 42명은 주변을 지나던 화물선에 구조됐다.

이들	이/NP+들/XSN
중	중/NNB
150여	150/SN+여/XSN
명은	명/NNB+은/JX
구명정을	구명정/NNG+을/JKO
타고	타/VV+고/EC
탈출했고	탈출/NNG+하/XSV+았/EP+고/EC
42명은	42/SN+명/NNB+은/JX
주변을	주변/NNG+을/JKO
지나던	지나/VV+던/ETM
화물선에	화물선/NNG+에/JKB
구조됐다.	구조/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000041.68.5.3
다른 사람들은 검은 연기를 내뿜는 배 위에서 구조를 기다렸지만 시속 100km에 이르는 강풍과 높은 파도로 인해 구조선들이 사고 선박은 물론이고 구명정에도 접근하기 어려워 발만 동동 굴렀다.

다른	다른/MMD
