# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.92
metadata : {}


# id : NWRW1800000038.92.1.1
"한국 400년 父系 역사, 곧 끝난다"

"한국	"/SS+한국/NNP
400년	400/SN+년/NNB
父系	父系/SH
역사,	역사/NNG+,/SP
곧	곧/MAG
끝난다"	끝나/VV+ㄴ다/EF+"/SS


# id : NWRW1800000038.92.2.1
韓國史 연구자 도이힐러 교수"長子·宗孫 관행, 17세기 자리잡아 고려시대엔 여자도 재산 상속… 父系·母系 공존하는 兩系로 회귀"

韓國史	韓國史/SH
연구자	연구자/NNG
도이힐러	도이힐러/NNP
교수"長子·宗孫	교수/NNG+"/SS+長子/SH+·/SP+宗孫/SH
관행,	관행/NNG+,/SP
17세기	17/SN+세기/NNG
자리잡아	자리/NNG+잡/VV+아/EC
고려시대엔	고려/NNP+시대/NNG+에/JKB+ㄴ/JX
여자도	여자/NNG+도/JX
재산	재산/NNG
상속…	상속/NNG+…/SE
父系·母系	父系/SH+·/SP+母系/SH
공존하는	공존/NNG+하/XSV+는/ETM
兩系로	兩系/SH+로/JKB
회귀"	회귀/NNG+"/SS


# id : NWRW1800000038.92.3.1
"한국 사회의 유교적 전통은 1990년대 이후 급격히 무너졌습니다.

"한국	"/SS+한국/NNP
사회의	사회/NNG+의/JKG
유교적	유교/NNG+적/XSN
전통은	전통/NNG+은/JX
1990년대	1990/SN+년대/NNB
이후	이후/NNG
급격히	급격히/MAG
무너졌습니다.	무너지/VV+었/EP+습니다/EF+./SF


# id : NWRW1800000038.92.3.2
앞으로 부계(父系) 중심 사회는 존속하기 힘들 겁니다."

앞으로	앞/NNG+으로/JKB
부계(父系)	부계/NNG+(/SS+父系/SH+)/SS
중심	중심/NNG
사회는	사회/NNG+는/JX
존속하기	존속/NNG+하/XSV+기/ETN
힘들	힘들/VA+ㄹ/ETM
겁니다."	거/NNB+이/VCP+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000038.92.3.3
그것은 '전통의 종말'이 아니냐는 질문에 마르티나 도이힐러(78) 영국 런던대 명예교수는 유창한 한국어로 대답했다.

그것은	그것/NP+은/JX
'전통의	'/SS+전통/NNG+의/JKG
종말'이	종말/NNG+'/SS+이/JKC
아니냐는	아니/VCN+냐는/ETM
질문에	질문/NNG+에/JKB
마르티나	마르티나/NNP
도이힐러(78)	도이힐러/NNP+(/SS+78/SN+)/SS
영국	영국/NNP
런던대	런던대/NNP
명예교수는	명예/NNG+교수/NNG+는/JX
유창한	유창하/VA+ㄴ/ETM
한국어로	한국어/NNP+로/JKB
대답했다.	대답/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.92.3.4
"아니죠.

"아니죠.	"/SS+아니/VCN+죠/EF+./SF


# id : NWRW1800000038.92.3.5
크게 보면 부계와 모계를 모두 중시했던 고려시대 이전의 '양계(兩系) 사회'로 돌아가는 겁니다."

크게	크/VA+게/EC
보면	보/VV+면/EC
부계와	부계/NNG+와/JC
모계를	모계/NNG+를/JKO
모두	모두/MAG
중시했던	중시/NNG+하/XSV+았/EP+던/ETM
고려시대	고려/NNP+시대/NNG
이전의	이전/NNG+의/JKG
'양계(兩系)	'/SS+양계/NNG+(/SS+兩系/SH+)/SS
사회'로	사회/NNG+'/SS+로/JKB
돌아가는	돌아가/VV+는/ETM
겁니다."	거/NNB+이/VCP+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000038.92.4.1
해외의 대표적 한국사 연구자 중 한 명인 스위스 출신의 도이힐러 교수는 최근 저서 '한국의 유교화 과정'(너머북스)의 국내 출간을 계기로 방한했다.

해외의	해외/NNG+의/JKG
대표적	대표/NNG+적/XSN
한국사	한국사/NNG
연구자	연구자/NNG
중	중/NNB
한	한/MMN
명인	명/NNB+이/VCP+ㄴ/ETM
스위스	스위스/NNP
출신의	출신/NNG+의/JKG
도이힐러	도이힐러/NNP
교수는	교수/NNG+는/JX
최근	최근/NNG
저서	저서/NNG
'한국의	'/SS+한국/NNP+의/JKG
유교화	유교/NNG+화/XSN
과정'(너머북스)의	과정/NNG+'/SS+(/SS+너머북스/NNP+)/SS+의/JKG
국내	국내/NNG
출간을	출간/NNG+을/JKO
계기로	계기/NNG+로/JKB
방한했다.	방한/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.92.4.2
1992년 미국에서 처음으로 출간돼 조선시대 사회사 연구의 새 장(場)을 열었다는 평가를 받은 '한국 사회의 유교적 변환'의 개정판이다.

1992년	1992/SN+년/NNB
미국에서	미국/NNP+에서/JKB
처음으로	처음/NNG+으로/JKB
출간돼	출간/NNG+되/XSV+어/EC
조선시대	조선시대/NNG
사회사	사회사/NNG
연구의	연구/NNG+의/JKG
새	새/MMA
장(場)을	장/NNG+(/SS+場/SH+)/SS+을/JKO
열었다는	열/VV+었/EP+다는/ETM
평가를	평가/NNG+를/JKO
받은	받/VV+은/ETM
'한국	'/SS+한국/NNP
사회의	사회/NNG+의/JKG
유교적	유교/NNG+적/XSN
변환'의	변환/NNG+'/SS+의/JKG
개정판이다.	개정판/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000038.92.4.3
사회인류학적 방법론을 동원해 1차 자료 400여종을 훑으며 20년 넘게 연구한 이 역작(力作)은 우리의 일반적 한국사 상식을 곳곳에서 뒤흔든다.

사회인류학적	사회/NNG+인류학/NNG+적/XSN
방법론을	방법/NNG+론/XSN+을/JKO
동원해	동원/NNG+하/XSV+아/EC
1차	1/SN+차/NNB
자료	자료/NNG
400여종을	400/SN+여/XSN+종/NNG+을/JKO
훑으며	훑/VV+으며/EC
20년	20/SN+년/NNB
넘게	넘/VV+게/EC
연구한	연구/NNG+하/XSV+ㄴ/ETM
이	이/MMD
역작(力作)은	역작/NNG+(/SS+力作/SH+)/SS+은/JX
우리의	우리/NP+의/JKG
일반적	일반/NNG+적/XSN
한국사	한국사/NNG
상식을	상식/NNG+을/JKO
곳곳에서	곳곳/NNG+에서/JKB
뒤흔든다.	뒤흔들/VV+ㄴ다/EF+./SF


# id : NWRW1800000038.92.5.1
"부계 중시, 장자(長子) 우대 상속, 제사, 종손(宗孫)의 가계 계승 같은 관행이 확고하게 형성된 것은 17세기였습니다.

"부계	"/SS+부계/NNG
중시,	중시/NNG+,/SP
장자(長子)	장자/NNG+(/SS+長子/SH+)/SS
우대	우대/NNG
상속,	상속/NNG+,/SP
제사,	제사/NNG+,/SP
종손(宗孫)의	종손/NNG+(/SS+宗孫/SH+)/SS+의/JKG
가계	가계/NNG
계승	계승/NNG
같은	같/VA+은/ETM
관행이	관행/NNG+이/JKS
확고하게	확고하/VA+게/EC
형성된	형성/NNG+되/XSV+ㄴ/ETM
것은	것/NNB+은/JX
17세기였습니다.	17/SN+세기/NNG+이/VCP+었/EP+습니다/EF+./SF


# id : NWRW1800000038.92.5.2
그 요소들은 20세기까지 존재해 한국 사회의 특징을 이뤘습니다."

그	그/MMD
요소들은	요소/NNG+들/XSN+은/JX
20세기까지	20/SN+세기/NNG+까지/JX
존재해	존재/NNG+하/XSV+아/EC
한국	한국/NNP
사회의	사회/NNG+의/JKG
특징을	특징/NNG+을/JKO
이뤘습니다."	이루/VV+었/EP+습니다/EF+./SF+"/SS


# id : NWRW1800000038.92.6.1
그것은 신유학(성리학)을 사상적 기반으로 한 정도전·조준 등 조선의 건국 세력이 한국 사회 전체를 유교적으로 바꿔 놓으려 했던 거대한 프로젝트에서 비롯됐다.

그것은	그것/NP+은/JX
신유학(성리학)을	신/XPN+유학/NNG+(/SS+성리학/NNG+)/SS+을/JKO
사상적	사상/NNG+적/XSN
기반으로	기반/NNG+으로/JKB
한	하/VV+ㄴ/ETM
정도전·조준	정도전/NNP+·/SP+조준/NNP
등	등/NNB
조선의	조선/NNP+의/JKG
건국	건국/NNG
세력이	세력/NNG+이/JKS
한국	한국/NNP
사회	사회/NNG
전체를	전체/NNG+를/JKO
유교적으로	유교/NNG+적/XSN+으로/JKB
바꿔	바꾸/VV+어/EC
놓으려	놓/VV+으려/EC
했던	하/VX+았/EP+던/ETM
거대한	거대/NNG+하/XSA+ㄴ/ETM
프로젝트에서	프로젝트/NNG+에서/JKB
비롯됐다.	비롯되/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.92.6.2
그리고 250년이라는 긴 과도기를 거쳐 조선 중기에 비로소 완성된 결과물이었다는 것이 도이힐러 교수의 설명이다.

그리고	그리고/MAJ
250년이라는	250/SN+년/NNB+이/VCP+라는/ETM
긴	길/VA+ㄴ/ETM
과도기를	과도기/NNG+를/JKO
거쳐	거치/VV+어/EC
조선	조선/NNP
중기에	중기/NNG+에/JKB
비로소	비로소/MAG
완성된	완성/NNG+되/XSV+ㄴ/ETM
결과물이었다는	결과물/NNG+이/VCP+었/EP+다는/ETM
것이	것/NNB+이/JKS
도이힐러	도이힐러/NNP
교수의	교수/NNG+의/JKG
설명이다.	설명/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000038.92.7.1
왜 그런 변혁을?

왜	왜/MAG
그런	그런/MMD
변혁을?	변혁/NNG+을/JKO+?/SF


# id : NWRW1800000038.92.7.2
정치적 안정을 위해서였다.

정치적	정치/NNG+적/XSN
안정을	안정/NNG+을/JKO
위해서였다.	위하/VV+아서/EC+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000038.92.7.3
도이힐러 교수는 조선의 건국 세력이 우리가 국사 시간에 배운 것처럼 새로운 계층인 '신흥 사대부'가 아니라 종래의 거대 가문 출신인 '세족(世族)'이었다고 본다.

도이힐러	도이힐러/NNP
교수는	교수/NNG+는/JX
조선의	조선/NNP+의/JKG
건국	건국/NNG
세력이	세력/NNG+이/JKS
우리가	우리/NP+가/JKS
국사	국사/NNG
시간에	시간/NNG+에/JKB
배운	배우/VV+ㄴ/ETM
것처럼	것/NNB+처럼/JKB
새로운	새롭/VA+ㄴ/ETM
계층인	계층/NNG+이/VCP+ㄴ/ETM
'신흥	'/SS+신흥/NNG
사대부'가	사대부/NNG+'/SS+가/JKC
아니라	아니/VCN+라/EC
종래의	종래/NNG+의/JKG
거대	거대/NNG
가문	가문/NNG
출신인	출신/NNG+이/VCP+ㄴ/ETM
'세족(世族)'이었다고	'/SS+세족/NNG+(/SS+世族/SH+)/SS+'/SS+이/VCP+었/EP+다고/EC
본다.	보/VV+ㄴ다/EF+./SF


# id : NWRW1800000038.92.7.4
"특권을 세습하는 엘리트 집단을 소규모로 한정하기 위해 '부계'와 '장자'를 강조했던 것입니다.

"특권을	"/SS+특권/NNG+을/JKO
세습하는	세습/NNG+하/XSV+는/ETM
엘리트	엘리트/NNG
집단을	집단/NNG+을/JKO
소규모로	소/XPN+규모/NNG+로/JKB
한정하기	한정/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
'부계'와	'/SS+부계/NNG+'/SS+와/JC
'장자'를	'/SS+장자/NNG+'/SS+를/JKO
강조했던	강조/NNG+하/XSV+았/EP+던/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000038.92.7.5
소수 엘리트가 지속적으로 나머지 사회집단(평민·노비)을 지배할 수 있는 시스템이었죠."

소수	소수/NNG
엘리트가	엘리트/NNG+가/JKS
지속적으로	지속/NNG+적/XSN+으로/JKB
나머지	나머지/NNG
사회집단(평민·노비)을	사회/NNG+집단/NNG+(/SS+평민/NNG+·/SP+노비/NNG+)/SS+을/JKO
지배할	지배/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
시스템이었죠."	시스템/NNG+이/VCP+었/EP+죠/EF+./SF+"/SS


# id : NWRW1800000038.92.8.1
그 변화 과정에서 여성의 지위는 크게 격하된다.

그	그/MMD
변화	변화/NNG
과정에서	과정/NNG+에서/JKB
여성의	여성/NNG+의/JKG
지위는	지위/NNG+는/JX
크게	크/VA+게/EC
격하된다.	격하/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000038.92.8.2
