# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.261
metadata : {}


# id : NWRW1800000044.261.1.1
[단독] “너, 내 첫사랑과 닮았어”…‘제자 성추행’ 고대 교수

[단독]	[/SS+단독/NNG+]/SS
“너,	“/SS+너/NP+,/SP
내	나/NP+의/JKG
첫사랑과	첫사랑/NNG+과/JKB
닮았어”…‘제자	닮/VV+았/EP+어/EF+”/SS+…/SE+‘/SS+제자/NNG
성추행’	성추행/NNG+’/SS
고대	고대/NNP
교수	교수/NNG


# id : NWRW1800000044.261.2.1
[한겨레] “허벅지 만지고 키스, 입다물고 거부하자 ‘열어줘’ 강요”

[한겨레]	[/SS+한겨레/NNP+]/SS
“허벅지	“/SS+허벅지/NNG
만지고	만지/VV+고/EC
키스,	키스/NNG+,/SP
입다물고	입/NNG+다물/VV+고/EC
거부하자	거부/NNG+하/XSV+자/EC
‘열어줘’	‘/SS+열/VV+어/EC+주/VX+어/EF+’/SS
강요”	강요/NNG+”/SS


# id : NWRW1800000044.261.3.1
고소당하자 사표내…피해 학생은 발작·자살 충동에 고통

고소당하자	고소/NNG+당하/XSV+자/EC
사표내…피해	사표/NNG+내/VV+어/EF+…/SE+피해/NNG
학생은	학생/NNG+은/JX
발작·자살	발작/NNG+·/SP+자살/NNG
충동에	충동/NNG+에/JKB
고통	고통/NNG


# id : NWRW1800000044.261.4.1
고려대학교 교수가 대학원생 제자에게 지속적으로 사귀자고 요구하고 강제추행까지 한 혐의로 고소당한 뒤 학교에 사표를 제출한 사실이 21일 확인됐다.

고려대학교	고려대학교/NNP
교수가	교수/NNG+가/JKS
대학원생	대학원/NNG+생/XSN
제자에게	제자/NNG+에게/JKB
지속적으로	지속/NNG+적/XSN+으로/JKB
사귀자고	사귀/VV+자고/EC
요구하고	요구/NNG+하/XSV+고/EC
강제추행까지	강제/NNG+추행/NNG+까지/JX
한	하/VV+ㄴ/ETM
혐의로	혐의/NNG+로/JKB
고소당한	고소/NNG+당하/XSV+ㄴ/ETM
뒤	뒤/NNG
학교에	학교/NNG+에/JKB
사표를	사표/NNG+를/JKO
제출한	제출/NNG+하/XSV+ㄴ/ETM
사실이	사실/NNG+이/JKS
21일	21/SN+일/NNB
확인됐다.	확인/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000044.261.5.1
피해자인 ㄱ(23)씨와 복수의 동료 학생들, 그리고 ㄱ씨 변호인의 설명을 종합하면, 고려대 공과대학 소속의 이아무개 교수는 지난 6월부터 자신이 지도하는 대학원생 ㄱ씨에게 수시로 사적인 통화를 요구하고, 본인의 사진을 찍어 보내라고 했다.

피해자인	피해자/NNG+이/VCP+ㄴ/ETM
ㄱ(23)씨와	ㄱ/NNG+(/SS+23/SN+)/SS+씨/NNB+와/JC
복수의	복수/NNG+의/JKG
동료	동료/NNG
학생들,	학생/NNG+들/XSN+,/SP
그리고	그리고/MAJ
ㄱ씨	ㄱ/NNG+씨/NNB
변호인의	변호인/NNG+의/JKG
설명을	설명/NNG+을/JKO
종합하면,	종합/NNG+하/XSV+면/EC+,/SP
고려대	고려대/NNP
공과대학	공과/NNG+대학/NNG
소속의	소속/NNG+의/JKG
이아무개	이/NNP+아무개/NP
교수는	교수/NNG+는/JX
지난	지나/VV+ㄴ/ETM
6월부터	6/SN+월/NNB+부터/JX
자신이	자신/NNG+이/JKS
지도하는	지도/NNG+하/XSV+는/ETM
대학원생	대학원/NNG+생/XSN
ㄱ씨에게	ㄱ/NNG+씨/NNB+에게/JKB
수시로	수시로/MAG
사적인	사/NNG+적/XSN+이/VCP+ㄴ/ETM
통화를	통화/NNG+를/JKO
요구하고,	요구/NNG+하/XSV+고/EC+,/SP
본인의	본인/NNG+의/JKG
사진을	사진/NNG+을/JKO
