# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.325
metadata : {}


# id : NWRW1800000049.325.1.1
靑 “구조조정 위해 선별적 양적완화”

靑	靑/SH
“구조조정	“/SS+구조/NNG+조정/NNG
위해	위하/VV+아/EC
선별적	선별/NNG+적/XSN
양적완화”	양/NNG+적/XSN+완화/NNG+”/SS


# id : NWRW1800000049.325.2.1
[4·13총선 이후] 韓銀 직접출자 등 필요성 역설… “日의 묻지마 양적완화와 다르다”

[4·13총선	[/SS+4/SN+·/SP+13/SN+총선/NNG
이후]	이후/NNG+]/SS
韓銀	韓銀/SH
직접출자	직접/NNG+출자/NNG
등	등/NNB
필요성	필요/NNG+성/XSN
역설…	역설/NNG+…/SE
“日의	“/SS+日/SH+의/JKG
묻지마	묻/VV+지/EC+말/VX+아/EF
양적완화와	양/NNG+적/XSN+완화/NNG+와/JKB
다르다”	다르/VA+다/EF+”/SS


# id : NWRW1800000049.325.3.1
새누리당의 총선 참패와 함께 꺼져가던 ‘한국판 양적완화’ 불씨가 되살아났다.

새누리당의	새누리당/NNP+의/JKG
총선	총선/NNG
참패와	참패/NNG+와/JKB
함께	함께/MAG
꺼져가던	꺼지/VV+어/EC+가/VX+던/ETM
‘한국판	‘/SS+한국판/NNG
양적완화’	양/NNG+적/XSN+완화/NNG+’/SS
불씨가	불씨/NNG+가/JKS
되살아났다.	되살아나/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.325.4.1
박근혜 대통령이 26일 언론사 편집·보도국장 간담회에서 양적완화를 긍정적으로 검토하겠다고 언급한 데 이어 27일에는 청와대에서 ‘지원 사격’에 나섰다.

박근혜	박근혜/NNP
대통령이	대통령/NNG+이/JKS
26일	26/SN+일/NNB
언론사	언론사/NNG
편집·보도국장	편집/NNG+·/SP+보도국장/NNG
간담회에서	간담회/NNG+에서/JKB
양적완화를	양/NNG+적/XSN+완화/NNG+를/JKO
긍정적으로	긍정/NNG+적/XSN+으로/JKB
검토하겠다고	검토/NNG+하/XSV+겠/EP+다고/EC
언급한	언급/NNG+하/XSV+ㄴ/ETM
데	데/NNB
이어	잇/VV+어/EC
27일에는	27/SN+일/NNB+에/JKB+는/JX
청와대에서	청와대/NNP+에서/JKB
‘지원	‘/SS+지원/NNG
사격’에	사격/NNG+’/SS+에/JKB
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.325.5.1
