# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000056.32
metadata : {}


# id : NWRW1800000056.32.1.1
[단독] 지역별 ‘소득 양극화’ 심화…울산 29배·세종 24배 ‘격차

[단독]	[/SS+단독/NNG+]/SS
지역별	지역/NNG+별/XSN
‘소득	‘/SS+소득/NNG
양극화’	양극/NNG+화/XSN+’/SS
심화…울산	심화/NNG+…/SE+울산/NNP
29배·세종	29/SN+배/NNG+·/SP+세종/NNP
24배	24/SN+배/NNG
‘격차	‘/SS+격차/NNG


# id : NWRW1800000056.32.2.1
[한겨레] 지역별 근로소득 천분위 자료 첫 공개

[한겨레]	[/SS+한겨레/NNP+]/SS
지역별	지역/NNG+별/XSN
근로소득	근로/NNG+소득/NNG
천분위	천/NR+분위/NNG
자료	자료/NNG
첫	첫/MMN
공개	공개/NNG


# id : NWRW1800000056.32.3.1
상위 0.1% 서울 10억8천, 강원 1억2천

상위	상위/NNG
0.1%	0/SN+./SP+1/SN+%/SW
서울	서울/NNP
10억8천,	10/SN+억/NR+8/SN+천/NR+,/SP
강원	강원/NNP
1억2천	1/SN+억/NR+2/SN+천/NR


# id : NWRW1800000056.32.4.1
양극화 정도(5분위배율) 울산·세종·서울 순

양극화	양극/NNG+화/XSN
정도(5분위배율)	정도/NNG+(/SS+5/SN+분위/NNG+배율/NNG+)/SS
울산·세종·서울	울산/NNP+·/SP+세종/NNP+·/SP+서울/NNP
순	순/NNB


# id : NWRW1800000056.32.5.1
외환위기 뒤로 비정규직과 영세자영업자 등이 증가하면서 소득불평등이 심화하는 가운데, 지역별로도 소득 수준과 양극화 정도의 격차가 크게 벌어지는 것으로 나타났다.

외환위기	외환/NNG+위기/NNG
뒤로	뒤/NNG+로/JKB
비정규직과	비/XPN+정규직/NNG+과/JC
영세자영업자	영세/NNG+자영업자/NNG
등이	등/NNB+이/JKS
증가하면서	증가/NNG+하/XSV+면서/EC
소득불평등이	소득/NNG+불/XPN+평등/NNG+이/JKS
심화하는	심화/NNG+하/XSV+는/ETM
가운데,	가운데/NNG+,/SP
지역별로도	지역/NNG+별/XSN+로/JKB+도/JX
소득	소득/NNG
수준과	수준/NNG+과/JC
양극화	양극/NNG+화/XSN
정도의	정도/NNG+의/JKG
격차가	격차/NNG+가/JKS
크게	크/VA+게/EC
벌어지는	벌어지/VV+는/ETM
것으로	것/NNB+으로/JKB
나타났다.	나타나/VV+았/EP+다/EF+./SF


# id : NWRW1800000056.32.6.1
12일 국회 기획재정위원회 소속 윤호중 의원(더불어민주당)이 국세청에서 제출받은 지역별 근로소득자 천분위 자료(2015년 기준)를 보면, 지역별 0.1% 고소득자들의 연평균 소득은 많게는 10배 가까이 차이가 벌어지는 것으로 나타났다.

12일	12/SN+일/NNB
국회	국회/NNG
기획재정위원회	기획/NNG+재정/NNG+위원회/NNG
소속	소속/NNG
윤호중	윤호중/NNP
의원(더불어민주당)이	의원/NNG+(/SS+더불어민주당/NNP+)/SS+이/JKS
국세청에서	국세청/NNG+에서/JKB
제출받은	제출/NNG+받/XSV+은/ETM
지역별	지역/NNG+별/XSN
근로소득자	근로/NNG+소득자/NNG
천분위	천/NR+분위/NNG
자료(2015년	자료/NNG+(/SS+2015/SN+년/NNB
기준)를	기준/NNG+)/SS+를/JKO
보면,	보/VV+면/EC+,/SP
0.1%	0/SN+./SP+1/SN+%/SW
고소득자들의	고소득자/NNG+들/XSN+의/JKG
연평균	연평균/NNG
소득은	소득/NNG+은/JX
많게는	많/VA+게/EC+는/JX
10배	10/SN+배/NNG
가까이	가까이/MAG
차이가	차이/NNG+가/JKS
벌어지는	벌어지/VV+는/ETM
것으로	것/NNB+으로/JKB
나타났다.	나타나/VV+았/EP+다/EF+./SF


# id : NWRW1800000056.32.6.2
지역별 근로소득이 천분위 단위로 공개된 것은 이번이 처음이다.

지역별	지역/NNG+별/XSN
근로소득이	근로/NNG+소득/NNG+이/JKS
천분위	천/NR+분위/NNG
단위로	단위/NNG+로/JKB
공개된	공개/NNG+되/XSV+ㄴ/ETM
것은	것/NNB+은/JX
이번이	이번/NNG+이/JKS
처음이다.	처음/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000056.32.7.1
지역별 근로소득 상위 0.1% 계층의 1인당 평균 소득이 가장 높은 지역은 서울로, 5537명이 평균 10억8315만원의 연봉을 챙겼다.

지역별	지역/NNG+별/XSN
근로소득	근로/NNG+소득/NNG
상위	상위/NNG
0.1%	0/SN+./SP+1/SN+%/SW
계층의	계층/NNG+의/JKG
1인당	1/SN+인/NNG+당/XSN
평균	평균/NNG
소득이	소득/NNG+이/JKS
가장	가장/MAG
높은	높/VA+은/ETM
지역은	지역/NNG+은/JX
서울로,	서울/NNP+로/JKB+,/SP
5537명이	5537/SN+명/NNB+이/JKS
10억8315만원의	10/SN+억/NR+8315/SN+만/NR+원/NNB+의/JKG
연봉을	연봉/NNG+을/JKO
챙겼다.	챙기/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.32.7.2
이어 제주 지역이 평균 9억2199만원(155명)으로 두번째로 높았고, 경기가 평균 6억6082만원(3770명)으로 세번째였다.

이어	이어/MAG
제주	제주/NNP
지역이	지역/NNG+이/JKS
평균	평균/NNG
9억2199만원(155명)으로	9/SN+억/NR+2199/SN+만/NR+원/NNB+(/SS+155/SN+명/NNB+)/SS+으로/JKB
두번째로	두/MMN+번/NNB+째/XSN+로/JKB
높았고,	높/VA+았/EP+고/EC+,/SP
경기가	경기/NNP+가/JKS
6억6082만원(3770명)으로	6/SN+억/NR+6082/SN+만/NR+원/NNB+(/SS+3770/SN+명/NNB+)/SS+으로/JKB
세번째였다.	세/MMN+번/NNB+째/XSN+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000056.32.7.3
이에 견줘 강원(1억2144만원·377명), 전북(1억3756만원·448명), 대전(2억162만원·483명) 등은 상위 0.1% 계층의 소득이 서울의 10~20% 수준이었다.

이에	이/NP+에/JKB
견줘	견주/VV+어/EC
강원(1억2144만원·377명),	강원/NNP+(/SS+1/SN+억/NR+2144/SN+만/NR+원/NNB+·/SP+377/SN+명/NNB+)/SS+,/SP
전북(1억3756만원·448명),	전북/NNP+(/SS+1/SN+억/NR+3756/SN+만/NR+원/NNB+·/SP+448/SN+명/NNB+)/SS+,/SP
