# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000048.248
metadata : {}


# id : NWRW1800000048.248.1.1
[단독] 학교 돈이 법인으로 ‘줄줄’…중앙대의 수상한 회계

[단독]	[/SS+단독/NNG+]/SS
학교	학교/NNG
돈이	돈/NNG+이/JKS
법인으로	법인/NNG+으로/JKB
‘줄줄’…중앙대의	‘/SS+줄줄/MAG+’/SS+…/SE+중앙대/NNP+의/JKG
수상한	수상하/VA+ㄴ/ETM
회계	회계/NNG


# id : NWRW1800000048.248.2.1
학내 편의시설 수익 203억

학내	학내/NNG
편의시설	편의/NNG+시설/NNG
수익	수익/NNG
203억	203/SN+억/NR


# id : NWRW1800000048.248.3.1
7년간 법인수입으로 넣어

7년간	7/SN+년/NNB+간/XSN
법인수입으로	법인/NNG+수입/NNG+으로/JKB
넣어	넣/VV+어/EC


# id : NWRW1800000048.248.4.1
법인 인건비 지출도 3년 이상 없어

법인	법인/NNG
인건비	인건비/NNG
지출도	지출/NNG+도/JX
3년	3/SN+년/NNB
이상	이상/NNG
없어	없/VA+어/EC


# id : NWRW1800000048.248.5.1
학교쪽 “파견직원은 학교서 지급”

학교쪽	학교/NNG+쪽/NNB
“파견직원은	“/SS+파견/NNG+직원/NNG+은/JX
학교서	학교/NNG+서/JKB
지급”	지급/NNG+”/SS


# id : NWRW1800000048.248.6.1
중앙대 법인이 학교 수입인 학내 편의시설 수익은 법인으로 돌리고, 정작 법인이 부담해야 할 법인사무처 직원 인건비는 학교 예산으로 지급했다는 의혹이 제기됐다.

중앙대	중앙대/NNP
법인이	법인/NNG+이/JKS
학교	학교/NNG
수입인	수입/NNG+이/VCP+ㄴ/ETM
학내	학내/NNG
편의시설	편의/NNG+시설/NNG
수익은	수익/NNG+은/JX
법인으로	법인/NNG+으로/JKB
돌리고,	돌리/VV+고/EC+,/SP
정작	정작/MAG
부담해야	부담/NNG+하/XSV+아야/EC
할	하/VX+ㄹ/ETM
법인사무처	법인/NNG+사무처/NNG
직원	직원/NNG
인건비는	인건비/NNG+는/JX
예산으로	예산/NNG+으로/JKB
지급했다는	지급/NNG+하/XSV+았/EP+다는/ETM
의혹이	의혹/NNG+이/JKS
제기됐다.	제기/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000048.248.7.1
대학교육연구소는 15일 두산그룹의 중앙대 인수 이후 ‘법인 및 학교 재정·교육여건(2007~2015)’을 분석한 자료를 공개했다.

대학교육연구소는	대학/NNG+교육/NNG+연구소/NNG+는/JX
15일	15/SN+일/NNB
두산그룹의	두산그룹/NNP+의/JKG
중앙대	중앙대/NNP
인수	인수/NNG
이후	이후/NNG
‘법인	‘/SS+법인/NNG
및	및/MAG
학교	학교/NNG
재정·교육여건(2007~2015)’을	재정/NNG+·/SP+교육/NNG+여건/NNG+(/SS+2007/SN+~/SO+2015/SN+)/SS+’/SS+을/JKO
분석한	분석/NNG+하/XSV+ㄴ/ETM
자료를	자료/NNG+를/JKO
공개했다.	공개/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.248.7.2
이 자료를 보면, 중앙대는 2009~2015년 서울과 경기 안성캠퍼스, 부속병원의 식당과 매점, 문구점, 서점 등 각종 편의시설을 임대해주고 203억여원의 임대보증금과 임대료 수입을 거뒀다.

이	이/MMD
자료를	자료/NNG+를/JKO
보면,	보/VV+면/EC+,/SP
중앙대는	중앙대/NNP+는/JX
2009~2015년	2009/SN+~/SO+2015/SN+년/NNB
서울과	서울/NNP+과/JKB
경기	경기/NNP
안성캠퍼스,	안성/NNP+캠퍼스/NNG+,/SP
부속병원의	부속/NNG+병원/NNG+의/JKG
식당과	식당/NNG+과/JC
매점,	매점/NNG+,/SP
문구점,	문구점/NNG+,/SP
서점	서점/NNG
등	등/NNB
각종	각종/NNG
편의시설을	편의/NNG+시설/NNG+을/JKO
임대해주고	임대/NNG+하/XSV+아/EC+주/VX+고/EC
203억여원의	203/SN+억/NR+여/XSN+원/NNB+의/JKG
임대보증금과	임대/NNG+보증금/NNG+과/JC
임대료	임대료/NNG
수입을	수입/NNG+을/JKO
거뒀다.	거두/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.248.7.3
이 수입은 모두 법인 수입으로 처리됐다.

이	이/MMD
수입은	수입/NNG+은/JX
모두	모두/MAG
법인	법인/NNG
수입으로	수입/NNG+으로/JKB
처리됐다.	처리/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000048.248.7.4
사립학교법은 이런 학내 편의시설 수입은 법인 수입이 아닌 교비 회계에 포함해야 한다고 규정하고 있다.

사립학교법은	사립/NNG+학교/NNG+법/NNG+은/JX
이런	이런/MMD
학내	학내/NNG
편의시설	편의/NNG+시설/NNG
수입은	수입/NNG+은/JX
법인	법인/NNG
수입이	수입/NNG+이/JKC
아닌	아니/VCN+ㄴ/ETM
교비	교비/NNG
회계에	회계/NNG+에/JKB
포함해야	포함/NNG+하/XSV+아야/EC
한다고	하/VX+ㄴ다고/EC
규정하고	규정/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000048.248.7.5
불법이라는 얘기다.

불법이라는	불법/NNG+이/VCP+라는/ETM
얘기다.	얘기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.248.8.1
반면 같은 기간 중앙대 법인은 법인사무처 직원들의 인건비를 거의 지출하지 않았다.

반면	반면/NNG
같은	같/VA+은/ETM
기간	기간/NNG
중앙대	중앙대/NNP
법인은	법인/NNG+은/JX
법인사무처	법인/NNG+사무처/NNG
직원들의	직원/NNG+들/XSN+의/JKG
인건비를	인건비/NNG+를/JKO
거의	거의/MAG
지출하지	지출/NNG+하/XSV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000048.248.8.2
2009년과 2010년 인건비 지출은 각각 5910만원과 5340만원, 2011년에는 1600만원에 불과했다.

2009년과	2009/SN+년/NNB+과/JC
2010년	2010/SN+년/NNB
인건비	인건비/NNG
지출은	지출/NNG+은/JX
각각	각각/MAG
5910만원과	5910/SN+만/NR+원/NNB+과/JC
5340만원,	5340/SN+만/NR+원/NNB+,/SP
2011년에는	2011/SN+년/NNB+에/JKB+는/JX
1600만원에	1600/SN+만/NR+원/NNB+에/JKB
불과했다.	불과/MAG+하/XSA+았/EP+다/EF+./SF


# id : NWRW1800000048.248.8.3
2012년 이후로는 인건비로 지출한 금액이 한푼도 없다.

2012년	2012/SN+년/NNB
이후로는	이후/NNG+로/JKB+는/JX
인건비로	인건비/NNG+로/JKB
지출한	지출/NNG+하/XSV+ㄴ/ETM
금액이	금액/NNG+이/JKS
한푼도	한/MMN+푼/NNB+도/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000048.248.8.4
대학교육연구소 쪽은 법인사무처 직원들의 인건비를 중앙대 예산에서 대신 내줬을 가능성이 크다고 했다.

대학교육연구소	대학/NNG+교육/NNG+연구소/NNG
쪽은	쪽/NNB+은/JX
법인사무처	법인/NNG+사무처/NNG
직원들의	직원/NNG+들/XSN+의/JKG
인건비를	인건비/NNG+를/JKO
중앙대	중앙대/NNP
예산에서	예산/NNG+에서/JKB
대신	대신/NNG
내줬을	내주/VV+었/EP+을/ETM
가능성이	가능/NNG+성/XSN+이/JKS
크다고	크/VA+다고/EC
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000048.248.8.5
교비 회계와 법인 회계를 엄격히 구분하도록 한 사립학교법에 따르자면 법인 쪽 인건비는 법인이 부담해야 한다.

교비	교비/NNG
회계와	회계/NNG+와/JC
법인	법인/NNG
회계를	회계/NNG+를/JKO
엄격히	엄격히/MAG
구분하도록	구분/NNG+하/XSV+도록/EC
한	하/VX+ㄴ/ETM
사립학교법에	사립/NNG+학교/NNG+법/NNG+에/JKB
따르자면	따르/VV+자면/EC
쪽	쪽/NNB
인건비는	인건비/NNG+는/JX
법인이	법인/NNG+이/JKS
부담해야	부담/NNG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000048.248.8.6
중앙대 정관을 보면 법인사무처는 3개 부서와 5개 과로 구성돼 있다.

중앙대	중앙대/NNP
정관을	정관/NNG+을/JKO
보면	보/VV+면/EC
법인사무처는	법인/NNG+사무처/NNG+는/JX
3개	3/SN+개/NNB
부서와	부서/NNG+와/JC
5개	5/SN+개/NNB
과로	과/NNG+로/JKB
구성돼	구성/NNG+되/XSV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000048.248.9.1
이에 대해 중앙대는 “학교에서 법인으로 파견 나간 직원에 대해서는 원소속인 학교에서 인건비를 지급했다.

이에	이/NP+에/JKB
대해	대하/VV+아/EC
중앙대는	중앙대/NNP+는/JX
“학교에서	“/SS+학교/NNG+에서/JKB
법인으로	법인/NNG+으로/JKB
파견	파견/NNG
나간	나가/VV+ㄴ/ETM
직원에	직원/NNG+에/JKB
대해서는	대하/VV+아서/EC+는/JX
원소속인	원소속/NNG+이/VCP+ㄴ/ETM
학교에서	학교/NNG+에서/JKB
인건비를	인건비/NNG+를/JKO
지급했다.	지급/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.248.9.2
