# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.184
metadata : {}


# id : NWRW1800000044.184.1.1
[단독] “자살 시도 국정원 협력자 김씨는 탈북자 브로커”

[단독]	[/SS+단독/NNG+]/SS
“자살	“/SS+자살/NNG
시도	시도/NNG
국정원	국정원/NNG
협력자	협력자/NNG
김씨는	김/NNP+씨/NNB+는/JX
탈북자	탈북자/NNG
브로커”	브로커/NNG+”/SS


# id : NWRW1800000044.184.2.1
[한겨레] 탈북단체 관련자들 “우리 도와주던 사람” 증언

[한겨레]	[/SS+한겨레/NNP+]/SS
탈북단체	탈북/NNG+단체/NNG
관련자들	관련자/NNG+들/XSN
“우리	“/SS+우리/NP
도와주던	도와주/VV+던/ETM
사람”	사람/NNG+”/SS
증언	증언/NNG


# id : NWRW1800000044.184.3.1
중국 공안서 탈북자 빼내고 정보기관 도움주기도

중국	중국/NNP
공안서	공안/NNG+서/JKB
탈북자	탈북자/NNG
빼내고	빼내/VV+고/EC
정보기관	정보기관/NNG
도움주기도	도움/NNG+주/VV+기/ETN+도/JX


# id : NWRW1800000044.184.4.1
‘서울시 공무원 간첩 증거조작 사건’의 핵심인물로 자살을 시도했던 김아무개(61)씨가 8년 전부터 탈북 브로커로 활동하다 국가정보원의 협력자가 됐다는 복수의 증언이 나왔다.

‘서울시	‘/SS+서울시/NNP
공무원	공무원/NNG
간첩	간첩/NNG
증거조작	증거/NNG+조작/NNG
사건’의	사건/NNG+’/SS+의/JKG
핵심인물로	핵심/NNG+인물/NNG+로/JKB
자살을	자살/NNG+을/JKO
시도했던	시도/NNG+하/XSV+았/EP+던/ETM
김아무개(61)씨가	김/NNP+아무개/NP+(/SS+61/SN+)/SS+씨/NNB+가/JKS
8년	8/SN+년/NNB
전부터	전/NNG+부터/JX
탈북	탈북/NNG
브로커로	브로커/NNG+로/JKB
활동하다	활동/NNG+하/XSV+다/EC
국가정보원의	국가/NNG+정보원/NNG+의/JKG
협력자가	협력자/NNG+가/JKC
됐다는	되/VV+었/EP+다는/ETM
복수의	복수/NNG+의/JKG
증언이	증언/NNG+이/JKS
나왔다.	나오/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.184.5.1
13일 <한겨레> 취재 결과를 종합하면, 김씨는 8년 전 탈북자 관련 단체와 접촉하며 중국 공안부에 붙잡힌 탈북자를 빼내주고, 정보기관에 제공할 북한 물품을 확보하며 돈벌이에 나섰다.

13일	13/SN+일/NNB
<한겨레>	</SS+한겨레/NNP+>/SS
취재	취재/NNG
결과를	결과/NNG+를/JKO
종합하면,	종합/NNG+하/XSV+면/EC+,/SP
김씨는	김/NNP+씨/NNB+는/JX
8년	8/SN+년/NNB
전	전/NNG
탈북자	탈북자/NNG
관련	관련/NNG
단체와	단체/NNG+와/JKB
접촉하며	접촉/NNG+하/XSV+며/EC
중국	중국/NNP
공안부에	공안부/NNG+에/JKB
붙잡힌	붙잡히/VV+ㄴ/ETM
탈북자를	탈북자/NNG+를/JKO
빼내주고,	빼내/VV+어/EC+주/VX+고/EC+,/SP
정보기관에	정보기관/NNG+에/JKB
제공할	제공/NNG+하/XSV+ㄹ/ETM
북한	북한/NNP
물품을	물품/NNG+을/JKO
확보하며	확보/NNG+하/XSV+며/EC
돈벌이에	돈벌이/NNG+에/JKB
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.184.5.2
2006~2007년 두차례 김씨를 만난 북한인권개선모임의 김희태 사무국장은 “국정원이 탈북 현황을 파악하기 때문에 탈북 브로커들과도 알게 되는 경우가 있다. 김씨가 처음부터 국정원과 직접 일하는 것으로 보이진 않았고 당시 탈북 관련 단체가 요구하는 일을 했다”고 말했다.

2006~2007년	2006/SN+~/SO+2007/SN+년/NNB
두차례	두/MMN+차례/NNG
김씨를	김/NNP+씨/NNB+를/JKO
만난	만나/VV+ㄴ/ETM
북한인권개선모임의	북한인권개선모임/NNP+의/JKG
김희태	김희태/NNP
사무국장은	사무국장/NNG+은/JX
“국정원이	“/SS+국정원/NNG+이/JKS
탈북	탈북/NNG
현황을	현황/NNG+을/JKO
파악하기	파악/NNG+하/XSV+기/ETN
때문에	때문/NNB+에/JKB
브로커들과도	브로커/NNG+들/XSN+과/JKB+도/JX
알게	알/VV+게/EC
되는	되/VV+는/ETM
경우가	경우/NNG+가/JKS
있다.	있/VA+다/EF+./SF
김씨가	김/NNP+씨/NNB+가/JKS
처음부터	처음/NNG+부터/JX
국정원과	국정원/NNG+과/JKB
직접	직접/MAG
일하는	일/NNG+하/XSV+는/ETM
것으로	것/NNB+으로/JKB
보이진	보이/VV+지/EC+ㄴ/JX
않았고	않/VX+았/EP+고/EC
당시	당시/NNG
관련	관련/NNG
단체가	단체/NNG+가/JKS
요구하는	요구/NNG+하/XSV+는/ETM
일을	일/NNG+을/JKO
했다”고	하/VV+았/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.184.5.3
또다른 탈북자 단체의 김아무개 대표는 “(김씨가) 우리 일 봐 주던 사람”이라고 전했다.

또다른	또/MAG+다른/MMD
탈북자	탈북자/NNG
단체의	단체/NNG+의/JKG
김아무개	김/NNP+아무개/NP
대표는	대표/NNG+는/JX
“(김씨가)	“/SS+(/SS+김/NNP+씨/NNB+가/JKS+)/SS
우리	우리/NP
일	일/NNG
봐	보/VV+아/EC
주던	주/VX+던/ETM
사람”이라고	사람/NNG+”/SS+이라고/JKQ
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.184.6.1
