# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.69
metadata : {}


# id : NWRW1800000049.69.1.1
[2016 내나라여행박람회]울산 12경이 새로워졌다

[2016	[/SS+2016/SN
내나라여행박람회]울산	나/NP+의/JKG+나라/NNG+여행/NNG+박람회/NNG+]/SS+울산/NNP
12경이	12/SN+경/NNG+이/JKS
새로워졌다	새롭/VA+어/EC+지/VX+었/EP+다/EF


# id : NWRW1800000049.69.2.1
대공원, 울산대교 야경, 장생포 고래…

대공원,	대/XPN+공원/NNG+,/SP
울산대교	울산대교/NNP
야경,	야경/NNG+,/SP
장생포	장생포/NNP
고래…	고래/NNG+…/SE


# id : NWRW1800000049.69.3.1
‘울산 12경(景)’이 새로 지정됐다.

‘울산	‘/SS+울산/NNP
12경(景)’이	12/SN+경/NNG+(/SS+景/SH+)/SS+’/SS+이/JKS
새로	새로/MAG
지정됐다.	지정/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000049.69.4.1
울산대공원을 비롯해 울산대교 전망대에서 바라본 야경, 장생포 고래문화마을, 외고산 옹기마을 등 4경이 울산 12경에 새로 지정됐다.

울산대공원을	울산대공원/NNP+을/JKO
비롯해	비롯하/VV+아/EC
울산대교	울산대교/NNP
전망대에서	전망대/NNG+에서/JKB
바라본	바라보/VV+ㄴ/ETM
야경,	야경/NNG+,/SP
장생포	장생포/NNP
고래문화마을,	고래문화마을/NNP+,/SP
외고산	외고산/NNP
옹기마을	옹기마을/NNP
등	등/NNB
4경이	4/SN+경/NNG+이/JKS
울산	울산/NNP
12경에	12/SN+경/NNG+에/JKB
새로	새로/MAG
지정됐다.	지정/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000049.69.5.1
울산시는 울산 12경 지정 후 울산의 관광자원 인프라가 대폭 확충되어 이를 반영하기 위해 ‘울산 12경 재정비 사업’을 지난해 8월 착수했다.

울산시는	울산시/NNP+는/JX
울산	울산/NNP
12경	12/SN+경/NNG
지정	지정/NNG
후	후/NNG
울산의	울산/NNP+의/JKG
관광자원	관광/NNG+자원/NNG
인프라가	인프라/NNG+가/JKS
대폭	대폭/MAG
확충되어	확충/NNG+되/XSV+어/EC
이를	이/NP+를/JKO
반영하기	반영/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
‘울산	‘/SS+울산/NNP
재정비	재/XPN+정비/NNG
사업’을	사업/NNG+’/SS+을/JKO
지난해	지난해/NNG
8월	8/SN+월/NNB
착수했다.	착수/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.69.5.2
후보군 조사와 시민 설문조사, 관광진흥위원회 자문, 시정조정위원회 등을 거쳐 ‘울산 12경’을 최종 확정했다.

후보군	후보군/NNG
조사와	조사/NNG+와/JC
시민	시민/NNG
설문조사,	설문/NNG+조사/NNG+,/SP
관광진흥위원회	관광/NNG+진흥/NNG+위원회/NNG
자문,	자문/NNG+,/SP
시정조정위원회	시정/NNG+조정/NNG+위원회/NNG
등을	등/NNB+을/JKO
거쳐	거치/VV+어/EC
‘울산	‘/SS+울산/NNP
12경’을	12/SN+경/NNG+’/SS+을/JKO
최종	최종/NNG
확정했다.	확정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.69.5.3
‘울산 12경’이 정비된 2002년 이후 14년 만이다.

‘울산	‘/SS+울산/NNP
12경’이	12/SN+경/NNG+’/SS+이/JKS
정비된	정비/NNG+되/XSV+ㄴ/ETM
2002년	2002/SN+년/NNB
이후	이후/NNG
14년	14/SN+년/NNB
만이다.	만/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000049.69.5.4
‘울산 12경’은 새로 지정된 것이 4개, 명칭이 조정된 것이 4개, 기존 4개다.

‘울산	‘/SS+울산/NNP
12경’은	12/SN+경/NNG+’/SS+은/JX
새로	새로/MAG
지정된	지정/NNG+되/XSV+ㄴ/ETM
것이	것/NNB+이/JKS
4개,	4/SN+개/NNB+,/SP
명칭이	명칭/NNG+이/JKS
조정된	조정/NNG+되/XSV+ㄴ/ETM
기존	기존/NNG
4개다.	4/SN+개/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000049.69.5.5
새로 지정된 울산 12경은 △울산대공원 △울산대교 전망대에서 바라본 야경 △장생포 고래문화마을 △외고산 옹기마을이다.

새로	새로/MAG
지정된	지정/NNG+되/XSV+ㄴ/ETM
울산	울산/NNP
12경은	12/SN+경/NNG+은/JX
△울산대공원	△/SW+울산대공원/NNP
△울산대교	△/SW+울산대교/NNP
전망대에서	전망대/NNG+에서/JKB
바라본	바라보/VV+ㄴ/ETM
야경	야경/NNG
△장생포	△/SW+장생포/NNP
고래문화마을	고래문화마을/NNP
△외고산	△/SW+외고산/NNP
옹기마을이다.	옹기마을/NNP+이/VCP+다/EF+./SF


# id : NWRW1800000049.69.6.1
기존 울산 12경 가운데 △태화강대공원과 십리대숲 △대왕암공원 △반구대 암각화와 천전리 각석 △강동·주전 몽돌해변 등은 명칭을 조정했다.

기존	기존/NNG
울산	울산/NNP
12경	12/SN+경/NNG
가운데	가운데/NNG
△태화강대공원과	△/SW+태화강대공원/NNP+과/JC
십리대숲	십리대숲/NNP
△대왕암공원	△/SW+대왕암공원/NNP
△반구대	△/SW+반구대/NNP
암각화와	암각화/NNG+와/JC
천전리	천전리/NNP
각석	각석/NNG
△강동·주전	△/SW+강동/NNP+·/SP+주전/NNP
몽돌해변	몽돌/NNG+해변/NNG
등은	등/NNB+은/JX
명칭을	명칭/NNG+을/JKO
조정했다.	조정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.69.6.2
이 밖에 △가지산 사계 △신불산 억새평원 △간절곶 일출 △대운산 내원암 계곡 등은 종전대로 울산 12경의 명예를 잇게 됐다.

이	이/MMD
밖에	밖/NNG+에/JKB
△가지산	△/SW+가지산/NNP
사계	사계/NNG
△신불산	△/SW+신불산/NNP
억새평원	억새/NNG+평원/NNG
△간절곶	△/SW+간절곶/NNP
일출	일출/NNG
△대운산	△/SW+대운산/NNP
내원암	내원암/NNP
계곡	계곡/NNG
등은	등/NNB+은/JX
종전대로	종전/NNG+대로/JX
울산	울산/NNP
12경의	12/SN+경/NNG+의/JKG
명예를	명예/NNG+를/JKO
잇게	잇/VV+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.69.7.1
울산시는 새로 지정된 곳은 관광마케팅과 도시 브랜드 가치를 높일 수 있는 자원 중 아름다운 자연경관을 갖췄거나 관광지로 개발된 지역이라고 설명했다.

울산시는	울산시/NNP+는/JX
새로	새로/MAG
지정된	지정/NNG+되/XSV+ㄴ/ETM
곳은	곳/NNG+은/JX
관광마케팅과	관광/NNG+마케팅/NNG+과/JC
도시	도시/NNG
브랜드	브랜드/NNG
가치를	가치/NNG+를/JKO
높일	높이/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
자원	자원/NNG
중	중/NNB
아름다운	아름답/VA+ㄴ/ETM
자연경관을	자연/NNG+경관/NNG+을/JKO
갖췄거나	갖추/VV+었/EP+거나/EC
관광지로	관광지/NNG+로/JKB
개발된	개발/NNG+되/XSV+ㄴ/ETM
지역이라고	지역/NNG+이/VCP+라고/EC
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.69.7.2
울산 12경은 울주군이 가장 많은 6개가 포함됐으며 남·동구 2개씩, 중·북구 1개씩이 포함됐다.

울산	울산/NNP
12경은	12/SN+경/NNG+은/JX
울주군이	울주군/NNP+이/JKS
가장	가장/MAG
많은	많/VA+은/ETM
6개가	6/SN+개/NNB+가/JKS
포함됐으며	포함/NNG+되/XSV+었/EP+으며/EC
남·동구	남/NNG+·/SP+동구/NNP
2개씩,	2/SN+개/NNB+씩/XSN+,/SP
중·북구	중/NNG+·/SP+북구/NNP
1개씩이	1/SN+개/NNB+씩/XSN+이/JKS
포함됐다.	포함/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000049.69.7.3
울산시 관계자는 “울산 12경을 홍보하고 연계 관광 상품을 개발하는 등 도시 브랜드를 높이는 데 적극 활용하겠다”며 “올해 상반기 안으로 관광 안내도 정비 등 오프라인 정비를 완료할 계획”이라고 말했다.

울산시	울산시/NNP
관계자는	관계자/NNG+는/JX
“울산	“/SS+울산/NNP
12경을	12/SN+경/NNG+을/JKO
홍보하고	홍보/NNG+하/XSV+고/EC
연계	연계/NNG
관광	관광/NNG
상품을	상품/NNG+을/JKO
개발하는	개발/NNG+하/XSV+는/ETM
등	등/NNB
도시	도시/NNG
브랜드를	브랜드/NNG+를/JKO
높이는	높이/VV+는/ETM
데	데/NNB
적극	적극/NNG
활용하겠다”며	활용/NNG+하/XSV+겠/EP+다/EF+”/SS+며/EC
“올해	“/SS+올해/NNG
상반기	상반기/NNG
안으로	안/NNG+으로/JKB
안내도	안내/NNG+도/JX
정비	정비/NNG
오프라인	오프라인/NNG
정비를	정비/NNG+를/JKO
완료할	완료/NNG+하/XSV+ㄹ/ETM
계획”이라고	계획/NNG+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.69.8.1
▼울산이 보이는 창 ‘울산 12경’▼

▼울산이	▼/SW+울산/NNP+이/JKS
보이는	보이/VV+는/ETM
창	창/NNG
‘울산	‘/SS+울산/NNP
12경’▼	12/SN+경/NNG+’/SS+▼/SW


# id : NWRW1800000049.69.9.1
○ 울산대공원

○	○/SW
울산대공원	울산대공원/NNP


# id : NWRW1800000049.69.10.1
○ 강동·주전 몽돌해변

○	○/SW
강동·주전	강동/NNP+·/SP+주전/NNP
몽돌해변	몽돌/NNG+해변/NNG


# id : NWRW1800000049.69.11.1
○ 울산대교 전망대에서 바라본 야경

○	○/SW
울산대교	울산대교/NNP
전망대에서	전망대/NNG+에서/JKB
바라본	바라보/VV+ㄴ/ETM
야경	야경/NNG


# id : NWRW1800000049.69.12.1
○ 장생포 고래문화마을

○	○/SW
장생포	장생포/NNP
고래문화마을	고래문화마을/NNP


# id : NWRW1800000049.69.13.1
○ 신불산 억새평원

○	○/SW
신불산	신불산/NNP
억새평원	억새/NNG+평원/NNG


# id : NWRW1800000049.69.14.1
○ 가지산 사계

○	○/SW
가지산	가지산/NNP
사계	사계/NNG


# id : NWRW1800000049.69.15.1
○ 반구대 암각화와 천전리 각석

○	○/SW
반구대	반구대/NNP
암각화와	암각화/NNG+와/JC
천전리	천전리/NNP
각석	각석/NNG


# id : NWRW1800000049.69.16.1
○ 대운산 내원암 계곡

○	○/SW
대운산	대운산/NNP
내원암	내원암/NNP
계곡	계곡/NNG


# id : NWRW1800000049.69.17.1
○ 간절곶 일출

○	○/SW
간절곶	간절곶/NNP
일출	일출/NNG


# id : NWRW1800000049.69.18.1
○ 외고산 옹기마을

○	○/SW
외고산	외고산/NNP
옹기마을	옹기마을/NNP


# id : NWRW1800000049.69.19.1
○ 대왕암공원

○	○/SW
대왕암공원	대왕암공원/NNP


# id : NWRW1800000049.69.20.1
○ 태화강대공원과 십리대숲

○	○/SW
태화강대공원과	태화강대공원/NNP+과/JC
십리대숲	십리대숲/NNP


