# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.79
metadata : {}


# id : NWRW1800000033.79.1.1
[2012지구촌 새권력]궂은 날씨 계속돼 투표율 낮아지면 오바마 불리

[2012지구촌	[/SS+2012/SN+지구촌/NNG
새권력]궂은	새/MMA+권력/NNG+]/SS+궂/VA+은/ETM
날씨	날씨/NNG
계속돼	계속/NNG+되/XSV+어/EC
투표율	투표/NNG+율/XSN
낮아지면	낮/VA+아/EC+지/VX+면/EC
오바마	오바마/NNP
불리	불리/NNG


# id : NWRW1800000033.79.2.1
대선 D-7… ‘샌디’ 영향은 막판 지지율 상승 롬니도 “선거보도 줄어들라” 긴장

대선	대선/NNG
D-7…	D/SL+-/SO+7/SN+…/SE
‘샌디’	‘/SS+샌디/NNG+’/SS
영향은	영향/NNG+은/JX
막판	막판/NNG
지지율	지지/NNG+율/XSN
상승	상승/NNG
롬니도	롬니/NNP+도/JX
“선거보도	“/SS+선거/NNG+보도/NNG
줄어들라”	줄어들/VV+ㄹ라/EF+”/SS
긴장	긴장/NNG


# id : NWRW1800000033.79.3.1
허리케인 ‘샌디’가 미국 대선 판도에도 직접적인 영향을 미치고 있다.

허리케인	허리케인/NNG
‘샌디’가	‘/SS+샌디/NNG+’/SS+가/JKS
미국	미국/NNP
대선	대선/NNG
판도에도	판도/NNG+에/JKB+도/JX
직접적인	직접/NNG+적/XSN+이/VCP+ㄴ/ETM
영향을	영향/NNG+을/JKO
미치고	미치/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.79.3.2
당장 버락 오바마 대통령과 밋 롬니 공화당 후보의 막판 유세 일정에 차질을 주고 있다.

당장	당장/NNG
버락	버락/NNP
오바마	오바마/NNP
대통령과	대통령/NNG+과/JC
밋	밋/NNP
롬니	롬니/NNP
공화당	공화당/NNP
후보의	후보/NNG+의/JKG
막판	막판/NNG
유세	유세/NNG
일정에	일정/NNG+에/JKB
차질을	차질/NNG+을/JKO
주고	주/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.79.4.1
샌디의 직접 영향권인 플로리다 노스캐롤라이나 버지니아 펜실베이니아 오하이오 주 등은 유권자의 표심이 확실하지 않은 경합 주들이다.

샌디의	샌디/NNG+의/JKG
직접	직접/NNG
영향권인	영향/NNG+권/XSN+이/VCP+ㄴ/ETM
플로리다	플로리다/NNP
노스캐롤라이나	노스캐롤라이나/NNP
버지니아	버지니아/NNP
펜실베이니아	펜실베이니아/NNP
오하이오	오하이오/NNP
주	주/NNG
등은	등/NNB+은/JX
유권자의	유권자/NNG+의/JKG
표심이	표심/NNG+이/JKS
확실하지	확실하/VA+지/EC
않은	않/VX+은/ETM
경합	경합/NNG
주들이다.	주/NNG+들/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000033.79.4.2
오바마는 버지니아와 펜실베이니아에서 우세를 보이고 있고 롬니는 플로리다와 노스캐롤라이나에서 앞서고 있다.

오바마는	오바마/NNP+는/JX
버지니아와	버지니아/NNP+와/JC
펜실베이니아에서	펜실베이니아/NNP+에서/JKB
우세를	우세/NNG+를/JKO
보이고	보이/VV+고/EC
있고	있/VX+고/EC
롬니는	롬니/NNP+는/JX
플로리다와	플로리다/NNP+와/JC
노스캐롤라이나에서	노스캐롤라이나/NNP+에서/JKB
앞서고	앞서/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.79.4.3
오하이오는 두 후보가 엎치락뒤치락하는 곳.

오하이오는	오하이오/NNP+는/JX
두	두/MMN
후보가	후보/NNG+가/JKS
엎치락뒤치락하는	엎치락뒤치락/MAG+하/XSV+는/ETM
곳.	곳/NNG+./SF


# id : NWRW1800000033.79.5.1
‘저널 오브 폴리틱스’에 따르면 투표일에 날씨가 궂으면 투표율이 떨어지고 이는 대체로 공화당에 유리한 것으로 나타났다.

‘저널	‘/SS+저널/NNP
오브	오브/NNP
폴리틱스’에	폴리틱스/NNP+’/SS+에/JKB
따르면	따르/VV+면/EC
투표일에	투표일/NNG+에/JKB
날씨가	날씨/NNG+가/JKS
궂으면	궂/VA+으면/EC
투표율이	투표/NNG+율/XSN+이/JKS
떨어지고	떨어지/VV+고/EC
이는	이/NP+는/JX
대체로	대체로/MAG
공화당에	공화당/NNP+에/JKB
유리한	유리/NNG+하/XSA+ㄴ/ETM
것으로	것/NNB+으로/JKB
나타났다.	나타나/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.79.5.2
2000년 대선에서 민주당 앨 고어 후보가 비록 조지 W 부시 공화당 후보에게 졌지만 선전했던 것도 날씨가 좋았기 때문이라고 이 저널은 진단했다.

2000년	2000/SN+년/NNB
대선에서	대선/NNG+에서/JKB
민주당	민주당/NNP
앨	앨/NNP
고어	고어/NNP
후보가	후보/NNG+가/JKS
비록	비록/MAG
조지	조지/NNP
W	W/SL
부시	부시/NNP
공화당	공화당/NNP
후보에게	후보/NNG+에게/JKB
졌지만	지/VV+었/EP+지만/EC
선전했던	선전/NNG+하/XSV+았/EP+던/ETM
것도	것/NNB+도/JX
날씨가	날씨/NNG+가/JKS
좋았기	좋/VA+았/EP+기/ETN
때문이라고	때문/NNB+이/VCP+라고/EC
이	이/MMD
저널은	저널/NNG+은/JX
진단했다.	진단/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.79.6.1
이를 대입하면 샌디가 경합 주들을 강타하면서 홍수나 가옥 침수, 정전 사태가 발생하고 선거 당일까지 복구 작업이 이뤄지면서 투표율이 낮아지면 오바마에게 불리하다는 이야기가 된다.

이를	이/NP+를/JKO
대입하면	대입/NNG+하/XSV+면/EC
샌디가	샌디/NNG+가/JKS
경합	경합/NNG
주들을	주/NNG+들/XSN+을/JKO
강타하면서	강타/NNG+하/XSV+면서/EC
홍수나	홍수/NNG+나/JC
가옥	가옥/NNG
침수,	침수/NNG+,/SP
정전	정전/NNG
사태가	사태/NNG+가/JKS
발생하고	발생/NNG+하/XSV+고/EC
선거	선거/NNG
당일까지	당일/NNG+까지/JX
복구	복구/NNG
작업이	작업/NNG+이/JKS
이뤄지면서	이뤄지/VV+면서/EC
투표율이	투표/NNG+율/XSN+이/JKS
낮아지면	낮/VA+아/EC+지/VX+면/EC
오바마에게	오바마/NNP+에게/JKB
불리하다는	불리/NNG+하/XSA+다는/ETM
이야기가	이야기/NNG+가/JKC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000033.79.6.2
두 후보가 선거일을 앞두고 TV 광고를 쏟아 부으려던 계획도 수정이 불가피하다.

두	두/MMN
후보가	후보/NNG+가/JKS
선거일을	선거일/NNG+을/JKO
앞두고	앞두/VV+고/EC
TV	TV/SL
광고를	광고/NNG+를/JKO
쏟아	쏟/VV+아/EC
부으려던	붓/VV+으려던/ETM
계획도	계획/NNG+도/JX
수정이	수정/NNG+이/JKS
