# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000045.52
metadata : {}


# id : NWRW1800000045.52.1.1
美 ‘137발 총격’ 백인경관 무죄 판결… 흑인들 분노

美	美/SH
‘137발	‘/SS+137/SN+발/NNB
총격’	총격/NNG+’/SS
백인경관	백인/NNG+경관/NNG
무죄	무죄/NNG
판결…	판결/NNG+…/SE
흑인들	흑인/NNG+들/XSN
분노	분노/NNG


# id : NWRW1800000045.52.2.1
2012년 비무장 흑인들 숨지게해 법무부 ‘경찰력 남용’ 지적에도 법원 “위협적 상황서 발사 불가피”

2012년	2012/SN+년/NNB
비무장	비/XPN+무장/NNG
흑인들	흑인/NNG+들/XSN
숨지게해	숨지/VV+게/EC+하/VX+아/EF
법무부	법무부/NNG
‘경찰력	‘/SS+경찰력/NNG
남용’	남용/NNG+’/SS
지적에도	지적/NNG+에/JKB+도/JX
법원	법원/NNG
“위협적	“/SS+위협/NNG+적/XSN
상황서	상황/NNG+서/JKB
발사	발사/NNG
불가피”	불가피/XR+”/SS


# id : NWRW1800000045.52.3.1
2012년 11월 미국 오하이오 주 클리블랜드에서 경찰이 무려 137발의 총을 쏴 비무장 상태의 흑인 용의자들을 숨지게 한 사건과 관련해 현지 법원이 23일 이 사건에 관여한 백인 경관에게 무죄 판결을 내리면서 다시 흑백 갈등이 번질 조짐을 보이고 있다.

2012년	2012/SN+년/NNB
11월	11/SN+월/NNB
미국	미국/NNP
오하이오	오하이오/NNP
주	주/NNG
클리블랜드에서	클리블랜드/NNP+에서/JKB
경찰이	경찰/NNG+이/JKS
무려	무려/MAG
137발의	137/SN+발/NNB+의/JKG
총을	총/NNG+을/JKO
쏴	쏘/VV+아/EC
비무장	비/XPN+무장/NNG
상태의	상태/NNG+의/JKG
흑인	흑인/NNG
용의자들을	용의자/NNG+들/XSN+을/JKO
숨지게	숨지/VV+게/EC
한	하/VX+ㄴ/ETM
사건과	사건/NNG+과/JKB
관련해	관련/NNG+하/XSV+아/EC
현지	현지/NNG
법원이	법원/NNG+이/JKS
23일	23/SN+일/NNB
이	이/MMD
사건에	사건/NNG+에/JKB
관여한	관여/NNG+하/XSV+ㄴ/ETM
백인	백인/NNG
경관에게	경관/NNG+에게/JKB
무죄	무죄/NNG
판결을	판결/NNG+을/JKO
내리면서	내리/VV+면서/EC
다시	다시/MAG
흑백	흑백/NNG
갈등이	갈등/NNG+이/JKS
번질	번지/VV+ㄹ/ETM
조짐을	조짐/NNG+을/JKO
보이고	보이/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000045.52.4.1
클리블랜드를 관할하는 오하이오 주 쿠야호가 카운티 법원은 이날 마이클 브릴로 경관에게 적용됐던 고의적 살인과 중상해 혐의에 대해 무죄를 선고했다.

클리블랜드를	클리블랜드/NNP+를/JKO
관할하는	관할/NNG+하/XSV+는/ETM
오하이오	오하이오/NNP
주	주/NNG
쿠야호가	쿠야호가/NNP
카운티	카운티/NNG
법원은	법원/NNG+은/JX
이날	이날/NNG
마이클	마이클/NNP
브릴로	브릴로/NNP
경관에게	경관/NNG+에게/JKB
적용됐던	적용/NNG+되/XSV+었/EP+던/ETM
고의적	고의/NNG+적/XSN
살인과	살인/NNG+과/JC
중상해	중상해/NNG
혐의에	혐의/NNG+에/JKB
대해	대하/VV+아/EC
무죄를	무죄/NNG+를/JKO
