# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.220
metadata : {}


# id : NWRW1800000026.220.1.1
[SOUTH AFRICA 2010] 우승팀은 아직 안 나왔어도 우승팀 징크스는 이미 깨져;'유럽 대회만 유럽팀 우승' 남미 떨어져 이번엔 예외

[SOUTH	[/SS+SOUTH/SL
AFRICA	AFRICA/SL
2010]	2010/SN+]/SS
우승팀은	우승/NNG+팀/NNG+은/JX
아직	아직/MAG
안	안/MAG
나왔어도	나오/VV+았/EP+어도/EC
우승팀	우승/NNG+팀/NNG
징크스는	징크스/NNG+는/JX
이미	이미/MAG
깨져;'유럽	깨지/VV+어/EF+;/SP+'/SS+유럽/NNP
대회만	대회/NNG+만/JX
유럽팀	유럽/NNP+팀/NNG
우승'	우승/NNG+'/SS
남미	남미/NNP
떨어져	떨어지/VV+어/EC
이번엔	이번/NNG+에/JKB+ㄴ/JX
예외	예외/NNG


# id : NWRW1800000026.220.2.1
영원한 징크스는 없는 모양이다.

영원한	영원/NNG+하/XSA+ㄴ/ETM
징크스는	징크스/NNG+는/JX
없는	없/VA+는/ETM
모양이다.	모양/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000026.220.2.2
네덜란드가 7일 새벽(한국 시각) 우루과이를 꺾고 결승에 오르면서 월드컵과 관련해 이어져 오던 몇 가지 '법칙 아닌 법칙'들이 깨졌다.

네덜란드가	네덜란드/NNP+가/JKS
7일	7/SN+일/NNB
새벽(한국	새벽/NNG+(/SS+한국/NNP
시각)	시각/NNG+)/SS
우루과이를	우루과이/NNP+를/JKO
꺾고	꺾/VV+고/EC
결승에	결승/NNG+에/JKB
오르면서	오르/VV+면서/EC
월드컵과	월드컵/NNG+과/JKB
관련해	관련/NNG+하/XSV+아/EC
이어져	이어지/VV+어/EC
오던	오/VX+던/ETM
몇	몇/NR
가지	가지/NNB
'법칙	'/SS+법칙/NNG
아닌	아니/VCN+ㄴ/ETM
법칙'들이	법칙/NNG+'/SS+들/XSN+이/JKS
깨졌다.	깨지/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.220.3.1
남미와 유럽이 번갈아 우승을 나눠 가지던 이른바 '순번제'는 48년 만에 끊어졌다.

남미와	남미/NNP+와/JC
유럽이	유럽/NNP+이/JKS
번갈아	번갈/VV+아/EC
우승을	우승/NNG+을/JKO
나눠	나누/VV+어/EC
가지던	가지/VX+던/ETM
이른바	이른바/MAG
'순번제'는	'/SS+순번/NNG+제/XSN+'/SS+는/JX
48년	48/SN+년/NNB
만에	만/NNB+에/JKB
끊어졌다.	끊어지/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.220.3.2
1962 칠레 대회에서 브라질이 2연속 우승을 차지한 이후, 잉글랜드·브라질·서독·아르헨티나·이탈리아·아르헨티나·서독·브라질·프랑스·브라질·이탈리아가 우승 트로피를 들었다.

1962	1962/SN
칠레	칠레/NNP
대회에서	대회/NNG+에서/JKB
브라질이	브라질/NNP+이/JKS
2연속	2/SN+연속/NNG
우승을	우승/NNG+을/JKO
차지한	차지/NNG+하/XSV+ㄴ/ETM
이후,	이후/NNG+,/SP
잉글랜드·브라질·서독·아르헨티나·이탈리아·아르헨티나·서독·브라질·프랑스·브라질·이탈리아가	잉글랜드/NNP+·/SP+브라질/NNP+·/SP+서독/NNP+·/SP+아르헨티나/NNP+·/SP+이탈리아/NNP+·/SP+아르헨티나/NNP+·/SP+서독/NNP+·/SP+브라질/NNP+·/SP+프랑스/NNP+·/SP+브라질/NNP+·/SP+이탈리아/NNP+가/JKS
우승	우승/NNG
트로피를	트로피/NNG+를/JKO
들었다.	들/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.220.3.3
이런 추세대로라면 남아공 대회 타이틀은 남미국가에 돌아갈 차례이다.

이런	이런/MMD
추세대로라면	추세/NNG+대로/JX+이/VCP+라면/EC
남아공	남아공/NNP
대회	대회/NNG
타이틀은	타이틀/NNG+은/JX
남미국가에	남미/NNP+국가/NNG+에/JKB
돌아갈	돌아가/VV+ㄹ/ETM
차례이다.	차례/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.220.3.4
그런데 브라질·아르헨티나·파라과이가 8강전에서 탈락하고, 남미팀 중 유일하게 살아남았던 우루과이마저 준결승에서 떨어져 나가 '대권'은 유럽으로 넘어가게 됐다.

그런데	그런데/MAJ
브라질·아르헨티나·파라과이가	브라질/NNP+·/SP+아르헨티나/NNP+·/SP+파라과이/NNP+가/JKS
8강전에서	8/SN+강전/NNB+에서/JKB
탈락하고,	탈락/NNG+하/XSV+고/EC+,/SP
남미팀	남미/NNP+팀/NNG
중	중/NNB
유일하게	유일/NNG+하/XSA+게/EC
살아남았던	살아남/VV+았/EP+던/ETM
우루과이마저	우루과이/NNP+마저/JX
준결승에서	준/XPN+결승/NNG+에서/JKB
떨어져	떨어지/VV+어/EC
나가	나가/VX+아/EC
'대권'은	'/SS+대권/NNG+'/SS+은/JX
유럽으로	유럽/NNP+으로/JKB
넘어가게	넘어가/VV+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.220.4.1
유럽국가는 유럽 대회에서만 기를 편다는 편견도 이제는 적용되지 않는다.

유럽국가는	유럽/NNP+국가/NNG+는/JX
유럽	유럽/NNP
