# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.376
metadata : {}


# id : NWRW1800000030.376.1.1
[충청] "충무공 정신 생생하게 느껴보세요"

[충청]	[/SS+충청/NNP+]/SS
"충무공	"/SS+충무공/NNP
정신	정신/NNG
생생하게	생생하/VA+게/EC
느껴보세요"	느끼/VV+어/EC+보/VX+시/EP+어요/EF+"/SS


# id : NWRW1800000030.376.2.1
•이순신기념관 탄신일 개관 다양한 교육프로그램 운영

•이순신기념관	•/SW+이순신기념관/NNP
탄신일	탄신일/NNG
개관	개관/NNG
다양한	다양/NNG+하/XSA+ㄴ/ETM
교육프로그램	교육/NNG+프로그램/NNG
운영	운영/NNG


# id : NWRW1800000030.376.3.1
"충무공의 뜨거운 나라사랑 정신을 생생하게 접할 수 있는 역사체험장입니다."

"충무공의	"/SS+충무공/NNP+의/JKG
뜨거운	뜨겁/VA+ㄴ/ETM
나라사랑	나라/NNG+사랑/NNG
정신을	정신/NNG+을/JKO
생생하게	생생하/VA+게/EC
접할	접하/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
역사체험장입니다."	역사/NNG+체험장/NNG+이/VCP+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000030.376.4.1
충남 아산 현충사에 건립 중인 '충무공 이순신기념관'이 충무공 탄신일인 4월 28일 문을 연다.

충남	충남/NNP
아산	아산/NNP
현충사에	현충사/NNP+에/JKB
건립	건립/NNG
중인	중/NNB+이/VCP+ㄴ/ETM
'충무공	'/SS+충무공/NNP
이순신기념관'이	이순신기념관/NNP+'/SS+이/JKS
충무공	충무공/NNP
탄신일인	탄신일/NNG+이/VCP+ㄴ/ETM
4월	4/SN+월/NNB
28일	28/SN+일/NNB
문을	문/NNG+을/JKO
연다.	열/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.376.5.1
6일 문화재청에 따르면 현충사 경외의 기존 둥근 잔디광장 터에 건립 중인 충무공 이순신기념관이 다음달 개관을 목표로 마무리 공사가 한창이다.

6일	6/SN+일/NNB
문화재청에	문화재청/NNG+에/JKB
따르면	따르/VV+면/EC
현충사	현충사/NNP
경외의	경외/NNG+의/JKG
기존	기존/NNG
둥근	둥글/VA+ㄴ/ETM
잔디광장	잔디/NNG+광장/NNG
터에	터/NNG+에/JKB
건립	건립/NNG
중인	중/NNB+이/VCP+ㄴ/ETM
충무공	충무공/NNP
이순신기념관이	이순신기념관/NNP+이/JKS
다음달	다음/NNG+달/NNG
개관을	개관/NNG+을/JKO
목표로	목표/NNG+로/JKB
마무리	마무리/NNG
공사가	공사/NNG+가/JKS
한창이다.	한창/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.376.6.1
이순신기념관은 충무공 관련 유물 및 역사자료를 체계적으로 수집·보존하고 전시·교육하는 역사테마전시관으로 꾸며진다.

이순신기념관은	이순신기념관/NNP+은/JX
충무공	충무공/NNP
관련	관련/NNG
유물	유물/NNG
및	및/MAG
역사자료를	역사/NNG+자료/NNG+를/JKO
체계적으로	체계/NNG+적/XSN+으로/JKB
수집·보존하고	수집/NNG+·/SP+보존/NNG+하/XSV+고/EC
전시·교육하는	전시/NNG+·/SP+교육/NNG+하/XSV+는/ETM
역사테마전시관으로	역사/NNG+테마/NNG+전시관/NNG+으로/JKB
꾸며진다.	꾸미/VV+어/EC+지/VX+ㄴ다/EF+./SF


# id : NWRW1800000030.376.6.2
기념관은 2005년 수립된 현충사종합정비기본계획에 따라 2008년 착공, 135억7500만원을 들여 4만5254㎡ 터에 건축면적 2522㎡, 연면적 3104㎡ 규모로 지어진다.

기념관은	기념관/NNG+은/JX
2005년	2005/SN+년/NNB
수립된	수립/NNG+되/XSV+ㄴ/ETM
현충사종합정비기본계획에	현충사/NNP+종합/NNG+정비/NNG+기본/NNG+계획/NNG+에/JKB
따라	따르/VV+아/EC
2008년	2008/SN+년/NNB
착공,	착공/NNG+,/SP
135억7500만원을	135/SN+억/NR+7500/SN+만/NR+원/NNB+을/JKO
들여	들이/VV+어/EC
4만5254㎡	4/SN+만/NR+5254/SN+㎡/SW
터에	터/NNG+에/JKB
건축면적	건축/NNG+면적/NNG
2522㎡,	2522/SN+㎡/SW+,/SP
연면적	연면적/NNG
3104㎡	3104/SN+㎡/SW
규모로	규모/NNG+로/JKB
지어진다.	짓/VV+어/EC+지/VX+ㄴ다/EF+./SF


# id : NWRW1800000030.376.7.1
지하 1층, 지상 1층 철근콘크리트 구조로 전시관동, 교육동, 관리동 등을 갖추게 된다.

지하	지하/NNG
1층,	1/SN+층/NNG+,/SP
지상	지상/NNG
1층	1/SN+층/NNG
철근콘크리트	철근/NNG+콘크리트/NNG
구조로	구조/NNG+로/JKB
전시관동,	전시관/NNG+동/NNG+,/SP
교육동,	교육/NNG+동/NNG+,/SP
관리동	관리/NNG+동/NNG
등을	등/NNB+을/JKO
갖추게	갖추/VV+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.376.7.2
