# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.100
metadata : {}


# id : NWRW1800000026.100.1.1
[강원] 평창 산림수도 대표마을 육성

[강원]	[/SS+강원/NNP+]/SS
평창	평창/NNP
산림수도	산림/NNG+수도/NNG
대표마을	대표/NNG+마을/NNG
육성	육성/NNG


# id : NWRW1800000026.100.2.1
평창군이 산림수도를 대표할 우수마을을 선정했다.

평창군이	평창군/NNP+이/JKS
산림수도를	산림/NNG+수도/NNG+를/JKO
대표할	대표/NNG+하/XSV+ㄹ/ETM
우수마을을	우수/NNG+마을/NNG+을/JKO
선정했다.	선정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.100.3.1
평창군은 평창읍 종부3리, 미탄면 백운리, 방림면 계촌1리를 산림수도 우수마을로 선정했다고 23일 밝혔다.

평창군은	평창군/NNP+은/JX
평창읍	평창읍/NNP
종부3리,	종부3리/NNP+,/SP
미탄면	미탄면/NNP
백운리,	백운리/NNP+,/SP
방림면	방림면/NNP
계촌1리를	계촌1리/NNP+를/JKO
산림수도	산림/NNG+수도/NNG
우수마을로	우수/NNG+마을/NNG+로/JKB
선정했다고	선정/NNG+하/XSV+았/EP+다고/EC
23일	23/SN+일/NNB
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.100.4.1
61%가 산림인 종부3리는 명품사과단지로 부상하고 있는 마을로 삼방산 등산로, 장뇌삼, 야생초 등 관광체험형 농산촌 마을로 주목받는 곳이다.

61%가	61/SN+%/SW+가/JKS
산림인	산림/NNG+이/VCP+ㄴ/ETM
종부3리는	종부3리/NNP+는/JX
명품사과단지로	명품/NNG+사과/NNG+단지/NNG+로/JKB
부상하고	부상/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
마을로	마을/NNG+로/JKB
삼방산	삼방산/NNP
등산로,	등산로/NNG+,/SP
장뇌삼,	장뇌삼/NNG+,/SP
야생초	야생초/NNG
등	등/NNB
관광체험형	관광/NNG+체험/NNG+형/XSN
농산촌	농산촌/NNG
주목받는	주목/NNG+받/XSV+는/ETM
곳이다.	곳/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.100.5.1
백운리는 91%가 산림으로 임산물과 농산물 가공식품 개발, 치유의 숲 조성 등 발전가능성이 큰 마을이다.

백운리는	백운리/NNP+는/JX
91%가	91/SN+%/SW+가/JKS
산림으로	산림/NNG+으로/JKB
임산물과	임산물/NNG+과/JC
농산물	농산물/NNG
가공식품	가공식품/NNG
개발,	개발/NNG+,/SP
치유의	치유/NNG+의/JKG
숲	숲/NNG
조성	조성/NNG
등	등/NNB
발전가능성이	발전/NNG+가능/NNG+성/XSN+이/JKS
큰	크/VA+ㄴ/ETM
마을이다.	마을/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.100.6.1
87%가 산림인 계촌1리 역시 창수동 계곡을 중심으로 산나물축제, 겨울체험 행사 등을 개최하고 있으며 트레킹 코스와 장미산 등산로 조성 등을 통해 체험관광 마을로 육성되고 있다.

87%가	87/SN+%/SW+가/JKS
산림인	산림/NNG+이/VCP+ㄴ/ETM
계촌1리	계촌1리/NNP
역시	역시/MAG
창수동	창수동/NNP
계곡을	계곡/NNG+을/JKO
중심으로	중심/NNG+으로/JKB
산나물축제,	산나물/NNG+축제/NNG+,/SP
겨울체험	겨울/NNG+체험/NNG
행사	행사/NNG
등을	등/NNB+을/JKO
개최하고	개최/NNG+하/XSV+고/EC
있으며	있/VX+으며/EC
트레킹	트레킹/NNG
코스와	코스/NNG+와/JC
장미산	장미산/NNP
등산로	등산로/NNG
조성	조성/NNG
통해	통하/VV+아/EC
체험관광	체험/NNG+관광/NNG
마을로	마을/NNG+로/JKB
육성되고	육성/NNG+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.100.7.1
평창군은 이들 마을에 대해 1곳당 3000만원의 사업비를 지원하고 주민 스스로 산림을 가꾸고 개발하는 사업을 추진하게 할 방침이다.

평창군은	평창군/NNP+은/JX
이들	이/NP+들/XSN
마을에	마을/NNG+에/JKB
대해	대하/VV+아/EC
1곳당	1/SN+곳/NNG+당/XSN
3000만원의	3000/SN+만/NR+원/NNB+의/JKG
사업비를	사업비/NNG+를/JKO
지원하고	지원/NNG+하/XSV+고/EC
주민	주민/NNG
스스로	스스로/MAG
산림을	산림/NNG+을/JKO
가꾸고	가꾸/VV+고/EC
개발하는	개발/NNG+하/XSV+는/ETM
사업을	사업/NNG+을/JKO
추진하게	추진/NNG+하/XSV+게/EC
할	하/VX+ㄹ/ETM
방침이다.	방침/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.100.8.1
평창군은 "산림수도 우수마을은 주민 스스로 사업을 개발 추진하는 것으로 산림자원을 관광소득화하고 마을별 유산을 남기는 사업으로 주민들이 스스로 시행하고 행정은 컨설턴트의 역할만 하게 된다"고 말했다.

평창군은	평창군/NNP+은/JX
"산림수도	"/SS+산림/NNG+수도/NNG
우수마을은	우수/NNG+마을/NNG+은/JX
주민	주민/NNG
스스로	스스로/MAG
사업을	사업/NNG+을/JKO
개발	개발/NNG
추진하는	추진/NNG+하/XSV+는/ETM
것으로	것/NNB+으로/JKB
산림자원을	산림/NNG+자원/NNG+을/JKO
관광소득화하고	관광/NNG+소득/NNG+화/XSN+하/XSV+고/EC
마을별	마을/NNG+별/XSN
유산을	유산/NNG+을/JKO
남기는	남기/VV+는/ETM
사업으로	사업/NNG+으로/JKB
주민들이	주민/NNG+들/XSN+이/JKS
시행하고	시행/NNG+하/XSV+고/EC
행정은	행정/NNG+은/JX
컨설턴트의	컨설턴트/NNG+의/JKG
역할만	역할/NNG+만/JX
하게	하/VV+게/EC
된다"고	되/VV+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


