# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.194
metadata : {}


# id : NWRW1800000025.194.1.1
美 외교-안보라인은 ‘365일 두통-불면라인’

美	美/SH
외교-안보라인은	외교/NNG+-/SO+안보/NNG+라인/NNG+은/JX
‘365일	‘/SS+365/SN+일/NNB
두통-불면라인’	두통/NNG+-/SO+불면/NNG+라인/NNG+’/SS


# id : NWRW1800000025.194.2.1
마이클 멀린 미국 합참의장의 하루는 오전 3시에 시작된다.

마이클	마이클/NNP
멀린	멀린/NNP
미국	미국/NNP
합참의장의	합참/NNG+의장/NNG+의/JKG
하루는	하루/NNG+는/JX
오전	오전/NNG
3시에	3/SN+시/NNB+에/JKB
시작된다.	시작/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.194.2.2
워싱턴에 있는 관저에서 전 세계 각국에서 들어오는 군사기밀과 테러 관련 정보를 일독한 멀린 의장은 칠흑 같은 어둠을 뚫고 인근 군부대인 ‘네이비 야드’에 있는 체육관으로 자리를 옮긴다.

워싱턴에	워싱턴/NNP+에/JKB
있는	있/VA+는/ETM
관저에서	관저/NNG+에서/JKB
전	전/MMN
세계	세계/NNG
각국에서	각국/NNG+에서/JKB
들어오는	들어오/VV+는/ETM
군사기밀과	군사/NNG+기밀/NNG+과/JC
테러	테러/NNG
관련	관련/NNG
정보를	정보/NNG+를/JKO
일독한	일독/NNG+하/XSV+ㄴ/ETM
멀린	멀린/NNP
의장은	의장/NNG+은/JX
칠흑	칠흑/NNG
같은	같/VA+은/ETM
어둠을	어둠/NNG+을/JKO
뚫고	뚫/VV+고/EC
인근	인근/NNG
군부대인	군부대/NNG+이/VCP+ㄴ/ETM
‘네이비	‘/SS+네이비/NNP
야드’에	야드/NNP+’/SS+에/JKB
체육관으로	체육관/NNG+으로/JKB
자리를	자리/NNG+를/JKO
옮긴다.	옮기/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.194.2.3
단백질이 함유된 건강음료를 단숨에 들이켠 멀린 의장은 255파운드(약 115kg)짜리 바벨로 벤치프레스를 하면서 하루의 일과를 정리해 본다.

단백질이	단백질/NNG+이/JKS
함유된	함유/NNG+되/XSV+ㄴ/ETM
건강음료를	건강/NNG+음료/NNG+를/JKO
단숨에	단숨에/MAG
들이켠	들이켜/VV+ㄴ/ETM
멀린	멀린/NNP
의장은	의장/NNG+은/JX
255파운드(약	255/SN+파운드/NNB+(/SS+약/MMA
115kg)짜리	115/SN+kg/SW+)/SS+짜리/XSN
바벨로	바벨/NNG+로/JKB
벤치프레스를	벤치프레스/NNG+를/JKO
하면서	하/VV+면서/EC
하루의	하루/NNG+의/JKG
일과를	일과/NNG+를/JKO
정리해	정리/NNG+하/XSV+아/EC
본다.	보/VX+ㄴ다/EF+./SF


# id : NWRW1800000025.194.2.4
샤워를 마치고 집무실로 향하는 멀린 의장은 그날의 주요 언론보도를 일별한 뒤 7개의 서류가방을 들고 사무실 계단을 오른다.

샤워를	샤워/NNG+를/JKO
마치고	마치/VV+고/EC
집무실로	집무실/NNG+로/JKB
향하는	향하/VV+는/ETM
멀린	멀린/NNP
의장은	의장/NNG+은/JX
그날의	그날/NNG+의/JKG
주요	주요/NNG
언론보도를	언론/NNG+보도/NNG+를/JKO
일별한	일별/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
7개의	7/SN+개/NNB+의/JKG
서류가방을	서류/NNG+가방/NNG+을/JKO
들고	들/VV+고/EC
사무실	사무실/NNG
계단을	계단/NNG+을/JKO
오른다.	오르/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.194.2.5
오전 6시 반이다.

오전	오전/NNG
6시	6/SN+시/NNB
반이다.	반/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.194.3.1
로버트 게이츠 국방장관의 휴대전화는 24시간 내내 통화 대기 상태다.

로버트	로버트/NNP
게이츠	게이츠/NNP
국방장관의	국방/NNG+장관/NNG+의/JKG
휴대전화는	휴대/NNG+전화/NNG+는/JX
24시간	24/SN+시간/NNB
내내	내내/MAG
통화	통화/NNG
대기	대기/NNG
상태다.	상태/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.194.3.2
아프가니스탄과 이라크에서는 아직도 전쟁이 진행 중이고 이란과 북한은 핵무기 개발을 중단하고 있지 않기 때문.

아프가니스탄과	아프가니스탄/NNP+과/JC
이라크에서는	이라크/NNP+에서/JKB+는/JX
아직도	아직/MAG+도/JX
전쟁이	전쟁/NNG+이/JKS
진행	진행/NNG
중이고	중/NNB+이/VCP+고/EC
이란과	이란/NNP+과/JC
북한은	북한/NNP+은/JX
핵무기	핵무기/NNG
개발을	개발/NNG+을/JKO
중단하고	중단/NNG+하/XSV+고/EC
있지	있/VX+지/EC
않기	않/VX+기/ETN
때문.	때문/NNB+./SF


# id : NWRW1800000025.194.3.3
전 세계에서 거의 모든 시간대에 미군이 활동하고 있고 세계 곳곳에서 벌어지고 있는 군 관련 상황은 게이츠 장관을 통해 백악관으로 보고된다.

전	전/MMN
세계에서	세계/NNG+에서/JKB
거의	거의/MAG
모든	모든/MMN
시간대에	시간대/NNG+에/JKB
미군이	미군/NNG+이/JKS
활동하고	활동/NNG+하/XSV+고/EC
있고	있/VX+고/EC
세계	세계/NNG
곳곳에서	곳곳/NNG+에서/JKB
벌어지고	벌어지/VV+고/EC
있는	있/VX+는/ETM
군	군/NNG
관련	관련/NNG
상황은	상황/NNG+은/JX
게이츠	게이츠/NNP
장관을	장관/NNG+을/JKO
통해	통하/VV+아/EC
백악관으로	백악관/NNP+으로/JKB
보고된다.	보고/NNG+되/XSV+ㄴ다/EF+./SF


