# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000021.355
metadata : {}


# id : NWRW1800000021.355.1.1
[Level-up KOREA]“어둠 속에서 희망의 빛 찾자” 위대한 도전은 시작됐다

[Level-up	[/SS+Level/SL+-/SO+up/SL
KOREA]“어둠	KOREA/SL+]/SS+“/SS+어둠/NNG
속에서	속/NNG+에서/JKB
희망의	희망/NNG+의/JKG
빛	빛/NNG
찾자”	찾/VV+자/EF+”/SS
위대한	위대하/VA+ㄴ/ETM
도전은	도전/NNG+은/JX
시작됐다	시작/NNG+되/XSV+었/EP+다/EF


# id : NWRW1800000021.355.2.1
■[Hanwha]올핸 사업체질 개선… 내년엔 성장기반 확보!

■[Hanwha]올핸	■/SW+[/SS+Hanwha/SL+]/SS+올해/NNG+ㄴ/JX
사업체질	사업/NNG+체질/NNG
개선…	개선/NNG+…/SE
내년엔	내년/NNG+에/JKB+ㄴ/JX
성장기반	성장/NNG+기반/NNG
확보!	확보/NNG+!/SF


# id : NWRW1800000021.355.3.1
‘Great Challenge 2011’

‘Great	‘/SS+Great/SL
Challenge	Challenge/SL
2011’	2011/SN+’/SS


# id : NWRW1800000021.355.4.1
2011년을 향한 위대한 도전은 올해 한화그룹의 전사적 비상경영 모토였다.

2011년을	2011/SN+년/NNB+을/JKO
향한	향하/VV+ㄴ/ETM
위대한	위대하/VA+ㄴ/ETM
도전은	도전/NNG+은/JX
올해	올해/NNG
한화그룹의	한화그룹/NNP+의/JKG
전사적	전사/NNG+적/XSN
비상경영	비상/NNG+경영/NNG
모토였다.	모토/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000021.355.4.2
올 2월 열린 그룹 경영전략회의에서 김승연 회장은 “단순히 당면한 위기를 극복한다는 차원을 넘어 오늘의 한계를 넘어 새로운 내일을 연다는 적극적인 자세로 임하자”며 “3년 후인 2011년까지는 반드시 한화가 세계적 글로벌 기업이 될 수 있는 기반을 다지는 계기가 될 것”이라고 강조했다.

올	올/NNG
2월	2/SN+월/NNB
열린	열리/VV+ㄴ/ETM
그룹	그룹/NNG
경영전략회의에서	경영/NNG+전략/NNG+회의/NNG+에서/JKB
김승연	김승연/NNP
회장은	회장/NNG+은/JX
“단순히	“/SS+단순히/MAG
당면한	당면/NNG+하/XSV+ㄴ/ETM
위기를	위기/NNG+를/JKO
극복한다는	극복/NNG+하/XSV+ㄴ다는/ETM
차원을	차원/NNG+을/JKO
넘어	넘/VV+어/EC
오늘의	오늘/NNG+의/JKG
한계를	한계/NNG+를/JKO
새로운	새롭/VA+ㄴ/ETM
내일을	내일/NNG+을/JKO
연다는	열/VV+ㄴ다는/ETM
적극적인	적극/NNG+적/XSN+이/VCP+ㄴ/ETM
자세로	자세/NNG+로/JKB
임하자”며	임하/VV+자/EF+”/SS+며/EC
“3년	“/SS+3/SN+년/NNB
후인	후/NNG+이/VCP+ㄴ/ETM
2011년까지는	2011/SN+년/NNB+까지/JX+는/JX
반드시	반드시/MAG
한화가	한화/NNP+가/JKS
세계적	세계/NNG+적/XSN
글로벌	글로벌/NNG
기업이	기업/NNG+이/JKC
될	되/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
기반을	기반/NNG+을/JKO
다지는	다지/VV+는/ETM
계기가	계기/NNG+가/JKC
것”이라고	것/NNB+”/SS+이라고/JKQ
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.355.4.3
