# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000048.79
metadata : {}


# id : NWRW1800000048.79.1.1
[단독] 전경련, ‘위장계열사’ 자유경제원에 20년간 매년 거액 지원

[단독]	[/SS+단독/NNG+]/SS
전경련,	전경련/NNP+,/SP
‘위장계열사’	‘/SS+위장/NNG+계열사/NNG+’/SS
자유경제원에	자유경제원/NNP+에/JKB
20년간	20/SN+년/NNB+간/XSN
매년	매년/MAG
거액	거액/NNG
지원	지원/NNG


# id : NWRW1800000048.79.2.1
자유경제원 예산 대부분 차지

자유경제원	자유경제원/NNP
예산	예산/NNG
대부분	대/XPN+부분/NNG
차지	차지/NNG


# id : NWRW1800000048.79.3.1
출범때부터 지원금 수백억대

출범때부터	출범/NNG+때/NNG+부터/JX
지원금	지원금/NNG
수백억대	수백억/NR+대/XSN


# id : NWRW1800000048.79.4.1
전경련 “긍정도 부정도 않는다”

전경련	전경련/NNP
“긍정도	“/SS+긍정/NNG+도/JX
부정도	부정/NNG+도/JX
않는다”	않/VV+는다/EF+”/SS


# id : NWRW1800000048.79.5.1
전국경제인연합회(회장 허창수)가 자유경제원(원장 현진권)에 매년 거액의 돈을 지원해 온 것으로 파악됐다.

전국경제인연합회(회장	전국경제인연합회/NNP+(/SS+회장/NNG
허창수)가	허창수/NNP+)/SS+가/JKS
자유경제원(원장	자유경제원/NNP+(/SS+원장/NNG
현진권)에	현진권/NNP+)/SS+에/JKB
매년	매년/MAG
거액의	거액/NNG+의/JKG
돈을	돈/NNG+을/JKO
지원해	지원/NNG+하/XSV+아/EC
온	오/VX+ㄴ/ETM
것으로	것/NNB+으로/JKB
파악됐다.	파악/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000048.79.5.2
독립적 비영리 재단법인이라고 주장하는 자유경제원은 최근 교과서 국정화나 노동시장 개편 등 주요 정치·사회적 현안에서 보수의 이데올로그를 자처해왔다.

독립적	독립/NNG+적/XSN
비영리	비/XPN+영리/NNG
재단법인이라고	재단/NNG+법인/NNG+이/VCP+라고/EC
주장하는	주장/NNG+하/XSV+는/ETM
자유경제원은	자유경제원/NNP+은/JX
최근	최근/NNG
교과서	교과서/NNG
국정화나	국정/NNG+화/XSN+나/JC
노동시장	노동/NNG+시장/NNG
개편	개편/NNG
등	등/NNB
주요	주요/NNG
정치·사회적	정치/NNG+·/SP+사회/NNG+적/XSN
현안에서	현안/NNG+에서/JKB
보수의	보수/NNG+의/JKG
이데올로그를	이데올로그/NNG+를/JKO
자처해왔다.	자처/NNG+하/XSV+아/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000048.79.5.3
대기업들의 이익단체인 전경련의 돈으로 운영되는 단체가 정치·사회 이슈에 적극 개입해 간여하려 하는 것은 경제권력이 사실상 우리 사회 전반에 영향력을 미치려는 행위로 논란이 불가피해 보인다.

대기업들의	대/XPN+기업/NNG+들/XSN+의/JKG
이익단체인	이익/NNG+단체/NNG+이/VCP+ㄴ/ETM
전경련의	전경련/NNP+의/JKG
돈으로	돈/NNG+으로/JKB
운영되는	운영/NNG+되/XSV+는/ETM
단체가	단체/NNG+가/JKS
정치·사회	정치/NNG+·/SP+사회/NNG
이슈에	이슈/NNG+에/JKB
적극	적극/NNG
개입해	개입/NNG+하/XSV+아/EC
간여하려	간여/NNG+하/XSV+려/EC
하는	하/VX+는/ETM
것은	것/NNB+은/JX
경제권력이	경제/NNG+권력/NNG+이/JKS
사실상	사실/NNG+상/XSN
우리	우리/NP
사회	사회/NNG
전반에	전반/NNG+에/JKB
영향력을	영향력/NNG+을/JKO
미치려는	미치/VV+려는/ETM
행위로	행위/NNG+로/JKB
논란이	논란/NNG+이/JKS
불가피해	불가피하/VA+아/EC
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000048.79.6.1
<한겨레>는 17일 홍종학 새정치민주연합 의원이 기획재정부에서 제출받은 자유경제원의 최근 5년치 예산·결산서를 입수했다.

<한겨레>는	</SS+한겨레/NNP+>/SS+는/JX
17일	17/SN+일/NNB
홍종학	홍종학/NNP
새정치민주연합	새정치민주연합/NNP
의원이	의원/NNG+이/JKS
기획재정부에서	기획/NNG+재정부/NNG+에서/JKB
제출받은	제출/NNG+받/XSV+은/ETM
자유경제원의	자유경제원/NNP+의/JKG
최근	최근/NNG
5년치	5/SN+년/NNB+치/NNB
예산·결산서를	예산/NNG+·/SP+결산서/NNG+를/JKO
입수했다.	입수/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.79.6.2
이 자료를 보면, 자유경제원의 외부 지원금은 한해 평균 20억원(2013년 18억원, 2014년 22억원, 2015년 20억원)에 이른다.

이	이/MMD
자료를	자료/NNG+를/JKO
보면,	보/VV+면/EC+,/SP
자유경제원의	자유경제원/NNP+의/JKG
외부	외부/NNG
지원금은	지원금/NNG+은/JX
한해	한/MMN+해/NNB
평균	평균/NNG
20억원(2013년	20/SN+억/NR+원/NNB+(/SS+2013/SN+년/NNB
18억원,	18/SN+억/NR+원/NNB+,/SP
2014년	2014/SN+년/NNB
22억원,	22/SN+억/NR+원/NNB+,/SP
2015년	2015/SN+년/NNB
20억원)에	20/SN+억/NR+원/NNB+)/SS+에/JKB
이른다.	이르/VV+ㄴ다/EF+./SF


# id : NWRW1800000048.79.6.3
전경련은 그동안 자유경제원에 매년 상당액을 지원하고 있다고 인정하면서도 세부내역 공개는 거부해 왔다.

전경련은	전경련/NNP+은/JX
그동안	그동안/NNG
자유경제원에	자유경제원/NNP+에/JKB
매년	매년/MAG
상당액을	상당액/NNG+을/JKO
지원하고	지원/NNG+하/XSV+고/EC
