# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000046.313
metadata : {}


# id : NWRW1800000046.313.1.1
[8개 부처 업무보고] 행자부, 지방조직 개편안 보고

[8개	[/SS+8/SN+개/NNB
부처	부처/NNG
업무보고]	업무/NNG+보고/NNG+]/SS
행자부,	행자부/NNG+,/SP
지방조직	지방/NNG+조직/NNG
개편안	개편안/NNG
보고	보고/NNG


# id : NWRW1800000046.313.2.1
公기업 26곳 負債(부채)비율, 매년 10%p 감축

公기업	公/SH+기업/NNG
26곳	26/SN+곳/NNG
負債(부채)비율,	負債/SH+(/SS+부채/NNG+)/SS+비율/NNG+,/SP
매년	매년/MAG
10%p	10/SN+%p/SW
감축	감축/NNG


# id : NWRW1800000046.313.3.1
21일 행정자치부가 대통령 업무보고에서 밝힌 지방 행정 조직 통폐합 방안은 주민이 더 편하게 행정 서비스를 누리고, 시대 변화를 반영하겠다는 의도가 담겨 있다.

21일	21/SN+일/NNB
행정자치부가	행정/NNG+자치부/NNG+가/JKS
대통령	대통령/NNG
업무보고에서	업무/NNG+보고/NNG+에서/JKB
밝힌	밝히/VV+ㄴ/ETM
지방	지방/NNG
행정	행정/NNG
조직	조직/NNG
통폐합	통폐합/NNG
방안은	방안/NNG+은/JX
주민이	주민/NNG+이/JKS
더	더/MAG
편하게	편하/VA+게/EC
서비스를	서비스/NNG+를/JKO
누리고,	누리/VV+고/EC+,/SP
시대	시대/NNG
변화를	변화/NNG+를/JKO
반영하겠다는	반영/NNG+하/XSV+겠/EP+다는/ETM
의도가	의도/NNG+가/JKS
담겨	담기/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000046.313.4.1
행자부가 신설하겠다고 보고한 '책임읍면동'은 주민의 편의를 우선하겠다는 게 주요 목적이다.

행자부가	행자부/NNG+가/JKS
신설하겠다고	신설/NNG+하/XSV+겠/EP+다고/EC
보고한	보고/NNG+하/XSV+ㄴ/ETM
'책임읍면동'은	'/SS+책임/NNG+읍면동/NNG+'/SS+은/JX
주민의	주민/NNG+의/JKG
편의를	편의/NNG+를/JKO
우선하겠다는	우선/NNG+하/XSV+겠/EP+다는/ETM
게	거/NNB+이/JKS
주요	주요/NNG
목적이다.	목적/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.313.4.2
현재의 읍면동 가운데 인구가 7만명 이상일 경우 책임읍면동으로 지정되는데, 책임읍면동은 현재의 읍면동이 이행하는 주민등록 같은 기초 사무 외에 시군구가 가진 일부 기능을 수행하게 된다.

현재의	현재/NNG+의/JKG
읍면동	읍면동/NNG
가운데	가운데/NNG
인구가	인구/NNG+가/JKS
7만명	7/SN+만/NR+명/NNB
이상일	이상/NNG+이/VCP+ㄹ/ETM
경우	경우/NNG
책임읍면동으로	책임/NNG+읍면동/NNG+으로/JKB
지정되는데,	지정/NNG+되/XSV+는데/EC+,/SP
책임읍면동은	책임/NNG+읍면동/NNG+은/JX
읍면동이	읍면동/NNG+이/JKS
이행하는	이행/NNG+하/XSV+는/ETM
주민등록	주민/NNG+등록/NNG
같은	같/VA+은/ETM
기초	기초/NNG
사무	사무/NNG
외에	외/NNB+에/JKB
시군구가	시군구/NNG+가/JKS
가진	가지/VV+ㄴ/ETM
일부	일부/NNG
기능을	기능/NNG+을/JKO
수행하게	수행/NNG+하/XSV+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000046.313.4.3
예를 들면 각종 복지 혜택의 신청이나 발굴, 조사, 결정, 급여 관리 등은 현재의 시군구청이 아닌 책임읍면동에서 하게 된다.

예를	예/NNG+를/JKO
들면	들/VV+면/EC
각종	각종/NNG
복지	복지/NNG
혜택의	혜택/NNG+의/JKG
신청이나	신청/NNG+이나/JC
발굴,	발굴/NNG+,/SP
조사,	조사/NNG+,/SP
결정,	결정/NNG+,/SP
급여	급여/NNG
관리	관리/NNG
등은	등/NNB+은/JX
현재의	현재/NNG+의/JKG
시군구청이	시군구청/NNG+이/JKC
아닌	아니/VCN+ㄴ/ETM
책임읍면동에서	책임/NNG+읍면동/NNG+에서/JKB
하게	하/VV+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000046.313.4.4
또한 음식점 신고나 부동산 중개업 신고, 인허가 처리, 도시공원 관리, 주정차 지도 등도 책임읍면동에서 처리하게 된다.

또한	또한/MAG
음식점	음식점/NNG
신고나	신고/NNG+나/JC
부동산	부동산/NNG
중개업	중개업/NNG
신고,	신고/NNG+,/SP
인허가	인허가/NNG
처리,	처리/NNG+,/SP
도시공원	도시공원/NNG
관리,	관리/NNG+,/SP
주정차	주정차/NNG
지도	지도/NNG
등도	등/NNB+도/JX
책임읍면동에서	책임/NNG+읍면동/NNG+에서/JKB
처리하게	처리/NNG+하/XSV+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000046.313.4.5
현재 전국적으로는 경남 김해시 내외동, 경기 용인시 동백동, 광주광역시 광산구 수완동 등 9개 읍면동이 해당한다.

현재	현재/MAG
전국적으로는	전국/NNG+적/XSN+으로/JKB+는/JX
경남	경남/NNP
김해시	김해시/NNP
내외동,	내외동/NNP+,/SP
경기	경기/NNP
용인시	용인시/NNP
동백동,	동백동/NNP+,/SP
광주광역시	광주광역시/NNP
광산구	광산구/NNP
수완동	수완동/NNP
등	등/NNB
9개	9/SN+개/NNB
읍면동이	읍면동/NNG+이/JKS
해당한다.	해당/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000046.313.4.6
7만이 넘지 않더라도 몇개 읍면동을 묶어 지정할 수도 있어, 더 많은 책임읍면동이 탄생할 것으로 전망된다.

7만이	7/SN+만/NR+이/JKS
넘지	넘/VV+지/EC
않더라도	않/VX+더라도/EC
몇개	몇/NR+개/NNB
읍면동을	읍면동/NNG+을/JKO
묶어	묶/VV+어/EC
지정할	지정/NNG+하/XSV+ㄹ/ETM
수도	수/NNB+도/JX
있어,	있/VA+어/EC+,/SP
더	더/MAG
많은	많/VA+은/ETM
책임읍면동이	책임/NNG+읍면동/NNG+이/JKS
탄생할	탄생/NNG+하/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
전망된다.	전망/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000046.313.5.1
2~3개 동을 묶는 '대동(大洞)' 역시 더 가까운 동사무소에서 행정 서비스를 누릴 수 있도록 하겠다는 목적이 담겨 있다.

2~3개	2/SN+~/SO+3/SN+개/NNB
동을	동/NNG+을/JKO
묶는	묶/VV+는/ETM
'대동(大洞)'	'/SS+대동/NNG+(/SS+大洞/SH+)/SS+'/SS
역시	역시/MAG
더	더/MAG
가까운	가깝/VA+ㄴ/ETM
동사무소에서	동사무소/NNG+에서/JKB
행정	행정/NNG
서비스를	서비스/NNG+를/JKO
누릴	누리/VV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
하겠다는	하/VX+겠/EP+다는/ETM
목적이	목적/NNG+이/JKS
담겨	담기/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000046.313.5.2
현재 일반 동사무소가 수행하는 사무는 200여개인데, 대동으로 지정되는 곳은 시청이나 구청이 가진 100여개 사무를 추가로 가져와 처리하게 된다.

현재	현재/MAG
일반	일반/NNG
동사무소가	동사무소/NNG+가/JKS
수행하는	수행/NNG+하/XSV+는/ETM
사무는	사무/NNG+는/JX
200여개인데,	200/SN+여/XSN+개/NNB+이/VCP+ㄴ데/EC+,/SP
대동으로	대동/NNG+으로/JKB
지정되는	지정/NNG+되/XSV+는/ETM
곳은	곳/NNG+은/JX
시청이나	시청/NNG+이나/JC
구청이	구청/NNG+이/JKS
가진	가지/VV+ㄴ/ETM
100여개	100/SN+여/XSN+개/NNB
사무를	사무/NNG+를/JKO
추가로	추가/NNG+로/JKB
가져와	가져오/VV+아/EC
처리하게	처리/NNG+하/XSV+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000046.313.5.3
대동이 처리하는 행정 서비스는 책임읍면동과 유사하다.

대동이	대동/NNG+이/JKS
처리하는	처리/NNG+하/XSV+는/ETM
행정	행정/NNG
서비스는	서비스/NNG+는/JX
책임읍면동과	책임/NNG+읍면동/NNG+과/JKB
유사하다.	유사/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000046.313.5.4
행자부는 경기도 군포시 1동과 2동, 대야동을 묶어 대동을 설치하는 등 전국적으로 대동 3곳을 올해 상반기 내로 지정해 시범 운영하기로 했다.

행자부는	행자부/NNG+는/JX
경기도	경기도/NNP
군포시	군포시/NNP
1동과	1/SN+동/NNG+과/JC
2동,	2/SN+동/NNG+,/SP
대야동을	대야동/NNP+을/JKO
묶어	묶/VV+어/EC
대동을	대동/NNG+을/JKO
설치하는	설치/NNG+하/XSV+는/ETM
등	등/NNB
전국적으로	전국/NNG+적/XSN+으로/JKB
대동	대동/NNG
3곳을	3/SN+곳/NNG+을/JKO
올해	올해/NNG
상반기	상반기/NNG
내로	내/NNB+로/JKB
지정해	지정/NNG+하/XSV+아/EC
시범	시범/NNG
운영하기로	운영/NNG+하/XSV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.313.5.5
이와 함께 정부는 주민 수가 감소했음에도 역사나 면적 등을 고려해 유지되고 있는 일부 면사무소를 없애기로 했다.

이와	이/NP+와/JKB
함께	함께/MAG
정부는	정부/NNG+는/JX
주민	주민/NNG
수가	수/NNG+가/JKS
감소했음에도	감소/NNG+하/XSV+았/EP+음/ETN+에/JKB+도/JX
역사나	역사/NNG+나/JC
면적	면적/NNG
등을	등/NNB+을/JKO
고려해	고려/NNG+하/XSV+아/EC
유지되고	유지/NNG+되/XSV+고/EC
있는	있/VX+는/ETM
일부	일부/NNG
면사무소를	면사무소/NNG+를/JKO
없애기로	없애/VV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.313.5.6
2~3개 면사무소를 통폐합해 1개 면사무소에서만 행정 업무를 수행토록 한다는 것이다.

2~3개	2/SN+~/SO+3/SN+개/NNB
면사무소를	면사무소/NNG+를/JKO
통폐합해	통폐합/NNG+하/XSV+아/EC
1개	1/SN+개/NNB
면사무소에서만	면사무소/NNG+에서/JKB+만/JX
행정	행정/NNG
업무를	업무/NNG+를/JKO
수행토록	수행/NNG+하/XSV+도록/EC
한다는	하/VX+ㄴ다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000046.313.5.7
없어지는 면사무소는 각종 주민복지시설로 이용된다.

없어지는	없어지/VV+는/ETM
면사무소는	면사무소/NNG+는/JX
각종	각종/NNG
주민복지시설로	주민/NNG+복지/NNG+시설/NNG+로/JKB
이용된다.	이용/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000046.313.5.8
이를 위해 2017년까지 복지 담당 공무원을 4823명 추가 확충하기로 했다.

이를	이/NP+를/JKO
위해	위하/VV+아/EC
2017년까지	2017/SN+년/NNB+까지/JX
복지	복지/NNG
담당	담당/NNG
공무원을	공무원/NNG+을/JKO
