# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000054.222
metadata : {}


# id : NWRW1800000054.222.1.1
[NOW] "며늘아, 차례 음식은 대행에 맡기렴"

[NOW]	[/SS+NOW/SL+]/SS
"며늘아,	"/SS+며늘/NNG+아/JKV+,/SP
차례	차례/NNG
음식은	음식/NNG+은/JX
대행에	대행/NNG+에/JKB
맡기렴"	맡기/VV+렴/EF+"/SS


# id : NWRW1800000054.222.2.1
자식들 배려해 벌초·음식 등 업체에 맡기는 50~60대 늘어

자식들	자식/NNG+들/XSN
배려해	배려/NNG+하/XSV+아/EC
벌초·음식	벌초/NNG+·/SP+음식/NNG
등	등/NNB
업체에	업체/NNG+에/JKB
맡기는	맡기/VV+는/ETM
50~60대	50/SN+~/SO+60/SN+대/NNB
늘어	늘/VV+어/EF


# id : NWRW1800000054.222.3.1
경기도에서 벌초대행업체를 운영하는 김영범(47)씨는 요즘 하루에 열 곳 이상 벌초하러 다닌다.

경기도에서	경기도/NNP+에서/JKB
벌초대행업체를	벌초/NNG+대행업체/NNG+를/JKO
운영하는	운영/NNG+하/XSV+는/ETM
김영범(47)씨는	김영범/NNP+(/SS+47/SN+)/SS+씨/NNB+는/JX
요즘	요즘/NNG
하루에	하루/NNG+에/JKB
열	열/NR
곳	곳/NNG
이상	이상/NNG
벌초하러	벌초/NNG+하/XSV+러/EC
다닌다.	다니/VV+ㄴ다/EF+./SF


# id : NWRW1800000054.222.3.2
최근 3년 사이 예약 문의가 늘어 직원 수를 3배나 늘렸다.

최근	최근/NNG
3년	3/SN+년/NNB
사이	사이/NNG
예약	예약/NNG
문의가	문의/NNG+가/JKS
늘어	늘/VV+어/EC
직원	직원/NNG
수를	수/NNG+를/JKO
3배나	3/SN+배/NNG+나/JX
늘렸다.	늘리/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.222.3.3
고객 40%가량이 60대(代) 이상이다.

고객	고객/NNG
40%가량이	40/SN+%/SW+가량/XSN+이/JKS
60대(代)	60/SN+대/NNB+(/SS+代/SH+)/SS
이상이다.	이상/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000054.222.3.4
김씨는 "직접 벌초를 하던 사람들이 나이가 들면서 대행업체를 찾는 것"이라며 "예전엔 30·40대 젊은 사람들이 주요 고객이었지만, 지금은 어르신들이 훨씬 많다"고 말했다.

김씨는	김/NNP+씨/NNB+는/JX
"직접	"/SS+직접/MAG
벌초를	벌초/NNG+를/JKO
하던	하/VV+던/ETM
사람들이	사람/NNG+들/XSN+이/JKS
나이가	나이/NNG+가/JKS
들면서	들/VV+면서/EC
대행업체를	대행업체/NNG+를/JKO
찾는	찾/VV+는/ETM
것"이라며	것/NNB+"/SS+이/VCP+라며/EC
"예전엔	"/SS+예전/NNG+에/JKB+ㄴ/JX
30·40대	30/SN+·/SP+40/SN+대/NNB
젊은	젊/VA+은/ETM
주요	주요/NNG
고객이었지만,	고객/NNG+이/VCP+었/EP+지만/EC+,/SP
지금은	지금/NNG+은/JX
어르신들이	어르신/NNG+들/XSN+이/JKS
훨씬	훨씬/MAG
많다"고	많/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000054.222.4.1
추석을 앞두고 벌초나 차례상 대행 서비스를 찾는 사람이 많다.

추석을	추석/NNG+을/JKO
앞두고	앞두/VV+고/EC
벌초나	벌초/NNG+나/JC
차례상	차례상/NNG
대행	대행/NNG
서비스를	서비스/NNG+를/JKO
찾는	찾/VV+는/ETM
사람이	사람/NNG+이/JKS
많다.	많/VA+다/EF+./SF


# id : NWRW1800000054.222.4.2
특히 최근엔 50대 이상의 문의가 부쩍 많아졌다.

특히	특히/MAG
최근엔	최근/NNG+에/JKB+ㄴ/JX
50대	50/SN+대/NNB
이상의	이상/NNG+의/JKG
문의가	문의/NNG+가/JKS
부쩍	부쩍/MAG
많아졌다.	많아지/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.222.4.3
고령화 때문이다.

고령화	고령/NNG+화/XSN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000054.222.5.1
대전에 사는 김항중(59)씨는 3년 전부터 충남 논산에 있는 산소 12기 벌초를 대행업체에 맡겼다.

대전에	대전/NNP+에/JKB
사는	살/VV+는/ETM
김항중(59)씨는	김항중/NNP+(/SS+59/SN+)/SS+씨/NNB+는/JX
3년	3/SN+년/NNB
전부터	전/NNG+부터/JX
충남	충남/NNP
논산에	논산/NNP+에/JKB
있는	있/VA+는/ETM
산소	산소/NNG
12기	12/SN+기/NNB
벌초를	벌초/NNG+를/JKO
대행업체에	대행업체/NNG+에/JKB
맡겼다.	맡기/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.222.5.2
김씨는 "예전엔 삼형제가 직접 벌초를 했는데 형님들도 나이가 드시고 아버지까지 돌아가시면서 전문 업체에 맡기게 됐다"고 했다.

김씨는	김/NNP+씨/NNB+는/JX
"예전엔	"/SS+예전/NNG+에/JKB+ㄴ/JX
삼형제가	삼/NR+형제/NNG+가/JKS
직접	직접/MAG
벌초를	벌초/NNG+를/JKO
했는데	하/VV+았/EP+는데/EC
형님들도	형/NNG+님/XSN+들/XSN+도/JX
나이가	나이/NNG+가/JKS
드시고	들/VV+시/EP+고/EC
아버지까지	아버지/NNG+까지/JX
돌아가시면서	돌아가/VV+시/EP+면서/EC
전문	전문/NNG
업체에	업체/NNG+에/JKB
맡기게	맡기/VV+게/EC
됐다"고	되/VV+었/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.222.5.3
산림조합중앙회에 따르면 올해 '벌초 대행 서비스' 이용 건수는 지난해보다 15% 늘어 묘소 기준 최대 3만2000기에 달할 것으로 예상된다.

산림조합중앙회에	산림조합중앙회/NNP+에/JKB
따르면	따르/VV+면/EC
올해	올해/NNG
'벌초	'/SS+벌초/NNG
대행	대행/NNG
서비스'	서비스/NNG+'/SS
이용	이용/NNG
건수는	건수/NNG+는/JX
지난해보다	지난해/NNG+보다/JKB
15%	15/SN+%/SW
늘어	늘/VV+어/EC
묘소	묘소/NNG
기준	기준/NNG
최대	최대/NNG
3만2000기에	3/SN+만/NR+2000/SN+기/NNB+에/JKB
달할	달하/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
예상된다.	예상/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000054.222.6.1
G마켓에 따르면 지난해 차례상을 구매한 50대 이상 고객이 전년 대비 두 배 가까이 늘었다.

G마켓에	G마켓/NNP+에/JKB
따르면	따르/VV+면/EC
지난해	지난해/NNG
차례상을	차례상/NNG+을/JKO
구매한	구매/NNG+하/XSV+ㄴ/ETM
50대	50/SN+대/NNB
이상	이상/NNG
고객이	고객/NNG+이/JKS
전년	전년/NNG
대비	대비/NNG
두	두/MMN
배	배/NNG
가까이	가까이/MAG
늘었다.	늘/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.222.6.2
전 연령대에서 50대 비중이 31%로 가장 높았고 60대 이상도 22%에 달했다.

전	전/MMN
연령대에서	연령대/NNG+에서/JKB
50대	50/SN+대/NNB
비중이	비중/NNG+이/JKS
31%로	31/SN+%/SW+로/JKB
가장	가장/MAG
높았고	높/VA+았/EP+고/EC
60대	60/SN+대/NNB
이상도	이상/NNG+도/JX
22%에	22/SN+%/SW+에/JKB
달했다.	달하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.222.6.3
서울 중구에서 영양사로 일하는 민모(56)씨는 "요즘은 내 또래들도 일하느라 바쁘기 때문에 연휴엔 푹 쉬면서 여가 생활을 즐기고 싶어한다"고 했다.

서울	서울/NNP
중구에서	중구/NNP+에서/JKB
영양사로	영양사/NNG+로/JKB
일하는	일/NNG+하/XSV+는/ETM
민모(56)씨는	민/NNP+모/NP+(/SS+56/SN+)/SS+씨/NNB+는/JX
"요즘은	"/SS+요즘/NNG+은/JX
내	나/NP+의/JKG
또래들도	또래/NNG+들/XSN+도/JX
일하느라	일/NNG+하/XSV+느라/EC
바쁘기	바쁘/VA+기/ETN
때문에	때문/NNB+에/JKB
연휴엔	연휴/NNG+에/JKB+ㄴ/JX
푹	푹/MAG
쉬면서	쉬/VV+면서/EC
여가	여가/NNG
생활을	생활/NNG+을/JKO
즐기고	즐기/VV+고/EC
싶어한다"고	싶/VX+어/EC+하/VX+ㄴ다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.222.6.4
부산에 사는 안순희(78)씨는 "며느리에게 좋은 시어머니라는 소리가 듣고 싶어, 명절 음식을 따로 만들지 않고 주문하기로 했다"며 "조상님한테 죄송한 마음이 들긴 한다"고 말했다.

부산에	부산/NNP+에/JKB
사는	살/VV+는/ETM
안순희(78)씨는	안순희/NNP+(/SS+78/SN+)/SS+씨/NNB+는/JX
"며느리에게	"/SS+며느리/NNG+에게/JKB
좋은	좋/VA+은/ETM
시어머니라는	시어머니/NNG+이/VCP+라는/ETM
소리가	소리/NNG+가/JKS
듣고	듣/VV+고/EC
싶어,	싶/VX+어/EC+,/SP
명절	명절/NNG
음식을	음식/NNG+을/JKO
따로	따로/MAG
만들지	만들/VV+지/EC
않고	않/VX+고/EC
주문하기로	주문/NNG+하/XSV+기/ETN+로/JKB
했다"며	하/VV+았/EP+다/EF+"/SS+며/EC
"조상님한테	"/SS+조상/NNG+님/XSN+한테/JKB
죄송한	죄송하/VA+ㄴ/ETM
마음이	마음/NNG+이/JKS
들긴	들/VV+기/ETN+ㄴ/JX
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000054.222.7.1
모바일 앱으로 간편하게 한식요리사 자격증을 갖춘 가사 도우미를 불러 차례상을 준비하는 집도 있다.

모바일	모바일/NNG
앱으로	앱/NNG+으로/JKB
간편하게	간편하/VA+게/EC
한식요리사	한식/NNG+요리사/NNG
자격증을	자격증/NNG+을/JKO
갖춘	갖추/VV+ㄴ/ETM
가사	가사/NNG
도우미를	도우미/NNG+를/JKO
불러	부르/VV+어/EC
차례상을	차례상/NNG+을/JKO
준비하는	준비/NNG+하/XSV+는/ETM
집도	집/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000054.222.7.2
추석 연휴 때 아들 부부와 여행을 간다는 주부 박정순(59)씨는 "음식 준비하느라 명절 스트레스를 받는 것보다 같이 여행을 하면서 오붓한 시간을 보내는 게 더 나은 것 같다"고 말했다.

추석	추석/NNG
연휴	연휴/NNG
때	때/NNG
아들	아들/NNG
부부와	부부/NNG+와/JKB
여행을	여행/NNG+을/JKO
간다는	가/VV+ㄴ다는/ETM
주부	주부/NNG
박정순(59)씨는	박정순/NNP+(/SS+59/SN+)/SS+씨/NNB+는/JX
"음식	"/SS+음식/NNG
준비하느라	준비/NNG+하/XSV+느라/EC
명절	명절/NNG
스트레스를	스트레스/NNG+를/JKO
받는	받/VV+는/ETM
것보다	것/NNB+보다/JKB
같이	같이/MAG
하면서	하/VV+면서/EC
오붓한	오붓하/VA+ㄴ/ETM
시간을	시간/NNG+을/JKO
보내는	보내/VV+는/ETM
게	거/NNB+이/JKS
더	더/MAG
나은	낫/VA+은/ETM
것	것/NNB
같다"고	같/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000054.222.8.1
