# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.329
metadata : {}


# id : NWRW1800000038.329.1.1
[NEWS & VIEW] "내가 약속하면 여러분은 지켜야"

[NEWS	[/SS+NEWS/SL
&	&/SW
VIEW]	VIEW/SL+]/SS
"내가	"/SS+내/NP+가/JKS
약속하면	약속/NNG+하/XSV+면/EC
여러분은	여러분/NP+은/JX
지켜야"	지키/VV+어야/EC+"/SS


# id : NWRW1800000038.329.2.1
朴당선인, 인수위에 공약 속도전 지시… 보안중시 깨고 이틀간 발언 全文 공개

朴당선인,	朴/SH+당선인/NNG+,/SP
인수위에	인수위/NNG+에/JKB
공약	공약/NNG
속도전	속도전/NNG
지시…	지시/NNG+…/SE
보안중시	보안/NNG+중시/NNG
깨고	깨/VV+고/EC
이틀간	이틀/NNG+간/XSN
발언	발언/NNG
全文	全文/SH
공개	공개/NNG


# id : NWRW1800000038.329.3.1
박근혜 대통령 당선인은 65세 이상에게 월 20만원의 기초연금을 지급하겠다는 대선 공약과 관련, "(재원을 국민연금 등) 어디 다른 데서 빼오는 게 아니라 세금으로 해야 된다"며 "(관련 법을) 상반기, 하반기 나눠서 할 게 아니라 빨리 입법을 하는 게 좋다"고 했다.

박근혜	박근혜/NNP
대통령	대통령/NNG
당선인은	당선인/NNG+은/JX
65세	65/SN+세/NNB
이상에게	이상/NNG+에게/JKB
월	월/NNG
20만원의	20/SN+만/NR+원/NNB+의/JKG
기초연금을	기초/NNG+연금/NNG+을/JKO
지급하겠다는	지급/NNG+하/XSV+겠/EP+다는/ETM
대선	대선/NNG
공약과	공약/NNG+과/JKB
관련,	관련/NNG+,/SP
"(재원을	"/SS+(/SS+재원/NNG+을/JKO
국민연금	국민연금/NNG
등)	등/NNB+)/SS
어디	어디/NP
다른	다른/MMD
데서	데/NNB+서/JKB
빼오는	빼/VV+어/EC+오/VX+는/ETM
게	거/NNB+이/JKS
아니라	아니/VCN+라/EC
세금으로	세금/NNG+으로/JKB
해야	하/VV+아야/EC
된다"며	되/VV+ㄴ다/EF+"/SS+며/EC
"(관련	"/SS+(/SS+관련/NNG
법을)	법/NNG+을/JKO+)/SS
상반기,	상반기/NNG+,/SP
하반기	하반기/NNG
나눠서	나누/VV+어서/EC
할	하/VV+ㄹ/ETM
빨리	빨리/MAG
입법을	입법/NNG+을/JKO
하는	하/VV+는/ETM
좋다"고	좋/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.329.3.2
이르면 내년부터 시행하도록 올해 상반기에 입법하겠다는 것이다.

이르면	이르/VA+면/EC
내년부터	내년/NNG+부터/JX
시행하도록	시행/NNG+하/XSV+도록/EC
올해	올해/NNG
상반기에	상반기/NNG+에/JKB
입법하겠다는	입법/NNG+하/XSV+겠/EP+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000038.329.4.1
박 당선인은 지난 25일과 27일 서울 삼청동 인수위원회에서 잇따라 열린 경제1분과와 2분과 업무 보고에서 대선 공약 추진의 '속도전'을 주문하면서 경제 현안들에 대한 입장을 조목조목 밝혔다.

박	박/NNP
당선인은	당선인/NNG+은/JX
지난	지나/VV+ㄴ/ETM
25일과	25/SN+일/NNB+과/JC
27일	27/SN+일/NNB
서울	서울/NNP
삼청동	삼청동/NNP
인수위원회에서	인수/NNG+위원회/NNG+에서/JKB
잇따라	잇따르/VV+아/EC
열린	열리/VV+ㄴ/ETM
경제1분과와	경제/NNG+1/SN+분과/NNG+와/JC
2분과	2/SN+분과/NNG
업무	업무/NNG
보고에서	보고/NNG+에서/JKB
대선	대선/NNG
공약	공약/NNG
추진의	추진/NNG+의/JKG
'속도전'을	'/SS+속도전/NNG+'/SS+을/JKO
주문하면서	주문/NNG+하/XSV+면서/EC
경제	경제/NNG
현안들에	현안/NNG+들/XSN+에/JKB
대한	대하/VV+ㄴ/ETM
입장을	입장/NNG+을/JKO
조목조목	조목조목/MAG
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.329.4.2
인수위는 가급적 회의 내용을 공개하지 않았던 기존 방침과는 달리 박 당선인의 발언 전문을 이례적으로 공개했다.

인수위는	인수위/NNG+는/JX
가급적	가급적/NNG
회의	회의/NNG
내용을	내용/NNG+을/JKO
공개하지	공개/NNG+하/XSV+지/EC
않았던	않/VX+았/EP+던/ETM
기존	기존/NNG
방침과는	방침/NNG+과/JKB+는/JX
달리	달리/MAG
박	박/NNP
당선인의	당선인/NNG+의/JKG
발언	발언/NNG
전문을	전문/NNG+을/JKO
이례적으로	이례/NNG+적/XSN+으로/JKB
공개했다.	공개/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.329.4.3
박 당선인은 "내가 (공약이나 정책을) 약속하면 여러분은 지켜야 한다"고 했다.

박	박/NNP
당선인은	당선인/NNG+은/JX
"내가	"/SS+내/NP+가/JKS
(공약이나	(/SS+공약/NNG+이나/JC
정책을)	정책/NNG+을/JKO+)/SS
약속하면	약속/NNG+하/XSV+면/EC
여러분은	여러분/NP+은/JX
지켜야	지키/VV+어야/EC
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.329.4.4
이틀에 걸쳐 공개한 박 당선인 대화록만 200자 원고지 130장, 2만6000자 분량이다.

이틀에	이틀/NNG+에/JKB
걸쳐	걸치/VV+어/EC
공개한	공개/NNG+하/XSV+ㄴ/ETM
박	박/NNP
당선인	당선인/NNG
대화록만	대화록/NNG+만/JX
200자	200/SN+자/NNG
원고지	원고지/NNG
130장,	130/SN+장/NNB+,/SP
2만6000자	2/SN+만/NR+6000/SN+자/NNG
분량이다.	분량/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000038.329.5.1
대화록을 보면 박 당선인은 "제가 약속하면 여러분(정부)이 지켜야", "새 정부 시작하면 즉시 해야 된다", "실행하기도 바쁜데 법이 이렇게 되면(입법이 지연되면) 시간만 계속 가게 된다"는 등의 말을 되풀이했다.

대화록을	대화록/NNG+을/JKO
보면	보/VV+면/EC
박	박/NNP
당선인은	당선인/NNG+은/JX
"제가	"/SS+제/NP+가/JKS
약속하면	약속/NNG+하/XSV+면/EC
여러분(정부)이	여러분/NP+(/SS+정부/NNG+)/SS+이/JKS
지켜야",	지키/VV+어야/EC+"/SS+,/SP
"새	"/SS+새/MMA
정부	정부/NNG
시작하면	시작/NNG+하/XSV+면/EC
즉시	즉시/NNG
해야	하/VV+아야/EC
된다",	되/VV+ㄴ다/EF+"/SS+,/SP
"실행하기도	"/SS+실행/NNG+하/XSV+기/ETN+도/JX
바쁜데	바쁘/VA+ㄴ데/EC
법이	법/NNG+이/JKS
이렇게	이렇/VA+게/EC
되면(입법이	되/VV+면/EC+(/SS+입법/NNG+이/JKS
지연되면)	지연/NNG+되/XSV+면/EC+)/SS
시간만	시간/NNG+만/JX
계속	계속/MAG
가게	가/VV+게/EC
된다"는	되/VV+ㄴ다/EF+"/SS+는/ETM
등의	등/NNB+의/JKG
말을	말/NNG+을/JKO
되풀이했다.	되풀이/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.329.5.2
최근 정치권과 정부에서 제기된 공약 수정론에 대해 '공약 이행' 의지를 분명히 하면서 그것도 새 정부 출범과 동시에 즉각 착수하겠다는 의지를 밝힌 것이다.

최근	최근/MAG
