# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.261
metadata : {}


# id : NWRW1800000022.261.1.1
[MARKET & MONEY] 삼성전자 100만원 간다?

[MARKET	[/SS+MARKET/SL
&	&/SW
MONEY]	MONEY/SL+]/SS
삼성전자	삼성전자/NNP
100만원	100/SN+만/NR+원/NNB
간다?	가/VV+ㄴ다/EF+?/SF


# id : NWRW1800000022.261.1.2
외국계 목표株價 '거품 논란'

외국계	외국/NNG+계/XSN
목표株價	목표/NNG+株價/SH
'거품	'/SS+거품/NNG
논란'	논란/NNG+'/SS


# id : NWRW1800000022.261.2.1
31일 영국계 HSBC증권은 보고서를 통해 삼성전자의 목표주가를 94만원으로 제시했다.

31일	31/SN+일/NNB
영국계	영국/NNP+계/XSN
HSBC증권은	HSBC/SL+증권/NNG+은/JX
보고서를	보고서/NNG+를/JKO
통해	통하/VV+아/EC
삼성전자의	삼성전자/NNP+의/JKG
목표주가를	목표/NNG+주가/NNG+를/JKO
94만원으로	94/SN+만/NR+원/NNB+으로/JKB
제시했다.	제시/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.261.2.2
국내외 증권사 통틀어 가장 높은 수치다.

국내외	국내외/NNG
증권사	증권사/NNG
통틀어	통틀어/MAG
가장	가장/MAG
높은	높/VA+은/ETM
수치다.	수치/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.261.2.3
앞서 일본계 노무라증권과 미국계 BOA메릴린치증권은 삼성전자의 향후 목표주가를 각각 92만원, 90만원으로 상향조정해 눈길을 끌었다.

앞서	앞서/MAG
일본계	일본/NNP+계/XSN
노무라증권과	노무라증권/NNP+과/JC
미국계	미국/NNP+계/XSN
BOA메릴린치증권은	BOA/SL+메릴린치/NNP+증권/NNG+은/JX
삼성전자의	삼성전자/NNP+의/JKG
향후	향후/NNG
목표주가를	목표/NNG+주가/NNG+를/JKO
각각	각각/MAG
92만원,	92/SN+만/NR+원/NNB+,/SP
90만원으로	90/SN+만/NR+원/NNB+으로/JKB
상향조정해	상향/NNG+조정/NNG+하/XSV+아/EC
눈길을	눈길/NNG+을/JKO
끌었다.	끌/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.261.2.4
지난 2004년 이후 처음으로 목표주가 100만원을 제시하는 곳도 곧 나타날 것이란 얘기가 나온다.

지난	지나/VV+ㄴ/ETM
2004년	2004/SN+년/NNB
이후	이후/NNG
처음으로	처음/NNG+으로/JKB
목표주가	목표/NNG+주가/NNG
100만원을	100/SN+만/NR+원/NNB+을/JKO
제시하는	제시/NNG+하/XSV+는/ETM
곳도	곳/NNG+도/JX
곧	곧/MAG
나타날	나타나/VV+ㄹ/ETM
것이란	것/NNB+이/VCP+란/ETM
얘기가	얘기/NNG+가/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.261.3.1
지난달 초 삼성전자가 시장의 예상을 훌쩍 뛰어넘는 2분기 잠정실적을 깜짝 발표하자, 외국계 증권사들의 삼성전자 '다시 보기'가 본격화됐다.

지난달	지난달/NNG
초	초/NNB
삼성전자가	삼성전자/NNP+가/JKS
시장의	시장/NNG+의/JKG
예상을	예상/NNG+을/JKO
훌쩍	훌쩍/MAG
뛰어넘는	뛰어넘/VV+는/ETM
2분기	2/SN+분기/NNG
잠정실적을	잠정/NNG+실적/NNG+을/JKO
깜짝	깜짝/MAG
발표하자,	발표/NNG+하/XSV+자/EC+,/SP
외국계	외국/NNG+계/XSN
증권사들의	증권사/NNG+들/XSN+의/JKG
삼성전자	삼성전자/NNP
'다시	'/SS+다시/MAG
보기'가	보/VV+기/ETN+'/SS+가/JKS
본격화됐다.	본격/NNG+화/XSN+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000022.261.3.2
목표주가 92만원을 제시한 노무라증권은 "2분기 깜짝 실적에 이어, 3분기엔 반도체와 LCD 부문에서 실적 개선이 기대된다"면서 "올 4분기나 내년 1분기에 계절적인 조정이 있더라도 강한 이익 성장이 기대된다"고 밝혔다.

목표주가	목표/NNG+주가/NNG
92만원을	92/SN+만/NR+원/NNB+을/JKO
제시한	제시/NNG+하/XSV+ㄴ/ETM
노무라증권은	노무라증권/NNP+은/JX
"2분기	"/SS+2/SN+분기/NNG
깜짝	깜짝/MAG
실적에	실적/NNG+에/JKB
이어,	잇/VV+어/EC+,/SP
3분기엔	3/SN+분기/NNG+에/JKB+ㄴ/JX
반도체와	반도체/NNG+와/JC
LCD	LCD/SL
부문에서	부문/NNG+에서/JKB
실적	실적/NNG
개선이	개선/NNG+이/JKS
기대된다"면서	기대/NNG+되/XSV+ㄴ다/EF+"/SS+면서/EC
"올	"/SS+올/NNG
4분기나	4/SN+분기/NNG+나/JC
내년	내년/NNG
1분기에	1/SN+분기/NNG+에/JKB
계절적인	계절/NNG+적/XSN+이/VCP+ㄴ/ETM
조정이	조정/NNG+이/JKS
있더라도	있/VA+더라도/EC
강한	강하/VA+ㄴ/ETM
이익	이익/NNG
성장이	성장/NNG+이/JKS
기대된다"고	기대/NNG+되/XSV+ㄴ다/EF+"/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.261.3.3
이가근 IBK증권 연구위원은 "삼성전자를 바라보는 시각은 국내 증권사나 외국계 증권사나 별반 차이가 없어 보인다"고 말했다.

이가근	이가근/NNP
IBK증권	IBK/SL+증권/NNG
연구위원은	연구/NNG+위원/NNG+은/JX
"삼성전자를	"/SS+삼성전자/NNP+를/JKO
바라보는	바라보/VV+는/ETM
시각은	시각/NNG+은/JX
국내	국내/NNG
증권사나	증권사/NNG+나/JC
외국계	외국/NNG+계/XSN
별반	별반/MAG
차이가	차이/NNG+가/JKS
없어	없/VA+어/EC
보인다"고	보이/VV+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.261.4.1
하지만 증권정보업체 에프앤가이드에 따르면, 국내 증권사들이 제시한 삼성전자의 평균 목표주가는 약 81만원이다.

하지만	하지만/MAJ
증권정보업체	증권/NNG+정보업체/NNG
에프앤가이드에	에프앤가이드/NNP+에/JKB
따르면,	따르/VV+면/EC+,/SP
국내	국내/NNG
증권사들이	증권사/NNG+들/XSN+이/JKS
제시한	제시/NNG+하/XSV+ㄴ/ETM
삼성전자의	삼성전자/NNP+의/JKG
평균	평균/NNG
목표주가는	목표/NNG+주가/NNG+는/JX
약	약/MMA
81만원이다.	81/SN+만/NR+원/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.261.4.2
90만원 이상을 제시한 곳은 한 군데도 없다.

90만원	90/SN+만/NR+원/NNB
이상을	이상/NNG+을/JKO
제시한	제시/NNG+하/XSV+ㄴ/ETM
곳은	곳/NNG+은/JX
한	한/MMN
군데도	군데/NNB+도/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000022.261.5.1
이 때문에 일각에서는 외국계 증권사들이 삼성전자의 목표주가를 경쟁적으로 높이는 것이 영업과 관련된 것 아니냐고 의혹의 눈길을 보낸다.

이	이/MMD
때문에	때문/NNB+에/JKB
일각에서는	일각/NNG+에서/JKB+는/JX
외국계	외국/NNG+계/XSN
증권사들이	증권사/NNG+들/XSN+이/JKS
삼성전자의	삼성전자/NNP+의/JKG
목표주가를	목표/NNG+주가/NNG+를/JKO
경쟁적으로	경쟁/NNG+적/XSN+으로/JKB
높이는	높이/VV+는/ETM
것이	것/NNB+이/JKS
영업과	영업/NNG+과/JKB
관련된	관련/NNG+되/XSV+ㄴ/ETM
것	것/NNB
아니냐고	아니/VCN+냐고/EC
의혹의	의혹/NNG+의/JKG
눈길을	눈길/NNG+을/JKO
보낸다.	보내/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.261.6.1
외국인은 지난 5월 한 달 동안 삼성전자 주식을 약 3452억원 순매수(매수에서 매도를 뺀 것)했고, 6월에는 약 7146억원, 7월 들어서는 지난 30일까지 약 1조1665억원을 순매수했다.

외국인은	외국인/NNG+은/JX
지난	지나/VV+ㄴ/ETM
5월	5/SN+월/NNB
한	한/MMN
달	달/NNB
동안	동안/NNG
삼성전자	삼성전자/NNP
주식을	주식/NNG+을/JKO
약	약/MMA
3452억원	3452/SN+억/NR+원/NNB
순매수(매수에서	순/MMA+매수/NNG+(/SS+매수/NNG+에서/JKB
매도를	매도/NNG+를/JKO
뺀	빼/VV+ㄴ/ETM
것)했고,	것/NNB+)/SS+하/VV+았/EP+고/EC+,/SP
6월에는	6/SN+월/NNB+에/JKB+는/JX
7146억원,	7146/SN+억/NR+원/NNB+,/SP
7월	7/SN+월/NNB
들어서는	들어서/VV+어/EC+는/JX
30일까지	30/SN+일/NNB+까지/JX
1조1665억원을	1/SN+조/NR+1665/SN+억/NR+원/NNB+을/JKO
순매수했다.	순/MMA+매수/NNG+하/XSV+았/EP+다/EF+./SF


