# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.359
metadata : {}


# id : NWRW1800000038.359.1.1
北, 美는 비방 안해… 美와 양자회담 노린 듯

北,	北/SH+,/SP
美는	美/SH+는/JX
비방	비방/NNG
안해…	안/MAG+하/VV+아/EC+…/SE
美와	美/SH+와/JKB
양자회담	양자/NNG+회담/NNG
노린	노리/VV+ㄴ/ETM
듯	듯/NNB


# id : NWRW1800000038.359.2.1
케리 국무장관, 양자회담 언급… 北이 제안땐 美서 수용 가능성, 회담 성사되면 한국 소외 우려

케리	케리/NNP
국무장관,	국무/NNG+장관/NNG+,/SP
양자회담	양자/NNG+회담/NNG
언급…	언급/NNG+…/SE
北이	北/SH+이/JKS
제안땐	제안/NNG+때/NNG+ㄴ/JX
美서	美/SH+서/JKB
수용	수용/NNG
가능성,	가능/NNG+성/XSN+,/SP
회담	회담/NNG
성사되면	성사/NNG+되/XSV+면/EC
한국	한국/NNP
소외	소외/NNG
우려	우려/NNG


# id : NWRW1800000038.359.3.1
북한의 조국평화통일위원회는 14일 우리 정부의 대화 제의에 대해서는 "교묘한 술책"이라며 부정적인 입장을 밝혔지만, 미국의 대화 제의에 대해선 전혀 언급하지 않았다.

북한의	북한/NNP+의/JKG
조국평화통일위원회는	조국/NNG+평화/NNG+통일/NNG+위원회/NNG+는/JX
14일	14/SN+일/NNB
우리	우리/NP
정부의	정부/NNG+의/JKG
대화	대화/NNG
제의에	제의/NNG+에/JKB
대해서는	대하/VV+아서/EC+는/JX
"교묘한	"/SS+교묘하/VA+ㄴ/ETM
술책"이라며	술책/NNG+"/SS+이/VCP+라며/EC
부정적인	부정/NNG+적/XSN+이/VCP+ㄴ/ETM
입장을	입장/NNG+을/JKO
밝혔지만,	밝히/VV+었/EP+지만/EC+,/SP
미국의	미국/NNP+의/JKG
대해선	대하/VV+아서/EC+ㄴ/JX
전혀	전혀/MAG
언급하지	언급/NNG+하/XSV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000038.359.4.1
이에 앞서 존 케리 미 국무장관은 12일 윤병세 외교장관과의 공동 기자회견에서 "6자회담이든 양자회담이든 진짜 미래에 대해 (북한과) 대화하고 싶다"고 말했다.

이에	이/NP+에/JKB
앞서	앞서/VV+어/EC
존	존/NNP
케리	케리/NNP
미	미/NNP
국무장관은	국무/NNG+장관/NNG+은/JX
12일	12/SN+일/NNB
윤병세	윤병세/NNP
외교장관과의	외교/NNG+장관/NNG+과/JKB+의/JKG
공동	공동/NNG
기자회견에서	기자/NNG+회견/NNG+에서/JKB
"6자회담이든	"/SS+6/SN+자/NNB+회담/NNG+이든/JX
양자회담이든	양자/NNG+회담/NNG+이든/JX
진짜	진짜/NNG
미래에	미래/NNG+에/JKB
대해	대하/VV+아/EC
(북한과)	(/SS+북한/NNP+과/JKB+)/SS
대화하고	대화/NNG+하/XSV+고/EC
싶다"고	싶/VX+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.359.4.2
그간 6자회담을 통해 북한 비핵화를 주장해 오던 미국이 양자회담의 가능성을 열어둔 것이다.

그간	그/NP+간/XSN
6자회담을	6/SN+자/NNB+회담/NNG+을/JKO
통해	통하/VV+아/EC
북한	북한/NNP
비핵화를	비핵/NNG+화/XSN+를/JKO
주장해	주장/NNG+하/XSV+아/EC
오던	오/VX+던/ETM
미국이	미국/NNP+이/JKS
양자회담의	양자/NNG+회담/NNG+의/JKG
가능성을	가능/NNG+성/XSN+을/JKO
열어둔	열/VV+어/EC+두/VX+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000038.359.4.3
이에 따라 미·북 양자회담은 북한이 가장 선호하는 대화 방식이라는 점에서 북한이 미·북 고위급 회담을 전격 제안하고, 미국이 이를 수용할 가능성도 일각에서는 제기되고 있다.

이에	이/NP+에/JKB
따라	따르/VV+아/EC
미·북	미/NNP+·/SP+북/NNP
양자회담은	양자/NNG+회담/NNG+은/JX
북한이	북한/NNP+이/JKS
가장	가장/MAG
선호하는	선호/NNG+하/XSV+는/ETM
대화	대화/NNG
방식이라는	방식/NNG+이/VCP+라는/ETM
점에서	점/NNG+에서/JKB
고위급	고위급/NNG
회담을	회담/NNG+을/JKO
전격	전격/NNG
제안하고,	제안/NNG+하/XSV+고/EC+,/SP
미국이	미국/NNP+이/JKS
이를	이/NP+를/JKO
수용할	수용/NNG+하/XSV+ㄹ/ETM
가능성도	가능/NNG+성/XSN+도/JX
일각에서는	일각/NNG+에서/JKB+는/JX
제기되고	제기/NNG+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000038.359.5.1
케리 장관이 방한(訪韓) 중에 양자회담을 언급한 것은 6자회담이 중단된 상황에서 북한을 대화 무대로 이끌어 내기 위한 유인책으로 보인다.

케리	케리/NNP
장관이	장관/NNG+이/JKS
방한(訪韓)	방한/NNG+(/SS+訪韓/SH+)/SS
중에	중/NNB+에/JKB
양자회담을	양자/NNG+회담/NNG+을/JKO
언급한	언급/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
6자회담이	6/SN+자/NNB+회담/NNG+이/JKS
중단된	중단/NNG+되/XSV+ㄴ/ETM
상황에서	상황/NNG+에서/JKB
북한을	북한/NNP+을/JKO
대화	대화/NNG
무대로	무대/NNG+로/JKB
이끌어	이끌/VV+어/EC
내기	내/VX+기/ETN
위한	위하/VV+ㄴ/ETM
유인책으로	유인책/NNG+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000038.359.6.1
북한은 그동안 미국과의 양자회담을 통해 외교·안보 문제에서 돌파구를 찾았다.

북한은	북한/NNP+은/JX
그동안	그동안/NNG
미국과의	미국/NNP+과/JKB+의/JKG
양자회담을	양자/NNG+회담/NNG+을/JKO
통해	통하/VV+아/EC
외교·안보	외교/NNG+·/SP+안보/NNG
문제에서	문제/NNG+에서/JKB
돌파구를	돌파구/NNG+를/JKO
찾았다.	찾/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.359.7.1
1993년 북한의 핵확산금지조약(NPT) 탈퇴로 1차 북핵 위기가 터지자 북한은 미국과의 양자회담을 통해 1994년 '제네바 합의'를 도출하는 데 성공했다.

1993년	1993/SN+년/NNB
북한의	북한/NNP+의/JKG
핵확산금지조약(NPT)	핵/NNG+확산/NNG+금지/NNG+조약/NNG+(/SS+NPT/SL+)/SS
탈퇴로	탈퇴/NNG+로/JKB
1차	1/SN+차/NNB
북핵	북핵/NNG
위기가	위기/NNG+가/JKS
터지자	터지/VV+자/EC
북한은	북한/NNP+은/JX
미국과의	미국/NNP+과/JKB+의/JKG
양자회담을	양자/NNG+회담/NNG+을/JKO
통해	통하/VV+아/EC
1994년	1994/SN+년/NNB
'제네바	'/SS+제네바/NNP
합의'를	합의/NNG+'/SS+를/JKO
도출하는	도출/NNG+하/XSV+는/ETM
데	데/NNB
성공했다.	성공/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.359.7.2
2000년에는 북한 조명록 국방위원회 제1부위원장(북한 서열 3위)과 매들린 올브라이트 당시 국무장관이 각각 워싱턴과 평양을 상호 방문했다.

2000년에는	2000/SN+년/NNB+에/JKB+는/JX
북한	북한/NNP
조명록	조명록/NNP
국방위원회	국방/NNG+위원회/NNG
제1부위원장(북한	제/XPN+1/SN+부위원장/NNG+(/SS+북한/NNP
서열	서열/NNG
3위)과	3/SN+위/NNB+)/SS+과/JC
매들린	매들린/NNP
올브라이트	올브라이트/NNP
당시	당시/NNG
국무장관이	국무/NNG+장관/NNG+이/JKS
각각	각각/MAG
워싱턴과	워싱턴/NNP+과/JC
평양을	평양/NNP+을/JKO
상호	상호/NNG
방문했다.	방문/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.359.8.1
2차 북핵 위기가 본격화된 2003년 6자회담이 시작되면서 미국은 고위급 회담보다는 6자회담을 통한 대화 기조를 유지해왔다.

2차	2/SN+차/NNB
북핵	북핵/NNG
위기가	위기/NNG+가/JKS
본격화된	본격/NNG+화/XSN+되/XSV+ㄴ/ETM
2003년	2003/SN+년/NNB
6자회담이	6/SN+자/NNB+회담/NNG+이/JKS
시작되면서	시작/NNG+되/XSV+면서/EC
미국은	미국/NNP+은/JX
고위급	고위급/NNG
회담보다는	회담/NNG+보다/JKB+는/JX
6자회담을	6/SN+자/NNB+회담/NNG+을/JKO
통한	통하/VV+ㄴ/ETM
대화	대화/NNG
기조를	기조/NNG+를/JKO
유지해왔다.	유지/NNG+하/XSV+아/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000038.359.8.2
2007년 크리스토퍼 힐 미 국무부 동아태 차관보가 방북하는 등 미국과 북한 간에 고위급 대화를 하였지만, 이는 6자회담의 일환이었다.

2007년	2007/SN+년/NNB
크리스토퍼	크리스토퍼/NNP
힐	힐/NNP
미	미/NNP
국무부	국무부/NNG
동아태	동아태/NNP
차관보가	차관보/NNG+가/JKS
방북하는	방북/NNG+하/XSV+는/ETM
등	등/NNB
미국과	미국/NNP+과/JC
북한	북한/NNP
간에	간/NNB+에/JKB
고위급	고위급/NNG
대화를	대화/NNG+를/JKO
하였지만,	하/VV+았/EP+지만/EC+,/SP
이는	이/NP+는/JX
6자회담의	6/SN+자/NNB+회담/NNG+의/JKG
일환이었다.	일환/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000038.359.9.1
만약 미·북 고위급 회담이 다시 성사될 경우, 한국이 소외될 가능성이 크다는 지적이 나온다.

만약	만약/NNG
미·북	미/NNP+·/SP+북/NNP
고위급	고위급/NNG
회담이	회담/NNG+이/JKS
다시	다시/MAG
성사될	성사/NNG+되/XSV+ㄹ/ETM
경우,	경우/NNG+,/SP
한국이	한국/NNP+이/JKS
소외될	소외/NNG+되/XSV+ㄹ/ETM
