# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000036.344
metadata : {}


# id : NWRW1800000036.344.1.1
[한겨레 프리즘] 대통령이 답변하라 / 김규원

[한겨레	[/SS+한겨레/NNP
프리즘]	프리즘/NNG+]/SS
대통령이	대통령/NNG+이/JKS
답변하라	답변/NNG+하/XSV+라/EF
/	//SP
김규원	김규원/NNP


# id : NWRW1800000036.344.2.1
[한겨레] 영국의 총리는 1년 내내 매주 수요일 낮 12시부터 30분 동안 의회에서 야당 대표, 의원들과 중요 현안에 대해 토론한다.

[한겨레]	[/SS+한겨레/NNP+]/SS
영국의	영국/NNP+의/JKG
총리는	총리/NNG+는/JX
1년	1/SN+년/NNB
내내	내내/MAG
매주	매주/MAG
수요일	수요일/NNG
낮	낮/NNG
12시부터	12/SN+시/NNB+부터/JX
30분	30/SN+분/NNB
동안	동안/NNG
의회에서	의회/NNG+에서/JKB
야당	야당/NNG
대표,	대표/NNG+,/SP
의원들과	의원/NNG+들/XSN+과/JKB
중요	중요/NNG
현안에	현안/NNG+에/JKB
대해	대하/VV+아/EC
토론한다.	토론/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000036.344.2.2
‘총리에게 묻기’(Prime Minister’s Questions)란 코너다.

‘총리에게	‘/SS+총리/NNG+에게/JKB
묻기’(Prime	묻/VV+기/ETN+’/SS+(/SS+Prime/SL
Minister’s	Minister/SL+’/SS+s/SL
Questions)란	Questions/SL+)/SS+이/VCP+란/ETM
코너다.	코너/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000036.344.2.3
‘비비시(BBC) 팔러먼트’가 이를 생중계하며, 이 동영상과 속기록은 의회 웹사이트에서 쉽게 찾아볼 수 있다.

‘비비시(BBC)	‘/SS+비비시/NNP+(/SS+BBC/SL+)/SS
팔러먼트’가	팔러먼트/NNP+’/SS+가/JKS
이를	이/NP+를/JKO
생중계하며,	생/XPN+중계/NNG+하/XSV+며/EC+,/SP
이	이/MMD
동영상과	동영상/NNG+과/JC
속기록은	속기록/NNG+은/JX
의회	의회/NNG
웹사이트에서	웹/NNG+사이트/NNG+에서/JKB
쉽게	쉽/VA+게/EC
찾아볼	찾아보/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000036.344.3.1
지난 27일에도 데이비드 캐머런 총리와 에드 밀리밴드 노동당 대표가 연료세와 세금 회피 문제를 두고 열띤 논쟁을 벌였다.

지난	지나/VV+ㄴ/ETM
27일에도	27/SN+일/NNB+에/JKB+도/JX
데이비드	데이비드/NNP
캐머런	캐머런/NNP
총리와	총리/NNG+와/JC
에드	에드/NNP
밀리밴드	밀리밴드/NNP
노동당	노동당/NNP
대표가	대표/NNG+가/JKS
연료세와	연료세/NNG+와/JC
세금	세금/NNG
회피	회피/NNG
문제를	문제/NNG+를/JKO
두고	두/VV+고/EC
열띤	열띠/VA+ㄴ/ETM
논쟁을	논쟁/NNG+을/JKO
벌였다.	벌이/VV+었/EP+다/EF+./SF


# id : NWRW1800000036.344.3.2
윌리엄 글래드스턴이 총리이던 1881년부터 131년 동안 영국 총리는 이렇게 야당과 토론해왔다.

윌리엄	윌리엄/NNP
글래드스턴이	글래드스턴/NNP+이/JKS
총리이던	총리/NNG+이/VCP+던/ETM
1881년부터	1881/SN+년/NNB+부터/JX
131년	131/SN+년/NNB
동안	동안/NNG
영국	영국/NNP
총리는	총리/NNG+는/JX
이렇게	이렇/VA+게/EC
야당과	야당/NNG+과/JKB
토론해왔다.	토론/NNG+하/XSV+아/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000036.344.3.3
독자님들도 영국 의회 웹사이트(parliament.uk)에 들어가 영국 총리가 야당과 얼마나 치열하고 유쾌하게 토론하는지를 한번 구경하시기 바란다.

독자님들도	독자/NNG+님/XSN+들/XSN+도/JX
영국	영국/NNP
의회	의회/NNG
웹사이트(parliament.uk)에	웹/NNG+사이트/NNG+(/SS+parliament/SL+./SP+uk/SL+)/SS+에/JKB
들어가	들어가/VV+아/EC
총리가	총리/NNG+가/JKS
야당과	야당/NNG+과/JKB
얼마나	얼마나/MAG
치열하고	치열/NNG+하/XSA+고/EC
유쾌하게	유쾌/NNG+하/XSA+게/EC
토론하는지를	토론/NNG+하/XSV+는지/EF+를/JKO
한번	한번/MAG
구경하시기	구경/NNG+하/XSV+시/EP+기/ETN
바란다.	바라/VV+ㄴ다/EF+./SF


# id : NWRW1800000036.344.4.1
캐머런 총리와 밀리밴드 대표가 토론하기 전날인 26일 아침, 한국의 김황식 국무총리는 ‘한-일 군사비밀정보 보호협정’을 국무회의에서 ‘몰래’ 의결했다.

캐머런	캐머런/NNP
총리와	총리/NNG+와/JC
밀리밴드	밀리밴드/NNP
대표가	대표/NNG+가/JKS
토론하기	토론/NNG+하/XSV+기/ETN
전날인	전날/NNG+이/VCP+ㄴ/ETM
26일	26/SN+일/NNB
아침,	아침/NNG+,/SP
한국의	한국/NNP+의/JKG
김황식	김황식/NNP
국무총리는	국무총리/NNG+는/JX
‘한-일	‘/SS+한-일/NNP
군사비밀정보	군사/NNG+비밀/NNG+정보/NNG
보호협정’을	보호/NNG+협정/NNG+’/SS+을/JKO
국무회의에서	국무/NNG+회의/NNG+에서/JKB
‘몰래’	‘/SS+몰래/MAG+’/SS
의결했다.	의결/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.344.4.2
27일 <세계일보> 폭로로 시민과 야당, 심지어 여당까지 강하게 반발하자, 정부는 ‘제2 촛불시위’를 우려했는지 29일 예정된 이 협정 체결을 무기한 연기했다.

27일	27/SN+일/NNB
<세계일보>	</SS+세계일보/NNP+>/SS
폭로로	폭로/NNG+로/JKB
시민과	시민/NNG+과/JC
야당,	야당/NNG+,/SP
심지어	심지어/MAG
여당까지	여당/NNG+까지/JX
강하게	강하/VA+게/EC
반발하자,	반발/NNG+하/XSV+자/EC+,/SP
정부는	정부/NNG+는/JX
‘제2	‘/SS+제/XPN+2/SN
촛불시위’를	촛불/NNG+시위/NNG+’/SS+를/JKO
우려했는지	우려/NNG+하/XSV+았/EP+는지/EC
29일	29/SN+일/NNB
예정된	예정/NNG+되/XSV+ㄴ/ETM
이	이/MMD
협정	협정/NNG
체결을	체결/NNG+을/JKO
무기한	무/XPN+기한/NNG
연기했다.	연기/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.344.5.1
29일 저녁 김황식 총리는 보도자료를 내어 “상대국과 관련 절차가 완료되지 않은 상태에서 공개하지 않는 것이 외교적 관례”라며 “이번 협정은 숨겨서도 안 되고 숨겨질 수도 없는 사안”이라고 앞뒤 문장이 전혀 호응되지 않는 궤변으로 해명했다.

29일	29/SN+일/NNB
저녁	저녁/NNG
김황식	김황식/NNP
총리는	총리/NNG+는/JX
보도자료를	보도/NNG+자료/NNG+를/JKO
내어	내/VV+어/EC
“상대국과	“/SS+상대국/NNG+과/JKB
관련	관련/NNG
절차가	절차/NNG+가/JKS
완료되지	완료/NNG+되/XSV+지/EC
않은	않/VX+은/ETM
상태에서	상태/NNG+에서/JKB
공개하지	공개/NNG+하/XSV+지/EC
않는	않/VX+는/ETM
것이	것/NNB+이/JKS
외교적	외교/NNG+적/XSN
관례”라며	관례/NNG+”/SS+이/VCP+라며/EC
“이번	“/SS+이번/NNG
협정은	협정/NNG+은/JX
숨겨서도	숨기/VV+어서/EC+도/JX
안	안/MAG
되고	되/VV+고/EC
숨겨질	숨기/VV+어/EC+지/VX+ㄹ/ETM
수도	수/NNB+도/JX
없는	없/VA+는/ETM
사안”이라고	사안/NNG+”/SS+이라고/JKQ
앞뒤	앞뒤/NNG
문장이	문장/NNG+이/JKS
전혀	전혀/MAG
호응되지	호응/NNG+되/XSV+지/EC
궤변으로	궤변/NNG+으로/JKB
해명했다.	해명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.344.6.1
김 총리에게 묻는다.

김	김/NNP
총리에게	총리/NNG+에게/JKB
묻는다.	묻/VV+는다/EF+./SF


# id : NWRW1800000036.344.6.2
앞으로 김 총리는 상대국과 절차가 완료되지 않은 상태에서는 어떤 협정도 공개하거나 토론하지 않을 것인가?

앞으로	앞/NNG+으로/JKB
김	김/NNP
총리는	총리/NNG+는/JX
상대국과	상대국/NNG+과/JKB
절차가	절차/NNG+가/JKS
완료되지	완료/NNG+되/XSV+지/EC
않은	않/VX+은/ETM
상태에서는	상태/NNG+에서/JKB+는/JX
어떤	어떤/MMD
협정도	협정/NNG+도/JX
공개하거나	공개/NNG+하/XSV+거나/EC
토론하지	토론/NNG+하/XSV+지/EC
않을	않/VX+을/ETM
것인가?	것/NNB+이/VCP+ㄴ가/EF+?/SF


# id : NWRW1800000036.344.6.3
또 앞으로 모든 협정에 대한 공개와 토론은 이번처럼 상대국과 절차가 완료된 시점부터 시작할 것인가?

또	또/MAG
앞으로	앞/NNG+으로/JKB
모든	모든/MMN
협정에	협정/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
공개와	공개/NNG+와/JC
토론은	토론/NNG+은/JX
이번처럼	이번/NNG+처럼/JKB
상대국과	상대국/NNG+과/JKB
절차가	절차/NNG+가/JKS
완료된	완료/NNG+되/XSV+ㄴ/ETM
시점부터	시점/NNG+부터/JX
시작할	시작/NNG+하/XSV+ㄹ/ETM
것인가?	것/NNB+이/VCP+ㄴ가/EF+?/SF


# id : NWRW1800000036.344.6.4
정말 그렇게 할 것인가?

정말	정말/MAG
그렇게	그렇/VA+게/EC
할	하/VV+ㄹ/ETM
것인가?	것/NNB+이/VCP+ㄴ가/EF+?/SF


# id : NWRW1800000036.344.7.1
사실 김 총리에게 책임을 묻는 것은 무책임한 일이다.

사실	사실/MAG
김	김/NNP
총리에게	총리/NNG+에게/JKB
책임을	책임/NNG+을/JKO
묻는	묻/VV+는/ETM
것은	것/NNB+은/JX
무책임한	무/XPN+책임/NNG+하/XSA+ㄴ/ETM
일이다.	일/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000036.344.7.2
그는 총선거에서 이겨 의회에서 ‘선출된’ 총리가 아니라 대통령이 ‘임명한’ 총리다.

그는	그/NP+는/JX
총선거에서	총선거/NNG+에서/JKB
이겨	이기/VV+어/EC
의회에서	의회/NNG+에서/JKB
‘선출된’	‘/SS+선출/NNG+되/XSV+ㄴ/ETM+’/SS
총리가	총리/NNG+가/JKC
아니라	아니/VCN+라/EC
대통령이	대통령/NNG+이/JKS
‘임명한’	‘/SS+임명/NNG+하/XSV+ㄴ/ETM+’/SS
총리다.	총리/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000036.344.7.3
대통령의 망석중이, 바람막이인 한국 총리는 권한은 거의 없고, 책임은 매우 크다.

대통령의	대통령/NNG+의/JKG
망석중이,	망석중이/NNG+,/SP
바람막이인	바람막이/NNG+이/VCP+ㄴ/ETM
한국	한국/NNP
총리는	총리/NNG+는/JX
권한은	권한/NNG+은/JX
거의	거의/MAG
없고,	없/VA+고/EC+,/SP
책임은	책임/NNG+은/JX
매우	매우/MAG
크다.	크/VA+다/EF+./SF


# id : NWRW1800000036.344.7.4
김 총리도 이 협정을 국무회의에서 통과시켜야 할 때 우연히(?) 외국 출장을 떠난 이명박 대통령을 대신해 그 십자가를 졌을 뿐이다.

김	김/NNP
총리도	총리/NNG+도/JX
이	이/MMD
협정을	협정/NNG+을/JKO
국무회의에서	국무/NNG+회의/NNG+에서/JKB
