# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.359
metadata : {}


# id : NWRW1800000030.359.1.1
[충청] [충청도양반] 57세에 충청대 졸업한 광복군의 딸 이홍숙씨

[충청]	[/SS+충청/NNP+]/SS
[충청도양반]	[/SS+충청도/NNP+양반/NNG+]/SS
57세에	57/SN+세/NNB+에/JKB
충청대	충청대/NNP
졸업한	졸업/NNG+하/XSV+ㄴ/ETM
광복군의	광복군/NNG+의/JKG
딸	딸/NNG
이홍숙씨	이홍숙/NNP+씨/NNB


# id : NWRW1800000030.359.2.1
•"만년에 새 삶 설계, 얼마나 행복해요?"

•"만년에	•/SW+"/SS+만년/NNG+에/JKB
새	새/MMA
삶	삶/NNG
설계,	설계/NNG+,/SP
얼마나	얼마나/MAG
행복해요?"	행복/NNG+하/XSA+아요/EF+?/SF+"/SS


# id : NWRW1800000030.359.3.1
"배움에 정년이 따로 있나요?

"배움에	"/SS+배우/VV+ㅁ/ETN+에/JKB
정년이	정년/NNG+이/JKS
따로	따로/MAG
있나요?	있/VV+나/EF+요/JX+?/SF


# id : NWRW1800000030.359.3.2
남들은 은퇴를 준비할 나이지만 저는 이제 새로운 삶을 설계할 수 있으니 얼마나 행복한지 모릅니다."

남들은	남/NNG+들/XSN+은/JX
은퇴를	은퇴/NNG+를/JKO
준비할	준비/NNG+하/XSV+ㄹ/ETM
나이지만	나이/NNG+이/VCP+지만/EC
저는	저/NP+는/JX
이제	이제/MAG
새로운	새롭/VA+ㄴ/ETM
삶을	삶/NNG+을/JKO
설계할	설계/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있으니	있/VA+으니/EC
얼마나	얼마나/MAG
행복한지	행복/NNG+하/XSA+ㄴ지/EF
모릅니다."	모르/VV+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000030.359.4.1
10일 충청대 4년제 학위 과정인 사회복지상담학과를 늦깎이로 졸업하는 이홍숙(57)씨는 광복군 출신 이병돈 선생의 맏딸이다.

10일	10/SN+일/NNB
충청대	충청대/NNP
4년제	4/SN+년/NNB+제/XSN
학위	학위/NNG
과정인	과정/NNG+이/VCP+ㄴ/ETM
사회복지상담학과를	사회/NNG+복지/NNG+상담학/NNG+과/NNG+를/JKO
늦깎이로	늦깎이/NNG+로/JKB
졸업하는	졸업/NNG+하/XSV+는/ETM
이홍숙(57)씨는	이홍숙/NNP+(/SS+57/SN+)/SS+씨/NNB+는/JX
광복군	광복군/NNG
출신	출신/NNG
이병돈	이병돈/NNP
선생의	선생/NNG+의/JKG
맏딸이다.	맏/XPN+딸/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.359.4.2
이씨는 초등학교를 졸업한 뒤 어려운 가정형편 때문에 진학을 포기했다.

이씨는	이/NNP+씨/NNB+는/JX
초등학교를	초등학교/NNG+를/JKO
졸업한	졸업/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
어려운	어렵/VA+ㄴ/ETM
가정형편	가정/NNG+형편/NNG
때문에	때문/NNB+에/JKB
진학을	진학/NNG+을/JKO
포기했다.	포기/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.359.4.3
동생들 뒷바라지를 하다 결혼해 자녀를 기르면서도 어릴 때 가졌던 교사의 꿈을 포기하지 못해 초등학교 졸업 35년 만인 2001년에 고입 검정고시에 합격, 47세의 나이로 충북인터넷고에 진학했다.

동생들	동생/NNG+들/XSN
뒷바라지를	뒷바라지/NNG+를/JKO
하다	하/VV+다/EC
결혼해	결혼/NNG+하/XSV+아/EC
자녀를	자녀/NNG+를/JKO
기르면서도	기르/VV+면서/EC+도/JX
어릴	어리/VA+ㄹ/ETM
때	때/NNG
가졌던	가지/VV+었/EP+던/ETM
교사의	교사/NNG+의/JKG
꿈을	꿈/NNG+을/JKO
포기하지	포기/NNG+하/XSV+지/EC
못해	못하/VX+아/EC
초등학교	초등학교/NNG
졸업	졸업/NNG
35년	35/SN+년/NNB
만인	만/NNB+이/VCP+ㄴ/ETM
2001년에	2001/SN+년/NNB+에/JKB
고입	고입/NNG
검정고시에	검정고시/NNG+에/JKB
합격,	합격/NNG+,/SP
47세의	47/SN+세/NNB+의/JKG
나이로	나이/NNG+로/JKB
충북인터넷고에	충북인터넷고/NNP+에/JKB
진학했다.	진학/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.359.4.4
고등학교를 졸업하고 충청대에 진학한 이씨는 교통사고를 당하는 아픔을 겪기도 했지만 '강의실에서 쓰러지겠다'는 마음으로 공부했으며 수필가와 시인으로 등단하기도 했다.

고등학교를	고등학교/NNG+를/JKO
졸업하고	졸업/NNG+하/XSV+고/EC
충청대에	충청대/NNP+에/JKB
진학한	진학/NNG+하/XSV+ㄴ/ETM
이씨는	이/NNP+씨/NNB+는/JX
교통사고를	교통사고/NNG+를/JKO
당하는	당하/VV+는/ETM
아픔을	아픔/NNG+을/JKO
겪기도	겪/VV+기/ETN+도/JX
했지만	하/VX+았/EP+지만/EC
'강의실에서	'/SS+강의실/NNG+에서/JKB
쓰러지겠다'는	쓰러지/VV+겠/EP+다/EF+'/SS+는/ETM
마음으로	마음/NNG+으로/JKB
공부했으며	공부/NNG+하/XSV+았/EP+으며/EC
수필가와	수필가/NNG+와/JC
시인으로	시인/NNG+으로/JKB
등단하기도	등단/NNG+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000030.359.5.1
이씨는 '사회에 이바지할 수 있는 일을 했으면 좋겠다'는 아버지의 뜻에 따라 사회복지를 전공하게 됐다.

이씨는	이/NNP+씨/NNB+는/JX
'사회에	'/SS+사회/NNG+에/JKB
이바지할	이바지/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
일을	일/NNG+을/JKO
했으면	하/VV+았/EP+으면/EC
좋겠다'는	좋/VA+겠/EP+다/EF+'/SS+는/ETM
아버지의	아버지/NNG+의/JKG
뜻에	뜻/NNG+에/JKB
따라	따르/VV+아/EC
사회복지를	사회/NNG+복지/NNG+를/JKO
전공하게	전공/NNG+하/XSV+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.359.5.2
이씨는 "아버지께서 중학교를 진학하지 못한 나에게 달력을 오려 일기장을 만들어 주셨다"며 "딸 뒷바라지를 해주지 못했던 것을 항상 마음의 짐으로 갖고 사셨던 것 같다"고 회상했다.

이씨는	이/NNP+씨/NNB+는/JX
"아버지께서	"/SS+아버지/NNG+께서/JKS
중학교를	중학교/NNG+를/JKO
진학하지	진학/NNG+하/XSV+지/EC
못한	못하/VX+ㄴ/ETM
나에게	나/NP+에게/JKB
달력을	달력/NNG+을/JKO
오려	오리/VV+어/EC
일기장을	일기장/NNG+을/JKO
만들어	만들/VV+어/EC
주셨다"며	주/VX+시/EP+었/EP+다/EF+"/SS+며/EC
"딸	"/SS+딸/NNG
뒷바라지를	뒷바라지/NNG+를/JKO
해주지	하/VV+아/EC+주/VX+지/EC
못했던	못하/VX+았/EP+던/ETM
것을	것/NNB+을/JKO
항상	항상/MAG
마음의	마음/NNG+의/JKG
짐으로	짐/NNG+으로/JKB
갖고	갖/VV+고/EC
사셨던	살/VV+시/EP+었/EP+던/ETM
것	것/NNB
같다"고	같/VA+다/EF+"/SS+고/JKQ
회상했다.	회상/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.359.6.1
이씨는 모교인 충북인터넷고에서 상담전문 인턴교사로 활동하고 있으며 충북대 대학원 유아교육과에 진학해 학업을 계속할 예정이다.

이씨는	이/NNP+씨/NNB+는/JX
모교인	모교/NNG+이/VCP+ㄴ/ETM
충북인터넷고에서	충북인터넷고/NNP+에서/JKB
상담전문	상담/NNG+전문/NNG
인턴교사로	인턴/NNG+교사/NNG+로/JKB
활동하고	활동/NNG+하/XSV+고/EC
있으며	있/VX+으며/EC
충북대	충북대/NNP
대학원	대학원/NNG
유아교육과에	유아/NNG+교육과/NNG+에/JKB
진학해	진학/NNG+하/XSV+아/EC
학업을	학업/NNG+을/JKO
계속할	계속/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.359.7.1
함경남도 신흥 태생인 이병돈 선생은 1942년 2월 광복군 제2지대에 입대해 훈련을 받았고 이듬해 중국 전시간부훈련단에 파견돼 교육을 받았다.

함경남도	함경남도/NNP
신흥	신흥/NNP
태생인	태생/NNG+이/VCP+ㄴ/ETM
이병돈	이병돈/NNP
선생은	선생/NNG+은/JX
1942년	1942/SN+년/NNB
2월	2/SN+월/NNB
광복군	광복군/NNG
제2지대에	제/XPN+2/SN+지대/NNG+에/JKB
입대해	입대/NNG+하/XSV+아/EC
훈련을	훈련/NNG+을/JKO
받았고	받/VV+았/EP+고/EC
이듬해	이듬해/NNG
중국	중국/NNP
전시간부훈련단에	전시/NNG+간부/NNG+훈련단/NNG+에/JKB
파견돼	파견/NNG+되/XSV+어/EC
교육을	교육/NNG+을/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.359.7.2
1945년 4월 미국 전략첩보국 특수무기반을 수료한 뒤 이범석 장군 휘하에서 출동명령을 기다리다 광복을 맞았고 1946년 귀국해 청주에 정착했다.

1945년	1945/SN+년/NNB
4월	4/SN+월/NNB
미국	미국/NNP
전략첩보국	전략/NNG+첩보국/NNG
특수무기반을	특수/NNG+무기/NNG+반/NNG+을/JKO
수료한	수료/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
이범석	이범석/NNP
장군	장군/NNG
휘하에서	휘하/NNG+에서/JKB
출동명령을	출동/NNG+명령/NNG+을/JKO
기다리다	기다리/VV+다/EC
광복을	광복/NNG+을/JKO
맞았고	맞/VV+았/EP+고/EC
1946년	1946/SN+년/NNB
귀국해	귀국/NNG+하/XSV+아/EC
청주에	청주/NNP+에/JKB
정착했다.	정착/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.359.7.3
1992년 건국훈장 애국장을 받았으며 2005년 작고했다.

1992년	1992/SN+년/NNB
건국훈장	건국/NNG+훈장/NNG
애국장을	애국장/NNG+을/JKO
받았으며	받/VV+았/EP+으며/EC
2005년	2005/SN+년/NNB
작고했다.	작고/NNG+하/XSV+았/EP+다/EF+./SF


