# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000056.37
metadata : {}


# id : NWRW1800000056.37.1.1
[단독] 삼성웰스토리 민주노조, 조합원 다수노조 지위 확보

[단독]	[/SS+단독/NNG+]/SS
삼성웰스토리	삼성웰스토리/NNP
민주노조,	민주노조/NNP+,/SP
조합원	조합원/NNG
다수노조	다수/NNG+노조/NNG
지위	지위/NNG
확보	확보/NNG


# id : NWRW1800000056.37.2.1
[한겨레] ‘무노조경영’ 삼성에서 민주노조는 처음

[한겨레]	[/SS+한겨레/NNP+]/SS
‘무노조경영’	‘/SS+무/XPN+노조/NNG+경영/NNG+’/SS
삼성에서	삼성/NNP+에서/JKB
민주노조는	민주노조/NNP+는/JX
처음	처음/NNG


# id : NWRW1800000056.37.3.1
이르면 11월 중 회사와 단체협상 착수

이르면	이르/VA+면/EC
11월	11/SN+월/NNB
중	중/NNB
회사와	회사/NNG+와/JC
단체협상	단체/NNG+협상/NNG
착수	착수/NNG


# id : NWRW1800000056.37.4.1
내년 근로자 임금인상 16.4% 이상 요구

내년	내년/NNG
근로자	근로자/NNG
임금인상	임금/NNG+인상/NNG
16.4%	16/SN+./SP+4/SN+%/SW
이상	이상/NNG
요구	요구/NNG


# id : NWRW1800000056.37.5.1
10년차 무기계약직 최저임금 적용 ‘열악’

10년차	10/SN+년/NNB+차/NNB
무기계약직	무기/NNG+계약직/NNG
최저임금	최저/NNG+임금/NNG
적용	적용/NNG
‘열악’	‘/SS+열악/XR+’/SS


# id : NWRW1800000056.37.6.1
삼성웰스토리 민주노조가 ‘무노조경영’을 표방하는 삼성에서 처음으로 조합원이 가장 많은 다수노조의 지위를 확보해, 회사와 단체협상을 하게 됐다.

삼성웰스토리	삼성웰스토리/NNP
민주노조가	민주노조/NNP+가/JKS
‘무노조경영’을	‘/SS+무/XPN+노조/NNG+경영/NNG+’/SS+을/JKO
표방하는	표방/NNG+하/XSV+는/ETM
삼성에서	삼성/NNP+에서/JKB
처음으로	처음/NNG+으로/JKB
조합원이	조합원/NNG+이/JKS
가장	가장/MAG
많은	많/VA+은/ETM
다수노조의	다수/NNG+노조/NNG+의/JKG
지위를	지위/NNG+를/JKO
확보해,	확보/NNG+하/XSV+아/EC+,/SP
회사와	회사/NNG+와/JKB
단체협상을	단체/NNG+협상/NNG+을/JKO
하게	하/VV+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.37.7.1
