# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.329
metadata : {}


# id : NWRW1800000041.329.1.1
2013년 6월 한중정상회담 합의 이행 성적표

2013년	2013/SN+년/NNB
6월	6/SN+월/NNB
한중정상회담	한중/NNP+정상/NNG+회담/NNG
합의	합의/NNG
이행	이행/NNG
성적표	성적표/NNG


# id : NWRW1800000041.329.2.1
[시진핑 오늘 방한] 對日공조… 쾌속, FTA협력… 느림, 北核저지… 멈칫

[시진핑	[/SS+시진핑/NNP
오늘	오늘/NNG
방한]	방한/NNG+]/SS
對日공조…	對日/SH+공조/NNG+…/SE
쾌속,	쾌속/NNG+,/SP
FTA협력…	FTA/SL+협력/NNG+…/SE
느림,	느리/VA+ㅁ/ETN+,/SP
北核저지…	北核/SH+저지/NNG+…/SE
멈칫	멈칫/MAG


# id : NWRW1800000041.329.3.1
‘대일(對日) 역사 공조는 쾌속, 자유무역협정(FTA) 등 경제협력은 완만, 북핵 저지는 답보.’

‘대일(對日)	‘/SS+대일/NNG+(/SS+對日/SH+)/SS
역사	역사/NNG
공조는	공조/NNG+는/JX
쾌속,	쾌속/NNG+,/SP
자유무역협정(FTA)	자유/NNG+무역/NNG+협정/NNG+(/SS+FTA/SL+)/SS
등	등/NNB
경제협력은	경제/NNG+협력/NNG+은/JX
완만,	완만/XR+,/SP
북핵	북핵/NNG
저지는	저지/NNG+는/JX
답보.’	답보/NNG+./SF+’/SS


# id : NWRW1800000041.329.4.1
지난해 6월 박근혜 대통령이 중국을 방문해 시진핑(習近平) 중국 국가주석과 정상회담을 가진 뒤 미래비전 공동성명과 이를 실천하기 위한 부속서를 발표했다.

지난해	지난해/NNG
6월	6/SN+월/NNB
박근혜	박근혜/NNP
대통령이	대통령/NNG+이/JKS
중국을	중국/NNP+을/JKO
방문해	방문/NNG+하/XSV+아/EC
시진핑(習近平)	시진핑/NNP+(/SS+習近平/SH+)/SS
중국	중국/NNP
국가주석과	국가주석/NNG+과/JKB
정상회담을	정상/NNG+회담/NNG+을/JKO
가진	가지/VV+ㄴ/ETM
뒤	뒤/NNG
미래비전	미래/NNG+비전/NNG
공동성명과	공동/NNG+성명/NNG+과/JC
이를	이/NP+를/JKO
실천하기	실천/NNG+하/XSV+기/ETN
위한	위하/VV+ㄴ/ETM
부속서를	부속서/NNG+를/JKO
발표했다.	발표/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.329.4.2
시 주석이 3일 한국을 답방하면서 지난해 양국 정상이 다짐했던 항목들이 얼마나 진전됐는지에 관심이 쏠리고 있다.

시	시/NNP
주석이	주석/NNG+이/JKS
3일	3/SN+일/NNB
한국을	한국/NNP+을/JKO
답방하면서	답방/NNG+하/XSV+면서/EC
지난해	지난해/NNG
양국	양국/NNG
정상이	정상/NNG+이/JKS
다짐했던	다짐/NNG+하/XSV+았/EP+던/ETM
항목들이	항목/NNG+들/XSN+이/JKS
얼마나	얼마나/MAG
진전됐는지에	진전/NNG+되/XSV+었/EP+는지/EC+에/JKB
관심이	관심/NNG+이/JKS
쏠리고	쏠리/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000041.329.5.1
우선 역사 문제와 관련된 대일 공조는 신속하게 이뤄졌다.

우선	우선/MAG
역사	역사/NNG
문제와	문제/NNG+와/JKB
관련된	관련/NNG+되/XSV+ㄴ/ETM
대일	대일/NNG
공조는	공조/NNG+는/JX
신속하게	신속/NNG+하/XSA+게/EC
이뤄졌다.	이뤄지/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.329.5.2
박 대통령은 헤이룽장(黑龍江) 성 하얼빈(哈爾濱) 역 안중근 열사 의거 현장에 표지석을 세워 줄 것을 요청했고 중국은 올해 1월 역 귀빈실을 ‘안중근 기념관’으로 개조해 개관하는 등 당초 요구보다 더 크게 화답했다.

박	박/NNP
대통령은	대통령/NNG+은/JX
헤이룽장(黑龍江)	헤이룽장/NNP+(/SS+黑龍江/SH+)/SS
성	성/NNG
하얼빈(哈爾濱)	하얼빈/NNP+(/SS+哈爾濱/SH+)/SS
역	역/NNG
안중근	안중근/NNP
열사	열사/NNG
의거	의거/NNG
현장에	현장/NNG+에/JKB
표지석을	표지석/NNG+을/JKO
세워	세우/VV+어/EC
줄	주/VX+ㄹ/ETM
것을	것/NNB+을/JKO
요청했고	요청/NNG+하/XSV+았/EP+고/EC
중국은	중국/NNP+은/JX
올해	올해/NNG
1월	1/SN+월/NNB
귀빈실을	귀빈실/NNG+을/JKO
‘안중근	‘/SS+안중근/NNP
기념관’으로	기념관/NNG+’/SS+으로/JKB
개조해	개조/NNG+하/XSV+아/EC
개관하는	개관/NNG+하/XSV+는/ETM
등	등/NNB
당초	당초/NNG
요구보다	요구/NNG+보다/JKB
더	더/MAG
크게	크/VA+게/EC
화답했다.	화답/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.329.5.3
박 대통령이 문제 제기를 할 때까지만 해도 플랫폼 바닥에 안 의사가 총을 쏜 지점과 이토 히로부미(伊藤博文)가 피격을 당한 지점, 저격 방향만 표시돼 있을 뿐이었다.

박	박/NNP
대통령이	대통령/NNG+이/JKS
문제	문제/NNG
제기를	제기/NNG+를/JKO
할	하/VV+ㄹ/ETM
때까지만	때/NNG+까지/JX+만/JX
해도	하/VV+아도/EC
플랫폼	플랫폼/NNG
바닥에	바닥/NNG+에/JKB
안	안/NNP
의사가	의사/NNG+가/JKS
총을	총/NNG+을/JKO
쏜	쏘/VV+ㄴ/ETM
지점과	지점/NNG+과/JC
이토	이토/NNP
히로부미(伊藤博文)가	히로부미/NNP+(/SS+伊藤博文/SH+)/SS+가/JKS
피격을	피격/NNG+을/JKO
당한	당하/VV+ㄴ/ETM
지점,	지점/NNG+,/SP
저격	저격/NNG
방향만	방향/NNG+만/JX
표시돼	표시/NNG+되/XSV+어/EC
있을	있/VX+을/ETM
뿐이었다.	뿐/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000041.329.6.1
또 산시(陝西) 성 시안(西安)의 광복군 주둔지에 표지석을 세워 달라는 한국의 요청도 중국이 받아들여 5월 양국 정부 관계자가 참여한 가운데 표지석 제막식이 열렸다.

또	또/MAG
산시(陝西)	산시/NNP+(/SS+陝西/SH+)/SS
성	성/NNG
시안(西安)의	시안/NNP+(/SS+西安/SH+)/SS+의/JKG
광복군	광복군/NNG
주둔지에	주둔지/NNG+에/JKB
표지석을	표지석/NNG+을/JKO
세워	세우/VV+어/EC
달라는	달/VX+라는/ETM
한국의	한국/NNP+의/JKG
요청도	요청/NNG+도/JX
중국이	중국/NNP+이/JKS
받아들여	받아들이/VV+어/EC
5월	5/SN+월/NNB
양국	양국/NNG
정부	정부/NNG
관계자가	관계자/NNG+가/JKS
참여한	참여/NNG+하/XSV+ㄴ/ETM
가운데	가운데/NNG
표지석	표지석/NNG
제막식이	제막식/NNG+이/JKS
열렸다.	열리/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.329.6.2
도시 재개발로 사라질 위기에 놓인 충칭(重慶)의 광복군사령부 복원도 긍정적으로 검토되고 있다.

도시	도시/NNG
재개발로	재/XPN+개발/NNG+로/JKB
사라질	사라지/VV+ㄹ/ETM
위기에	위기/NNG+에/JKB
놓인	놓이/VV+ㄴ/ETM
충칭(重慶)의	충칭/NNP+(/SS+重慶/SH+)/SS+의/JKG
광복군사령부	광복군/NNG+사령부/NNG
복원도	복원/NNG+도/JX
긍정적으로	긍정/NNG+적/XSN+으로/JKB
검토되고	검토/NNG+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000041.329.7.1
박 대통령은 경기 파주시에 안장된 6·25 참전 중국군 유해 360여 구를 송환해 주겠다고 먼저 제의한 뒤 3월 중국군 유해 437구를 송환했다.

박	박/NNP
대통령은	대통령/NNG+은/JX
경기	경기/NNP
파주시에	파주시/NNP+에/JKB
안장된	안장/NNG+되/XSV+ㄴ/ETM
6·25	6/SN+·/SP+25/SN
참전	참전/NNG
중국군	중국군/NNG
유해	유해/NNG
360여	360/SN+여/XSN
구를	구/NNB+를/JKO
송환해	송환/NNG+하/XSV+아/EC
주겠다고	주/VX+겠/EP+다고/EC
먼저	먼저/MAG
제의한	제의/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
3월	3/SN+월/NNB
437구를	437/SN+구/NNB+를/JKO
송환했다.	송환/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.329.7.2
중국은 감사의 뜻을 밝혔다.

중국은	중국/NNP+은/JX
감사의	감사/NNG+의/JKG
뜻을	뜻/NNG+을/JKO
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.329.8.1
하지만 ‘한반도 비핵화’는 북한의 4차 핵실험 위협 등으로 오히려 상황이 악화된 상황이다.

하지만	하지만/MAJ
‘한반도	‘/SS+한반도/NNP
비핵화’는	비핵/NNG+화/XSN+’/SS+는/JX
북한의	북한/NNP+의/JKG
4차	4/SN+차/NNB
핵실험	핵/NNG+실험/NNG
위협	위협/NNG
등으로	등/NNB+으로/JKB
오히려	오히려/MAG
상황이	상황/NNG+이/JKS
악화된	악화/NNG+되/XSV+ㄴ/ETM
상황이다.	상황/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.329.8.2
양국 정상은 북한의 유엔 안전보장이사회 결의 이행 필요성을 촉구했으나 북한은 결의 자체를 인정하지 않겠다는 자세다.

양국	양국/NNG
정상은	정상/NNG+은/JX
북한의	북한/NNP+의/JKG
유엔	유엔/NNP
안전보장이사회	안전보장이사회/NNP
결의	결의/NNG
이행	이행/NNG
필요성을	필요/NNG+성/XSN+을/JKO
촉구했으나	촉구/NNG+하/XSV+았/EP+으나/EC
북한은	북한/NNP+은/JX
자체를	자체/NNG+를/JKO
인정하지	인정/NNG+하/XSV+지/EC
않겠다는	않/VX+겠/EP+다는/ETM
자세다.	자세/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.329.8.3
북한에 대한 중국의 영향력이 떨어진 것 아니냐는 지적이 나오는 것도 이 때문이다.

북한에	북한/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
중국의	중국/NNP+의/JKG
영향력이	영향력/NNG+이/JKS
떨어진	떨어지/VV+ㄴ/ETM
것	것/NNB
아니냐는	아니/VCN+냐는/ETM
지적이	지적/NNG+이/JKS
나오는	나오/VV+는/ETM
것도	것/NNB+도/JX
이	이/NP
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000041.329.8.4
중국이 이번 정상회담에서 북한 비핵화를 강하게 압박하진 않을 것이라는 관측이 많다.

중국이	중국/NNP+이/JKS
이번	이번/NNG
정상회담에서	정상/NNG+회담/NNG+에서/JKB
북한	북한/NNP
비핵화를	비핵/NNG+화/XSN+를/JKO
강하게	강하/VA+게/EC
압박하진	압박/NNG+하/XSV+지/EC+ㄴ/JX
않을	않/VX+을/ETM
것이라는	것/NNB+이/VCP+라는/ETM
관측이	관측/NNG+이/JKS
많다.	많/VA+다/EF+./SF


# id : NWRW1800000041.329.8.5
류전민(劉振民) 외교부 부부장이 1일 기자회견에서 “시 주석 방한이 제3국을 겨냥하지 않는다”고 강조한 것은 시 주석이 북한보다 한국을 먼저 방문하는 것이 주는 대북 압박감을 누그러뜨리려는 것으로 해석된다.

류전민(劉振民)	류전민/NNP+(/SS+劉振民/SH+)/SS
외교부	외교부/NNP
부부장이	부부장/NNG+이/JKS
1일	1/SN+일/NNB
기자회견에서	기자/NNG+회견/NNG+에서/JKB
“시	“/SS+시/NNP
주석	주석/NNG
방한이	방한/NNG+이/JKS
제3국을	제3국/NNG+을/JKO
겨냥하지	겨냥/NNG+하/XSV+지/EC
않는다”고	않/VX+는다/EF+”/SS+고/JKQ
강조한	강조/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
시	시/NNP
주석이	주석/NNG+이/JKS
북한보다	북한/NNP+보다/JKB
한국을	한국/NNP+을/JKO
먼저	먼저/MAG
방문하는	방문/NNG+하/XSV+는/ETM
것이	것/NNB+이/JKS
주는	주/VV+는/ETM
대북	대북/NNG
압박감을	압박감/NNG+을/JKO
누그러뜨리려는	누그러뜨리/VV+려는/ETM
것으로	것/NNB+으로/JKB
해석된다.	해석/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000041.329.9.1
그동안 지지부진하던 한중 FTA는 지난해 양국 정상회담을 계기로 급속도로 진전돼 지난해 9월 1단계 협상을 타결했다.

그동안	그동안/NNG
지지부진하던	지지부진/NNG+하/XSV+던/ETM
한중	한중/NNP
FTA는	FTA/SL+는/JX
지난해	지난해/NNG
양국	양국/NNG
정상회담을	정상/NNG+회담/NNG+을/JKO
계기로	계기/NNG+로/JKB
급속도로	급속도/NNG+로/JKB
진전돼	진전/NNG+되/XSV+어/EC
9월	9/SN+월/NNB
1단계	1/SN+단계/NNG
협상을	협상/NNG+을/JKO
타결했다.	타결/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.329.9.2
‘시장 개방 90%’를 가이드라인으로 설정했다.

‘시장	‘/SS+시장/NNG
개방	개방/NNG
90%’를	90/SN+%/SW+’/SS+를/JKO
가이드라인으로	가이드라인/NNG+으로/JKB
설정했다.	설정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.329.9.3
현재 시장 개방을 하지 않는 초민감 품목 1200개의 선정 등을 놓고 2단계 협상을 벌이고 있다.

현재	현재/MAG
시장	시장/NNG
개방을	개방/NNG+을/JKO
하지	하/VV+지/EC
않는	않/VX+는/ETM
초민감	초/XPN+민감/NNG
품목	품목/NNG
1200개의	1200/SN+개/NNB+의/JKG
선정	선정/NNG
등을	등/NNB+을/JKO
놓고	놓/VV+고/EC
2단계	2/SN+단계/NNG
협상을	협상/NNG+을/JKO
벌이고	벌이/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000041.329.9.4
이 품목의 범위를 놓고 양국의 이해가 크게 갈리기 때문에 큰 진전이 없는 상태다.

이	이/MMD
품목의	품목/NNG+의/JKG
범위를	범위/NNG+를/JKO
놓고	놓/VV+고/EC
양국의	양국/NNG+의/JKG
이해가	이해/NNG+가/JKS
크게	크/VA+게/EC
갈리기	갈리/VV+기/ETN
때문에	때문/NNB+에/JKB
큰	크/VA+ㄴ/ETM
진전이	진전/NNG+이/JKS
없는	없/VA+는/ETM
상태다.	상태/NNG+이/VCP+다/EF+./SF


