# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.62
metadata : {}


# id : NWRW1800000044.62.1.1
[단독] 네이버·다음 이메일 감청, 이렇게 이뤄진다

[단독]	[/SS+단독/NNG+]/SS
네이버·다음	네이버/NNP+·/SP+다음/NNP
이메일	이메일/NNG
감청,	감청/NNG+,/SP
이렇게	이렇/VA+게/EC
이뤄진다	이뤄지/VV+ㄴ다/EF


# id : NWRW1800000044.62.2.1
[한겨레] 네이버, ‘숨은 참조’ 방식으로 수사기관 ‘실시간’ 전송

[한겨레]	[/SS+한겨레/NNP+]/SS
네이버,	네이버/NNP+,/SP
‘숨은	‘/SS+숨/VV+은/ETM
참조’	참조/NNG+’/SS
방식으로	방식/NNG+으로/JKB
수사기관	수사/NNG+기관/NNG
‘실시간’	‘/SS+실시간/NNG+’/SS
전송	전송/NNG


# id : NWRW1800000044.62.3.1
다음카카오, 포워딩 방식…실시간이라 보기 어려워

다음카카오,	다음카카오/NNP+,/SP
포워딩	포워딩/NNG
방식…실시간이라	방식/NNG+…/SE+실시간/NNG+이/VCP+라/EC
보기	보/VV+기/ETN
어려워	어렵/VA+어/EF


# id : NWRW1800000044.62.4.1
‘감청영장 거부’ 논란

‘감청영장	‘/SS+감청/NNG+영장/NNG
거부’	거부/NNG+’/SS
논란	논란/NNG


# id : NWRW1800000044.62.5.1
사이버 사찰 강화 빌미 우려

사이버	사이버/NNG
사찰	사찰/NNG
강화	강화/NNG
빌미	빌미/NNG
우려	우려/NNG


# id : NWRW1800000044.62.6.1
다음카카오 명확한 입장부터 밝혀야

다음카카오	다음카카오/NNP
명확한	명확하/VA+ㄴ/ETM
입장부터	입장/NNG+부터/JX
밝혀야	밝히/VV+어야/EC


# id : NWRW1800000044.62.7.1
다음카카오와 검찰이 ‘한메일’ 이용자에 대한 감청영장 협조 거부 문제를 놓고 논란을 벌이는 과정에서 다음카카오와 네이버 이메일에 대한 정보·수사기관의 감청이 어떻게 이뤄지는지가 드러났다.

다음카카오와	다음카카오/NNP+와/JC
검찰이	검찰/NNG+이/JKS
‘한메일’	‘/SS+한메일/NNP+’/SS
이용자에	이용자/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
감청영장	감청/NNG+영장/NNG
협조	협조/NNG
거부	거부/NNG
문제를	문제/NNG+를/JKO
놓고	놓/VV+고/EC
논란을	논란/NNG+을/JKO
벌이는	벌이/VV+는/ETM
과정에서	과정/NNG+에서/JKB
네이버	네이버/NNP
이메일에	이메일/NNG+에/JKB
정보·수사기관의	정보/NNG+·/SP+수사/NNG+기관/NNG+의/JKG
감청이	감청/NNG+이/JKS
어떻게	어떻/VA+게/EC
이뤄지는지가	이뤄지/VV+는지/EF+가/JKS
드러났다.	드러나/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.62.7.2
정보·수사기관의 이메일 감청 방법이 구체적으로 드러나기는 처음으로, 이를 통해 다음카카오가 정보·수사기관의 이메일 감청영장 집행 협조 요청을 거부한 이유도 엿볼 수 있다.

정보·수사기관의	정보/NNG+·/SP+수사/NNG+기관/NNG+의/JKG
이메일	이메일/NNG
감청	감청/NNG
방법이	방법/NNG+이/JKS
