# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.370
metadata : {}


# id : NWRW1800000030.370.1.1
[충청] "임기 중 프로축구단 창단 어렵다"

[충청]	[/SS+충청/NNP+]/SS
"임기	"/SS+임기/NNG
중	중/NNB
프로축구단	프로/NNG+축구단/NNG
창단	창단/NNG
어렵다"	어렵/VA+다/EF+"/SS


# id : NWRW1800000030.370.2.1
•이시종 지사 기자간담회

•이시종	•/SW+이시종/NNP
지사	지사/NNG
기자간담회	기자/NNG+간담회/NNG


# id : NWRW1800000030.370.3.1
이시종 충북지사가 지방선거에서 공약으로 내세운 도민프로축구단 창단이 임기 내에는 사실상 어려울 것으로 보인다.

이시종	이시종/NNP
충북지사가	충북/NNP+지사/NNG+가/JKS
지방선거에서	지방/NNG+선거/NNG+에서/JKB
공약으로	공약/NNG+으로/JKB
내세운	내세우/VV+ㄴ/ETM
도민프로축구단	도민프로축구단/NNP
창단이	창단/NNG+이/JKS
임기	임기/NNG
내에는	내/NNB+에/JKB+는/JX
사실상	사실/NNG+상/XSN
어려울	어렵/VA+ㄹ/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.370.3.2
이 지사는 10일 기자간담회를 열어 "재정 여건과 시설 인프라 등에서 어려움이 많아 현 시점에서 프로축구단을 창단하는 것은 시기상조라는 여론이 대다수"라며 "공약인 프로축구단 창단을 즉각 시행하지 못하는 점에 대해 축구 관계자와 도민 여러분께 송구하다는 말씀을 드린다"고 말했다.

이	이/NNP
지사는	지사/NNG+는/JX
10일	10/SN+일/NNB
기자간담회를	기자/NNG+간담회/NNG+를/JKO
열어	열/VV+어/EC
"재정	"/SS+재정/NNG
여건과	여건/NNG+과/JC
시설	시설/NNG
인프라	인프라/NNG
등에서	등/NNB+에서/JKB
어려움이	어려움/NNG+이/JKS
많아	많/VA+아/EC
현	현/MMD
시점에서	시점/NNG+에서/JKB
프로축구단을	프로/NNG+축구단/NNG+을/JKO
창단하는	창단/NNG+하/XSV+는/ETM
것은	것/NNB+은/JX
시기상조라는	시기상조/NNG+이/VCP+라는/ETM
여론이	여론/NNG+이/JKS
대다수"라며	대/XPN+다수/NNG+"/SS+이/VCP+라며/EC
"공약인	"/SS+공약/NNG+이/VCP+ㄴ/ETM
프로축구단	프로/NNG+축구단/NNG
창단을	창단/NNG+을/JKO
즉각	즉각/MAG
시행하지	시행/NNG+하/XSV+지/EC
못하는	못하/VX+는/ETM
점에	점/NNG+에/JKB
대해	대하/VV+아/EC
축구	축구/NNG
관계자와	관계자/NNG+와/JC
도민	도민/NNG
여러분께	여러분/NP+께/JKB
송구하다는	송구하/VA+다는/ETM
말씀을	말씀/NNG+을/JKO
드린다"고	드리/VV+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.370.4.1
이 지사는 "프로축구단 창단에 대한 도민 공감대를 지속적으로 형성하고 도내 기업의 자발적인 참여 등 재원 마련에 대한 구체적인 방안을 마련해 중기적으로는 실업축구단을 창단하고 장기적으로는 프로축구단 창단을 검토하기로 했다"고 덧붙였다.

이	이/NNP
지사는	지사/NNG+는/JX
"프로축구단	"/SS+프로/NNG+축구단/NNG
창단에	창단/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
도민	도민/NNG
공감대를	공감대/NNG+를/JKO
지속적으로	지속/NNG+적/XSN+으로/JKB
형성하고	형성/NNG+하/XSV+고/EC
도내	도내/NNG
기업의	기업/NNG+의/JKG
자발적인	자발/NNG+적/XSN+이/VCP+ㄴ/ETM
참여	참여/NNG
등	등/NNB
재원	재원/NNG
마련에	마련/NNG+에/JKB
