# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.417
metadata : {}


# id : NWRW1800000038.417.1.1
[2013 국감] "좌편향·왜곡" vs "親日·독재 미화"… 국감장으로 번진 교과서 논쟁

[2013	[/SS+2013/SN
국감]	국감/NNG+]/SS
"좌편향·왜곡"	"/SS+좌편향/NNG+·/SP+왜곡/NNG+"/SS
vs	vs/SL
"親日·독재	"/SS+親日/SH+·/SP+독재/NNG
미화"…	미화/NNG+"/SS+…/SE
국감장으로	국감장/NNG+으로/JKB
번진	번지/VV+ㄴ/ETM
교과서	교과서/NNG
논쟁	논쟁/NNG


# id : NWRW1800000038.417.2.1
14일 국회 교육문화체육관광위원회의 교육부 국정감사에서 여야는 최근 논란이 된 한국사 교과서 문제를 놓고 대립했다.

14일	14/SN+일/NNB
국회	국회/NNG
교육문화체육관광위원회의	교육/NNG+문화/NNG+체육/NNG+관광/NNG+위원회/NNG+의/JKG
교육부	교육부/NNG
국정감사에서	국정/NNG+감사/NNG+에서/JKB
여야는	여야/NNG+는/JX
최근	최근/MAG
논란이	논란/NNG+이/JKC
된	되/VV+ㄴ/ETM
한국사	한국사/NNG
교과서	교과서/NNG
문제를	문제/NNG+를/JKO
놓고	놓/VV+고/EC
대립했다.	대립/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.417.3.1
새누리당은 '7종의 교과서는 좌편향돼 있고, 대한민국 정통성을 부정하고 있다'면서 왜곡되고 잘못된 한국사 교과서 8종을 모두 수정해야 한다고 주장했다.

새누리당은	새누리당/NNP+은/JX
'7종의	'/SS+7/SN+종/NNG+의/JKG
교과서는	교과서/NNG+는/JX
좌편향돼	좌편향/NNG+되/XSV+어/EC
있고,	있/VX+고/EC+,/SP
대한민국	대한민국/NNP
정통성을	정통/NNG+성/XSN+을/JKO
부정하고	부정/NNG+하/XSV+고/EC
있다'면서	있/VX+다/EF+'/SS+면서/EC
왜곡되고	왜곡/NNG+되/XSV+고/EC
잘못된	잘못/MAG+되/XSV+ㄴ/ETM
한국사	한국사/NNG
교과서	교과서/NNG
8종을	8/SN+종/NNG+을/JKO
모두	모두/MAG
수정해야	수정/NNG+하/XSV+아야/EC
한다고	하/VX+ㄴ다고/EC
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.417.3.2
반면 민주당 등 야당은 '교학사가 펴낸 고등학교 한국사 교과서가 친일·독재를 미화했다'면서 교학사 교과서 검정을 취소해야 한다고 주장했다.

반면	반면/NNG
민주당	민주당/NNP
등	등/NNB
야당은	야당/NNG+은/JX
'교학사가	'/SS+교학사/NNP+가/JKS
펴낸	펴내/VV+ㄴ/ETM
고등학교	고등학교/NNG
한국사	한국사/NNG
교과서가	교과서/NNG+가/JKS
친일·독재를	친일/NNG+·/SP+독재/NNG+를/JKO
미화했다'면서	미화/NNG+하/XSV+았/EP+다/EF+'/SS+면서/EC
교학사	교학사/NNP
교과서	교과서/NNG
검정을	검정/NNG+을/JKO
취소해야	취소/NNG+하/XSV+아야/EC
한다고	하/VX+ㄴ다고/EC
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.417.4.1
새누리당 김세연 의원은 "'남침·북침 여부는 중요하지 않다'고 주장하는 수정주의 사관을 담은 좌편향 7종 교과서를 지키느라 국감이 파행을 겪고 있다"고 말했다.

새누리당	새누리당/NNP
김세연	김세연/NNP
