# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.213
metadata : {}


# id : NWRW1800000022.213.1.1
[NEWS & VIEW] 核, 北은 되고 南은 안된다는 '어떤 이중성'

[NEWS	[/SS+NEWS/SL
&	&/SW
VIEW]	VIEW/SL+]/SS
核,	核/SH+,/SP
北은	北/SH+은/JX
되고	되/VV+고/EC
南은	南/SH+은/JX
안된다는	안/MAG+되/XSV+ㄴ다는/ETM
'어떤	'/SS+어떤/MMD
이중성'	이중/NNG+성/XSN+'/SS


# id : NWRW1800000022.213.2.1
핵(核)으로 무기를 만든다 해도 북(北)이 하면 '자위용'이라고 감싸고, 핵(核)을 평화적으로 이용한다 해도 남(南)이 하면 '위험한 장난'이 된다.

핵(核)으로	핵/NNG+(/SS+核/SH+)/SS+으로/JKB
무기를	무기/NNG+를/JKO
만든다	만들/VV+ㄴ다/EF
해도	하/VV+아도/EC
북(北)이	북/NNP+(/SS+北/SH+)/SS+이/JKS
하면	하/VV+면/EC
'자위용'이라고	'/SS+자위/NNG+용/XSN+'/SS+이라고/JKQ
감싸고,	감싸/VV+고/EC+,/SP
핵(核)을	핵/NNG+(/SS+核/SH+)/SS+을/JKO
평화적으로	평화/NNG+적/XSN+으로/JKB
이용한다	이용/NNG+하/XSV+ㄴ다/EF
남(南)이	남/NNP+(/SS+南/SH+)/SS+이/JKS
'위험한	'/SS+위험/NNG+하/XSA+ㄴ/ETM
장난'이	장난/NNG+'/SS+이/JKC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.213.2.2
이명박 정부가 '우리 영해에서 북 선박 검색'을 할 수 있는 PSI에 가입하면 "전쟁 난다"고 공포 분위기를 조성하고, 오바마 정부가 '공해에서까지 북 선박 검색'을 할 수 있는 유엔 제재를 추진하면 잠잠하기만 하다.

이명박	이명박/NNP
정부가	정부/NNG+가/JKS
'우리	'/SS+우리/NP
영해에서	영해/NNG+에서/JKB
북	북/NNP
선박	선박/NNG
검색'을	검색/NNG+'/SS+을/JKO
할	하/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
PSI에	PSI/SL+에/JKB
가입하면	가입/NNG+하/XSV+면/EC
"전쟁	"/SS+전쟁/NNG
난다"고	나/VV+ㄴ다/EF+"/SS+고/JKQ
공포	공포/NNG
분위기를	분위기/NNG+를/JKO
조성하고,	조성/NNG+하/XSV+고/EC+,/SP
오바마	오바마/NNP
'공해에서까지	'/SS+공해/NNG+에서/JKB+까지/JX
유엔	유엔/NNP
제재를	제재/NNG+를/JKO
추진하면	추진/NNG+하/XSV+면/EC
잠잠하기만	잠잠하/VA+기/ETN+만/JX
하다.	하/VX+다/EF+./SF


# id : NWRW1800000022.213.2.3
야당 및 진보좌파는 북핵 문제에 대해 이처럼 '내 편, 네 편에 따라 달라지는' 이중 잣대를 들이대고 있다.

야당	야당/NNG
및	및/MAG
진보좌파는	진보/NNG+좌파/NNG+는/JX
북핵	북핵/NNG
문제에	문제/NNG+에/JKB
대해	대하/VV+아/EC
이처럼	이/NP+처럼/JKB
'내	'/SS+나/NP+의/JKG
편,	편/NNG+,/SP
네	너/NP+의/JKG
편에	편/NNG+에/JKB
따라	따르/VV+아/EC
달라지는'	달라지/VV+는/ETM+'/SS
이중	이중/NNG
잣대를	잣대/NNG+를/JKO
들이대고	들이대/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.213.3.1
민주당은 15일 한·미 정상회담을 위해 출국한 이명박 대통령에게 "오바마(Obama) 대통령을 배우고 오라"는 메시지를 보냈다.

민주당은	민주당/NNP+은/JX
15일	15/SN+일/NNB
한·미	한·미/NNP
정상회담을	정상/NNG+회담/NNG+을/JKO
위해	위하/VV+아/EC
출국한	출국/NNG+하/XSV+ㄴ/ETM
이명박	이명박/NNP
대통령에게	대통령/NNG+에게/JKB
"오바마(Obama)	"/SS+오바마/NNP+(/SS+Obama/SL+)/SS
대통령을	대통령/NNG+을/JKO
배우고	배우/VV+고/EC
오라"는	오/VV+라/EF+"/SS+는/ETM
메시지를	메시지/NNG+를/JKO
보냈다.	보내/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.213.3.2
정세균 대표는 이날 "지금은 오바마 대통령의 담대한 외교가 필요한 시점"이라고 했고, 이강래 원내대표도 "오바마 대통령으로부터 소통과 포용성 등을 배워오면 대한민국을 위해 좋을 것"이라고 말했다.

정세균	정세균/NNP
대표는	대표/NNG+는/JX
이날	이날/NNG
"지금은	"/SS+지금/NNG+은/JX
오바마	오바마/NNP
대통령의	대통령/NNG+의/JKG
담대한	담대/NNG+하/XSA+ㄴ/ETM
외교가	외교/NNG+가/JKS
필요한	필요/NNG+하/XSA+ㄴ/ETM
시점"이라고	시점/NNG+"/SS+이라고/JKQ
했고,	하/VV+았/EP+고/EC+,/SP
이강래	이강래/NNP
원내대표도	원내/NNG+대표/NNG+도/JX
"오바마	"/SS+오바마/NNP
대통령으로부터	대통령/NNG+으로부터/JKB
소통과	소통/NNG+과/JC
포용성	포용/NNG+성/XSN
등을	등/NNB+을/JKO
배워오면	배우/VV+어/EC+오/VX+면/EC
대한민국을	대한민국/NNP+을/JKO
위해	위하/VV+아/EC
좋을	좋/VA+을/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.213.4.1
그러나 요즘 북한에 대한 대응은 이명박 대통령보다 오바마 대통령이 훨씬 강경하다.

그러나	그러나/MAJ
요즘	요즘/NNG
북한에	북한/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
대응은	대응/NNG+은/JX
이명박	이명박/NNP
대통령보다	대통령/NNG+보다/JKB
오바마	오바마/NNP
대통령이	대통령/NNG+이/JKS
훨씬	훨씬/MAG
강경하다.	강경/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000022.213.4.2
그는 지난 6일 프랑스에서 북핵에 대한 질문을 받자 "북한의 지난 수개월간 행동은 엄청나게 도발적(Provocative)"이라며 "우리는 북한의 도발에 대해 보상하려는 정책을 계속할 생각이 없다"고 했다.

그는	그/NP+는/JX
지난	지나/VV+ㄴ/ETM
6일	6/SN+일/NNB
프랑스에서	프랑스/NNP+에서/JKB
북핵에	북핵/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
질문을	질문/NNG+을/JKO
받자	받/VV+자/EC
"북한의	"/SS+북한/NNP+의/JKG
수개월간	수개월/NNG+간/XSN
행동은	행동/NNG+은/JX
엄청나게	엄청나/VA+게/EC
도발적(Provocative)"이라며	도발/NNG+적/XSN+(/SS+Provocative/SL+)/SS+"/SS+이/VCP+라며/EC
"우리는	"/SS+우리/NP+는/JX
북한의	북한/NNP+의/JKG
도발에	도발/NNG+에/JKB
대해	대하/VV+아/EC
보상하려는	보상/NNG+하/XSV+려는/ETM
정책을	정책/NNG+을/JKO
계속할	계속/NNG+하/XSV+ㄹ/ETM
생각이	생각/NNG+이/JKS
없다"고	없/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.213.5.1
미국은 유엔 안보리 제재와 별도로 강도 높은 대북 금융제재를 예고하고 있다.

미국은	미국/NNP+은/JX
유엔	유엔/NNP
안보리	안보리/NNG
제재와	제재/NNG+와/JKB
별도로	별도/NNG+로/JKB
강도	강도/NNG
높은	높/VA+은/ETM
대북	대북/NNG
