# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.96
metadata : {}


# id : NWRW1800000030.96.1.1
美 최고 암센터 사표 쓰고… "고국서 항암 연구" 한국行

美	美/SH
최고	최고/NNG
암센터	암/NNG+센터/NNG
사표	사표/NNG
쓰고…	쓰/VV+고/EC+…/SE
"고국서	"/SS+고국/NNG+서/JKB
항암	항암/NNG
연구"	연구/NNG+"/SS
한국行	한국/NNP+行/SH


# id : NWRW1800000030.96.2.1
•서울대 부임 이호영 교수

•서울대	•/SW+서울대/NNP
부임	부임/NNG
이호영	이호영/NNP
교수	교수/NNG


# id : NWRW1800000030.96.3.1
"미국에서 해온 항암(抗癌) 연구를 한국에서 꽃피워 보겠습니다."

"미국에서	"/SS+미국/NNP+에서/JKB
해온	하/VV+아/EC+오/VX+ㄴ/ETM
항암(抗癌)	항암/NNG+(/SS+抗癌/SH+)/SS
연구를	연구/NNG+를/JKO
한국에서	한국/NNP+에서/JKB
꽃피워	꽃피우/VV+어/EC
보겠습니다."	보/VX+겠/EP+습니다/EF+./SF+"/SS


# id : NWRW1800000030.96.4.1
세계 최고 수준의 미국 암센터에서 종신교수로 활동하던 한국인 교수가 사표를 내고 귀국했다.

세계	세계/NNG
최고	최고/NNG
수준의	수준/NNG+의/JKG
미국	미국/NNP
암센터에서	암/NNG+센터/NNG+에서/JKB
종신교수로	종신/NNG+교수/NNG+로/JKB
활동하던	활동/NNG+하/XSV+던/ETM
한국인	한국인/NNG
교수가	교수/NNG+가/JKS
사표를	사표/NNG+를/JKO
내고	내/VV+고/EC
귀국했다.	귀국/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.96.4.2
최근 서울대 약대 제약학과에 부임한 이호영(49) 교수다.

최근	최근/MAG
서울대	서울대/NNP
약대	약대/NNG
제약학과에	제약/NNG+학과/NNG+에/JKB
부임한	부임/NNG+하/XSV+ㄴ/ETM
이호영(49)	이호영/NNP+(/SS+49/SN+)/SS
교수다.	교수/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.96.4.3
그가 있던 텍사스대학 'MD 앤더슨 암센터'는 이건희 삼성전자 회장 등 재벌 총수들이 치료하러 갈 만큼 최고 권위를 자랑한다.

그가	그/NP+가/JKS
있던	있/VA+던/ETM
텍사스대학	텍사스대학/NNP
'MD	'/SS+MD/SL
앤더슨	앤더슨/NNP
암센터'는	암/NNG+센터/NNG+'/SS+는/JX
이건희	이건희/NNP
삼성전자	삼성전자/NNP
회장	회장/NNG
등	등/NNB
재벌	재벌/NNG
총수들이	총수/NNG+들/XSN+이/JKS
치료하러	치료/NNG+하/XSV+러/EC
갈	가/VV+ㄹ/ETM
만큼	만큼/NNB
최고	최고/NNG
권위를	권위/NNG+를/JKO
자랑한다.	자랑/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.96.5.1
MD 앤더슨 암센터 종신교수로 재직하며 연구에 몰두하던 이 교수는 "진행해온 프로젝트를 그만둬야 해서 (동료들에게) 미안했다"면서도 "우리나라의 암 치료의 중개(仲介)연구 분야를 개척하고 싶어 한국행을 택했다"고 말했다.

MD	MD/SL
앤더슨	앤더슨/NNP
암센터	암/NNG+센터/NNG
종신교수로	종신/NNG+교수/NNG+로/JKB
재직하며	재직/NNG+하/XSV+며/EC
연구에	연구/NNG+에/JKB
몰두하던	몰두/NNG+하/XSV+던/ETM
이	이/NNP
교수는	교수/NNG+는/JX
"진행해온	"/SS+진행/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
프로젝트를	프로젝트/NNG+를/JKO
그만둬야	그만두/VV+어야/EC
해서	하/VX+아서/EC
(동료들에게)	(/SS+동료/NNG+들/XSN+에게/JKB+)/SS
미안했다"면서도	미안/NNG+하/XSA+았/EP+다/EF+"/SS+면서/EC+도/JX
"우리나라의	"/SS+우리나라/NNG+의/JKG
암	암/NNG
치료의	치료/NNG+의/JKG
중개(仲介)연구	중개/NNG+(/SS+仲介/SH+)/SS+연구/NNG
분야를	분야/NNG+를/JKO
개척하고	개척/NNG+하/XSV+고/EC
싶어	싶/VX+어/EC
한국행을	한국행/NNG+을/JKO
택했다"고	택하/VV+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.96.5.2
'중개연구'란 기초학문과 임상시험을 연계하는 분야로, 이 교수는 폐암과 두경부(頭頸部)암을 전문했다.

'중개연구'란	'/SS+중개/NNG+연구/NNG+'/SS+이란/JX
기초학문과	기초/NNG+학문/NNG+과/JC
임상시험을	임상/NNG+시험/NNG+을/JKO
연계하는	연계/NNG+하/XSV+는/ETM
분야로,	분야/NNG+로/JKB+,/SP
이	이/NNP
교수는	교수/NNG+는/JX
폐암과	폐암/NNG+과/JC
두경부(頭頸部)암을	두경부/NNG+(/SS+頭頸部/SH+)/SS+암/NNG+을/JKO
전문했다.	전문/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.96.5.3
앞으로는 위암·간암·췌장암 등으로 연구 분야를 넓힐 계획이다.

앞으로는	앞/NNG+으로/JKB+는/JX
위암·간암·췌장암	위암/NNG+·/SP+간암/NNG+·/SP+췌장암/NNG
등으로	등/NNB+으로/JKB
연구	연구/NNG
분야를	분야/NNG+를/JKO
넓힐	넓히/VV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.96.6.1
이 교수는 1992년 이화여대에서 약학박사 학위를 받은 뒤 1995년 남편과 미국으로 갔다.

이	이/NNP
교수는	교수/NNG+는/JX
1992년	1992/SN+년/NNB
이화여대에서	이화여대/NNP+에서/JKB
약학박사	약학/NNG+박사/NNG
학위를	학위/NNG+를/JKO
받은	받/VV+은/ETM
뒤	뒤/NNG
1995년	1995/SN+년/NNB
남편과	남편/NNG+과/JKB
미국으로	미국/NNP+으로/JKB
갔다.	가/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.96.6.2
텍사스대 전임강사를 거쳐 조교수에 임명됐고, 미국 국립보건원(NIH) 연구지원금을 3차례 연속 받는 등 두각을 나타냈다.

텍사스대	텍사스대/NNP
전임강사를	전임/NNG+강사/NNG+를/JKO
거쳐	거치/VV+어/EC
조교수에	조교수/NNG+에/JKB
임명됐고,	임명/NNG+되/XSV+었/EP+고/EC+,/SP
미국	미국/NNP
국립보건원(NIH)	국립/NNG+보건원/NNG+(/SS+NIH/SL+)/SS
연구지원금을	연구/NNG+지원금/NNG+을/JKO
3차례	3/SN+차례/NNG
연속	연속/NNG
받는	받/VV+는/ETM
등	등/NNB
두각을	두각/NNG+을/JKO
나타냈다.	나타내/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.96.6.3
2009년 종신교수직을 받은 직후 서울대로부터 교수 제의를 받았다.

2009년	2009/SN+년/NNB
종신교수직을	종신/NNG+교수직/NNG+을/JKO
받은	받/VV+은/ETM
직후	직후/NNG
서울대로부터	서울대/NNP+로부터/JKB
교수	교수/NNG
제의를	제의/NNG+를/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.96.7.1
이 교수는 "미국에서는 연구가 세부 분야에 국한됐는데, 한국에서는 기초연구도 하며 분야를 넓힐 수 있다"며 "탁월한 역량을 가진 내 나라의 후배들을 가르치고 싶은 마음도 컸다"고 했다.

이	이/NNP
교수는	교수/NNG+는/JX
"미국에서는	"/SS+미국/NNP+에서/JKB+는/JX
연구가	연구/NNG+가/JKS
세부	세부/NNG
분야에	분야/NNG+에/JKB
국한됐는데,	국한/NNG+되/XSV+었/EP+는데/EC+,/SP
한국에서는	한국/NNP+에서/JKB+는/JX
기초연구도	기초/NNG+연구/NNG+도/JX
하며	하/VV+며/EC
분야를	분야/NNG+를/JKO
넓힐	넓히/VV+ㄹ/ETM
수	수/NNB
있다"며	있/VA+다/EF+"/SS+며/EC
"탁월한	"/SS+탁월하/VA+ㄴ/ETM
역량을	역량/NNG+을/JKO
가진	가지/VV+ㄴ/ETM
내	나/NP+의/JKG
나라의	나라/NNG+의/JKG
후배들을	후배/NNG+들/XSN+을/JKO
가르치고	가르치/VV+고/EC
싶은	싶/VX+은/ETM
마음도	마음/NNG+도/JX
컸다"고	크/VA+었/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.96.7.2
그는 후배들에게 "5~10년 일에만 집중하다 보면 기회가 열릴 것"이라며 "인생에 보장되는 것은 없다.

그는	그/NP+는/JX
후배들에게	후배/NNG+들/XSN+에게/JKB
"5~10년	"/SS+5/SN+~/SO+10/SN+년/NNB
일에만	일/NNG+에/JKB+만/JX
집중하다	집중/NNG+하/XSV+다/EC
보면	보/VX+면/EC
기회가	기회/NNG+가/JKS
열릴	열리/VV+ㄹ/ETM
것"이라며	것/NNB+"/SS+이/VCP+라며/EC
"인생에	"/SS+인생/NNG+에/JKB
보장되는	보장/NNG+되/XSV+는/ETM
것은	것/NNB+은/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000030.96.7.3
하고 싶은 일에 올인하는 자세가 필요하다"고 조언했다.

하고	하/VV+고/EC
싶은	싶/VX+은/ETM
일에	일/NNG+에/JKB
올인하는	올인/NNG+하/XSV+는/ETM
자세가	자세/NNG+가/JKS
필요하다"고	필요/NNG+하/XSA+다/EF+"/SS+고/JKQ
조언했다.	조언/NNG+하/XSV+았/EP+다/EF+./SF


