# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.416
metadata : {}


# id : NWRW1800000030.416.1.1
[충청] "여러분 꿈 & 끼 청주서 맘껏 펼치세요"

[충청]	[/SS+충청/NNP+]/SS
"여러분	"/SS+여러분/NP
꿈	꿈/NNG
&	&/SW
끼	끼/NNG
청주서	청주/NNP+서/JKB
맘껏	맘껏/MAG
펼치세요"	펼치/VV+시/EP+어요/EF+"/SS


# id : NWRW1800000030.416.2.1
?내일부터 이틀간 첫 '중국인 유학생 페스티벌' 전국 최대 유학생잔치 전망, 패션쇼·공연 등 행사 풍성

?내일부터	?/SF+내일/NNG+부터/JX
이틀간	이틀/NNG+간/XSN
첫	첫/MMN
'중국인	'/SS+중국인/NNG
유학생	유학/NNG+생/XSN
페스티벌'	페스티벌/NNG+'/SS
전국	전국/NNG
최대	최대/NNG
유학생잔치	유학/NNG+생/XSN+잔치/NNG
전망,	전망/NNG+,/SP
패션쇼·공연	패션쇼/NNG+·/SP+공연/NNG
등	등/NNB
행사	행사/NNG
풍성	풍성/NNG


# id : NWRW1800000030.416.3.1
충북 청주에서 한국과 중국의 대학생들이 어울려 우정을 다지는 대규모 축제행사가 열린다.

충북	충북/NNP
청주에서	청주/NNP+에서/JKB
한국과	한국/NNP+과/JC
중국의	중국/NNP+의/JKG
대학생들이	대학/NNG+생/XSN+들/XSN+이/JKS
어울려	어울리/VV+어/EC
우정을	우정/NNG+을/JKO
다지는	다지/VV+는/ETM
대규모	대/XPN+규모/NNG
축제행사가	축제/NNG+행사/NNG+가/JKS
열린다.	열리/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.416.4.1
충북도는 6~7일 이틀 동안 청주예술의전당 일대에서 '제1회 중국인 유학생 페스티벌'을 개최한다.

충북도는	충북도/NNP+는/JX
6~7일	6/SN+~/SO+7/SN+일/NNB
이틀	이틀/NNG
동안	동안/NNG
청주예술의전당	청주예술의전당/NNP
일대에서	일대/NNG+에서/JKB
'제1회	'/SS+제/XPN+1/SN+회/NNB
중국인	중국인/NNG
유학생	유학/NNG+생/XSN
페스티벌'을	페스티벌/NNG+'/SS+을/JKO
개최한다.	개최/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.416.4.2
충청권과 중국의 교류를 증진한다는 의미의 '충중친교(忠中親交)'를 주제로 한 이번 축제는 국내 중국 관련 기관·단체가 총집결하는 전국 최대의 중국인 유학생 축제가 될 전망이다.

충청권과	충청/NNP+권/XSN+과/JC
중국의	중국/NNP+의/JKG
교류를	교류/NNG+를/JKO
증진한다는	증진/NNG+하/XSV+ㄴ다는/ETM
의미의	의미/NNG+의/JKG
'충중친교(忠中親交)'를	'/SS+충/NNP+중/NNP+친교/NNG+(/SS+忠中親交/SH+)/SS+'/SS+를/JKO
주제로	주제/NNG+로/JKB
한	하/VV+ㄴ/ETM
이번	이번/NNG
축제는	축제/NNG+는/JX
국내	국내/NNG
중국	중국/NNP
관련	관련/NNG
기관·단체가	기관/NNG+·/SP+단체/NNG+가/JKS
총집결하는	총집결/NNG+하/XSV+는/ETM
전국	전국/NNG
최대의	최대/NNG+의/JKG
중국인	중국인/NNG
유학생	유학/NNG+생/XSN
축제가	축제/NNG+가/JKC
될	되/VV+ㄹ/ETM
전망이다.	전망/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.416.5.1
충북도는 "내년 한·중 수교 20주년을 앞두고 중국과의 동반성장 등 국가정책을 뒷받침하는 매우 의미있는 축제"라며 "충북이 중국과의 교류를 주도한다는 야심찬 의도도 있다"고 밝혔다.

충북도는	충북도/NNP+는/JX
"내년	"/SS+내년/NNG
한·중	한·중/NNP
수교	수교/NNG
20주년을	20/SN+주년/NNB+을/JKO
앞두고	앞두/VV+고/EC
중국과의	중국/NNP+과/JKB+의/JKG
동반성장	동반/NNG+성장/NNG
등	등/NNB
국가정책을	국가/NNG+정책/NNG+을/JKO
뒷받침하는	뒷받침/NNG+하/XSV+는/ETM
매우	매우/MAG
의미있는	의미/NNG+있/VA+는/ETM
축제"라며	축제/NNG+"/SS+이/VCP+라며/EC
"충북이	"/SS+충북/NNP+이/JKS
교류를	교류/NNG+를/JKO
주도한다는	주도/NNG+하/XSV+ㄴ다는/ETM
야심찬	야심/NNG+차/VV+ㄴ/ETM
의도도	의도/NNG+도/JX
있다"고	있/VA+다/EF+"/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.416.6.1
◆학생 1500명에 中 대사관 간부·언론인도 참가

◆학생	◆/SW+학생/NNG
1500명에	1500/SN+명/NNB+에/JKB
中	中/SH
대사관	대사관/NNG
간부·언론인도	간부/NNG+·/SP+언론인/NNG+도/JX
참가	참가/NNG


# id : NWRW1800000030.416.7.1
페스티벌에는 충청권 대학에 다니는 중국인 유학생 7200명 가운데 15개 대학 1500명가량이 참석할 예정이다.

페스티벌에는	페스티벌/NNG+에/JKB+는/JX
충청권	충청/NNP+권/XSN
대학에	대학/NNG+에/JKB
다니는	다니/VV+는/ETM
중국인	중국인/NNG
유학생	유학/NNG+생/XSN
7200명	7200/SN+명/NNB
가운데	가운데/NNG
15개	15/SN+개/NNB
대학	대학/NNG
1500명가량이	1500/SN+명/NNB+가량/XSN+이/JKS
참석할	참석/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.416.7.2
충청권에서 중국인 유학생이 가장 많은 청주대를 비롯해 충북도내에서 1200명이 참석하고 충남 110명, 대전 190명이 참석한다.

충청권에서	충청/NNP+권/XSN+에서/JKB
중국인	중국인/NNG
유학생이	유학/NNG+생/XSN+이/JKS
가장	가장/MAG
많은	많/VA+은/ETM
청주대를	청주대/NNP+를/JKO
비롯해	비롯하/VV+아/EC
충북도내에서	충북/NNP+도내/NNG+에서/JKB
1200명이	1200/SN+명/NNB+이/JKS
참석하고	참석/NNG+하/XSV+고/EC
충남	충남/NNP
110명,	110/SN+명/NNB+,/SP
대전	대전/NNP
190명이	190/SN+명/NNB+이/JKS
참석한다.	참석/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.416.7.3
또 5개 대학 유학생 부모 126명과 중국 정부 고위급 인사, 주한중국대사관 간부, 중국공연단, 한국주재 중국 언론인, 도내 대학생 등이 참가한다.

또	또/MAG
5개	5/SN+개/NNB
대학	대학/NNG
유학생	유학/NNG+생/XSN
부모	부모/NNG
126명과	126/SN+명/NNB+과/JKB
중국	중국/NNP
정부	정부/NNG
고위급	고위급/NNG
인사,	인사/NNG+,/SP
주한중국대사관	주한중국대사관/NNP
간부,	간부/NNG+,/SP
중국공연단,	중국/NNP+공연단/NNG+,/SP
한국주재	한국/NNP+주재/NNG
언론인,	언론인/NNG+,/SP
도내	도내/NNG
대학생	대학/NNG+생/XSN
등이	등/NNB+이/JKS
참가한다.	참가/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.416.8.1
축제행사는 학생들의 자율적 참여를 유도하면서 흥미와 경쟁을 유발하는 프로그램으로 짜여진다.

축제행사는	축제/NNG+행사/NNG+는/JX
학생들의	학생/NNG+들/XSN+의/JKG
자율적	자율/NNG+적/XSN
참여를	참여/NNG+를/JKO
유도하면서	유도/NNG+하/XSV+면서/EC
흥미와	흥미/NNG+와/JC
경쟁을	경쟁/NNG+을/JKO
유발하는	유발/NNG+하/XSV+는/ETM
프로그램으로	프로그램/NNG+으로/JKB
짜여진다.	짜이/VV+어/EC+지/VX+ㄴ다/EF+./SF


# id : NWRW1800000030.416.8.2
레크리에이션 성격의 어울림한마당에선 단체줄넘기, 씨름, OX퀴즈, 줄다리기, 대박터뜨리기, 강강술래 등이 펼쳐진다.

레크리에이션	레크리에이션/NNG
성격의	성격/NNG+의/JKG
어울림한마당에선	어울림/NNG+한/XPN+마당/NNG+에서/JKB+ㄴ/JX
단체줄넘기,	단체/NNG+줄넘기/NNG+,/SP
씨름,	씨름/NNG+,/SP
OX퀴즈,	OX/SL+퀴즈/NNG+,/SP
줄다리기,	줄다리기/NNG+,/SP
대박터뜨리기,	대/XPN+박/NNG+터뜨리/VV+기/ETN+,/SP
강강술래	강강술래/NNG
등이	등/NNB+이/JKS
펼쳐진다.	펼쳐지/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.416.8.3
요리자랑, 장기자랑 등 젊음의 끼를 발산하는 경연대회도 열린다.

요리자랑,	요리/NNG+자랑/NNG+,/SP
장기자랑	장기/NNG+자랑/NNG
등	등/NNB
젊음의	젊음/NNG+의/JKG
끼를	끼/NNG+를/JKO
