# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.210
metadata : {}


# id : NWRW1800000026.210.1.1
[심층분석] "구리가 돌아왔다";전도성·항균성 뛰어난 구리 스마트폰 등 IT 소재로 주목… 병원·고급 주택에서도 각광

[심층분석]	[/SS+심층/NNG+분석/NNG+]/SS
"구리가	"/SS+구리/NNG+가/JKS
돌아왔다";전도성·항균성	돌아오/VV+았/EP+다/EF+"/SS+;/SP+전도/NNG+성/XSN+·/SP+항균/NNG+성/XSN
뛰어난	뛰어나/VA+ㄴ/ETM
구리	구리/NNG
스마트폰	스마트폰/NNG
등	등/NNB
IT	IT/SL
소재로	소재/NNG+로/JKB
주목…	주목/NNG+…/SE
병원·고급	병원/NNG+·/SP+고급/NNG
주택에서도	주택/NNG+에서/JKB+도/JX
각광	각광/NNG


# id : NWRW1800000026.210.2.1
최근 삼성전자가 출시한 스마트폰 갤럭시S.

최근	최근/NNG
삼성전자가	삼성전자/NNP+가/JKS
출시한	출시/NNG+하/XSV+ㄴ/ETM
스마트폰	스마트폰/NNG
갤럭시S.	갤럭시S/NNP+./SF


# id : NWRW1800000026.210.2.2
두께가 1㎝가 안 될 정도로 얇고 가볍다.

두께가	두께/NNG+가/JKS
1㎝가	1/SN+㎝/SW+가/JKC
안	안/MAG
될	되/VV+ㄹ/ETM
정도로	정도/NNG+로/JKB
얇고	얇/VA+고/EC
가볍다.	가볍/VA+다/EF+./SF


# id : NWRW1800000026.210.2.3
휴대전화가 이처럼 얇아질 수 있는 것은 모양이 자유롭게 변하는 연성 회로기판(전자부품을 설치하는 보드판)이 있어야 가능하다.

휴대전화가	휴대/NNG+전화/NNG+가/JKS
이처럼	이/NP+처럼/JKB
얇아질	얇아지/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
것은	것/NNB+은/JX
모양이	모양/NNG+이/JKS
자유롭게	자유/NNG+롭/XSA+게/EC
변하는	변하/VV+는/ETM
연성	연성/NNG
회로기판(전자부품을	회로/NNG+기판/NNG+(/SS+전자/NNG+부품/NNG+을/JKO
설치하는	설치/NNG+하/XSV+는/ETM
보드판)이	보드/NNG+판/NNG+)/SS+이/JKS
있어야	있/VA+어야/EC
가능하다.	가능/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000026.210.2.4
이 연성 회로기판의 주 재료가 바로 구리(동·銅)이다.

이	이/MMD
연성	연성/NNG
회로기판의	회로/NNG+기판/NNG+의/JKG
주	주/MMA
재료가	재료/NNG+가/JKS
바로	바로/MAG
구리(동·銅)이다.	구리/NNG+(/SS+동/NNG+·/SP+銅/SH+)/SS+이/VCP+다/EF+./SF


# id : NWRW1800000026.210.2.5
구리판 아래에 특수 플라스틱을 밀착시켜 만든다.

구리판	구리판/NNG
아래에	아래/NNG+에/JKB
특수	특수/NNG
플라스틱을	플라스틱/NNG+을/JKO
밀착시켜	밀착/NNG+시키/XSV+어/EC
만든다.	만들/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.210.3.1
부엌 전문기업인 한샘이 최근 스위스에서 수입해 들여온 구리 수도꼭지의 1개 가격은 무려 120만원.

부엌	부엌/NNG
전문기업인	전문/NNG+기업/NNG+이/VCP+ㄴ/ETM
한샘이	한샘/NNP+이/JKS
최근	최근/NNG
스위스에서	스위스/NNP+에서/JKB
수입해	수입/NNG+하/XSV+아/EC
들여온	들여오/VV+ㄴ/ETM
구리	구리/NNG
수도꼭지의	수도꼭지/NNG+의/JKG
1개	1/SN+개/NNB
가격은	가격/NNG+은/JX
무려	무려/MAG
120만원.	120/SN+만/NR+원/NNB+./SF


# id : NWRW1800000026.210.3.2
일반 아연·크롬 도금 제품 가격의 거의 20배나 된다.

일반	일반/NNG
아연·크롬	아연/NNG+·/SP+크롬/NNG
도금	도금/NNG
제품	제품/NNG
가격의	가격/NNG+의/JKG
거의	거의/MAG
20배나	20/SN+배/NNG+나/JX
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.210.3.3
회사 관계자는 "고급스러운 느낌에다가 항균 기능이 있다는 입소문이 나면서 고급 단독주택 수요자들이 많이 찾는다"고 말했다.

회사	회사/NNG
관계자는	관계자/NNG+는/JX
"고급스러운	"/SS+고급/NNG+스럽/XSA+ㄴ/ETM
느낌에다가	느낌/NNG+에다가/JKB
항균	항균/NNG
기능이	기능/NNG+이/JKS
있다는	있/VA+다는/ETM
입소문이	입소문/NNG+이/JKS
나면서	나/VV+면서/EC
고급	고급/NNG
단독주택	단독/NNG+주택/NNG
수요자들이	수요자/NNG+들/XSN+이/JKS
많이	많이/MAG
찾는다"고	찾/VV+는다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.210.4.1
인류가 가장 오랫동안 사용해 온 금속인 동(銅·구리)이 정보통신(IT)·친환경 시대를 맞아 주목받고 있다.

인류가	인류/NNG+가/JKS
가장	가장/MAG
오랫동안	오랫동안/NNG
사용해	사용/NNG+하/XSV+아/EC
온	오/VX+ㄴ/ETM
금속인	금속/NNG+이/VCP+ㄴ/ETM
동(銅·구리)이	동/NNG+(/SS+銅/SH+·/SP+구리/NNG+)/SS+이/JKS
정보통신(IT)·친환경	정보/NNG+통신/NNG+(/SS+IT/SL+)/SS+·/SP+친/XPN+환경/NNG
시대를	시대/NNG+를/JKO
맞아	맞/VV+아/EC
주목받고	주목/NNG+받/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.210.4.2
전도성(傳導性)과 항균성(抗菌性)이 뛰어나 휴대전화·냉장고 등 전자제품부터 인테리어 소품까지 다양한 분야에서 쓰임새가 갈수록 커지고 있다.

전도성(傳導性)과	전도/NNG+성/XSN+(/SS+傳導性/SH+)/SS+과/JC
항균성(抗菌性)이	항균/NNG+성/XSN+(/SS+抗菌性/SH+)/SS+이/JKS
뛰어나	뛰어나/VA+아/EC
휴대전화·냉장고	휴대/NNG+전화/NNG+·/SP+냉장고/NNG
등	등/NNB
전자제품부터	전자/NNG+제품/NNG+부터/JX
인테리어	인테리어/NNG
소품까지	소품/NNG+까지/JX
다양한	다양/NNG+하/XSA+ㄴ/ETM
분야에서	분야/NNG+에서/JKB
쓰임새가	쓰임새/NNG+가/JKS
갈수록	갈수록/MAG
커지고	커지/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.210.5.1
◆세균 박멸! 병원서 각광받는 동(銅)

◆세균	◆/SW+세균/NNG
박멸!	박멸/NNG+!/SF
병원서	병원/NNG+서/JKB
각광받는	각광/NNG+받/XSV+는/ETM
동(銅)	동/NNG+(/SS+銅/SH+)/SS


# id : NWRW1800000026.210.6.1
독일 함부르크에 있는 종합병원 '아스클레피오스 클리닉 반즈베크(Asklepios Clinic in Wandsbek).

독일	독일/NNP
함부르크에	함부르크/NNP+에/JKB
있는	있/VA+는/ETM
종합병원	종합/NNG+병원/NNG
'아스클레피오스	'/SS+아스클레피오스/NNP
클리닉	클리닉/NNP
반즈베크(Asklepios	반즈베크/NNP+(/SS+Asklepios/SL
Clinic	Clinic/SL
in	in/SL
Wandsbek).	Wandsbek/SL+)/SS+./SF


# id : NWRW1800000026.210.6.2
이곳 병원에서는 병실 문 손잡이 등 환자의 손이 닿는 곳은 모두 구리로 만들었다.

이곳	이곳/NP
병원에서는	병원/NNG+에서/JKB+는/JX
병실	병실/NNG
문	문/NNG
손잡이	손잡이/NNG
등	등/NNB
환자의	환자/NNG+의/JKG
손이	손/NNG+이/JKS
닿는	닿/VV+는/ETM
곳은	곳/NNG+은/JX
모두	모두/MAG
구리로	구리/NNG+로/JKB
만들었다.	만들/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.210.6.3
일본 기타사토 대학병원도 최근 의사와 간호사가 사용하는 볼펜 손잡이를 구리 소재로 교체했다.

일본	일본/NNP
기타사토	기타사토/NNP
대학병원도	대학/NNG+병원/NNG+도/JX
최근	최근/NNG
의사와	의사/NNG+와/JC
간호사가	간호사/NNG+가/JKS
사용하는	사용/NNG+하/XSV+는/ETM
볼펜	볼펜/NNG
손잡이를	손잡이/NNG+를/JKO
구리	구리/NNG
소재로	소재/NNG+로/JKB
교체했다.	교체/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.210.6.4
이유는 구리의 항균성 때문.

이유는	이유/NNG+는/JX
구리의	구리/NNG+의/JKG
항균성	항균/NNG+성/XSN
때문.	때문/NNB+./SF


# id : NWRW1800000026.210.6.5
지난해 의학전문 저널인 호스피탈 인펙션(Hospital Infection)에 버밍햄 연구팀이 발표한 논문에 따르면, "변기와 수도꼭지, 병실 문 손잡이 등을 구리로 만든 경우가 다른 소재로 만든 경우보다 세균을 90% 정도 없애는 효과가 있다"고 발표했다.

지난해	지난해/NNG
의학전문	의학/NNG+전문/NNG
저널인	저널/NNG+이/VCP+ㄴ/ETM
호스피탈	호스피탈/NNG
인펙션(Hospital	인펙션/NNG+(/SS+Hospital/SL
Infection)에	Infection/SL+)/SS+에/JKB
버밍햄	버밍햄/NNP
연구팀이	연구/NNG+팀/NNG+이/JKS
발표한	발표/NNG+하/XSV+ㄴ/ETM
논문에	논문/NNG+에/JKB
따르면,	따르/VV+면/EC+,/SP
"변기와	"/SS+변기/NNG+와/JC
수도꼭지,	수도꼭지/NNG+,/SP
병실	병실/NNG
문	문/NNG
손잡이	손잡이/NNG
등을	등/NNB+을/JKO
구리로	구리/NNG+로/JKB
만든	만들/VV+ㄴ/ETM
경우가	경우/NNG+가/JKS
다른	다른/MMD
소재로	소재/NNG+로/JKB
경우보다	경우/NNG+보다/JKB
세균을	세균/NNG+을/JKO
90%	90/SN+%/SW
정도	정도/NNG
없애는	없애/VV+는/ETM
효과가	효과/NNG+가/JKS
있다"고	있/VA+다/EF+"/SS+고/JKQ
발표했다.	발표/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.210.7.1
이런 항균성 때문에 구리는 인테리어 자재로도 널리 쓰인다.

이런	이런/MMD
항균성	항균/NNG+성/XSN
때문에	때문/NNB+에/JKB
구리는	구리/NNG+는/JX
인테리어	인테리어/NNG
자재로도	자재/NNG+로/JKB+도/JX
널리	널리/MAG
쓰인다.	쓰이/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.210.7.2
한샘은 싱크대나 붙박이장 손잡이에 동을 도금한 제품을 내놨다.

한샘은	한샘/NNP+은/JX
싱크대나	싱크대/NNG+나/JC
붙박이장	붙박이장/NNG
손잡이에	손잡이/NNG+에/JKB
동을	동/NNG+을/JKO
도금한	도금/NNG+하/XSV+ㄴ/ETM
제품을	제품/NNG+을/JKO
내놨다.	내놓/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.210.7.3
한샘 관계자는 "동으로 가구를 만들기엔 가격이 비싸 지금은 도금처리만 하는 정도"라며 "색도 예쁘고 녹이 슬지 않아 인기가 많다"고 말했다.

한샘	한샘/NNP
관계자는	관계자/NNG+는/JX
"동으로	"/SS+동/NNG+으로/JKB
가구를	가구/NNG+를/JKO
만들기엔	만들/VV+기/ETN+에/JKB+ㄴ/JX
가격이	가격/NNG+이/JKS
비싸	비싸/VA+아/EC
지금은	지금/NNG+은/JX
도금처리만	도금/NNG+처리/NNG+만/JX
하는	하/VV+는/ETM
정도"라며	정도/NNG+"/SS+이/VCP+라며/EC
"색도	"/SS+색/NNG+도/JX
예쁘고	예쁘/VA+고/EC
녹이	녹/NNG+이/JKS
슬지	슬/VV+지/EC
않아	않/VX+아/EC
인기가	인기/NNG+가/JKS
많다"고	많/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.210.8.1
단독주택 소유자들은 고급스러운 느낌을 주기 위해 동을 쓰고 있다.

단독주택	단독/NNG+주택/NNG
소유자들은	소유자/NNG+들/XSN+은/JX
고급스러운	고급/NNG+스럽/XSA+ㄴ/ETM
느낌을	느낌/NNG+을/JKO
주기	주/VV+기/ETN
위해	위하/VV+아/EC
동을	동/NNG+을/JKO
쓰고	쓰/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.210.8.2
동 생산업체 이구산업 관계자는 "동은 노란색이나 빨간색을 구현해 색감이 예쁘고 세균도 막아 자가 주택 가진 사람들이 동 제품을 DIY(가정용품의 제작이나 장식을 직접하는 것)로 많이 사용한다"고 말했다.

동	동/NNG
생산업체	생산업체/NNG
이구산업	이구산업/NNP
관계자는	관계자/NNG+는/JX
"동은	"/SS+동/NNG+은/JX
노란색이나	노란색/NNG+이나/JC
빨간색을	빨간색/NNG+을/JKO
구현해	구현/NNG+하/XSV+아/EC
색감이	색감/NNG+이/JKS
예쁘고	예쁘/VA+고/EC
세균도	세균/NNG+도/JX
막아	막/VV+아/EC
자가	자가/NNG
주택	주택/NNG
가진	가지/VV+ㄴ/ETM
사람들이	사람/NNG+들/XSN+이/JKS
제품을	제품/NNG+을/JKO
DIY(가정용품의	DIY/SL+(/SS+가정용품/NNG+의/JKG
제작이나	제작/NNG+이나/JC
장식을	장식/NNG+을/JKO
직접하는	직접/MAG+하/XSV+는/ETM
것)로	것/NNB+)/SS+로/JKB
많이	많이/MAG
사용한다"고	사용/NNG+하/XSV+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.210.9.1
◆IT산업 필수 재료로 주목받아

◆IT산업	◆/SW+IT/SL+산업/NNG
필수	필수/NNG
재료로	재료/NNG+로/JKB
주목받아	주목/NNG+받/XSV+아/EC


# id : NWRW1800000026.210.10.1
구리 수요는 IT 산업이 발달하면서 폭발적으로 늘고 있다.

구리	구리/NNG
수요는	수요/NNG+는/JX
IT	IT/SL
산업이	산업/NNG+이/JKS
발달하면서	발달/NNG+하/XSV+면서/EC
폭발적으로	폭발/NNG+적/XSN+으로/JKB
늘고	늘/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.210.11.1
가장 수요가 많은 곳은 케이블.

가장	가장/MAG
수요가	수요/NNG+가/JKS
많은	많/VA+은/ETM
곳은	곳/NNG+은/JX
케이블.	케이블/NNG+./SF


# id : NWRW1800000026.210.11.2
통신망이 발달하면서 전력 케이블과 일반 통신 케이블뿐 아니라 최근 신(新)사업분야로 부상한 해저 케이블에까지 사용되고 있다.

통신망이	통신망/NNG+이/JKS
발달하면서	발달/NNG+하/XSV+면서/EC
전력	전력/NNG
케이블과	케이블/NNG+과/JC
일반	일반/NNG
통신	통신/NNG
케이블뿐	케이블/NNG+뿐/JX
아니라	아니/VCN+라/EC
최근	최근/NNG
신(新)사업분야로	신/XPN+(/SS+新/SH+)/SS+사업/NNG+분야/NNG+로/JKB
부상한	부상/NNG+하/XSV+ㄴ/ETM
해저	해저/NNG
케이블에까지	케이블/NNG+에/JKB+까지/JX
사용되고	사용/NNG+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.210.11.3
LS전선 조인묵 부장은 "도시화·정보화가 진행될수록 동이 들어가는 케이블은 기하급수적으로 늘고 있다"며 "알루미늄으로 대체할 수 있지만, 전도율이 낮아 효과가 떨어진다"고 말했다.

LS전선	LS전선/NNP
조인묵	조인묵/NNP
부장은	부장/NNG+은/JX
"도시화·정보화가	"/SS+도시/NNG+화/XSN+·/SP+정보/NNG+화/XSN+가/JKS
진행될수록	진행/NNG+되/XSV+ㄹ수록/EC
동이	동/NNG+이/JKS
들어가는	들어가/VV+는/ETM
케이블은	케이블/NNG+은/JX
기하급수적으로	기하급수/NNG+적/XSN+으로/JKB
늘고	늘/VV+고/EC
있다"며	있/VX+다/EF+"/SS+며/EC
"알루미늄으로	"/SS+알루미늄/NNG+으로/JKB
대체할	대체/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있지만,	있/VA+지만/EC+,/SP
전도율이	전도/NNG+율/XSN+이/JKS
낮아	낮/VA+아/EC
효과가	효과/NNG+가/JKS
떨어진다"고	떨어지/VV+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.210.12.1
휴대전화와 노트북, TV 등 디지털 제품의 필수 부품 중 하나인 회로기판에도 동은 널리 쓰인다.

휴대전화와	휴대/NNG+전화/NNG+와/JC
노트북,	노트북/NNG+,/SP
TV	TV/SL
등	등/NNB
디지털	디지털/NNG
제품의	제품/NNG+의/JKG
필수	필수/NNG
부품	부품/NNG
중	중/NNB
하나인	하나/NR+이/VCP+ㄴ/ETM
회로기판에도	회로/NNG+기판/NNG+에/JKB+도/JX
동은	동/NNG+은/JX
널리	널리/MAG
쓰인다.	쓰이/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.210.12.2
전기를 잘 통하게 하기 때문에 오작동의 우려가 적을 뿐 아니라, 오랫동안 사용해도 부식되지 않기 때문이다.

전기를	전기/NNG+를/JKO
잘	잘/MAG
통하게	통하/VV+게/EC
하기	하/VX+기/ETN
때문에	때문/NNB+에/JKB
오작동의	오작동/NNG+의/JKG
우려가	우려/NNG+가/JKS
적을	적/VA+을/ETM
뿐	뿐/NNB
아니라,	아니/VCN+라/EC+,/SP
오랫동안	오랫동안/NNG
사용해도	사용/NNG+하/XSV+아도/EC
부식되지	부식/NNG+되/XSV+지/EC
않기	않/VX+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000026.210.12.3
LG전자 관계자는 "전자제품에 구리가 없으면 작동할 수가 없다"며 "특히 회로기판에서 쓰이는 동은 가격 대비 효율이 좋아서 대체품이 없는 상황"이라고 설명했다.

LG전자	LG전자/NNP
관계자는	관계자/NNG+는/JX
"전자제품에	"/SS+전자/NNG+제품/NNG+에/JKB
구리가	구리/NNG+가/JKS
없으면	없/VA+으면/EC
작동할	작동/NNG+하/XSV+ㄹ/ETM
수가	수/NNB+가/JKS
없다"며	없/VA+다/EF+"/SS+며/EC
"특히	"/SS+특히/MAG
회로기판에서	회로/NNG+기판/NNG+에서/JKB
쓰이는	쓰이/VV+는/ETM
동은	동/NNG+은/JX
가격	가격/NNG
대비	대비/NNG
효율이	효율/NNG+이/JKS
좋아서	좋/VA+아서/EC
대체품이	대체품/NNG+이/JKS
없는	없/VA+는/ETM
상황"이라고	상황/NNG+"/SS+이라고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.210.13.1
