# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000040.237
metadata : {}


# id : NWRW1800000040.237.1.1
[단독] 국정원, ‘시국선언’ 대학까지 사찰

[단독]	[/SS+단독/NNG+]/SS
국정원,	국정원/NNG+,/SP
‘시국선언’	‘/SS+시국/NNG+선언/NNG+’/SS
대학까지	대학/NNG+까지/JX
사찰	사찰/NNG


# id : NWRW1800000040.237.2.1
인하대 총장실 직원에 전화 “시국선언 등 활동 없나”

인하대	인하대/NNP
총장실	총장실/NNG
직원에	직원/NNG+에/JKB
전화	전화/NNG
“시국선언	“/SS+시국/NNG+선언/NNG
등	등/NNB
활동	활동/NNG
없나”	없/VA+나/EF+”/SS


# id : NWRW1800000040.237.3.1
로스쿨 인권법학회원 “교직원이 촛불시위 가냐 물어”

로스쿨	로스쿨/NNG
인권법학회원	인권법/NNG+학회원/NNG
“교직원이	“/SS+교직원/NNG+이/JKS
촛불시위	촛불/NNG+시위/NNG
가냐	가/VV+냐/EF
물어”	묻/VV+어/EF+”/SS


# id : NWRW1800000040.237.4.1
국가정보원이 대학가의 ‘국정원 대선개입 규탄 시국선언’과 관련한 동향 파악을 대학 총장실에 요구한 사실이 드러났다.

국가정보원이	국가/NNG+정보원/NNG+이/JKS
대학가의	대학가/NNG+의/JKG
‘국정원	‘/SS+국정원/NNG
대선개입	대선/NNG+개입/NNG
규탄	규탄/NNG
시국선언’과	시국/NNG+선언/NNG+’/SS+과/JKB
관련한	관련/NNG+하/XSV+ㄴ/ETM
동향	동향/NNG
파악을	파악/NNG+을/JKO
대학	대학/NNG
총장실에	총장실/NNG+에/JKB
요구한	요구/NNG+하/XSV+ㄴ/ETM
사실이	사실/NNG+이/JKS
드러났다.	드러나/VV+았/EP+다/EF+./SF


# id : NWRW1800000040.237.4.2
선거·정치 개입 공작과 남북정상회담 회의록 불법 공개에 이어 대학가 사찰까지 벌인 것이어서 국정원의 불법행위에 대한 비판이 더욱 거세질 전망이다.

선거·정치	선거/NNG+·/SP+정치/NNG
개입	개입/NNG
공작과	공작/NNG+과/JKB
남북정상회담	남북/NNP+정상/NNG+회담/NNG
회의록	회의록/NNG
불법	불법/NNG
공개에	공개/NNG+에/JKB
이어	잇/VV+어/EC
대학가	대학가/NNG
사찰까지	사찰/NNG+까지/JX
벌인	벌이/VV+ㄴ/ETM
것이어서	것/NNB+이/VCP+어서/EC
국정원의	국정원/NNG+의/JKG
불법행위에	불법/NNG+행위/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
비판이	비판/NNG+이/JKS
더욱	더욱/MAG
거세질	거세지/VV+ㄹ/ETM
전망이다.	전망/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.237.5.1
26일 인하대학교 관계자와 학생들의 말을 종합하면, 인하대를 담당하는 국정원 직원은 이번주 초 인하대 총장실에 전화를 걸어 “서울에 있는 대학들이 시국선언을 하는 등 움직임이 많은데 인하대에서는 특별한 활동이 없느냐”고 물었다.

26일	26/SN+일/NNB
인하대학교	인하대학교/NNP
관계자와	관계자/NNG+와/JC
학생들의	학생/NNG+들/XSN+의/JKG
말을	말/NNG+을/JKO
종합하면,	종합/NNG+하/XSV+면/EC+,/SP
인하대를	인하대/NNP+를/JKO
담당하는	담당/NNG+하/XSV+는/ETM
국정원	국정원/NNG
직원은	직원/NNG+은/JX
이번주	이번/NNG+주/NNG
초	초/NNB
인하대	인하대/NNP
총장실에	총장실/NNG+에/JKB
전화를	전화/NNG+를/JKO
걸어	걸/VV+어/EC
“서울에	“/SS+서울/NNP+에/JKB
있는	있/VA+는/ETM
대학들이	대학/NNG+들/XSN+이/JKS
시국선언을	시국/NNG+선언/NNG+을/JKO
하는	하/VV+는/ETM
등	등/NNB
움직임이	움직임/NNG+이/JKS
많은데	많/VA+은데/EC
인하대에서는	인하대/NNP+에서/JKB+는/JX
특별한	특별/NNG+하/XSA+ㄴ/ETM
활동이	활동/NNG+이/JKS
없느냐”고	없/VA+느냐/EF+”/SS+고/JKQ
물었다.	묻/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.237.5.2
전화를 받은 총장실 직원은 인하대 법학전문대학원(로스쿨)의 인권법학회가 다른 5개 로스쿨 인권법학회와 함께 국정원 규탄 성명서를 낸 사실을 확인하고, 로스쿨 교직원에게 전화를 걸어 성명서가 나온 배경을 물었고, 이 교직원은 인권법학회 회원인 학생에게 “촛불시위에 나가느냐?

전화를	전화/NNG+를/JKO
받은	받/VV+은/ETM
총장실	총장실/NNG
직원은	직원/NNG+은/JX
인하대	인하대/NNP
법학전문대학원(로스쿨)의	법학/NNG+전문/NNG+대학원/NNG+(/SS+로스쿨/NNG+)/SS+의/JKG
인권법학회가	인권법/NNG+학회/NNG+가/JKS
다른	다른/MMD
5개	5/SN+개/NNB
로스쿨	로스쿨/NNG
인권법학회와	인권법/NNG+학회/NNG+와/JKB
함께	함께/MAG
국정원	국정원/NNG
규탄	규탄/NNG
성명서를	성명서/NNG+를/JKO
낸	내/VV+ㄴ/ETM
사실을	사실/NNG+을/JKO
확인하고,	확인/NNG+하/XSV+고/EC+,/SP
교직원에게	교직원/NNG+에게/JKB
걸어	걸/VV+어/EC
성명서가	성명서/NNG+가/JKS
나온	나오/VV+ㄴ/ETM
배경을	배경/NNG+을/JKO
물었고,	묻/VV+었/EP+고/EC+,/SP
이	이/MMD
교직원은	교직원/NNG+은/JX
인권법학회	인권법/NNG+학회/NNG
회원인	회원/NNG+이/VCP+ㄴ/ETM
학생에게	학생/NNG+에게/JKB
“촛불시위에	“/SS+촛불/NNG+시위/NNG+에/JKB
나가느냐?	나가/VV+느냐/EF+?/SF


# id : NWRW1800000040.237.5.3
외부 단체와 연계가 있느냐?

외부	외부/NNG
단체와	단체/NNG+와/JKB
연계가	연계/NNG+가/JKS
있느냐?	있/VA+느냐/EF+?/SF


# id : NWRW1800000040.237.5.4
혹시 민주노총과 함께하냐?” 등의 질문을 했다.

혹시	혹시/MAG
민주노총과	민주노총/NNP+과/JKB
함께하냐?”	함께/MAG+하/XSV+냐/EF+?/SF+”/SS
등의	등/NNB+의/JKG
질문을	질문/NNG+을/JKO
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000040.237.6.1
인하대 로스쿨 인권법학회는 이번 인권법학회 공동 성명 발표를 주도한 곳이어서, 국정원이 이를 알고 본격적인 사찰에 나선 게 아니냐는 의혹이 일고 있다.

인하대	인하대/NNP
로스쿨	로스쿨/NNG
인권법학회는	인권법/NNG+학회/NNG+는/JX
이번	이번/NNG
인권법학회	인권법/NNG+학회/NNG
공동	공동/NNG
성명	성명/NNG
발표를	발표/NNG+를/JKO
주도한	주도/NNG+하/XSV+ㄴ/ETM
곳이어서,	곳/NNG+이/VCP+어서/EC+,/SP
국정원이	국정원/NNG+이/JKS
이를	이/NP+를/JKO
알고	알/VV+고/EC
본격적인	본격/NNG+적/XSN+이/VCP+ㄴ/ETM
사찰에	사찰/NNG+에/JKB
나선	나서/VV+ㄴ/ETM
게	거/NNB+이/JKC
아니냐는	아니/VCN+냐는/ETM
의혹이	의혹/NNG+이/JKS
일고	일/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000040.237.6.2
이 학회 소속 한 학생은 “성명서에는 로스쿨 6곳의 인권법학회가 함께했는데, 인하대 학회가 초안을 만들고 각 학교 입장을 모았다.

이	이/MMD
학회	학회/NNG
소속	소속/NNG
한	한/MMN
학생은	학생/NNG+은/JX
“성명서에는	“/SS+성명서/NNG+에/JKB+는/JX
로스쿨	로스쿨/NNG
6곳의	6/SN+곳/NNG+의/JKG
인권법학회가	인권법/NNG+학회/NNG+가/JKS
함께했는데,	함께/MAG+하/XSV+았/EP+는데/EC+,/SP
인하대	인하대/NNP
학회가	학회/NNG+가/JKS
초안을	초안/NNG+을/JKO
만들고	만들/VV+고/EC
각	각/MMD
학교	학교/NNG
입장을	입장/NNG+을/JKO
모았다.	모으/VV+았/EP+다/EF+./SF


# id : NWRW1800000040.237.6.3
국정원이 우리 학회가 성명을 주도한다는 것을 알고 연락을 취한 게 아닌지 의심이 든다.

국정원이	국정원/NNG+이/JKS
우리	우리/NP
학회가	학회/NNG+가/JKS
성명을	성명/NNG+을/JKO
주도한다는	주도/NNG+하/XSV+ㄴ다는/ETM
것을	것/NNB+을/JKO
알고	알/VV+고/EC
연락을	연락/NNG+을/JKO
취한	취하/VV+ㄴ/ETM
게	거/NNB+이/JKC
아닌지	아니/VCN+ㄴ지/EC
의심이	의심/NNG+이/JKS
든다.	들/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.237.6.4
다른 로스쿨 학회 쪽에선 이런 질문을 받은 적이 없다고 한다”고 전했다.

다른	다른/MMD
로스쿨	로스쿨/NNG
학회	학회/NNG
쪽에선	쪽/NNB+에서/JKB+ㄴ/JX
이런	이런/MMD
질문을	질문/NNG+을/JKO
받은	받/VV+은/ETM
적이	적/NNB+이/JKS
없다고	없/VA+다고/EC
한다”고	하/VV+ㄴ다/EF+”/SS+고/JKQ
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000040.237.6.5
그는 “국정원이 학교에 연락했다는 말을 듣고 처음에는 깜짝 놀랐고 무서웠다.

그는	그/NP+는/JX
“국정원이	“/SS+국정원/NNG+이/JKS
학교에	학교/NNG+에/JKB
연락했다는	연락/NNG+하/XSV+았/EP+다는/ETM
말을	말/NNG+을/JKO
듣고	듣/VV+고/EC
처음에는	처음/NNG+에/JKB+는/JX
깜짝	깜짝/MAG
놀랐고	놀라/VV+았/EP+고/EC
무서웠다.	무섭/VA+었/EP+다/EF+./SF


# id : NWRW1800000040.237.6.6
대학생들의 자발적인 활동까지 사찰하는 데 분노한다”고 말했다.

대학생들의	대학/NNG+생/XSN+들/XSN+의/JKG
자발적인	자발/NNG+적/XSN+이/VCP+ㄴ/ETM
활동까지	활동/NNG+까지/JX
사찰하는	사찰/NNG+하/XSV+는/ETM
데	데/NNB
분노한다”고	분노/NNG+하/XSV+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.237.7.1
국정원 관계자는 “인천 지역 담당자가 최근 바뀌어서 인사차 총장실에 전화를 건 것뿐이다.

국정원	국정원/NNG
관계자는	관계자/NNG+는/JX
“인천	“/SS+인천/NNP
지역	지역/NNG
담당자가	담당자/NNG+가/JKS
최근	최근/MAG
바뀌어서	바뀌/VV+어서/EC
인사차	인사차/NNG
총장실에	총장실/NNG+에/JKB
전화를	전화/NNG+를/JKO
건	걸/VV+ㄴ/ETM
것뿐이다.	것/NNB+뿐/JX+이/VCP+다/EF+./SF


# id : NWRW1800000040.237.7.2
학생들의 동향에 대해 물어본 것은 없었다”고 해명했다.

학생들의	학생/NNG+들/XSN+의/JKG
동향에	동향/NNG+에/JKB
대해	대하/VV+아/EC
물어본	물어보/VV+ㄴ/ETM
것은	것/NNB+은/JX
없었다”고	없/VA+었/EP+다/EF+”/SS+고/JKQ
해명했다.	해명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.237.8.1
인하대 쪽은 “(국정원 직원의 전화를 받고) 단순히 동향 파악 차원에서 인권법학회에 전화했다.

인하대	인하대/NNP
쪽은	쪽/NNB+은/JX
“(국정원	“/SS+(/SS+국정원/NNG
직원의	직원/NNG+의/JKG
전화를	전화/NNG+를/JKO
받고)	받/VV+고/EC+)/SS
단순히	단순히/MAG
동향	동향/NNG
파악	파악/NNG
차원에서	차원/NNG+에서/JKB
인권법학회에	인권법/NNG+학회/NNG+에/JKB
전화했다.	전화/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.237.8.2
학생들에게 성명서 발표에 참여한 사실만 확인했고 외부 단체 연계 여부 등은 묻지 않았다.

학생들에게	학생/NNG+들/XSN+에게/JKB
성명서	성명서/NNG
발표에	발표/NNG+에/JKB
참여한	참여/NNG+하/XSV+ㄴ/ETM
사실만	사실/NNG+만/JX
확인했고	확인/NNG+하/XSV+았/EP+고/EC
외부	외부/NNG
단체	단체/NNG
연계	연계/NNG
여부	여부/NNG
등은	등/NNB+은/JX
묻지	묻/VV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000040.237.8.3
인권법학회 성명서와 관련해 파악된 내용은 국정원에 따로 알리지 않았다”고 밝혔다.

인권법학회	인권법/NNG+학회/NNG
성명서와	성명서/NNG+와/JKB
관련해	관련/NNG+하/XSV+아/EC
파악된	파악/NNG+되/XSV+ㄴ/ETM
내용은	내용/NNG+은/JX
국정원에	국정원/NNG+에/JKB
따로	따로/MAG
알리지	알리/VV+지/EC
않았다”고	않/VX+았/EP+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.237.9.1
한편 인하대를 비롯해 서울대·건국대·제주대·전남대 등 전국 17개 로스쿨의 인권법학회는 26일 국정원의 선거개입 의혹을 비판하는 2차 성명을 발표했다.

한편	한편/MAG
인하대를	인하대/NNP+를/JKO
비롯해	비롯하/VV+아/EC
서울대·건국대·제주대·전남대	서울대/NNP+·/SP+건국대/NNP+·/SP+제주대/NNP+·/SP+전남대/NNP
등	등/NNB
전국	전국/NNG
17개	17/SN+개/NNB
로스쿨의	로스쿨/NNG+의/JKG
인권법학회는	인권법/NNG+학회/NNG+는/JX
26일	26/SN+일/NNB
국정원의	국정원/NNG+의/JKG
선거개입	선거/NNG+개입/NNG
의혹을	의혹/NNG+을/JKO
비판하는	비판/NNG+하/XSV+는/ETM
2차	2/SN+차/NNB
성명을	성명/NNG+을/JKO
발표했다.	발표/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.237.9.2
이들은 성명서에서 “민주주의 근간인 국민 주권행사를 유린한 국가기관의 조직적인 범죄 의혹에 비통함을 느낀다.

이들은	이/NP+들/XSN+은/JX
성명서에서	성명서/NNG+에서/JKB
“민주주의	“/SS+민주주의/NNG
근간인	근간/NNG+이/VCP+ㄴ/ETM
국민	국민/NNG
주권행사를	주권/NNG+행사/NNG+를/JKO
유린한	유린/NNG+하/XSV+ㄴ/ETM
국가기관의	국가/NNG+기관/NNG+의/JKG
조직적인	조직/NNG+적/XSN+이/VCP+ㄴ/ETM
범죄	범죄/NNG
의혹에	의혹/NNG+에/JKB
비통함을	비통/NNG+하/XSA+ㅁ/ETN+을/JKO
느낀다.	느끼/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.237.9.3
