# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000029.154
metadata : {}


# id : NWRW1800000029.154.1.1
日 “동아시아 뭉쳐 中 해상장악 견제하자”

日	日/SH
“동아시아	“/SS+동아시아/NNP
뭉쳐	뭉치/VV+어/EC
中	中/SH
해상장악	해상/NNG+장악/NNG
견제하자”	견제/NNG+하/XSV+자/EF+”/SS


# id : NWRW1800000029.154.2.1
동남아 국가-중국 갈등 틈타 ‘동아시아해양포럼’ 추진… 남중국해 문제까지 개입

동남아	동남아/NNP
국가-중국	국가/NNG+-/SO+중국/NNP
갈등	갈등/NNG
틈타	틈타/VV+아/EC
‘동아시아해양포럼’	‘/SS+동아시아/NNP+해양/NNG+포럼/NNG+’/SS
추진…	추진/NNG+…/SE
남중국해	남중국해/NNP
문제까지	문제/NNG+까지/JX
개입	개입/NNG


# id : NWRW1800000029.154.3.1
中 “인민 99%가 분노” 발끈

中	中/SH
“인민	“/SS+인민/NNG
99%가	99/SN+%/SW+가/JKS
분노”	분노/NNG+”/SS
발끈	발끈/MAG


# id : NWRW1800000029.154.4.1
일본이 중국 견제를 명분으로 동남아시아로 안보 영향력을 넓히려 하고 있다.

일본이	일본/NNP+이/JKS
중국	중국/NNP
견제를	견제/NNG+를/JKO
명분으로	명분/NNG+으로/JKB
동남아시아로	동남아시아/NNP+로/JKB
안보	안보/NNG
영향력을	영향력/NNG+을/JKO
넓히려	넓히/VV+려/EC
하고	하/VX+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000029.154.4.2
일본은 제2차 세계대전 당시 일부 동남아 국가를 침탈하는 등 원죄 때문에 전쟁이 끝난 후 경제원조와 협력으로 영향력을 유지하면서도 군사적 진출은 금기에 가까웠다.

일본은	일본/NNP+은/JX
제2차	제/XPN+2/SN+차/NNB
세계대전	세계/NNG+대전/NNG
당시	당시/NNG
일부	일부/NNG
동남아	동남아/NNP
국가를	국가/NNG+를/JKO
침탈하는	침탈/NNG+하/XSV+는/ETM
등	등/NNB
원죄	원죄/NNG
때문에	때문/NNB+에/JKB
전쟁이	전쟁/NNG+이/JKS
끝난	끝나/VV+ㄴ/ETM
후	후/NNG
경제원조와	경제/NNG+원조/NNG+와/JC
협력으로	협력/NNG+으로/JKB
영향력을	영향력/NNG+을/JKO
유지하면서도	유지/NNG+하/XSV+면서/EC+도/JX
군사적	군사/NNG+적/XSN
진출은	진출/NNG+은/JX
금기에	금기/NNG+에/JKB
가까웠다.	가깝/VA+었/EP+다/EF+./SF


# id : NWRW1800000029.154.4.3
하지만 최근 들어 ‘중국 공동 견제’라는 명분을 내세우며 상황 변화를 꾀하고 있다.

하지만	하지만/MAJ
최근	최근/MAG
들어	들/VV+어/EC
‘중국	‘/SS+중국/NNP
공동	공동/NNG
견제’라는	견제/NNG+’/SS+이/VCP+라는/ETM
명분을	명분/NNG+을/JKO
내세우며	내세우/VV+며/EC
상황	상황/NNG
변화를	변화/NNG+를/JKO
꾀하고	꾀하/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000029.154.4.4
