# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.317
metadata : {}


# id : NWRW1800000026.317.1.1
[충청] 금고동에 '자원순환단지' 만든다

[충청]	[/SS+충청/NNP+]/SS
금고동에	금고동/NNP+에/JKB
'자원순환단지'	'/SS+자원/NNG+순환/NNG+단지/NNG+'/SS
만든다	만들/VV+ㄴ다/EF


# id : NWRW1800000026.317.2.1
대전시는 정부의 저탄소 녹색성장과 폐기물 에너지화 정책에 따른 관련 시설 집적화를 위해 금고동 쓰레기 매립장 내에 오는 2016년까지 '자원순환단지'를 조성키로 했다.

대전시는	대전시/NNP+는/JX
정부의	정부/NNG+의/JKG
저탄소	저/XPN+탄소/NNG
녹색성장과	녹색/NNG+성장/NNG+과/JC
폐기물	폐기물/NNG
에너지화	에너지/NNG+화/XSN
정책에	정책/NNG+에/JKB
따른	따르/VV+ㄴ/ETM
관련	관련/NNG
시설	시설/NNG
집적화를	집적/NNG+화/XSN+를/JKO
위해	위하/VV+아/EC
금고동	금고동/NNP
쓰레기	쓰레기/NNG
매립장	매립장/NNG
내에	내/NNB+에/JKB
오는	오/VV+는/ETM
2016년까지	2016/SN+년/NNB+까지/JX
'자원순환단지'를	'/SS+자원/NNG+순환/NNG+단지/NNG+'/SS+를/JKO
조성키로	조성/NNG+하/XSV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.317.3.1
자원순환단지는 7만㎡의 터에 연면적 4만7500㎡ 규모로, 국비를 포함해 2183억원의 사업비가 투입된다.

자원순환단지는	자원/NNG+순환/NNG+단지/NNG+는/JX
7만㎡의	7/SN+만/NR+㎡/SW+의/JKG
터에	터/NNG+에/JKB
연면적	연면적/NNG
4만7500㎡	4/SN+만/NR+7500/SN+㎡/SW
규모로,	규모/NNG+로/JKB+,/SP
국비를	국비/NNG+를/JKO
포함해	포함/NNG+하/XSV+아/EC
2183억원의	2183/SN+억/NR+원/NNB+의/JKG
사업비가	사업비/NNG+가/JKS
투입된다.	투입/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.317.3.2
단지안에는 폐기물 전 처리시설(400t/일), 고형연료 전용보일러(200t/일), 음식물·음폐수(음식물 쓰레기에서 나온 폐수)에너지화시설(200t/일) 등이 들어선다.

단지안에는	단지/NNG+안/NNG+에/JKB+는/JX
폐기물	폐기물/NNG
전	전/MMD
처리시설(400t/일),	처리/NNG+시설/NNG+(/SS+400/SN+t/SW+//SP+일/NNG+)/SS+,/SP
고형연료	고형/NNG+연료/NNG
전용보일러(200t/일),	전용/NNG+보일러/NNG+(/SS+200/SN+t/SW+//SP+일/NNG+)/SS+,/SP
음식물·음폐수(음식물	음식물/NNG+·/SP+음폐수/NNG+(/SS+음식물/NNG
쓰레기에서	쓰레기/NNG+에서/JKB
나온	나오/VV+ㄴ/ETM
폐수)에너지화시설(200t/일)	폐수/NNG+)/SS+에너지/NNG+화/XSN+시설/NNG+(/SS+200/SN+t/SW+//SP+일/NNG+)/SS
등이	등/NNB+이/JKS
들어선다.	들어서/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.317.4.1
시는 음식물·음폐수 에너지화시설은 시 재정사업으로, 나머지 시설은 다른 지역 사례 및 전문가 의견을 수렴해 민자유치로 추진할 계획이다.

시는	시/NNG+는/JX
음식물·음폐수	음식물/NNG+·/SP+음폐수/NNG
에너지화시설은	에너지/NNG+화/XSN+시설/NNG+은/JX
시	시/NNG
재정사업으로,	재정/NNG+사업/NNG+으로/JKB+,/SP
나머지	나머지/NNG
시설은	시설/NNG+은/JX
다른	다른/MMD
지역	지역/NNG
사례	사례/NNG
및	및/MAG
전문가	전문가/NNG
의견을	의견/NNG+을/JKO
수렴해	수렴/NNG+하/XSV+아/EC
민자유치로	민자/NNG+유치/NNG+로/JKB
추진할	추진/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


