# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.74
metadata : {}


# id : NWRW1800000049.74.1.1
[2016 대한민국 창조경제 대상]일하는 군수가 만드는 ‘뜨는’ 군위

[2016	[/SS+2016/SN
대한민국	대한민국/NNP
창조경제	창조/NNG+경제/NNG
대상]일하는	대상/NNG+]/SS+일/NNG+하/XSV+는/ETM
군수가	군수/NNG+가/JKS
만드는	만들/VV+는/ETM
‘뜨는’	‘/SS+뜨/VV+는/ETM+’/SS
군위	군위/NNP


# id : NWRW1800000049.74.2.1
김영만 경북 군위군수가 6일 서울 소공동 롯데호텔에서 열린 ‘2016 대한민국 창조경제 대상’ 시상식에서 미래창조부문 대상을 수상했다.

김영만	김영만/NNP
경북	경북/NNP
군위군수가	군위/NNP+군수/NNG+가/JKS
6일	6/SN+일/NNB
서울	서울/NNP
소공동	소공동/NNP
롯데호텔에서	롯데호텔/NNP+에서/JKB
열린	열리/VV+ㄴ/ETM
‘2016	‘/SS+2016/SN
대한민국	대한민국/NNP
창조경제	창조/NNG+경제/NNG
대상’	대상/NNG+’/SS
시상식에서	시상식/NNG+에서/JKB
미래창조부문	미래/NNG+창조/NNG+부문/NNG
대상을	대상/NNG+을/JKO
수상했다.	수상/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.74.2.2
김 군수는 지난해 대상 수상에 이어 2년 연속 미래창조부문 대상 수상의 영예를 안았다.

김	김/NNP
군수는	군수/NNG+는/JX
지난해	지난해/NNG
대상	대상/NNG
수상에	수상/NNG+에/JKB
이어	잇/VV+어/EC
2년	2/SN+년/NNB
연속	연속/NNG
미래창조부문	미래/NNG+창조/NNG+부문/NNG
수상의	수상/NNG+의/JKG
영예를	영예/NNG+를/JKO
안았다.	안/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.74.3.1
미래 지향적인 경영 마인드와 창의적인 아이디어, 열린 리더십을 바탕으로 지역의 미래 먹거리 개발과 대형 국책사업의 추진, 대규모 민간 자본 유치에서부터 주민 체감형 복지 시책에 이르기까지 각 분야에 걸쳐 성공적으로 지역을 이끌어 나감으로써 창조경제를 최일선에서 실천한 부분에 대해 우수한 평가를 받았다.

미래	미래/NNG
지향적인	지향/NNG+적/XSN+이/VCP+ㄴ/ETM
경영	경영/NNG
마인드와	마인드/NNG+와/JC
창의적인	창의/NNG+적/XSN+이/VCP+ㄴ/ETM
아이디어,	아이디어/NNG+,/SP
열린	열리/VV+ㄴ/ETM
리더십을	리더십/NNG+을/JKO
바탕으로	바탕/NNG+으로/JKB
지역의	지역/NNG+의/JKG
먹거리	먹거리/NNG
개발과	개발/NNG+과/JC
대형	대형/NNG
국책사업의	국책/NNG+사업/NNG+의/JKG
추진,	추진/NNG+,/SP
대규모	대/XPN+규모/NNG
민간	민간/NNG
자본	자본/NNG
유치에서부터	유치/NNG+에서/JKB+부터/JX
주민	주민/NNG
체감형	체감/NNG+형/XSN
복지	복지/NNG
시책에	시책/NNG+에/JKB
이르기까지	이르/VV+기/ETN+까지/JX
각	각/MMD
분야에	분야/NNG+에/JKB
걸쳐	걸치/VV+어/EC
성공적으로	성공/NNG+적/XSN+으로/JKB
지역을	지역/NNG+을/JKO
이끌어	이끌/VV+어/EC
나감으로써	나가/VX+ㅁ/ETN+으로써/JKB
창조경제를	창조/NNG+경제/NNG+를/JKO
최일선에서	최/XPN+일선/NNG+에서/JKB
실천한	실천/NNG+하/XSV+ㄴ/ETM
부분에	부분/NNG+에/JKB
대해	대하/VV+아/EC
우수한	우수/NNG+하/XSA+ㄴ/ETM
평가를	평가/NNG+를/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.74.4.1
김 군수는 민선 6기로 역동적인 군정을 펼쳐 지역 내에서도 ‘일하는 군수’, ‘군민 곁에 함께하는 군수’로 평가받고 있다.

김	김/NNP
군수는	군수/NNG+는/JX
민선	민선/NNG
6기로	6/SN+기/NNG+로/JKB
역동적인	역동/NNG+적/XSN+이/VCP+ㄴ/ETM
군정을	군정/NNG+을/JKO
펼쳐	펼치/VV+어/EC
지역	지역/NNG
내에서도	내/NNB+에서/JKB+도/JX
‘일하는	‘/SS+일/NNG+하/XSV+는/ETM
군수’,	군수/NNG+’/SS+,/SP
‘군민	‘/SS+군민/NNG
곁에	곁/NNG+에/JKB
