# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000046.392
metadata : {}


# id : NWRW1800000046.392.1.1
美 스피스도 세계팀 스콧도 "이기러 왔다"… 공항서 입씨름 1라운드

美	美/SH
스피스도	스피스/NNP+도/JX
세계팀	세계/NNG+팀/NNG
스콧도	스콧/NNP+도/JX
"이기러	"/SS+이기/VV+러/EC
왔다"…	오/VV+았/EP+다/EF+"/SS+…/SE
공항서	공항/NNG+서/JKB
입씨름	입씨름/NNG
1라운드	1/SN+라운드/NNG


# id : NWRW1800000046.392.2.1
프레지던츠컵 8일 개막… 그린의 별들 속속 인천 도착

프레지던츠컵	프레지던츠컵/NNG
8일	8/SN+일/NNB
개막…	개막/NNG+…/SE
그린의	그린/NNG+의/JKG
별들	별/NNG+들/XSN
속속	속속/MAG
인천	인천/NNP
도착	도착/NNG


# id : NWRW1800000046.392.3.1
4일 오후 인천국제공항에서 기자들은 '어디로 가야 할지' 고민에 빠졌다.

4일	4/SN+일/NNB
오후	오후/NNG
인천국제공항에서	인천국제공항/NNP+에서/JKB
기자들은	기자/NNG+들/XSN+은/JX
'어디로	'/SS+어디/NP+로/JKB
가야	가/VV+아야/EC
할지'	하/VX+ㄹ지/EF+'/SS
고민에	고민/NNG+에/JKB
빠졌다.	빠지/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.392.3.2
세계 최고의 골프 스타 10여명이 거의 한꺼번에 공항의 서로 다른 출구로 쏟아져 들어왔기 때문이다.

세계	세계/NNG
최고의	최고/NNG+의/JKG
골프	골프/NNG
스타	스타/NNG
10여명이	10/SN+여/XSN+명/NNB+이/JKS
거의	거의/MAG
한꺼번에	한꺼번에/MAG
공항의	공항/NNG+의/JKG
서로	서로/MAG
다른	다르/VA+ㄴ/ETM
출구로	출구/NNG+로/JKB
쏟아져	쏟아지/VV+어/EC
들어왔기	들어오/VV+았/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000046.392.3.3
세계 랭킹 1위 조던 스피스(미국)를 비롯해 마스터스를 두 번이나 제패한 버바 왓슨(미국), 올해 브리티시오픈 챔피언 잭 존슨(미국), 일본 골프의 신성 마쓰야마 히데키 등이 속속 입국했다.

세계	세계/NNG
랭킹	랭킹/NNG
1위	1/SN+위/NNB
조던	조던/NNP
스피스(미국)를	스피스/NNP+(/SS+미국/NNP+)/SS+를/JKO
비롯해	비롯하/VV+아/EC
마스터스를	마스터스/NNG+를/JKO
두	두/MMN
번이나	번/NNB+이나/JX
제패한	제패/NNG+하/XSV+ㄴ/ETM
버바	버바/NNP
왓슨(미국),	왓슨/NNP+(/SS+미국/NNP+)/SS+,/SP
올해	올해/NNG
브리티시오픈	브리티시/NNP+오픈/NNG
챔피언	챔피언/NNG
잭	잭/NNP
존슨(미국),	존슨/NNP+(/SS+미국/NNP+)/SS+,/SP
일본	일본/NNP
골프의	골프/NNG+의/JKG
신성	신성/NNG
마쓰야마	마쓰야마/NNP
히데키	히데키/NNP
등이	등/NNB+이/JKS
속속	속속/MAG
입국했다.	입국/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.392.3.4
한국 골프사에서 전에 없는 일이었다.

한국	한국/NNP
골프사에서	골프사/NNG+에서/JKB
전에	전/NNG+에/JKB
없는	없/VA+는/ETM
일이었다.	일/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000046.392.4.1
이들은 8일 인천 송도의 잭 니클라우스 골프클럽 코리아에서 막을 올리는 프레지던츠컵에 출전한다.

이들은	이/NP+들/XSN+은/JX
8일	8/SN+일/NNB
인천	인천/NNP
송도의	송도/NNP+의/JKG
잭	잭/NNP
니클라우스	니클라우스/NNP
골프클럽	골프클럽/NNP
코리아에서	코리아/NNP+에서/JKB
막을	막/NNG+을/JKO
올리는	올리/VV+는/ETM
프레지던츠컵에	프레지던츠컵/NNG+에/JKB
출전한다.	출전/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000046.392.4.2
이 대회가 아시아에서 열리는 것은 처음이다.

이	이/MMD
대회가	대회/NNG+가/JKS
아시아에서	아시아/NNP+에서/JKB
열리는	열리/VV+는/ETM
것은	것/NNB+은/JX
처음이다.	처음/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.392.4.3
올해 마스터스와 US오픈을 연달아 제패한 스피스는 지난주 플레이오프 최종전인 투어 챔피언십에서 우승하며 미국프로골프(PGA) 투어 올해의 선수로 뽑힌 직후 방한했다.

올해	올해/NNG
마스터스와	마스터스/NNG+와/JKB
US오픈을	US/SL+오픈/NNG+을/JKO
연달아	연달/VV+아/EC
제패한	제패/NNG+하/XSV+ㄴ/ETM
스피스는	스피스/NNP+는/JX
지난주	지난주/NNG
플레이오프	플레이오프/NNG
최종전인	최종전/NNG+이/VCP+ㄴ/ETM
투어	투어/NNG
챔피언십에서	챔피언십/NNG+에서/JKB
우승하며	우승/NNG+하/XSV+며/EC
미국프로골프(PGA)	미국/NNP+프로/NNG+골프/NNG+(/SS+PGA/SL+)/SS
올해의	올해/NNG+의/JKG
선수로	선수/NNG+로/JKB
뽑힌	뽑히/VV+ㄴ/ETM
직후	직후/NNG
방한했다.	방한/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.392.4.4
편안한 트레이닝복 차림으로 도착한 그는 "올해 목표 중 하나가 프레지던츠컵 대표로 선발되는 것이었다"며 "끝까지 최선을 다할 것"이라고 말했다.

편안한	편안/NNG+하/XSA+ㄴ/ETM
트레이닝복	트레이닝복/NNG
차림으로	차림/NNG+으로/JKB
도착한	도착/NNG+하/XSV+ㄴ/ETM
그는	그/NP+는/JX
"올해	"/SS+올해/NNG
목표	목표/NNG
중	중/NNB
하나가	하나/NR+가/JKS
프레지던츠컵	프레지던츠컵/NNG
대표로	대표/NNG+로/JKB
선발되는	선발/NNG+되/XSV+는/ETM
것이었다"며	것/NNB+이/VCP+었/EP+다/EF+"/SS+며/EC
"끝까지	"/SS+끝/NNG+까지/JX
최선을	최선/NNG+을/JKO
다할	다/MAG+하/XSV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.392.4.5
PGA 투어 최고의 장타자인 더스틴 존슨(미국)도 미국 로스앤젤레스를 출발해 이날 한국에 왔다.

PGA	PGA/SL
투어	투어/NNG
최고의	최고/NNG+의/JKG
장타자인	장타자/NNG+이/VCP+ㄴ/ETM
더스틴	더스틴/NNP
존슨(미국)도	존슨/NNP+(/SS+미국/NNP+)/SS+도/JX
미국	미국/NNP
로스앤젤레스를	로스앤젤레스/NNP+를/JKO
출발해	출발/NNG+하/XSV+아/EC
이날	이날/NNG
한국에	한국/NNP+에/JKB
왔다.	오/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.392.4.6
올 시즌 평균 드라이브샷 거리 317.7야드를 기록한 그는 이번 대회에서 화끈한 장타를 기대해도 되겠느냐는 질문에 "물론"이라고 답했다.

올	올/NNG
시즌	시즌/NNG
평균	평균/NNG
드라이브샷	드라이브/NNG+샷/NNG
거리	거리/NNG
317.7야드를	317/SN+./SP+7/SN+야드/NNB+를/JKO
기록한	기록/NNG+하/XSV+ㄴ/ETM
그는	그/NP+는/JX
이번	이번/NNG
대회에서	대회/NNG+에서/JKB
화끈한	화끈/MAG+하/XSA+ㄴ/ETM
장타를	장타/NNG+를/JKO
기대해도	기대/NNG+하/XSV+아도/EC
되겠느냐는	되/VV+겠/EP+느냐는/ETM
질문에	질문/NNG+에/JKB
"물론"이라고	"/SS+물론/MAG+"/SS+이라고/JKQ
답했다.	답/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.392.4.7
지난해 세계 랭킹 1위에 올랐던 애덤 스콧(호주)은 자신의 전용기를 타고 저녁 늦게 도착했다.

지난해	지난해/NNG
세계	세계/NNG
랭킹	랭킹/NNG
1위에	1/SN+위/NNB+에/JKB
올랐던	오르/VV+았/EP+던/ETM
애덤	애덤/NNP
스콧(호주)은	스콧/NNP+(/SS+호주/NNP+)/SS+은/JX
자신의	자신/NNG+의/JKG
전용기를	전용기/NNG+를/JKO
타고	타/VV+고/EC
저녁	저녁/NNG
늦게	늦/VA+게/EC
도착했다.	도착/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.392.4.8
그는 역대 전적 1승1무8패로 미국팀에 뒤진 세계연합팀의 열세에 대해 "이제는 끝낼 때가 됐다"고 말했다.

그는	그/NP+는/JX
역대	역대/NNG
전적	전적/NNG
1승1무8패로	1/SN+승/NNB+1/SN+무/NNB+8/SN+패/NNB+로/JKB
미국팀에	미국/NNP+팀/NNG+에/JKB
뒤진	뒤지/VV+ㄴ/ETM
세계연합팀의	세계/NNG+연합/NNG+팀/NNG+의/JKG
열세에	열세/NNG+에/JKB
대해	대하/VV+아/EC
"이제는	"/SS+이제/NNG+는/JX
끝낼	끝내/VV+ㄹ/ETM
때가	때/NNG+가/JKC
됐다"고	되/VV+었/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.392.5.1
프레지던츠컵은 선수와 그 가족을 함께 초청한다.

프레지던츠컵은	프레지던츠컵/NNG+은/JX
선수와	선수/NNG+와/JC
그	그/MMD
가족을	가족/NNG+을/JKO
함께	함께/MAG
초청한다.	초청/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000046.392.5.2
선수들이 아내나 여자친구, 어머니와 파트너를 이뤄 개막식에 참석하는 전통이 있다.

선수들이	선수/NNG+들/XSN+이/JKS
아내나	아내/NNG+나/JC
여자친구,	여자/NNG+친구/NNG+,/SP
어머니와	어머니/NNG+와/JKB
파트너를	파트너/NNG+를/JKO
이뤄	이루/VV+어/EC
개막식에	개막식/NNG+에/JKB
참석하는	참석/NNG+하/XSV+는/ETM
전통이	전통/NNG+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000046.392.5.3
스피스는 고교 시절부터 사귀어온 여자친구 애니 베렛과 함께 왔다.

스피스는	스피스/NNP+는/JX
고교	고교/NNG
시절부터	시절/NNG+부터/JX
사귀어온	사귀/VV+어/EC+오/VX+ㄴ/ETM
여자친구	여자/NNG+친구/NNG
애니	애니/NNP
베렛과	베렛/NNP+과/JKB
함께	함께/MAG
왔다.	오/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.392.5.4
키 191㎝인 왓슨은 자신보다 키가 큰 농구선수 출신의 아내 앤지와 동행했다.

키	키/NNG
191㎝인	191/SN+㎝/SW+이/VCP+ㄴ/ETM
왓슨은	왓슨/NNP+은/JX
자신보다	자신/NNG+보다/JKB
키가	키/NNG+가/JKS
큰	크/VA+ㄴ/ETM
농구선수	농구/NNG+선수/NNG
출신의	출신/NNG+의/JKG
아내	아내/NNG
앤지와	앤지/NNP+와/JKB
동행했다.	동행/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.392.5.5
필 미켈슨(미국)도 이날 오전 아내 에이미와 다정한 모습으로 입국했다.

필	필/NNP
미켈슨(미국)도	미켈슨/NNP+(/SS+미국/NNP+)/SS+도/JX
이날	이날/NNG
오전	오전/NNG
아내	아내/NNG
에이미와	에이미/NNP+와/JKB
다정한	다정/NNG+하/XSA+ㄴ/ETM
모습으로	모습/NNG+으로/JKB
입국했다.	입국/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.392.6.1
전날 손목 부상으로 이번 대회에 출전하지 못한다고 발표한 '8자 스윙' 짐 퓨릭(미국)은 미국팀의 4번째 부단장 자격으로 이날 예정대로 한국을 찾았다.

전날	전날/NNG
손목	손목/NNG
부상으로	부상/NNG+으로/JKB
이번	이번/NNG
대회에	대회/NNG+에/JKB
출전하지	출전/NNG+하/XSV+지/EC
못한다고	못하/VX+ㄴ다고/EC
발표한	발표/NNG+하/XSV+ㄴ/ETM
'8자	'/SS+8/SN+자/NNG
스윙'	스윙/NNG+'/SS
짐	짐/NNP
퓨릭(미국)은	퓨릭/NNP+(/SS+미국/NNP+)/SS+은/JX
미국팀의	미국/NNP+팀/NNG+의/JKG
4번째	4/SN+번/NNB+째/XSN
부단장	부단장/NNG
자격으로	자격/NNG+으로/JKB
이날	이날/NNG
예정대로	예정/NNG+대로/JX
한국을	한국/NNP+을/JKO
찾았다.	찾/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.392.6.2
퓨릭은 "최고의 자부심을 느끼게 하는 대회에 합류할 수 있게 돼 기쁘다"고 했다.

퓨릭은	퓨릭/NNP+은/JX
"최고의	"/SS+최고/NNG+의/JKG
자부심을	자부심/NNG+을/JKO
느끼게	느끼/VV+게/EC
하는	하/VX+는/ETM
대회에	대회/NNG+에/JKB
합류할	합류/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있게	있/VA+게/EC
돼	되/VV+어/EC
기쁘다"고	기쁘/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.392.6.3
퓨릭을 대체할 미국팀 선수로는 J B 홈스가 나서기로 했다.

퓨릭을	퓨릭/NNP+을/JKO
대체할	대체/NNG+하/XSV+ㄹ/ETM
미국팀	미국/NNP+팀/NNG
선수로는	선수/NNG+로/JKB+는/JX
J	J/SL
B	B/SL
홈스가	홈스/NNP+가/JKS
나서기로	나서/VV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.392.6.4
5일엔 세계 랭킹 2위 제이슨 데이(호주), 미국팀의 인기 스타 리키 파울러 등이 입국할 예정이다.

5일엔	5/SN+일/NNB+에/JKB+ㄴ/JX
세계	세계/NNG
랭킹	랭킹/NNG
2위	2/SN+위/NNB
제이슨	제이슨/NNP
데이(호주),	데이/NNP+(/SS+호주/NNP+)/SS+,/SP
미국팀의	미국/NNP+팀/NNG+의/JKG
인기	인기/NNG
스타	스타/NNG
리키	리키/NNP
파울러	파울러/NNP
등이	등/NNB+이/JKS
입국할	입국/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


