# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.215
metadata : {}


# id : NWRW1800000025.215.1.1
[Money & Life]“펀드 환매는 시기상조… 하반기 그룹주펀드 맑음”

[Money	[/SS+Money/SL
&	&/SW
Life]“펀드	Life/SL+]/SS+“/SS+펀드/NNG
환매는	환매/NNG+는/JX
시기상조…	시기상조/NNG+…/SE
하반기	하반기/NNG
그룹주펀드	그룹주/NNG+펀드/NNG
맑음”	맑음/NNG+”/SS


# id : NWRW1800000025.215.2.1
《올해 하반기는 기준금리가 추가로 오를 가능성이 큰 데다 주식시장도 변동성이 큰 박스권 장세가 이어질 것으로 전망되고 있다.

《올해	《/SS+올해/NNG
하반기는	하반기/NNG+는/JX
기준금리가	기준/NNG+금리/NNG+가/JKS
추가로	추가/NNG+로/JKB
오를	오르/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
큰	크/VA+ㄴ/ETM
데다	데/NNB+다/JX
주식시장도	주식/NNG+시장/NNG+도/JX
변동성이	변동/NNG+성/XSN+이/JKS
박스권	박스/NNG+권/XSN
장세가	장세/NNG+가/JKS
이어질	이어지/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
전망되고	전망/NNG+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000025.215.2.2
불확실성이 여전히 큰 상황에서 투자자들은 재테크를 어떻게 해야 할지 막막하기만 하다.

불확실성이	불확실/NNG+성/XSN+이/JKS
여전히	여전히/MAG
큰	크/VA+ㄴ/ETM
상황에서	상황/NNG+에서/JKB
투자자들은	투자자/NNG+들/XSN+은/JX
재테크를	재테크/NNG+를/JKO
어떻게	어떻/VA+게/EC
해야	하/VV+아야/EC
할지	하/VX+ㄹ지/EC
막막하기만	막막하/VA+기/ETN+만/JX
하다.	하/VX+다/EF+./SF


# id : NWRW1800000025.215.2.3
하반기 투자전략은 어떻게 세워야 할까.

하반기	하반기/NNG
투자전략은	투자/NNG+전략/NNG+은/JX
어떻게	어떻/VA+게/EC
세워야	세우/VV+어야/EC
할까.	하/VX+ㄹ까/EF+./SF


# id : NWRW1800000025.215.2.4
국내 대표 증권사 프라이빗뱅커(PB) 23명에게 해답을 들어봤다.

국내	국내/NNG
대표	대표/NNG
증권사	증권사/NNG
프라이빗뱅커(PB)	프라이빗/NNG+뱅커/NNG+(/SS+PB/SL+)/SS
23명에게	23/SN+명/NNB+에게/JKB
해답을	해답/NNG+을/JKO
들어봤다.	듣/VV+어/EC+보/VX+았/EP+다/EF+./SF


# id : NWRW1800000025.215.2.5
전문가들이 펀드, 주식, 채권으로 나눠 투자 요령을 조언했다.》

전문가들이	전문가/NNG+들/XSN+이/JKS
펀드,	펀드/NNG+,/SP
주식,	주식/NNG+,/SP
채권으로	채권/NNG+으로/JKB
나눠	나누/VV+어/EC
투자	투자/NNG
요령을	요령/NNG+을/JKO
조언했다.》	조언/NNG+하/XSV+았/EP+다/EF+./SF+》/SS


# id : NWRW1800000025.215.3.1
○“그룹주펀드 유망, 3분기에 적극 투자”

○“그룹주펀드	○/SW+“/SS+그룹주/NNG+펀드/NNG
유망,	유망/NNG+,/SP
3분기에	3/SN+분기/NNG+에/JKB
적극	적극/NNG
투자”	투자/NNG+”/SS


# id : NWRW1800000025.215.4.1
올 들어 코스피가 1,700 선을 넘을 때마다 펀드 대량 환매가 반복됐지만 전문가들은 환매에 신중하라고 입을 모았다.

올	올/NNG
들어	들/VV+어/EC
