# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.175
metadata : {}


# id : NWRW1800000026.175.1.1
[강원] 금강산 관광 중단 특별지원 건의;월 평균 29억원 경제 손실

[강원]	[/SS+강원/NNP+]/SS
금강산	금강산/NNP
관광	관광/NNG
중단	중단/NNG
특별지원	특별/NNG+지원/NNG
건의;월	건의/NNG+;/SW+월/NNG
평균	평균/NNG
29억원	29/SN+억/NR+원/NNB
경제	경제/NNG
손실	손실/NNG


# id : NWRW1800000026.175.2.1
금강산관광 중단으로 지역 전체가 충격에 빠진 고성군이 정부에 특단의 대책을 호소하고 나섰다.

금강산관광	금강산/NNP+관광/NNG
중단으로	중단/NNG+으로/JKB
지역	지역/NNG
전체가	전체/NNG+가/JKS
충격에	충격/NNG+에/JKB
빠진	빠지/VV+ㄴ/ETM
고성군이	고성군/NNP+이/JKS
정부에	정부/NNG+에/JKB
특단의	특단/NNG+의/JKG
대책을	대책/NNG+을/JKO
호소하고	호소/NNG+하/XSV+고/EC
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.175.3.1
고성군은 최근 금강산 관광 중단 이후 북측의 금강산지역 남측 부동산 몰수 및 동결 조치로 지역이 충격에 빠져 있어 정부 차원의 특별지원이 필요하다는 내용의 건의문을 정부에 보냈다.

고성군은	고성군/NNP+은/JX
최근	최근/MAG
금강산	금강산/NNP
관광	관광/NNG
중단	중단/NNG
이후	이후/NNG
북측의	북측/NNG+의/JKG
금강산지역	금강산/NNP+지역/NNG
남측	남측/NNG
부동산	부동산/NNG
몰수	몰수/NNG
및	및/MAG
동결	동결/NNG
조치로	조치/NNG+로/JKB
지역이	지역/NNG+이/JKS
충격에	충격/NNG+에/JKB
빠져	빠지/VV+어/EC
있어	있/VX+어/EC
정부	정부/NNG
차원의	차원/NNG+의/JKG
특별지원이	특별/NNG+지원/NNG+이/JKS
필요하다는	필요/NNG+하/XSA+다는/ETM
내용의	내용/NNG+의/JKG
건의문을	건의문/NNG+을/JKO
정부에	정부/NNG+에/JKB
보냈다.	보내/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.175.4.1
고성군은 건의문에서 관광 중단에 따른 피해가 월평균 29억원으로 모두 585억원의 경제적 손실을 초래했다고 밝혔다.

고성군은	고성군/NNP+은/JX
건의문에서	건의문/NNG+에서/JKB
관광	관광/NNG
중단에	중단/NNG+에/JKB
따른	따르/VV+ㄴ/ETM
피해가	피해/NNG+가/JKS
월평균	월평균/NNG
29억원으로	29/SN+억/NR+원/NNB+으로/JKB
모두	모두/MAG
585억원의	585/SN+억/NR+원/NNB+의/JKG
경제적	경제/NNG+적/XSN
손실을	손실/NNG+을/JKO
초래했다고	초래/NNG+하/XSV+았/EP+다고/EC
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.175.4.2
또 실질 세대주가 일자리를 찾아 다른 지역으로 떠나면서 독거노인과 저소득 한부모 가정도 증가하고 있다.

또	또/MAG
실질	실질/NNG
세대주가	세대주/NNG+가/JKS
일자리를	일자리/NNG+를/JKO
찾아	찾/VV+아/EC
다른	다른/MMD
지역으로	지역/NNG+으로/JKB
떠나면서	떠나/VV+면서/EC
독거노인과	독거노인/NNG+과/JC
저소득	저/XPN+소득/NNG
한부모	한/MMN+부모/NNG
가정도	가정/NNG+도/JX
증가하고	증가/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.175.5.1
고성군은 이에 대한 대책으로 ▲일자리 창출 예산 특별지원 ▲미래준비 통일 역량 강화사업 후보지로 고성지역 검토 ▲러시아 명태 등 수산물 교역을 위한 기반시설 확충 ▲국회 의정연수원 설립 조기 추진 ▲바다자원 살리기 사업 확대 ▲금강산 전망대 개방 ▲동서남북 연결 도로망 확충 등을 건의했다.

고성군은	고성군/NNP+은/JX
이에	이/NP+에/JKB
대한	대하/VV+ㄴ/ETM
대책으로	대책/NNG+으로/JKB
▲일자리	▲/SW+일자리/NNG
창출	창출/NNG
예산	예산/NNG
특별지원	특별/NNG+지원/NNG
▲미래준비	▲/SW+미래/NNG+준비/NNG
통일	통일/NNG
역량	역량/NNG
강화사업	강화/NNG+사업/NNG
후보지로	후보지/NNG+로/JKB
고성지역	고성/NNP+지역/NNG
검토	검토/NNG
▲러시아	▲/SW+러시아/NNP
명태	명태/NNG
등	등/NNB
수산물	수산물/NNG
교역을	교역/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
기반시설	기반/NNG+시설/NNG
확충	확충/NNG
▲국회	▲/SW+국회/NNG
의정연수원	의정/NNG+연수원/NNG
설립	설립/NNG
조기	조기/NNG
추진	추진/NNG
▲바다자원	▲/SW+바다/NNG+자원/NNG
살리기	살리/VV+기/ETN
사업	사업/NNG
확대	확대/NNG
▲금강산	▲/SW+금강산/NNP
전망대	전망대/NNG
개방	개방/NNG
▲동서남북	▲/SW+동서남북/NNG
연결	연결/NNG
도로망	도로망/NNG
등을	등/NNB+을/JKO
건의했다.	건의/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.175.6.1
고성군은 "좌절과 아픔을 겪으면서도 관광 재개에 대한 희망으로 견뎌왔지만, 지금은 너무나 큰 충격에 빠졌다"며 "자치단체의 노력으로는 한계가 있어 정부에 지원을 건의한 것"이라고 말했다.

고성군은	고성군/NNP+은/JX
"좌절과	"/SS+좌절/NNG+과/JC
아픔을	아픔/NNG+을/JKO
겪으면서도	겪/VV+으면서/EC+도/JX
관광	관광/NNG
재개에	재개/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
희망으로	희망/NNG+으로/JKB
견뎌왔지만,	견디/VV+어/EC+오/VX+았/EP+지만/EC+,/SP
지금은	지금/NNG+은/JX
너무나	너무나/MAG
큰	크/VA+ㄴ/ETM
충격에	충격/NNG+에/JKB
빠졌다"며	빠지/VV+었/EP+다/EF+"/SS+며/EC
"자치단체의	"/SS+자치/NNG+단체/NNG+의/JKG
노력으로는	노력/NNG+으로/JKB+는/JX
한계가	한계/NNG+가/JKS
있어	있/VA+어/EC
정부에	정부/NNG+에/JKB
