# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000052.97
metadata : {}


# id : NWRW1800000052.97.1.1
25년 철권통치 카리모프 사망…우즈베크 권력 향배 ‘안갯속’

25년	25/SN+년/NNB
철권통치	철권통치/NNG
카리모프	카리모프/NNP
사망…우즈베크	사망/NNG+…/SE+우즈베크/NNP
권력	권력/NNG
향배	향배/NNG
‘안갯속’	‘/SS+안갯속/NNG+’/SS


# id : NWRW1800000052.97.2.1
“안정 통치” “자국민 탄압” 엇갈려

“안정	“/SS+안정/NNG
통치”	통치/NNG+”/SS
“자국민	“/SS+자국민/NNG
탄압”	탄압/NNG+”/SS
엇갈려	엇갈리/VV+어/EC


# id : NWRW1800000052.97.3.1
아프간 접경국이라 미·러 등 주시

아프간	아프간/NNP
접경국이라	접경국/NNG+이/VCP+라/EC
미·러	미/NNP+·/SP+러/NNP
등	등/NNB
주시	주시/NNG


# id : NWRW1800000052.97.4.1
중앙아시아의 우즈베키스탄을 사반세기 동안 철권통치했던 이슬람 카리모프 전 대통령의 장례식이 3일 열렸다.

중앙아시아의	중앙아시아/NNP+의/JKG
우즈베키스탄을	우즈베키스탄/NNP+을/JKO
사반세기	사반세기/NNG
동안	동안/NNG
철권통치했던	철권통치/NNG+하/XSV+았/EP+던/ETM
이슬람	이슬람/NNG
카리모프	카리모프/NNP
전	전/MMD
대통령의	대통령/NNG+의/JKG
장례식이	장례식/NNG+이/JKS
3일	3/SN+일/NNB
열렸다.	열리/VV+었/EP+다/EF+./SF


# id : NWRW1800000052.97.4.2
독재자의 사망 이후 우즈베크의 권력이 어떻게 바뀔지에 미국과 러시아 등의 관심이 크다.

독재자의	독재자/NNG+의/JKG
사망	사망/NNG
이후	이후/NNG
우즈베크의	우즈베크/NNP+의/JKG
권력이	권력/NNG+이/JKS
어떻게	어떻/VA+게/EC
바뀔지에	바뀌/VV+ㄹ지/EC+에/JKB
미국과	미국/NNP+과/JC
러시아	러시아/NNP
등의	등/NNB+의/JKG
관심이	관심/NNG+이/JKS
크다.	크/VA+다/EF+./SF


# id : NWRW1800000052.97.5.1
우즈베크 정부는 지난 2일 올해 78살인 카리모프 대통령이 숨졌다고 공식 발표했다.

우즈베크	우즈베크/NNP
정부는	정부/NNG+는/JX
지난	지나/VV+ㄴ/ETM
2일	2/SN+일/NNB
올해	올해/NNG
78살인	78/SN+살/NNB+이/VCP+ㄴ/ETM
카리모프	카리모프/NNP
대통령이	대통령/NNG+이/JKS
숨졌다고	숨지/VV+었/EP+다고/EC
공식	공식/NNG
발표했다.	발표/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000052.97.5.2
카리모프는 자신의 고향이자 티무르 제국의 수도였던 사마르칸트에 묻혔다.

카리모프는	카리모프/NNP+는/JX
자신의	자신/NNG+의/JKG
고향이자	고향/NNG+이/VCP+자/EC
티무르	티무르/NNP
제국의	제국/NNG+의/JKG
수도였던	수도/NNG+이/VCP+었/EP+던/ETM
사마르칸트에	사마르칸트/NNP+에/JKB
묻혔다.	묻히/VV+었/EP+다/EF+./SF


# id : NWRW1800000052.97.6.1
우즈베크는 인구 2800만명으로 중앙아시아에서 가장 인구가 많고 티무르 제국이 있었던 유서 깊은 나라다.

우즈베크는	우즈베크/NNP+는/JX
인구	인구/NNG
2800만명으로	2800/SN+만/NR+명/NNB+으로/JKB
중앙아시아에서	중앙아시아/NNP+에서/JKB
가장	가장/MAG
인구가	인구/NNG+가/JKS
많고	많/VA+고/EC
티무르	티무르/NNP
제국이	제국/NNG+이/JKS
있었던	있/VA+었/EP+던/ETM
유서	유서/NNG
깊은	깊/VA+은/ETM
나라다.	나라/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000052.97.6.2
이슬람 극단주의 세력 때문에 오랜 내전을 겪고 있는 아프가니스탄과 국경을 마주하고 있고, 우즈베크가 이슬람 극단주의를 막는 방파제 구실을 해 미국과 러시아는 우즈베크에 공을 들였다.

이슬람	이슬람/NNG
극단주의	극단주의/NNG
세력	세력/NNG
때문에	때문/NNB+에/JKB
오랜	오랜/MMA
내전을	내전/NNG+을/JKO
겪고	겪/VV+고/EC
있는	있/VX+는/ETM
아프가니스탄과	아프가니스탄/NNP+과/JKB
국경을	국경/NNG+을/JKO
마주하고	마주/MAG+하/XSV+고/EC
있고,	있/VX+고/EC+,/SP
우즈베크가	우즈베크/NNP+가/JKS
극단주의를	극단주의/NNG+를/JKO
막는	막/VV+는/ETM
방파제	방파제/NNG
구실을	구실/NNG+을/JKO
해	하/VV+아/EC
미국과	미국/NNP+과/JC
러시아는	러시아/NNP+는/JX
우즈베크에	우즈베크/NNP+에/JKB
공을	공/NNG+을/JKO
들였다.	들이/VV+었/EP+다/EF+./SF


# id : NWRW1800000052.97.7.1
카리모프에 대해서는 다민족국가인 우즈베크를 큰 혼란 없이 통치한 인물이라는 평가도 있지만, 자신의 국민에게도 총부리를 들이댄 무자비한 독재자였다는 비판이 많다.

카리모프에	카리모프/NNP+에/JKB
대해서는	대하/VV+아서/EC+는/JX
다민족국가인	다민족/NNG+국가/NNG+이/VCP+ㄴ/ETM
우즈베크를	우즈베크/NNP+를/JKO
큰	크/VA+ㄴ/ETM
혼란	혼란/NNG
없이	없이/MAG
통치한	통치/NNG+하/XSV+ㄴ/ETM
인물이라는	인물/NNG+이/VCP+라는/ETM
평가도	평가/NNG+도/JX
있지만,	있/VA+지만/EC+,/SP
자신의	자신/NNG+의/JKG
국민에게도	국민/NNG+에게/JKB+도/JX
총부리를	총부리/NNG+를/JKO
들이댄	들이대/VV+ㄴ/ETM
무자비한	무/XPN+자비/NNG+하/XSA+ㄴ/ETM
독재자였다는	독재자/NNG+이/VCP+었/EP+다는/ETM
비판이	비판/NNG+이/JKS
많다.	많/VA+다/EF+./SF


# id : NWRW1800000052.97.8.1
어린 시절 고아원에서 자란 카리모프는 대학에서 공학을 전공한 뒤 우즈베크 공산당에 입당해 옛 소련 말기인 1989년 우즈베크 공산당 서기장에 올랐다.

어린	어리/VA+ㄴ/ETM
시절	시절/NNG
고아원에서	고아원/NNG+에서/JKB
자란	자라/VV+ㄴ/ETM
카리모프는	카리모프/NNP+는/JX
대학에서	대학/NNG+에서/JKB
공학을	공학/NNG+을/JKO
전공한	전공/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
우즈베크	우즈베크/NNP
공산당에	공산당/NNP+에/JKB
입당해	입당/NNG+하/XSV+아/EC
옛	옛/MMA
소련	소련/NNP
말기인	말기/NNG+이/VCP+ㄴ/ETM
1989년	1989/SN+년/NNB
공산당	공산당/NNP
서기장에	서기장/NNG+에/JKB
올랐다.	오르/VV+았/EP+다/EF+./SF


# id : NWRW1800000052.97.8.2
1991년 옛 소련에서 쿠데타가 일어나고 체제가 붕괴하자 독립을 선언했다.

1991년	1991/SN+년/NNB
옛	옛/MMA
소련에서	소련/NNP+에서/JKB
쿠데타가	쿠데타/NNG+가/JKS
일어나고	일어나/VV+고/EC
체제가	체제/NNG+가/JKS
붕괴하자	붕괴/NNG+하/XSV+자/EC
독립을	독립/NNG+을/JKO
선언했다.	선언/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000052.97.8.3
이후 선거를 통해 재선을 거듭했지만, 선거들이 투명하고 공정하게 치러졌다고 믿는 이는 거의 없다.

이후	이후/NNG
선거를	선거/NNG+를/JKO
통해	통하/VV+아/EC
재선을	재선/NNG+을/JKO
거듭했지만,	거듭/MAG+하/XSV+았/EP+지만/EC+,/SP
선거들이	선거/NNG+들/XSN+이/JKS
투명하고	투명/NNG+하/XSA+고/EC
공정하게	공정/NNG+하/XSA+게/EC
치러졌다고	치르/VV+어/EC+지/VX+었/EP+다고/EC
믿는	믿/VV+는/ETM
이는	이/NNB+는/JX
거의	거의/MAG
없다.	없/VA+다/EF+./SF


# id : NWRW1800000052.97.8.4
지난해 선거에서 카리모프의 득표율은 90.4%였다.

지난해	지난해/NNG
선거에서	선거/NNG+에서/JKB
카리모프의	카리모프/NNP+의/JKG
득표율은	득표/NNG+율/XSN+은/JX
90.4%였다.	90/SN+./SP+4/SN+%/SW+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000052.97.9.1
카리모프 치하에서 가장 악명 높았던 인권침해 논란은 2005년에 벌어진 안디잔 학살이다.

카리모프	카리모프/NNP
치하에서	치하/NNG+에서/JKB
가장	가장/MAG
악명	악명/NNG
높았던	높/VA+았/EP+던/ETM
인권침해	인권/NNG+침해/NNG
논란은	논란/NNG+은/JX
2005년에	2005/SN+년/NNB+에/JKB
벌어진	벌어지/VV+ㄴ/ETM
안디잔	안디잔/NNP
학살이다.	학살/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000052.97.9.2
정부는 동부 안디잔에서 반정부 시위가 발생하자 기관총과 장갑차를 동원해 비무장 시민들을 살해했다.

정부는	정부/NNG+는/JX
동부	동부/NNG
안디잔에서	안디잔/NNP+에서/JKB
반정부	반/XPN+정부/NNG
시위가	시위/NNG+가/JKS
발생하자	발생/NNG+하/XSV+자/EC
기관총과	기관총/NNG+과/JC
장갑차를	장갑차/NNG+를/JKO
동원해	동원/NNG+하/XSV+아/EC
비무장	비/XPN+무장/NNG
시민들을	시민/NNG+들/XSN+을/JKO
살해했다.	살해/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000052.97.9.3
정부는 187명이 이때 숨졌다고 발표했지만, 최소 1500~2000명이 숨졌다는 주장도 있다.

정부는	정부/NNG+는/JX
187명이	187/SN+명/NNB+이/JKS
이때	이때/NNG
숨졌다고	숨지/VV+었/EP+다고/EC
발표했지만,	발표/NNG+하/XSV+았/EP+지만/EC+,/SP
최소	최소/NNG
1500~2000명이	1500/SN+~/SO+2000/SN+명/NNB+이/JKS
숨졌다는	숨지/VV+었/EP+다는/ETM
주장도	주장/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000052.97.10.1
강대국들은 우즈베크의 지정학적 중요성 때문에 비판이나 제재에 소극적이었다.

강대국들은	강대국/NNG+들/XSN+은/JX
우즈베크의	우즈베크/NNP+의/JKG
지정학적	지정학/NNG+적/XSN
중요성	중요/NNG+성/XSN
때문에	때문/NNB+에/JKB
비판이나	비판/NNG+이나/JC
제재에	제재/NNG+에/JKB
소극적이었다.	소극/NNG+적/XSN+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000052.97.10.2
미국은 조지 부시 정권 때 아프가니스탄을 침공하면서 우즈베크의 공군기지를 사용했는데, 우즈베크 정부는 미국이 2005년 안디잔 학살을 비판하자 기지에서 미군을 쫓아냈다.

미국은	미국/NNP+은/JX
조지	조지/NNP
부시	부시/NNP
정권	정권/NNG
때	때/NNG
아프가니스탄을	아프가니스탄/NNP+을/JKO
침공하면서	침공/NNG+하/XSV+면서/EC
우즈베크의	우즈베크/NNP+의/JKG
공군기지를	공군/NNG+기지/NNG+를/JKO
사용했는데,	사용/NNG+하/XSV+았/EP+는데/EC+,/SP
우즈베크	우즈베크/NNP
정부는	정부/NNG+는/JX
미국이	미국/NNP+이/JKS
2005년	2005/SN+년/NNB
안디잔	안디잔/NNP
학살을	학살/NNG+을/JKO
