# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.30
metadata : {}


# id : NWRW1800000030.30.1.1
美 동성연애자 부부 입양 급증

美	美/SH
동성연애자	동성연애자/NNG
부부	부부/NNG
입양	입양/NNG
급증	급증/NNG


# id : NWRW1800000030.30.2.1
•입양아 6만5000명 달해

•입양아	•/SW+입양아/NNG
6만5000명	6/SN+만/NR+5000/SN+명/NNB
달해	달하/VV+아/EF


# id : NWRW1800000030.30.3.1
미국에서 동성 커플에 의한 입양이 최근 급증하고 있다고 뉴욕타임스(NYT)가 13일 보도했다.

미국에서	미국/NNP+에서/JKB
동성	동성/NNG
커플에	커플/NNG+에/JKB
의한	의하/VV+ㄴ/ETM
입양이	입양/NNG+이/JKS
최근	최근/MAG
급증하고	급증/NNG+하/XSV+고/EC
있다고	있/VX+다고/EC
뉴욕타임스(NYT)가	뉴욕타임스/NNP+(/SS+NYT/SL+)/SS+가/JKS
13일	13/SN+일/NNB
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.30.3.2
신문은 자녀가 있는 동성커플 가운데 아이를 입양한 커플 수가 2000년 8%에서 2009년 19%로 급증했다고 전했다.

신문은	신문/NNG+은/JX
자녀가	자녀/NNG+가/JKS
있는	있/VA+는/ETM
동성커플	동성/NNG+커플/NNG
가운데	가운데/NNG
아이를	아이/NNG+를/JKO
입양한	입양/NNG+하/XSV+ㄴ/ETM
커플	커플/NNG
수가	수/NNG+가/JKS
2000년	2000/SN+년/NNB
8%에서	8/SN+%/SW+에서/JKB
2009년	2009/SN+년/NNB
19%로	19/SN+%/SW+로/JKB
급증했다고	급증/NNG+하/XSV+았/EP+다고/EC
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.30.3.3
현재 미국에서 '아빠들'만 있거나 '엄마들'만 있는 동성커플 가정에서 자라는 입양아는 6만5000명에 이른다.

현재	현재/MAG
미국에서	미국/NNP+에서/JKB
'아빠들'만	'/SS+아빠/NNG+들/XSN+'/SS+만/JX
있거나	있/VA+거나/EC
'엄마들'만	'/SS+엄마/NNG+들/XSN+'/SS+만/JX
있는	있/VA+는/ETM
동성커플	동성/NNG+커플/NNG
가정에서	가정/NNG+에서/JKB
자라는	자라/VV+는/ETM
입양아는	입양아/NNG+는/JX
6만5000명에	6/SN+만/NR+5000/SN+명/NNB+에/JKB
이른다.	이르/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.30.3.4
이는 미국 전체 입양아의 4%에 해당하는 수치다.

이는	이/NP+는/JX
미국	미국/NNP
전체	전체/NNG
입양아의	입양아/NNG+의/JKG
4%에	4/SN+%/SW+에/JKB
해당하는	해당/NNG+하/XSV+는/ETM
수치다.	수치/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.30.4.1
관련 단체들은 미국에서 동성커플에 의한 입양이 증가하는 이유를 두 가지로 분석한다.

관련	관련/NNG
단체들은	단체/NNG+들/XSN+은/JX
미국에서	미국/NNP+에서/JKB
동성커플에	동성/NNG+커플/NNG+에/JKB
의한	의하/VV+ㄴ/ETM
입양이	입양/NNG+이/JKS
증가하는	증가/NNG+하/XSV+는/ETM
이유를	이유/NNG+를/JKO
두	두/MMN
가지로	가지/NNB+로/JKB
분석한다.	분석/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.30.4.2
하나는 미국사회가 동성애자들의 성적 취향에 너그러워지며 동성커플들도 일반 가정의 부모처럼 자녀를 두고 싶어한다는 사실을 인정하기 시작했다는 것이다.

하나는	하나/NR+는/JX
미국사회가	미국/NNP+사회/NNG+가/JKS
동성애자들의	동성애자/NNG+들/XSN+의/JKG
성적	성/NNG+적/XSN
취향에	취향/NNG+에/JKB
너그러워지며	너그럽/VA+어/EC+지/VX+며/EC
동성커플들도	동성/NNG+커플/NNG+들/XSN+도/JX
일반	일반/NNG
가정의	가정/NNG+의/JKG
부모처럼	부모/NNG+처럼/JKB
자녀를	자녀/NNG+를/JKO
두고	두/VV+고/EC
싶어한다는	싶/VX+어/EC+하/VX+ㄴ다는/ETM
사실을	사실/NNG+을/JKO
인정하기	인정/NNG+하/XSV+기/ETN
시작했다는	시작/NNG+하/XSV+았/EP+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000030.30.5.1
또 다른 이유는 더 현실적이다.

또	또/MAG
다른	다른/MMD
이유는	이유/NNG+는/JX
더	더/MAG
현실적이다.	현실/NNG+적/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000030.30.5.2
미국 전역에서 입양을 기다리는 고아가 11만5000명에 이르며, 자녀를 원하는 동성커플은 이 어린이들에게 가족의 울타리를 제공할 자원으로 인식되기 시작했다는 점이다.

미국	미국/NNP
전역에서	전역/NNG+에서/JKB
입양을	입양/NNG+을/JKO
기다리는	기다리/VV+는/ETM
고아가	고아/NNG+가/JKS
11만5000명에	11/SN+만/NR+5000/SN+명/NNB+에/JKB
이르며,	이르/VV+며/EC+,/SP
자녀를	자녀/NNG+를/JKO
원하는	원/NNG+하/XSV+는/ETM
동성커플은	동성/NNG+커플/NNG+은/JX
이	이/MMD
어린이들에게	어린이/NNG+들/XSN+에게/JKB
가족의	가족/NNG+의/JKG
울타리를	울타리/NNG+를/JKO
제공할	제공/NNG+하/XSV+ㄹ/ETM
자원으로	자원/NNG+으로/JKB
인식되기	인식/NNG+되/XSV+기/ETN
시작했다는	시작/NNG+하/XSV+았/EP+다는/ETM
점이다.	점/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.30.5.3
오바마 행정부도 동성커플 입양에 긍정적이다.

오바마	오바마/NNP
행정부도	행정부/NNG+도/JX
동성커플	동성/NNG+커플/NNG
입양에	입양/NNG+에/JKB
긍정적이다.	긍정/NNG+적/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000030.30.6.1
그러나 동성커플의 입양에는 여전히 많은 법적 제약이 따른다.

그러나	그러나/MAJ
동성커플의	동성/NNG+커플/NNG+의/JKG
입양에는	입양/NNG+에/JKB+는/JX
여전히	여전히/MAG
많은	많/VA+은/ETM
법적	법/NNG+적/XSN
제약이	제약/NNG+이/JKS
따른다.	따르/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.30.6.2
현재 미국에서 동성커플의 입양을 명백하게 금지하는 곳은 유타와 미시시피 두 곳뿐이다.

현재	현재/MAG
미국에서	미국/NNP+에서/JKB
동성커플의	동성/NNG+커플/NNG+의/JKG
입양을	입양/NNG+을/JKO
명백하게	명백하/VA+게/EC
금지하는	금지/NNG+하/XSV+는/ETM
곳은	곳/NNG+은/JX
유타와	유타/NNP+와/JC
미시시피	미시시피/NNP
두	두/MMN
곳뿐이다.	곳/NNG+뿐/JX+이/VCP+다/EF+./SF


# id : NWRW1800000030.30.7.1
그러나 미국 주의 절반 이상이 동성커플에게 법적 부부 지위를 인정하지 않아 일반가정처럼 자녀를 입양하는 것이 불가능하다.

그러나	그러나/MAJ
미국	미국/NNP
주의	주/NNG+의/JKG
절반	절반/NNG
이상이	이상/NNG+이/JKS
동성커플에게	동성/NNG+커플/NNG+에게/JKB
법적	법/NNG+적/XSN
부부	부부/NNG
지위를	지위/NNG+를/JKO
인정하지	인정/NNG+하/XSV+지/EC
않아	않/VX+아/EC
일반가정처럼	일반/NNG+가정/NNG+처럼/JKB
자녀를	자녀/NNG+를/JKO
입양하는	입양/NNG+하/XSV+는/ETM
것이	것/NNB+이/JKS
불가능하다.	불/XPN+가능/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000030.30.7.2
이 때문에 자녀를 원하는 동성커플은 둘 중 한 사람이 독신자 신분으로 자녀를 입양한다고 신문은 전했다.

이	이/MMD
때문에	때문/NNB+에/JKB
자녀를	자녀/NNG+를/JKO
원하는	원/NNG+하/XSV+는/ETM
동성커플은	동성/NNG+커플/NNG+은/JX
둘	둘/NR
중	중/NNB
한	한/MMN
사람이	사람/NNG+이/JKS
독신자	독신자/NNG
신분으로	신분/NNG+으로/JKB
입양한다고	입양/NNG+하/XSV+ㄴ다고/EC
신문은	신문/NNG+은/JX
전했다.	전하/VV+았/EP+다/EF+./SF


