# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.424
metadata : {}


# id : NWRW1800000030.424.1.1
[서울] 해님·달님 자매 세상에 첫 '어흥'

[서울]	[/SS+서울/NNP+]/SS
해님·달님	해님/NNP+·/SP+달님/NNP
자매	자매/NNG
세상에	세상/NNG+에/JKB
첫	첫/MMN
'어흥'	'/SS+어흥/MAG+'/SS


# id : NWRW1800000030.424.2.1
•어린이대공원 동물 체험교실, 생후 한 달 아기호랑이 공개

•어린이대공원	•/SW+어린이대공원/NNP
동물	동물/NNG
체험교실,	체험/NNG+교실/NNG+,/SP
생후	생후/NNG
한	한/MMN
달	달/NNB
아기호랑이	아기/NNG+호랑이/NNG
공개	공개/NNG


# id : NWRW1800000030.424.3.1
서울어린이대공원 동물원이 태어난 지 한 달 된 아기 호랑이 자매를 공개한다.

서울어린이대공원	서울어린이대공원/NNP
동물원이	동물원/NNG+이/JKS
태어난	태어나/VV+ㄴ/ETM
지	지/NNB
한	한/MMN
달	달/NNB
된	되/VV+ㄴ/ETM
아기	아기/NNG
호랑이	호랑이/NNG
자매를	자매/NNG+를/JKO
공개한다.	공개/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.424.4.1
서울어린이대공원은 오는 23일부터 '겨울방학 동물 체험 프로그램'에 아기 호랑이 '해님·달님(이하 해달)' 자매를 공개한다고 12일 밝혔다.

서울어린이대공원은	서울어린이대공원/NNP+은/JX
오는	오/VV+는/ETM
23일부터	23/SN+일/NNB+부터/JX
'겨울방학	'/SS+겨울/NNG+방학/NNG
동물	동물/NNG
체험	체험/NNG
프로그램'에	프로그램/NNG+'/SS+에/JKB
아기	아기/NNG
호랑이	호랑이/NNG
'해님·달님(이하	'/SS+해님/NNP+·/SP+달님/NNP+(/SS+이하/NNG
해달)'	해달/NNP+)/SS+'/SS
자매를	자매/NNG+를/JKO
공개한다고	공개/NNG+하/XSV+ㄴ다고/EC
12일	12/SN+일/NNB
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.424.5.1
지난달 14일 태어난 해달 자매는 2001년 경남 마산 돝섬유원지에서 서울어린이대공원으로 이사 온 벵갈호랑이 '대두'의 손녀다.

지난달	지난달/NNG
14일	14/SN+일/NNB
태어난	태어나/VV+ㄴ/ETM
해달	해달/NNP
자매는	자매/NNG+는/JX
2001년	2001/SN+년/NNB
경남	경남/NNP
마산	마산/NNP
돝섬유원지에서	돝섬유원지/NNP+에서/JKB
서울어린이대공원으로	서울어린이대공원/NNP+으로/JKB
이사	이사/NNG
온	오/VV+ㄴ/ETM
벵갈호랑이	벵갈호랑이/NNG
'대두'의	'/SS+대두/NNP+'/SS+의/JKG
손녀다.	손녀/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.424.5.2
대두는 에버랜드에서 온 호랑이 '강이'를 2002년 아내로 맞이했다.

대두는	대두/NNP+는/JX
에버랜드에서	에버랜드/NNP+에서/JKB
온	오/VV+ㄴ/ETM
호랑이	호랑이/NNG
'강이'를	'/SS+강이/NNP+'/SS+를/JKO
2002년	2002/SN+년/NNB
아내로	아내/NNG+로/JKB
맞이했다.	맞이하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.424.5.3
강이는 2002년부터 3년간 16마리(암컷 9마리, 수컷 7마리)를 출산했다.

강이는	강이/NNP+는/JX
2002년부터	2002/SN+년/NNB+부터/JX
3년간	3/SN+년/NNB+간/XSN
16마리(암컷	16/SN+마리/NNB+(/SS+암컷/NNG
9마리,	9/SN+마리/NNB+,/SP
수컷	수컷/NNG
7마리)를	7/SN+마리/NNB+)/SS+를/JKO
출산했다.	출산/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.424.5.4
강이는 2003년 6월부터 1년여간 4회 연속으로 출산하기도 했다.

강이는	강이/NNP+는/JX
2003년	2003/SN+년/NNB
6월부터	6/SN+월/NNB+부터/JX
1년여간	1/SN+년/NNB+여/XSN+간/XSN
4회	4/SN+회/NNB
연속으로	연속/NNG+으로/JKB
출산하기도	출산/NNG+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000030.424.5.5
이중 두 차례는 네쌍둥이를 낳는 진기록을 세웠다.

이중	이/NP+중/NNB
두	두/MMN
차례는	차례/NNG+는/JX
네쌍둥이를	네쌍둥이/NNG+를/JKO
낳는	낳/VV+는/ETM
진기록을	진기록/NNG+을/JKO
세웠다.	세우/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.424.6.1
해달 자매는 '대두-강이' 부부 사이에서 2004년 태어난 '강호'의 딸들이다.

해달	해달/NNP
자매는	자매/NNG+는/JX
'대두-강이'	'/SS+대두/NNP+-/SO+강이/NNP+'/SS
부부	부부/NNG
사이에서	사이/NNG+에서/JKB
2004년	2004/SN+년/NNB
태어난	태어나/VV+ㄴ/ETM
'강호'의	'/SS+강호/NNG+'/SS+의/JKG
딸들이다.	딸/NNG+들/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000030.424.6.2
해달 자매는 출생 당시 몸무게가 1.5㎏이었고 현재는 3㎏ 정도 나간다.

해달	해달/NNP
자매는	자매/NNG+는/JX
출생	출생/NNG
당시	당시/NNG
몸무게가	몸무게/NNG+가/JKS
1.5㎏이었고	1/SN+./SP+5/SN+㎏/SW+이/VCP+었/EP+고/EC
현재는	현재/NNG+는/JX
3㎏	3/SN+㎏/SW
정도	정도/NNG
나간다.	나가/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.424.6.3
서울어린이대공원 관계자는 "호랑이 부부 금실이 너무 좋아 아기 호랑이 출산이 잦아서 골칫거리가 되기도 한다"며 "그동안 태어난 아기 호랑이는 대부분 전국 각지의 동물원에 분양해 동물원 관람에 필요한 적정 개체 수를 유지하고 있다"고 말했다.

서울어린이대공원	서울어린이대공원/NNP
관계자는	관계자/NNG+는/JX
"호랑이	"/SS+호랑이/NNG
부부	부부/NNG
금실이	금실/NNG+이/JKS
너무	너무/MAG
좋아	좋/VA+아/EC
아기	아기/NNG
호랑이	호랑이/NNG
출산이	출산/NNG+이/JKS
잦아서	잦/VA+아서/EC
골칫거리가	골칫거리/NNG+가/JKC
되기도	되/VV+기/ETN+도/JX
한다"며	하/VX+ㄴ다/EF+"/SS+며/EC
"그동안	"/SS+그동안/NNG
태어난	태어나/VV+ㄴ/ETM
호랑이는	호랑이/NNG+는/JX
대부분	대/XPN+부분/NNG
전국	전국/NNG
각지의	각지/NNG+의/JKG
동물원에	동물원/NNG+에/JKB
분양해	분양/NNG+하/XSV+아/EC
동물원	동물원/NNG
관람에	관람/NNG+에/JKB
필요한	필요/NNG+하/XSA+ㄴ/ETM
적정	적정/NNG
개체	개체/NNG
수를	수/NNG+를/JKO
유지하고	유지/NNG+하/XSV+고/EC
있다"고	있/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.424.7.1
겨울방학 동물 체험 프로그램 참가자는 고슴도치 길들이기, 구렁이 안아보기, 페릿(족제비과 애완동물) 목에 둘러보기, 오랑우탄·코끼리 등 동물 박제 비교하기 등의 체험을 할 수 있다.

겨울방학	겨울/NNG+방학/NNG
동물	동물/NNG
체험	체험/NNG
프로그램	프로그램/NNG
참가자는	참가자/NNG+는/JX
고슴도치	고슴도치/NNG
길들이기,	길들이/VV+기/ETN+,/SP
구렁이	구렁이/NNG
안아보기,	안/VV+아/EC+보/VX+기/ETN+,/SP
페릿(족제비과	페릿/NNG+(/SS+족제비/NNG+과/NNG
애완동물)	애완동물/NNG+)/SS
목에	목/NNG+에/JKB
둘러보기,	두르/VV+어/EC+보/VX+기/ETN+,/SP
오랑우탄·코끼리	오랑우탄/NNG+·/SP+코끼리/NNG
등	등/NNB
박제	박제/NNG
비교하기	비교/NNG+하/XSV+기/ETN
등의	등/NNB+의/JKG
체험을	체험/NNG+을/JKO
할	하/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000030.424.7.2
이번 프로그램은 내년 1월 28일까지 열린다.

이번	이번/NNG
