# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.413
metadata : {}


# id : NWRW1800000030.413.1.1
[서울] 마분지 승차권에서… RF시스템 교통카드까지

[서울]	[/SS+서울/NNP+]/SS
마분지	마분지/NNG
승차권에서…	승차/NNG+권/XSN+에서/JKB+…/SE
RF시스템	RF/SL+시스템/NNG
교통카드까지	교통/NNG+카드/NNG+까지/JX


# id : NWRW1800000030.413.2.1
•지하철 승차권 변천사 30년

•지하철	•/SW+지하철/NNG
승차권	승차/NNG+권/XSN
변천사	변천사/NNG
30년	30/SN+년/NNB


# id : NWRW1800000030.413.3.1
1974년 서울메트로가 개통할 때 쓰였던 승차권은 흔히 '마분지 승차권'으로 불린 '에드몬슨 승차권'이다.

1974년	1974/SN+년/NNB
서울메트로가	서울메트로/NNP+가/JKS
개통할	개통/NNG+하/XSV+ㄹ/ETM
때	때/NNG
쓰였던	쓰이/VV+었/EP+던/ETM
승차권은	승차/NNG+권/XSN+은/JX
흔히	흔히/MAG
'마분지	'/SS+마분지/NNG
승차권'으로	승차/NNG+권/XSN+'/SS+으로/JKB
불린	불리/VV+ㄴ/ETM
'에드몬슨	'/SS+에드몬슨/NNP
승차권'이다.	승차/NNG+권/XSN+'/SS+이/VCP+다/EF+./SF


# id : NWRW1800000030.413.4.1
1839년 이 승차권을 처음 발명한 영국 역무원 토머스 에드몬슨 이름을 딴 것이다.

1839년	1839/SN+년/NNB
이	이/MMD
승차권을	승차/NNG+권/XSN+을/JKO
처음	처음/NNG
발명한	발명/NNG+하/XSV+ㄴ/ETM
영국	영국/NNP
역무원	역무원/NNG
토머스	토머스/NNP
에드몬슨	에드몬슨/NNP
이름을	이름/NNG+을/JKO
딴	따/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000030.413.4.2
역마다 종류별로 미리 만들어 승객에게 팔았고, 발매역·목적지·운임 등을 표기했다.

역마다	역/NNG+마다/JX
종류별로	종류/NNG+별/XSN+로/JKB
미리	미리/MAG
만들어	만들/VV+어/EC
승객에게	승객/NNG+에게/JKB
팔았고,	팔/VV+았/EP+고/EC+,/SP
발매역·목적지·운임	발매/NNG+역/NNG+·/SP+목적지/NNG+·/SP+운임/NNG
등을	등/NNB+을/JKO
표기했다.	표기/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.413.4.3
'에드몬슨 승차권'은 역무원이 출구마다 서서 승차권을 확인해야 했기 때문에 1986년 역무 자동화와 함께 마그네틱 승차권으로 대체됐다.

'에드몬슨	'/SS+에드몬슨/NNP
승차권'은	승차/NNG+권/XSN+'/SS+은/JX
역무원이	역무원/NNG+이/JKS
출구마다	출구/NNG+마다/JX
서서	서/VV+어서/EC
승차권을	승차/NNG+권/XSN+을/JKO
확인해야	확인/NNG+하/XSV+아야/EC
했기	하/VX+았/EP+기/ETN
때문에	때문/NNB+에/JKB
1986년	1986/SN+년/NNB
역무	역무/NNG
자동화와	자동/NNG+화/XSN+와/JKB
함께	함께/MAG
마그네틱	마그네틱/NNG
승차권으로	승차/NNG+권/XSN+으로/JKB
대체됐다.	대체/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000030.413.5.1
서울메트로가 창립 30주년을 맞아 공개한 지하철 승차권 변천사는 시대와 기술의 진화를 보여준다.

서울메트로가	서울메트로/NNP+가/JKS
창립	창립/NNG
30주년을	30/SN+주년/NNB+을/JKO
맞아	맞/VV+아/EC
공개한	공개/NNG+하/XSV+ㄴ/ETM
지하철	지하철/NNG
승차권	승차/NNG+권/XSN
변천사는	변천사/NNG+는/JX
시대와	시대/NNG+와/JC
기술의	기술/NNG+의/JKG
진화를	진화/NNG+를/JKO
보여준다.	보이/VV+어/EC+주/VX+ㄴ다/EF+./SF


# id : NWRW1800000030.413.6.1
'에드몬슨 승차권'을 제압한 '마그네틱 승차권'은 편하긴 했지만 자석이나 땀이 마그네틱 띠를 훼손하는 경우가 많아, 가끔 직원들이 마그네틱 뷰어로 금액과 행선지를 확인하고 승객을 돌려보내는 진풍경이 연출되곤 했다.

'에드몬슨	'/SS+에드몬슨/NNP
승차권'을	승차/NNG+권/XSN+'/SS+을/JKO
제압한	제압/NNG+하/XSV+ㄴ/ETM
'마그네틱	'/SS+마그네틱/NNG
승차권'은	승차/NNG+권/XSN+'/SS+은/JX
편하긴	편하/VA+기/ETN+ㄴ/JX
했지만	하/VX+았/EP+지만/EC
자석이나	자석/NNG+이나/JC
땀이	땀/NNG+이/JKS
마그네틱	마그네틱/NNG
띠를	띠/NNG+를/JKO
훼손하는	훼손/NNG+하/XSV+는/ETM
경우가	경우/NNG+가/JKS
많아,	많/VA+아/EC+,/SP
가끔	가끔/MAG
직원들이	직원/NNG+들/XSN+이/JKS
뷰어로	뷰어/NNG+로/JKB
금액과	금액/NNG+과/JC
행선지를	행선지/NNG+를/JKO
확인하고	확인/NNG+하/XSV+고/EC
승객을	승객/NNG+을/JKO
돌려보내는	돌려보내/VV+는/ETM
진풍경이	진풍경/NNG+이/JKS
연출되곤	연출/NNG+되/XSV+곤/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000030.413.7.1
'마그네틱 승차권'도 RF(Radio Frequency)시스템을 이용한 교통카드가 1999년 들어오면서 점차 사라져 2009년 완전히 폐지됐다.

'마그네틱	'/SS+마그네틱/NNG
승차권'도	승차/NNG+권/XSN+'/SS+도/JX
RF(Radio	RF/SL+(/SS+Radio/SL
Frequency)시스템을	Frequency/SL+)/SS+시스템/NNG+을/JKO
이용한	이용/NNG+하/XSV+ㄴ/ETM
교통카드가	교통/NNG+카드/NNG+가/JKS
1999년	1999/SN+년/NNB
들어오면서	들어오/VV+면서/EC
점차	점차/MAG
사라져	사라지/VV+어/EC
2009년	2009/SN+년/NNB
완전히	완전히/MAG
폐지됐다.	폐지/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000030.413.7.2
이때까지 에드몬슨과 마그네틱 종이승차권은 모두 152억장이 발행됐다.

이때까지	이때/NNG+까지/JX
에드몬슨과	에드몬슨/NNP+과/JC
마그네틱	마그네틱/NNG
종이승차권은	종이/NNG+승차/NNG+권/XSN+은/JX
모두	모두/MAG
152억장이	152/SN+억/NR+장/NNB+이/JKS
