# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.405
metadata : {}


# id : NWRW1800000030.405.1.1
[호남] '친환경농산물' 안전성 검증 까다롭게 •전남도, '잔류' 검사 수시로, 부실인증기관 영구배제

[호남]	[/SS+호남/NNP+]/SS
'친환경농산물'	'/SS+친/XPN+환경/NNG+농산물/NNG+'/SS
안전성	안전/NNG+성/XSN
검증	검증/NNG
까다롭게	까다롭/VA+게/EC
•전남도,	•/SW+전남도/NNP+,/SP
'잔류'	'/SS+잔류/NNG+'/SS
검사	검사/NNG
수시로,	수시로/MAG+,/SP
부실인증기관	부실/NNG+인증/NNG+기관/NNG
영구배제	영구/NNG+배제/NNG


# id : NWRW1800000030.405.2.1
25일 오전 전남 강진군 작천면 평리 한 고추밭.

25일	25/SN+일/NNB
오전	오전/NNG
전남	전남/NNP
강진군	강진군/NNP
작천면	작천면/NNP
평리	평리/NNP
한	한/MMN
고추밭.	고추밭/NNG+./SF


# id : NWRW1800000030.405.2.2
농민들이 볼펜 길이로 단단하게 자란 청고추를 어루만지며 대견하다는 표정을 지었다.

농민들이	농민/NNG+들/XSN+이/JKS
볼펜	볼펜/NNG
길이로	길이/NNG+로/JKB
단단하게	단단하/VA+게/EC
자란	자라/VV+ㄴ/ETM
청고추를	청고추/NNG+를/JKO
어루만지며	어루만지/VV+며/EC
대견하다는	대견하/VA+다는/ETM
표정을	표정/NNG+을/JKO
지었다.	짓/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.405.2.3
주렁주렁 탐스럽게 매달린 고추는 장맛비를 무사히 견뎌내 곧 출하를 앞두고 있다.

주렁주렁	주렁주렁/MAG
탐스럽게	탐/NNG+스럽/XSA+게/EC
매달린	매달리/VV+ㄴ/ETM
고추는	고추/NNG+는/JX
장맛비를	장맛비/NNG+를/JKO
무사히	무사히/MAG
견뎌내	견디/VV+어/EC+내/VX+어/EC
곧	곧/MAG
출하를	출하/NNG+를/JKO
앞두고	앞두/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.405.2.4
작천면과 성전면 농민들로 구성된 '강진옛날고추 작목반'은 이달 중순부터 고추 수확에 들어갔다.

작천면과	작천면/NNP+과/JC
성전면	성전면/NNP
농민들로	농민/NNG+들/XSN+로/JKB
구성된	구성/NNG+되/XSV+ㄴ/ETM
'강진옛날고추	'/SS+강진/NNP+옛날/NNG+고추/NNG
작목반'은	작목반/NNG+'/SS+은/JX
이달	이달/NNG
중순부터	중순/NNG+부터/JX
고추	고추/NNG
수확에	수확/NNG+에/JKB
들어갔다.	들어가/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.405.3.1
'강진 고추'는 전국에서도 대표적인 친환경 고추로 손꼽힌다.

'강진	'/SS+강진/NNP
고추'는	고추/NNG+'/SS+는/JX
전국에서도	전국/NNG+에서/JKB+도/JX
대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
친환경	친/XPN+환경/NNG
고추로	고추/NNG+로/JKB
손꼽힌다.	손꼽히/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.405.3.2
작목반은 친환경 재배를 위해 틈틈이 관련 서적을 탐독하고 전문 기관 강사를 초빙해 품질 개량에 힘쓰고 있다.

작목반은	작목반/NNG+은/JX
친환경	친/XPN+환경/NNG
재배를	재배/NNG+를/JKO
위해	위하/VV+아/EC
틈틈이	틈틈이/MAG
관련	관련/NNG
서적을	서적/NNG+을/JKO
탐독하고	탐독/NNG+하/XSV+고/EC
전문	전문/NNG
기관	기관/NNG
강사를	강사/NNG+를/JKO
초빙해	초빙/NNG+하/XSV+아/EC
품질	품질/NNG
개량에	개량/NNG+에/JKB
힘쓰고	힘쓰/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.405.3.3
하지만 실제 친환경 실적은 만족스럽지 못한 게 현실.

하지만	하지만/MAJ
실제	실제/NNG
친환경	친/XPN+환경/NNG
실적은	실적/NNG+은/JX
만족스럽지	만족/NNG+스럽/XSA+지/EC
못한	못하/VX+ㄴ/ETM
게	거/NNB+이/JKS
현실.	현실/NNG+./SF


# id : NWRW1800000030.405.3.4
고추작목반 참여 52개 농가가 재배 중인 15㏊ 중에서 친환경(무농약·저농약) 고추밭 면적은 9㏊에 불과하다.

고추작목반	고추/NNG+작목반/NNG
참여	참여/NNG
52개	52/SN+개/NNB
농가가	농가/NNG+가/JKS
재배	재배/NNG
중인	중/NNB+이/VCP+ㄴ/ETM
15㏊	15/SN+㏊/SW
중에서	중/NNB+에서/JKB
친환경(무농약·저농약)	친/XPN+환경/NNG+(/SS+무/XPN+농약/NNG+·/SP+저/XPN+농약/NNG+)/SS
고추밭	고추밭/NNG
면적은	면적/NNG+은/JX
9㏊에	9/SN+㏊/SW+에/JKB
불과하다.	불과/MAG+하/XSA+다/EF+./SF


# id : NWRW1800000030.405.3.5
그나마 농약이 없는 유기농 고추는 전혀 없고, 대부분 농약을 맞으면서 자란 고추다.

그나마	그나마/MAG
농약이	농약/NNG+이/JKS
없는	없/VA+는/ETM
유기농	유기농/NNG
고추는	고추/NNG+는/JX
전혀	전혀/MAG
없고,	없/VA+고/EC+,/SP
대부분	대/XPN+부분/NNG
농약을	농약/NNG+을/JKO
맞으면서	맞/VV+으면서/EC
자란	자라/VV+ㄴ/ETM
고추다.	고추/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.405.4.1
강진군 농산팀은 "고추는 병해충에 약해 비가 오기만 하면 농약을 뿌려야 하는 작물"이라며 "저농약·무농약 친환경 인증을 받았을 뿐 유기농 고추 수확은 성공하지 못했다"고 했다.

강진군	강진군/NNP
농산팀은	농산/NNG+팀/NNG+은/JX
"고추는	"/SS+고추/NNG+는/JX
병해충에	병해충/NNG+에/JKB
약해	약하/VA+아/EC
비가	비/NNG+가/JKS
오기만	오/VV+기/ETN+만/JX
하면	하/VX+면/EC
농약을	농약/NNG+을/JKO
뿌려야	뿌리/VV+어야/EC
하는	하/VX+는/ETM
작물"이라며	작물/NNG+"/SS+이/VCP+라며/EC
"저농약·무농약	"/SS+저/XPN+농약/NNG+·/SP+무/XPN+농약/NNG
친환경	친/XPN+환경/NNG
인증을	인증/NNG+을/JKO
받았을	받/VV+았/EP+을/ETM
뿐	뿐/NNB
유기농	유기농/NNG
고추	고추/NNG
수확은	수확/NNG+은/JX
성공하지	성공/NNG+하/XSV+지/EC
못했다"고	못하/VX+았/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.405.5.1
◆친환경 검증 3단계로 강화

◆친환경	◆/SW+친/XPN+환경/NNG
검증	검증/NNG
3단계로	3/SN+단계/NNG+로/JKB
강화	강화/NNG


# id : NWRW1800000030.405.6.1
전남도는 이날 친환경농산물 안전성 검증을 3단계로 대폭 강화하기로 했다.

전남도는	전남도/NNP+는/JX
이날	이날/NNG
친환경농산물	친/XPN+환경/NNG+농산물/NNG
안전성	안전/NNG+성/XSN
검증을	검증/NNG+을/JKO
3단계로	3/SN+단계/NNG+로/JKB
대폭	대폭/MAG
강화하기로	강화/NNG+하/XSV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.405.6.2
고추와 같이 병충해에 특히 약한 작물의 경우 앞으로 농약을 뿌리면 친환경 지위를 유지할 수 없게 된다.

고추와	고추/NNG+와/JKB
같이	같이/MAG
병충해에	병충해/NNG+에/JKB
특히	특히/MAG
약한	약하/VA+ㄴ/ETM
작물의	작물/NNG+의/JKG
경우	경우/NNG
앞으로	앞/NNG+으로/JKB
농약을	농약/NNG+을/JKO
뿌리면	뿌리/VV+면/EC
친환경	친/XPN+환경/NNG
지위를	지위/NNG+를/JKO
유지할	유지/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없게	없/VA+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.405.7.1
도는 전국 벼·보리·사과·배 등 '유기농·무농약' 친환경농산물 생산의 57%를 차지한다.

도는	도/NNG+는/JX
전국	전국/NNG
벼·보리·사과·배	벼/NNG+·/SP+보리/NNG+·/SP+사과/NNG+·/SP+배/NNG
등	등/NNB
'유기농·무농약'	'/SS+유기농/NNG+·/SP+무/XPN+농약/NNG+'/SS
친환경농산물	친/XPN+환경/NNG+농산물/NNG
생산의	생산/NNG+의/JKG
57%를	57/SN+%/SW+를/JKO
차지한다.	차지/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.405.7.2
전국 최대 친환경 산지다.

전국	전국/NNG
최대	최대/NNG
친환경	친/XPN+환경/NNG
산지다.	산지/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.405.7.3
정부의 친환경 정책은 전남도가 주도한다고 해도 과언이 아니다.

정부의	정부/NNG+의/JKG
친환경	친/XPN+환경/NNG
정책은	정책/NNG+은/JX
전남도가	전남도/NNP+가/JKS
주도한다고	주도/NNG+하/XSV+ㄴ다고/EC
해도	하/VV+아도/EC
과언이	과언/NNG+이/JKC
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000030.405.7.4
소비자 신뢰 확보에 도가 사활을 거는 이유다.

소비자	소비자/NNG
신뢰	신뢰/NNG
확보에	확보/NNG+에/JKB
도가	도/NNG+가/JKS
사활을	사활/NNG+을/JKO
거는	걸/VV+는/ETM
이유다.	이유/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.405.8.1
우선 1단계로 작물 재배 전부터 토양·수질의 잔류 농약을 검사한다.

우선	우선/MAG
1단계로	1/SN+단계/NNG+로/JKB
작물	작물/NNG
재배	재배/NNG
전부터	전/NNG+부터/JX
토양·수질의	토양/NNG+·/SP+수질/NNG+의/JKG
잔류	잔류/NNG
농약을	농약/NNG+을/JKO
검사한다.	검사/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.405.8.2
2단계로 재배 과정에서 친환경농법 매뉴얼에 따라 관리되는지도 불시에 점검한다.

2단계로	2/SN+단계/NNG+로/JKB
재배	재배/NNG
과정에서	과정/NNG+에서/JKB
친환경농법	친/XPN+환경/NNG+농법/NNG
매뉴얼에	매뉴얼/NNG+에/JKB
따라	따르/VV+아/EC
