# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000056.180
metadata : {}


# id : NWRW1800000056.180.1.1
[단독] 경찰, 부산 소녀상 앞 춤공연 불허했다

[단독]	[/SS+단독/NNG+]/SS
경찰,	경찰/NNG+,/SP
부산	부산/NNP
소녀상	소녀상/NNG
앞	앞/NNG
춤공연	춤/NNG+공연/NNG
불허했다	불허/NNG+하/XSV+았/EP+다/EF


# id : NWRW1800000056.180.2.1
[한겨레] 부산민예총 4·11·18일 예술시위 신고하자 금지통고

[한겨레]	[/SS+한겨레/NNP+]/SS
부산민예총	부산민예총/NNP
4·11·18일	4/SN+·/SP+11/SN+·/SP+18/SN+일/NNB
예술시위	예술/NNG+시위/NNG
신고하자	신고/NNG+하/XSV+자/EC
금지통고	금지/NNG+통고/NNG


# id : NWRW1800000056.180.3.1
법원이 가처분 신청 받아들여 예정대로 공연집회 열어

법원이	법원/NNG+이/JKS
가처분	가/XPN+처분/NNG
신청	신청/NNG
받아들여	받아들이/VV+어/EC
예정대로	예정/NNG+대로/JX
공연집회	공연/NNG+집회/NNG
열어	열/VV+어/EF


# id : NWRW1800000056.180.4.1
주최 쪽 “외교 마찰 등 의식 무리한 법 적용” 비판

주최	주최/NNG
쪽	쪽/NNB
“외교	“/SS+외교/NNG
마찰	마찰/NNG
등	등/NNB
의식	의식/NNG
무리한	무리/NNG+하/XSV+ㄴ/ETM
법	법/NNG
적용”	적용/NNG+”/SS
비판	비판/NNG


# id : NWRW1800000056.180.5.1
경찰이 시민들이 설립한 부산 소녀상을 지키려는 무용가들의 공연집회를 불허한 사실이 뒤늦게 밝혀졌다.

경찰이	경찰/NNG+이/JKS
시민들이	시민/NNG+들/XSN+이/JKS
설립한	설립/NNG+하/XSV+ㄴ/ETM
부산	부산/NNP
소녀상을	소녀상/NNG+을/JKO
지키려는	지키/VV+려는/ETM
무용가들의	무용가/NNG+들/XSN+의/JKG
공연집회를	공연/NNG+집회/NNG+를/JKO
불허한	불허/NNG+하/XSV+ㄴ/ETM
사실이	사실/NNG+이/JKS
뒤늦게	뒤늦/VA+게/EC
밝혀졌다.	밝혀지/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.180.5.2
법원이 집회를 허가해 춤 공연은 무사히 끝났지만, 경찰이 일본 제국주의의 조선인 여성 성노예화 만행을 고발하고 일본의 진심 어린 반성을 촉구하는 평화적인 예술집회를 막으려 했다는 비판이 나온다.

법원이	법원/NNG+이/JKS
집회를	집회/NNG+를/JKO
허가해	허가/NNG+하/XSV+아/EC
춤	춤/NNG
