# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000040.68
metadata : {}


# id : NWRW1800000040.68.1.1
KT, 영업지사에 ‘책임경영제’ 도입 “수익확대책” “인력감축 수순” 논란

KT,	KT/SL+,/SP
영업지사에	영업/NNG+지사/NNG+에/JKB
‘책임경영제’	‘/SS+책임/NNG+경영/NNG+제/XSN+’/SS
도입	도입/NNG
“수익확대책”	“/SS+수익/NNG+확대책/NNG+”/SS
“인력감축	“/SS+인력/NNG+감축/NNG
수순”	수순/NNG+”/SS
논란	논란/NNG


# id : NWRW1800000040.68.2.1
지사에 권한 위임…실적 따라 성과급

지사에	지사/NNG+에/JKB
권한	권한/NNG
위임…실적	위임/NNG+…/SE+실적/NNG
따라	따르/VV+아/EC
성과급	성과급/NNG


# id : NWRW1800000040.68.3.1
부서장에겐 직원 20% 삭감 권한도

부서장에겐	부서장/NNG+에게/JKB+ㄴ/JX
직원	직원/NNG
20%	20/SN+%/SW
삭감	삭감/NNG
권한도	권한/NNG+도/JX


# id : NWRW1800000040.68.4.1
회사 “영업이익 개선 모델 만드는 것”

회사	회사/NNG
“영업이익	“/SS+영업/NNG+이익/NNG
개선	개선/NNG
모델	모델/NNG
만드는	만들/VV+는/ETM
것”	것/NNB+”/SS


# id : NWRW1800000040.68.5.1
일부 “실적 위해 인력 감축할까” 우려

일부	일부/NNG
“실적	“/SS+실적/NNG
위해	위하/VV+아/EC
인력	인력/NNG
감축할까”	감축/NNG+하/XSV+ㄹ까/EF+”/SS
우려	우려/NNG


# id : NWRW1800000040.68.6.1
케이티(KT)가 현장 영업부서에 ‘책임경영제’를 전격 도입했다.

케이티(KT)가	케이티/NNP+(/SS+KT/SL+)/SS+가/JKS
현장	현장/NNG
영업부서에	영업/NNG+부서/NNG+에/JKB
‘책임경영제’를	‘/SS+책임/NNG+경영/NNG+제/XSN+’/SS+를/JKO
전격	전격/NNG
도입했다.	도입/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.68.6.2
저조한 경영 실적을 메우려는 의도인데, 인력 감축으로 이어질 것이란 우려가 나오면서 내부에서 파열음이 일고 있다.

저조한	저조/NNG+하/XSA+ㄴ/ETM
경영	경영/NNG
실적을	실적/NNG+을/JKO
메우려는	메우/VV+려는/ETM
의도인데,	의도/NNG+이/VCP+ㄴ데/EC+,/SP
인력	인력/NNG
감축으로	감축/NNG+으로/JKB
이어질	이어지/VV+ㄹ/ETM
것이란	것/NNB+이/VCP+란/ETM
우려가	우려/NNG+가/JKS
나오면서	나오/VV+면서/EC
내부에서	내부/NNG+에서/JKB
파열음이	파열음/NNG+이/JKS
일고	일/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000040.68.7.1
11일 <한겨레>가 입수한 케이티의 ‘현장영업부서 책임경영제 파일럿(시범실시) 시행안’에 따르면, 8월부터 수도권서부고객본부와 서초·수원지사 등 9곳이 책임경영에 들어갔다.

11일	11/SN+일/NNB
<한겨레>가	</SS+한겨레/NNP+>/SS+가/JKS
입수한	입수/NNG+하/XSV+ㄴ/ETM
케이티의	케이티/NNP+의/JKG
‘현장영업부서	‘/SS+현장/NNG+영업/NNG+부서/NNG
책임경영제	책임/NNG+경영/NNG+제/XSN
파일럿(시범실시)	파일럿/NNG+(/SS+시범/NNG+실시/NNG+)/SS
시행안’에	시행안/NNG+’/SS+에/JKB
따르면,	따르/VV+면/EC+,/SP
8월부터	8/SN+월/NNB+부터/JX
수도권서부고객본부와	수도/NNG+권/XSN+서부/NNG+고객/NNG+본부/NNG+와/JC
서초·수원지사	서초/NNP+·/SP+수원/NNP+지사/NNG
등	등/NNB
9곳이	9/SN+곳/NNG+이/JKS
책임경영에	책임/NNG+경영/NNG+에/JKB
들어갔다.	들어가/VV+았/EP+다/EF+./SF


# id : NWRW1800000040.68.7.2
우선 부서별로 예산 운영방식이 달라진다.

우선	우선/MAG
부서별로	부서/NNG+별/XSN+로/JKB
예산	예산/NNG
운영방식이	운영/NNG+방식/NNG+이/JKS
달라진다.	달라지/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.68.7.3
과거엔 본사가 예산편성액을 내려보내는 방식이었다면, 이제는 지사가 예산 목표를 정해 본사에 편성을 요청하고 독립적으로 예산을 운영하게 된다.

과거엔	과거/NNG+에/JKB+ㄴ/JX
본사가	본사/NNG+가/JKS
예산편성액을	예산/NNG+편성액/NNG+을/JKO
내려보내는	내려보내/VV+는/ETM
방식이었다면,	방식/NNG+이/VCP+었/EP+다면/EC+,/SP
이제는	이제/NNG+는/JX
지사가	지사/NNG+가/JKS
예산	예산/NNG
목표를	목표/NNG+를/JKO
정해	정하/VV+아/EC
본사에	본사/NNG+에/JKB
편성을	편성/NNG+을/JKO
요청하고	요청/NNG+하/XSV+고/EC
독립적으로	독립/NNG+적/XSN+으로/JKB
예산을	예산/NNG+을/JKO
운영하게	운영/NNG+하/XSV+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.68.7.4
소속 직원의 월별 판매량과 개통 물량 등을 토대로 ‘이익’을 얼마나 냈는지도 따진다.

소속	소속/NNG
직원의	직원/NNG+의/JKG
월별	월/NNG+별/XSN
판매량과	판매량/NNG+과/JC
개통	개통/NNG
물량	물량/NNG
등을	등/NNB+을/JKO
토대로	토대/NNG+로/JKB
‘이익’을	‘/SS+이익/NNG+’/SS+을/JKO
얼마나	얼마나/MAG
냈는지도	내/VV+었/EP+는지/EF+도/JX
따진다.	따지/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.68.8.1
부서별 성과 평가 항목에는 100점 만점에 30~50점으로 큰 비중을 차지하는 ‘이익개선도’라는 새로운 항목이 추가됐다.

부서별	부서/NNG+별/XSN
성과	성과/NNG
평가	평가/NNG
항목에는	항목/NNG+에/JKB+는/JX
100점	100/SN+점/NNB
만점에	만점/NNG+에/JKB
30~50점으로	30/SN+~/SO+50/SN+점/NNB+으로/JKB
큰	크/VA+ㄴ/ETM
비중을	비중/NNG+을/JKO
차지하는	차지/NNG+하/XSV+는/ETM
‘이익개선도’라는	‘/SS+이익/NNG+개선도/NNG+’/SS+이/VCP+라는/ETM
새로운	새롭/VA+ㄴ/ETM
항목이	항목/NNG+이/JKS
추가됐다.	추가/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000040.68.8.2
이 점수에 따라 내년 3월 성과급이 지급된다.

이	이/MMD
점수에	점수/NNG+에/JKB
따라	따르/VV+아/EC
내년	내년/NNG
3월	3/SN+월/NNB
성과급이	성과급/NNG+이/JKS
지급된다.	지급/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000040.68.8.3
해당 부서장은 기존 정원(TO)의 20% 범위 안에서 인력을 마음대로 늘리거나 줄일 수도 있게 됐다.

해당	해당/NNG
부서장은	부서장/NNG+은/JX
기존	기존/NNG
정원(TO)의	정원/NNG+(/SS+TO/SL+)/SS+의/JKG
