# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000036.214
metadata : {}


# id : NWRW1800000036.214.1.1
2명 더 있었어?…소방서 또 ‘부실 구조’ 논란

2명	2/SN+명/NNB
더	더/MAG
있었어?…소방서	있/VA+었/EP+어/EF+?/SF+…/SE+소방서/NNG
또	또/MAG
‘부실	‘/SS+부실/NNG
구조’	구조/NNG+’/SS
논란	논란/NNG


# id : NWRW1800000036.214.2.1
[한겨레] 강남 반지하방 새벽 화재

[한겨레]	[/SS+한겨레/NNP+]/SS
강남	강남/NNP
반지하방	반지하방/NNG
새벽	새벽/NNG
화재	화재/NNG


# id : NWRW1800000036.214.3.1
현장 철수뒤 1시간40분 지나

현장	현장/NNG
철수뒤	철수/NNG+뒤/NNG
1시간40분	1/SN+시간/NNB+40/SN+분/NNB
지나	지나/VV+아/EF


# id : NWRW1800000036.214.4.1
부상·사망자 뒤늦게 발견

부상·사망자	부상/NNG+·/SP+사망자/NNG
뒤늦게	뒤늦/VA+게/EC
발견	발견/NNG


# id : NWRW1800000036.214.5.1
가수들의 의상을 담당하던 20대 여성 2명이 화재로 사망하고, 1명이 중태에 빠졌다.

가수들의	가수/NNG+들/XSN+의/JKG
의상을	의상/NNG+을/JKO
담당하던	담당/NNG+하/XSV+던/ETM
20대	20/SN+대/NNB
여성	여성/NNG
2명이	2/SN+명/NNB+이/JKS
화재로	화재/NNG+로/JKB
사망하고,	사망/NNG+하/XSV+고/EC+,/SP
1명이	1/SN+명/NNB+이/JKS
중태에	중태/NNG+에/JKB
빠졌다.	빠지/VV+었/EP+다/EF+./SF


# id : NWRW1800000036.214.5.2
이 중 2명은 소방관들이 1시간40분 동안 방치했던 것으로 드러나 논란을 빚고 있다.

이	이/MMD
중	중/NNB
2명은	2/SN+명/NNB+은/JX
소방관들이	소방관/NNG+들/XSN+이/JKS
1시간40분	1/SN+시간/NNB+40/SN+분/NNB
동안	동안/NNG
방치했던	방치/NNG+하/XSV+았/EP+던/ETM
것으로	것/NNB+으로/JKB
드러나	드러나/VV+아/EC
논란을	논란/NNG+을/JKO
빚고	빚/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000036.214.6.1
소방서와 경찰 관계자들의 말을 종합하면, 서울 강남소방서는 5일 새벽 3시께 서울 강남구 신사동 다세대주택 35㎡ 크기의 반지하방 화재 현장에서 송아무개(26)씨가 숨져 있는 것을 발견했다.

소방서와	소방서/NNG+와/JC
경찰	경찰/NNG
관계자들의	관계자/NNG+들/XSN+의/JKG
말을	말/NNG+을/JKO
종합하면,	종합/NNG+하/XSV+면/EC+,/SP
서울	서울/NNP
강남소방서는	강남/NNP+소방서/NNG+는/JX
5일	5/SN+일/NNB
새벽	새벽/NNG
3시께	3/SN+시/NNB+께/XSN
강남구	강남구/NNP
신사동	신사동/NNP
다세대주택	다세대/NNG+주택/NNG
35㎡	35/SN+㎡/SW
크기의	크기/NNG+의/JKG
반지하방	반지하방/NNG
화재	화재/NNG
현장에서	현장/NNG+에서/JKB
송아무개(26)씨가	송/NNP+아무개/NP+(/SS+26/SN+)/SS+씨/NNB+가/JKS
숨져	숨지/VV+어/EC
있는	있/VX+는/ETM
것을	것/NNB+을/JKO
발견했다.	발견/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.214.6.2
하지만 소방관들은 ‘여자 혼자 사는 집’이라는 주민들의 말을 듣고, 주검을 옮기던 중 출동 신고가 떨어진 인근 화재 현장으로 전부 이동했다.

하지만	하지만/MAJ
소방관들은	소방관/NNG+들/XSN+은/JX
‘여자	‘/SS+여자/NNG
혼자	혼자/MAG
사는	살/VV+는/ETM
집’이라는	집/NNG+’/SS+이/VCP+라는/ETM
주민들의	주민/NNG+들/XSN+의/JKG
말을	말/NNG+을/JKO
듣고,	듣/VV+고/EC+,/SP
주검을	주검/NNG+을/JKO
옮기던	옮기/VV+던/ETM
중	중/NNB
출동	출동/NNG
신고가	신고/NNG+가/JKS
떨어진	떨어지/VV+ㄴ/ETM
인근	인근/NNG
화재	화재/NNG
현장으로	현장/NNG+으로/JKB
전부	전부/MAG
이동했다.	이동/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.214.7.1
현장 정리를 위해 돌아온 소방관들이 다른 방에서 옷가지 속에 묻혀 있던 이아무개(21)씨와 김아무개(21)씨를 발견한 것은 숨진 송씨를 발견한 지 1시간40분이 지난 시점이었다.

현장	현장/NNG
정리를	정리/NNG+를/JKO
위해	위하/VV+아/EC
돌아온	돌아오/VV+ㄴ/ETM
소방관들이	소방관/NNG+들/XSN+이/JKS
다른	다른/MMD
방에서	방/NNG+에서/JKB
옷가지	옷가지/NNG
속에	속/NNG+에/JKB
묻혀	묻히/VV+어/EC
있던	있/VX+던/ETM
이아무개(21)씨와	이/NNP+아무개/NP+(/SS+21/SN+)/SS+씨/NNB+와/JC
김아무개(21)씨를	김/NNP+아무개/NP+(/SS+21/SN+)/SS+씨/NNB+를/JKO
발견한	발견/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
숨진	숨지/VV+ㄴ/ETM
송씨를	송/NNP+씨/NNB+를/JKO
지	지/NNB
1시간40분이	1/SN+시간/NNB+40/SN+분/NNB+이/JKS
지난	지나/VV+ㄴ/ETM
시점이었다.	시점/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000036.214.7.2
이씨는 이미 사망한 상태였고, 김씨는 인근 병원으로 옮겨졌으나 위독한 상태인 것으로 알려졌다.

이씨는	이/NNP+씨/NNB+는/JX
이미	이미/MAG
사망한	사망/NNG+하/XSV+ㄴ/ETM
상태였고,	상태/NNG+이/VCP+었/EP+고/EC+,/SP
김씨는	김/NNP+씨/NNB+는/JX
인근	인근/NNG
병원으로	병원/NNG+으로/JKB
옮겨졌으나	옮기/VV+어/EC+지/VX+었/EP+으나/EC
위독한	위독한/VA+ㄴ/ETM
상태인	상태/NNG+이/VCP+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000036.214.7.3
강남소방서 관계자는 “인근에서 화재가 크게 나 그쪽으로 소방관들이 모두 이동했고, 두 사람이 옷더미에 묻혀 있어서 바로 발견하지 못했다”며 실수가 있었음을 인정했다.

강남소방서	강남/NNP+소방서/NNG
관계자는	관계자/NNG+는/JX
“인근에서	“/SS+인근/NNG+에서/JKB
화재가	화재/NNG+가/JKS
크게	크/VA+게/EC
나	나/VV+아/EC
그쪽으로	그쪽/NP+으로/JKB
소방관들이	소방관/NNG+들/XSN+이/JKS
모두	모두/MAG
이동했고,	이동/NNG+하/XSV+았/EP+고/EC+,/SP
두	두/MMN
사람이	사람/NNG+이/JKS
옷더미에	옷/NNG+더미/NNG+에/JKB
묻혀	묻히/VV+어/EC
있어서	있/VX+어서/EC
바로	바로/MAG
발견하지	발견/NNG+하/XSV+지/EC
못했다”며	못하/VX+았/EP+다/EF+”/SS+며/EC
실수가	실수/NNG+가/JKS
있었음을	있/VA+었/EP+음/ETN+을/JKO
인정했다.	인정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.214.7.4
유가족들은 “같은 방에 있던 두 사람 중에 한 명이 살았는데, 만약 제때 발견했다면 죽은 한 명도 살 수 있지 않았겠느냐”며 분통을 터뜨렸다.

유가족들은	유가족/NNG+들/XSN+은/JX
“같은	“/SS+같/VA+은/ETM
방에	방/NNG+에/JKB
있던	있/VA+던/ETM
두	두/MMN
사람	사람/NNG
중에	중/NNB+에/JKB
한	한/MMN
명이	명/NNB+이/JKS
살았는데,	살/VV+았/EP+는데/EC+,/SP
만약	만약/NNG
제때	제때/NNG
발견했다면	발견/NNG+하/XSV+았/EP+다면/EC
죽은	죽/VV+은/ETM
명도	명/NNB+도/JX
살	살/VV+ㄹ/ETM
수	수/NNB
있지	있/VA+지/EC
않았겠느냐”며	않/VX+았/EP+겠/EP+느냐/EF+”/SS+며/EC
분통을	분통/NNG+을/JKO
터뜨렸다.	터뜨리/VV+었/EP+다/EF+./SF


# id : NWRW1800000036.214.8.1
송씨 등은 이날 오후 예정된 4인조 힙합그룹 엠아이비(MIB)의 복귀 공연을 준비하기 위해 화재 직전까지 의상 제작 작업을 하고 있었던 것으로 추정된다.

송씨	송/NNP+씨/NNB
등은	등/NNB+은/JX
이날	이날/NNG
오후	오후/NNG
예정된	예정/NNG+되/XSV+ㄴ/ETM
4인조	4/SN+인/NNG+조/NNG
힙합그룹	힙합/NNG+그룹/NNG
엠아이비(MIB)의	엠아이비/NNP+(/SS+MIB/SL+)/SS+의/JKG
복귀	복귀/NNG
공연을	공연/NNG+을/JKO
준비하기	준비/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
화재	화재/NNG
직전까지	직전/NNG+까지/JX
의상	의상/NNG
제작	제작/NNG
작업을	작업/NNG+을/JKO
하고	하/VV+고/EC
있었던	있/VX+었/EP+던/ETM
것으로	것/NNB+으로/JKB
추정된다.	추정/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000036.214.8.2
프리랜서 코디네이터인 송씨는 김씨와 이씨를 고용해 기획사들과 계약을 맺고 엠아이비·린·윤하 등 유명 가수들의 의상을 담당해왔다.

프리랜서	프리랜서/NNG
코디네이터인	코디네이터/NNG+이/VCP+ㄴ/ETM
송씨는	송/NNP+씨/NNB+는/JX
김씨와	김/NNP+씨/NNB+와/JC
이씨를	이/NNP+씨/NNB+를/JKO
고용해	고용/NNG+하/XSV+아/EC
기획사들과	기획사/NNG+들/XSN+과/JKB
계약을	계약/NNG+을/JKO
맺고	맺/VV+고/EC
엠아이비·린·윤하	엠아이비/NNP+·/SP+린/NNP+·/SP+윤하/NNP
등	등/NNB
유명	유명/NNG
가수들의	가수/NNG+들/XSN+의/JKG
의상을	의상/NNG+을/JKO
담당해왔다.	담당/NNG+하/XSV+아/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000036.214.8.3
경찰 관계자는 “의상 담당자들이 작업중에 화학약품을 많이 사용해 냄새를 없애려고 자주 촛불을 켜놓는다는 주변인들의 말을 들어봤을 때 사고로 불이 났을 가능성이 크다”고 말했다.

경찰	경찰/NNG
관계자는	관계자/NNG+는/JX
“의상	“/SS+의상/NNG
담당자들이	담당자/NNG+들/XSN+이/JKS
작업중에	작업/NNG+중/NNB+에/JKB
화학약품을	화학/NNG+약품/NNG+을/JKO
많이	많이/MAG
사용해	사용/NNG+하/XSV+아/EC
냄새를	냄새/NNG+를/JKO
없애려고	없애/VV+려고/EC
자주	자주/MAG
촛불을	촛불/NNG+을/JKO
켜놓는다는	켜/VV+어/EC+놓/VX+는다는/ETM
주변인들의	주변인/NNG+들/XSN+의/JKG
말을	말/NNG+을/JKO
들어봤을	듣/VV+어/EC+보/VX+았/EP+을/ETM
때	때/NNG
사고로	사고/NNG+로/JKB
불이	불/NNG+이/JKS
났을	나/VV+았/EP+을/ETM
가능성이	가능/NNG+성/XSN+이/JKS
크다”고	크/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.214.9.1
지난해 데뷔할 때부터 송씨와 같이 일해온 그룹 엠아이비는 이날 복귀 공연을 포함한 모든 일정을 취소했다.

지난해	지난해/NNG
데뷔할	데뷔/NNG+하/XSV+ㄹ/ETM
때부터	때/NNG+부터/JX
송씨와	송/NNP+씨/NNB+와/JKB
같이	같이/MAG
일해온	일/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
그룹	그룹/NNG
엠아이비는	엠아이비/NNP+는/JX
이날	이날/NNG
복귀	복귀/NNG
공연을	공연/NNG+을/JKO
포함한	포함/NNG+하/XSV+ㄴ/ETM
모든	모든/MMN
일정을	일정/NNG+을/JKO
취소했다.	취소/NNG+하/XSV+았/EP+다/EF+./SF


