# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.229
metadata : {}


# id : NWRW1800000049.229.1.1
“4년 동안 흘린 땀, 시상대 맨 위에서 보상받겠다”

“4년	“/SS+4/SN+년/NNB
동안	동안/NNG
흘린	흘리/VV+ㄴ/ETM
땀,	땀/NNG+,/SP
시상대	시상대/NNG
맨	맨/MMA
위에서	위/NNG+에서/JKB
보상받겠다”	보상/NNG+받/XSV+겠/EP+다/EF+”/SS


# id : NWRW1800000049.229.2.1
[리우 올림픽]리우올림픽 D-30 미디어데이 핸드볼 오영란 “마지막 무대는 금”… 양궁-유도-역도-하키 등 선전 다짐 “박태환 출전, 법원-CAS 판정 존중”

[리우	[/SS+리우/NNP
올림픽]리우올림픽	올림픽/NNG+]/SS+리우/NNP+올림픽/NNG
D-30	D/SL+-/SO+30/SN
미디어데이	미디어데이/NNG
핸드볼	핸드볼/NNG
오영란	오영란/NNP
“마지막	“/SS+마지막/NNG
무대는	무대/NNG+는/JX
금”…	금/NNG+”/SS+…/SE
양궁-유도-역도-하키	양궁/NNG+-/SO+유도/NNG+-/SO+역도/NNG+-/SO+하키/NNG
등	등/NNB
선전	선전/NNG
다짐	다짐/NNG
“박태환	“/SS+박태환/NNP
출전,	출전/NNG+,/SP
법원-CAS	법원/NNG+-/SO+CAS/SL
판정	판정/NNG
존중”	존중/NNG+”/SS


# id : NWRW1800000049.229.3.1
영어 낱말 ‘last’에는 ‘마지막’뿐 아니라 ‘견디다’라는 뜻도 있다.

영어	영어/NNP
낱말	낱말/NNG
‘last’에는	‘/SS+last/SL+’/SS+에/JKB+는/JX
‘마지막’뿐	‘/SS+마지막/NNG+’/SS+뿐/JX
아니라	아니/VCN+라/EC
‘견디다’라는	‘/SS+견디/VV+다/EF+’/SS+이/VCP+라는/ETM
뜻도	뜻/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000049.229.3.2
베테랑 선수들이 마지막 올림픽을 앞두고 남은 한 달 동안 끝까지 견뎌 승자로 선수 생활을 마감하고 싶다는 의지를 밝혔다.

베테랑	베테랑/NNG
선수들이	선수/NNG+들/XSN+이/JKS
마지막	마지막/NNG
올림픽을	올림픽/NNG+을/JKO
앞두고	앞두/VV+고/EC
남은	남/VV+은/ETM
한	한/MMN
달	달/NNB
동안	동안/NNG
끝까지	끝/NNG+까지/JX
견뎌	견디/VV+어/EC
승자로	승자/NNG+로/JKB
선수	선수/NNG
생활을	생활/NNG+을/JKO
마감하고	마감/NNG+하/XSV+고/EC
싶다는	싶/VX+다는/ETM
의지를	의지/NNG+를/JKO
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.229.3.3
5일 서울 태릉선수촌에서 열린 ‘2016 리우데자네이루 올림픽 D-30 미디어데이’ 자리에서다.

5일	5/SN+일/NNB
서울	서울/NNP
태릉선수촌에서	태릉선수촌/NNP+에서/JKB
열린	열리/VV+ㄴ/ETM
‘2016	‘/SS+2016/SN
리우데자네이루	리우데자네이루/NNP
올림픽	올림픽/NNG
D-30	D/SL+-/SO+30/SN
미디어데이’	미디어데이/NNG+’/SS
자리에서다.	자리/NNG+에서/JKB+이/VCP+다/EF+./SF


# id : NWRW1800000049.229.4.1
4년 전 런던 올림픽에서 2관왕에 올랐던 양궁 대표 기보배(28·광주시청)는 “아무래도 목표 의식이 흐릿해지다 보니 나태해진 측면이 있었던 게 사실이다.

4년	4/SN+년/NNB
전	전/NNG
런던	런던/NNP
올림픽에서	올림픽/NNG+에서/JKB
2관왕에	2관왕/NNG+에/JKB
