# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.97
metadata : {}


# id : NWRW1800000041.97.1.1
“우리가 만든 법, 왜 법사위가 고치나”… 他상임위서 월권 금지 결의안 채택도

“우리가	“/SS+우리/NP+가/JKS
만든	만들/VV+ㄴ/ETM
법,	법/NNG+,/SP
왜	왜/MAG
법사위가	법사위/NNG+가/JKS
고치나”…	고치/VV+나/EF+”/SS+…/SE
他상임위서	他/SH+상임위/NNG+서/JKB
월권	월권/NNG
금지	금지/NNG
결의안	결의안/NNG
채택도	채택/NNG+도/JX


# id : NWRW1800000041.97.2.1
[토요판 커버스토리]국회 상임위의 두 얼굴 - 의정의 꽃 본회의 가는 ‘입법 관문’ 법사위

[토요판	[/SS+토요판/NNG
커버스토리]국회	커버스토리/NNG+]/SS+국회/NNG
상임위의	상임위/NNG+의/JKG
두	두/MMN
얼굴	얼굴/NNG
-	-/SO
의정의	의정/NNG+의/JKG
꽃	꽃/NNG
본회의	본회의/NNG
가는	가/VV+는/ETM
‘입법	‘/SS+입법/NNG
관문’	관문/NNG+’/SS
법사위	법사위/NNG


# id : NWRW1800000041.97.3.1
국회 법제사법위원회는 흔히 ‘게이트키퍼(gate keeper)’ 상임위라고도 불린다.

국회	국회/NNG
법제사법위원회는	법제/NNG+사법/NNG+위원회/NNG+는/JX
흔히	흔히/MAG
‘게이트키퍼(gate	‘/SS+게이트/NNG+키퍼/NNG+(/SS+gate/SL
keeper)’	keeper/SL+)/SS+’/SS
상임위라고도	상임위/NNG+이/VCP+라고/EC+도/JX
불린다.	불리/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.97.3.2
각 상임위원회에서 통과된 법안을 다시 한 번 체계와 자구(字句) 심사를 하는 역할을 하기 때문이다.

각	각/MMD
상임위원회에서	상임/NNG+위원회/NNG+에서/JKB
통과된	통과/NNG+되/XSV+ㄴ/ETM
법안을	법안/NNG+을/JKO
다시	다시/MAG
한	한/MMN
번	번/NNB
체계와	체계/NNG+와/JC
자구(字句)	자구/NNG+(/SS+字句/SH+)/SS
심사를	심사/NNG+를/JKO
하는	하/VV+는/ETM
역할을	역할/NNG+을/JKO
하기	하/VV+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000041.97.3.3
검찰과 법원 등을 담당하는 상임위로 지역구 현안을 상대하진 않지만 모든 법안이 법사위를 거쳐 본회의로 상정되다 보니 주요 법안을 두고 여야가 치열하게 신경전을 펼치는 곳이기도 하다.

검찰과	검찰/NNG+과/JC
법원	법원/NNG
등을	등/NNB+을/JKO
담당하는	담당/NNG+하/XSV+는/ETM
상임위로	상임위/NNG+로/JKB
지역구	지역구/NNG
현안을	현안/NNG+을/JKO
상대하진	상대/NNG+하/XSV+지/EC+ㄴ/JX
않지만	않/VX+지만/EC
모든	모든/MMN
법안이	법안/NNG+이/JKS
법사위를	법사위/NNG+를/JKO
거쳐	거치/VV+어/EC
본회의로	본회의/NNG+로/JKB
상정되다	상정/NNG+되/XSV+다/EC
보니	보/VX+니/EC
주요	주요/NNG
법안을	법안/NNG+을/JKO
두고	두/VV+고/EC
여야가	여야/NNG+가/JKS
치열하게	치열/NNG+하/XSA+게/EC
신경전을	신경전/NNG+을/JKO
펼치는	펼치/VV+는/ETM
곳이기도	곳/NNG+이/VCP+기/ETN+도/JX
하다.	하/VX+다/EF+./SF


# id : NWRW1800000041.97.4.1
법사위의 체계·자구 심사권은 말 그대로 법안의 위헌 여부 등 법리적인 검토에 국한돼야 한다.

법사위의	법사위/NNG+의/JKG
체계·자구	체계/NNG+·/SP+자구/NNG
심사권은	심사/NNG+권/XSN+은/JX
말	말/NNG
그대로	그대로/MAG
법안의	법안/NNG+의/JKG
위헌	위헌/NNG
여부	여부/NNG
등	등/NNB
법리적인	법리/NNG+적/XSN+이/VCP+ㄴ/ETM
검토에	검토/NNG+에/JKB
국한돼야	국한/NNG+되/XSV+어야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000041.97.4.2
그럼에도 불구하고 정치적인 이유로 다른 현안과 연계하면서 법안 처리를 막는 ‘병목 현상’이 벌어지기도 한다.

그럼에도	그렇/VA+ㅁ/ETN+에/JKB+도/JX
불구하고	불구하/VV+고/EC
정치적인	정치/NNG+적/XSN+이/VCP+ㄴ/ETM
이유로	이유/NNG+로/JKB
다른	다른/MMD
현안과	현안/NNG+과/JKB
연계하면서	연계/NNG+하/XSV+면서/EC
법안	법안/NNG
처리를	처리/NNG+를/JKO
막는	막/VV+는/ETM
‘병목	‘/SS+병목/NNG
현상’이	현상/NNG+’/SS+이/JKS
벌어지기도	벌어지/VV+기/ETN+도/JX
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000041.97.5.1
급기야 올해 4월에는 산업재해보상보험법 개정안을 둘러싸고 국회 환경노동위원회가 ‘법사위의 체계·자구심사 권한의 월권 금지 및 산업재해보상보험법 개정안의 조속한 처리를 위한 촉구 결의안’을 채택하는 코미디 같은 일이 벌어지기도 했다.

급기야	급기야/MAG
올해	올해/NNG
4월에는	4/SN+월/NNB+에/JKB+는/JX
산업재해보상보험법	산업/NNG+재해/NNG+보상/NNG+보험법/NNG
개정안을	개정안/NNG+을/JKO
둘러싸고	둘러싸/VV+고/EC
국회	국회/NNG
환경노동위원회가	환경/NNG+노동/NNG+위원회/NNG+가/JKS
‘법사위의	‘/SS+법사위/NNG+의/JKG
체계·자구심사	체계/NNG+·/SP+자구/NNG+심사/NNG
권한의	권한/NNG+의/JKG
월권	월권/NNG
금지	금지/NNG
및	및/MAG
개정안의	개정안/NNG+의/JKG
조속한	조속하/VA+ㄴ/ETM
처리를	처리/NNG+를/JKO
위한	위하/VV+ㄴ/ETM
촉구	촉구/NNG
결의안’을	결의안/NNG+’/SS+을/JKO
채택하는	채택/NNG+하/XSV+는/ETM
코미디	코미디/NNG
같은	같/VA+은/ETM
일이	일/NNG+이/JKS
벌어지기도	벌어지/VV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.97.5.2
환노위에서 통과시킨 법안을 왜 법사위에서 다시 고치냐고 따진 것이다.

환노위에서	환노위/NNG+에서/JKB
통과시킨	통과/NNG+시키/XSV+ㄴ/ETM
법안을	법안/NNG+을/JKO
왜	왜/MAG
법사위에서	법사위/NNG+에서/JKB
다시	다시/MAG
고치냐고	고치/VV+냐고/EC
따진	따지/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000041.97.5.3
당시 환노위 간사였던 새누리당 김성태 의원이 결의안을 마련했고, 법사위 새누리당 간사였던 권성동 의원은 이에 대한 반응을 따로 내놓진 않았다.

당시	당시/NNG
환노위	환노위/NNG
간사였던	간사/NNG+이/VCP+었/EP+던/ETM
새누리당	새누리당/NNP
김성태	김성태/NNP
의원이	의원/NNG+이/JKS
결의안을	결의안/NNG+을/JKO
마련했고,	마련/NNG+하/XSV+았/EP+고/EC+,/SP
법사위	법사위/NNG
권성동	권성동/NNP
의원은	의원/NNG+은/JX
이에	이/NP+에/JKB
대한	대하/VV+ㄴ/ETM
반응을	반응/NNG+을/JKO
따로	따로/MAG
내놓진	내놓/VV+지/EC+ㄴ/JX
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.97.5.4
19대 후반기 국회 들어 권 의원은 법사위에서 환노위 간사로 자리를 옮겨 묘한 인연을 이어가게 됐다.

19대	19/SN+대/NNB
후반기	후반기/NNG
국회	국회/NNG
들어	들/VV+어/EC
권	권/NNP
의원은	의원/NNG+은/JX
법사위에서	법사위/NNG+에서/JKB
환노위	환노위/NNG
간사로	간사/NNG+로/JKB
자리를	자리/NNG+를/JKO
옮겨	옮기/VV+어/EC
묘한	묘하/VA+ㄴ/ETM
인연을	인연/NNG+을/JKO
이어가게	잇/VV+어/EC+가/VX+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.97.6.1
끊이지 않는 월권 논란에도 불구하고 법사위는 야당의 내로라하는 ‘저격수’ 의원들이 두루 거쳐 간 상임위이기도 하다.

끊이지	끊이/VV+지/EC
않는	않/VX+는/ETM
월권	월권/NNG
논란에도	논란/NNG+에/JKB+도/JX
불구하고	불구하/VV+고/EC
법사위는	법사위/NNG+는/JX
야당의	야당/NNG+의/JKG
내로라하는	내로라하/VV+는/ETM
‘저격수’	‘/SS+저격수/NNG+’/SS
의원들이	의원/NNG+들/XSN+이/JKS
두루	두루/MAG
거쳐	거치/VV+어/EC
간	가/VX+ㄴ/ETM
상임위이기도	상임위/NNG+이/VCP+기/ETN+도/JX
하다.	하/VX+다/EF+./SF


# id : NWRW1800000041.97.6.2
법조인 출신 위원이 판을 치는 법사위지만 비법조인 출신인 새정치민주연합 박지원 의원과 박영선 의원은 대표적인 법사위 출신 ‘저격수’로 손꼽힌다.

법조인	법조인/NNG
출신	출신/NNG
위원이	위원/NNG+이/JKS
판을	판/NNG+을/JKO
치는	치/VV+는/ETM
법사위지만	법사위/NNG+이/VCP+지만/EC
비법조인	비/XPN+법조인/NNG
출신인	출신/NNG+이/VCP+ㄴ/ETM
새정치민주연합	새정치민주연합/NNP
박지원	박지원/NNP
의원과	의원/NNG+과/JC
박영선	박영선/NNP
의원은	의원/NNG+은/JX
대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
법사위	법사위/NNG
‘저격수’로	‘/SS+저격수/NNG+’/SS+로/JKB
손꼽힌다.	손꼽히/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.97.7.1
박지원 의원은 2009년 천성관 당시 검찰총장 후보자에 대해 금전 거래 의혹, 고가 명품 구입 등을 폭로하며 천 후보가 낙마하게 되는 결정적인 계기를 마련했고, 2011년에는 신재민 전 문화체육관광부 차관이 이국철 SLS그룹 회장으로부터 받은 것으로 추정되는 SLS법인카드 명세서 일부를 국정감사장에서 공개하기도 했다.

박지원	박지원/NNP
의원은	의원/NNG+은/JX
2009년	2009/SN+년/NNB
천성관	천성관/NNP
당시	당시/NNG
