# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000037.111
metadata : {}


# id : NWRW1800000037.111.1.1
[2014 대학가는 길]강남대, 수능 A, B형 관계없이 지원 가능

[2014	[/SS+2014/SN
대학가는	대학/NNG+가/VV+는/ETM
길]강남대,	길/NNG+]/SS+강남대/NNP+,/SP
수능	수능/NNG
A,	A/SL+,/SP
B형	B/SL+형/XSN
관계없이	관계없이/MAG
지원	지원/NNG
가능	가능/NNG


# id : NWRW1800000037.111.2.1
admission.kangnam.ac.kr

admission.kangnam.ac.kr	admission/SL+./SP+kangnam/SL+./SP+ac/SL+./SP+kr/SL


# id : NWRW1800000037.111.3.1
강남대는 2014학년도 정시모집에서 일반전형 ‘나’군 329명과 ‘다’군 201명을 분할 모집한다.

강남대는	강남대/NNP+는/JX
2014학년도	2014/SN+학년도/NNG
정시모집에서	정시/NNG+모집/NNG+에서/JKB
일반전형	일반/NNG+전형/NNG
‘나’군	‘/SS+나/NA+’/SS+군/NA
329명과	329/SN+명/NNB+과/JC
‘다’군	‘/SS+다/NNG+’/SS+군/NA
201명을	201/SN+명/NNB+을/JKO
분할	분할/NNG
모집한다.	모집/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000037.111.3.2
정원 내 특성화고교를 졸업한 재직자 특별전형과 정원외 특별전형은 나군에서 수시 미선발 인원만큼 뽑는다.

정원	정원/NNG
내	내/NNB
특성화고교를	특성/NNG+화/XSN+고교/NNG+를/JKO
졸업한	졸업/NNG+하/XSV+ㄴ/ETM
재직자	재직자/NNG
특별전형과	특별/NNG+전형/NNG+과/JC
정원외	정원/NNG+외/NNB
특별전형은	특별/NNG+전형/NNG+은/JX
나군에서	나군/NNG+에서/JKB
수시	수시/NNG
미선발	미/XPN+선발/NNG
인원만큼	인원/NNG+만큼/JKB
뽑는다.	뽑/VV+는다/EF+./SF


# id : NWRW1800000037.111.3.3
일반전형 모집인원 역시 수시 등록 결과에 따라 모집인원이 바뀔 수 있으므로 최종 확인해야 한다.

일반전형	일반/NNG+전형/NNG
모집인원	모집/NNG+인원/NNG
역시	역시/MAG
수시	수시/NNG
등록	등록/NNG
결과에	결과/NNG+에/JKB
따라	따르/VV+아/EC
모집인원이	모집/NNG+인원/NNG+이/JKS
바뀔	바뀌/VV+ㄹ/ETM
수	수/NNB
있으므로	있/VA+으므로/EC
최종	최종/NNG
확인해야	확인/NNG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000037.111.3.4
정시 원서접수 때는 나군과 다군에 중복 지원이 가능하다.

정시	정시/NNG
원서접수	원서/NNG+접수/NNG
때는	때/NNG+는/JX
나군과	나군/NNG+과/JC
다군에	다군/NNG+에/JKB
중복	중복/NNG
지원이	지원/NNG+이/JKS
가능하다.	가능/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000037.111.4.1
모집단위별 전형요소 반영 비율은 인문·사회·자연계열이 대학수학능력시험 70%, 학교생활기록부 30%다.

모집단위별	모집/NNG+단위/NNG+별/XSN
전형요소	전형/NNG+요소/NNG
반영	반영/NNG
비율은	비율/NNG+은/JX
인문·사회·자연계열이	인문/NNG+·/SP+사회/NNG+·/SP+자연/NNG+계열/NNG+이/JKS
대학수학능력시험	대학/NNG+수학/NNG+능력/NNG+시험/NNG
70%,	70/SN+%/SW+,/SP
학교생활기록부	학교생활/NNG+기록부/NNG
30%다.	30/SN+%/SW+이/VCP+다/EF+./SF


# id : NWRW1800000037.111.4.2
예체능계열인 회화디자인학부와 사회체육학과는 수능 40%, 실기 60%이고 음악학전공은 수능 20%, 실기 80%이며 독일바이마르음악학부는 실기 100%로 선발한다.

예체능계열인	예체능/NNG+계열/NNG+이/VCP+ㄴ/ETM
회화디자인학부와	회화/NNG+디자인/NNG+학부/NNG+와/JC
사회체육학과는	사회/NNG+체육학과/NNG+는/JX
수능	수능/NNG
40%,	40/SN+%/SW+,/SP
실기	실기/NNG
60%이고	60/SN+%/SW+이/VCP+고/EC
음악학전공은	음악학/NNG+전공/NNG+은/JX
20%,	20/SN+%/SW+,/SP
80%이며	80/SN+%/SW+이/VCP+며/EC
독일바이마르음악학부는	독일/NNP+바이마르/NNP+음악/NNG+학부/NNG+는/JX
100%로	100/SN+%/SW+로/JKB
선발한다.	선발/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000037.111.5.1
문재익 입학처장정원외 특별전형인 장애인 농어촌학생 특성화고교출신자·기초생활수급자 및 차상위계층 전형 역시 같은 방식으로 뽑는다.

문재익	문재익/NNP
입학처장정원외	입학처장/NNG+정원/NNG+외/NNB
특별전형인	특별/NNG+전형/NNG+이/VCP+ㄴ/ETM
장애인	장애인/NNG
농어촌학생	농어촌/NNG+학생/NNG
특성화고교출신자·기초생활수급자	특성/NNG+화/XSN+고교/NNG+출신자/NNG+·/SP+기초/NNG+생활/NNG+수급자/NNG
및	및/MAG
차상위계층	차상위/NNG+계층/NNG
전형	전형/NNG
역시	역시/MAG
같은	같/VA+은/ETM
방식으로	방식/NNG+으로/JKB
뽑는다.	뽑/VV+는다/EF+./SF


# id : NWRW1800000037.111.5.2
특성화고교를 졸업한 재직자는 면접만으로 선발한다.

특성화고교를	특성/NNG+화/XSN+고교/NNG+를/JKO
졸업한	졸업/NNG+하/XSV+ㄴ/ETM
재직자는	재직자/NNG+는/JX
면접만으로	면접/NNG+만/JX+으로/JKB
선발한다.	선발/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000037.111.6.1
수능 A, B형에 관계없이 지원할 수 있다.

수능	수능/NNG
A,	A/SL+,/SP
B형에	B/SL+형/XSN+에/JKB
관계없이	관계없이/MAG
지원할	지원/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000037.111.6.2
인문·사회·예체능계는 국어(A 또는 B) 40%, 영어(A 또는 B) 40%, 탐구 1과목 20%를, 자연계는 수학(A 또는 B) 40%, 영어(A 또는 B) 40%, 탐구 1과목 20%를 각각 반영한다.

인문·사회·예체능계는	인문/NNG+·/SP+사회/NNG+·/SP+예체능/NNG+계/XSN+는/JX
국어(A	국어/NNG+(/SS+A/SL
또는	또는/MAG
B)	B/SL+)/SS
40%,	40/SN+%/SW+,/SP
영어(A	영어/NNP+(/SS+A/SL
탐구	탐구/NNG
1과목	1/SN+과목/NNG
20%를,	20/SN+%/SW+를/JKO+,/SP
자연계는	자연/NNG+계/XSN+는/JX
수학(A	수학/NNG+(/SS+A/SL
20%를	20/SN+%/SW+를/JKO
각각	각각/MAG
반영한다.	반영/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000037.111.6.3
인문·사회계 응시자 중 국어B, 영어B를 선택했다면 취득한 백분위 점수에 각 5%의 가산점을 부여받는다.

인문·사회계	인문/NNG+·/SP+사회/NNG+계/XSN
응시자	응시자/NNG
중	중/NNB
국어B,	국어/NNG+B/SL+,/SP
영어B를	영어/NNP+B/SL+를/JKO
선택했다면	선택/NNG+하/XSV+았/EP+다면/EC
취득한	취득/NNG+하/XSV+ㄴ/ETM
