# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.120
metadata : {}


# id : NWRW1800000026.120.1.1
[Cover Story] 창의적 문제 해결 기법 'TRIZ의 산실'… 러시아 젠스리 연구소 리트빈 박사;늘 시간과 다투는 응급실 F1 정비방식 도입하니 '쌩쌩'

[Cover	[/SS+Cover/SL
Story]	Story/SL+]/SS
창의적	창의/NNG+적/XSN
문제	문제/NNG
해결	해결/NNG
기법	기법/NNG
'TRIZ의	'/SS+TRIZ/SL+의/JKG
산실'…	산실/NNG+'/SS+…/SE
러시아	러시아/NNP
젠스리	젠스리/NNP
연구소	연구소/NNG
리트빈	리트빈/NNP
박사;늘	박사/NNG+;/SP+늘/MAG
시간과	시간/NNG+과/JKB
다투는	다투/VV+는/ETM
응급실	응급실/NNG
F1	F/SL+1/SN
정비방식	정비/NNG+방식/NNG
도입하니	도입/NNG+하/XSV+니/EC
'쌩쌩'	'/SS+쌩쌩/MAG+'/SS


# id : NWRW1800000026.120.2.1
러시아의 과학자이자 공상과학 소설가인 겐리히 알츠슐러(Altshuller)는 스물네살 때 사형선고를 받았다.

러시아의	러시아/NNP+의/JKG
과학자이자	과학자/NNG+이/VCP+자/EC
공상과학	공상/NNG+과학/NNG
소설가인	소설가/NNG+이/VCP+ㄴ/ETM
겐리히	겐리히/NNP
알츠슐러(Altshuller)는	알츠슐러/NNP+(/SS+Altshuller/SL+)/SS+는/JX
스물네살	스물네/MMN+살/NNB
때	때/NNG
사형선고를	사형/NNG+선고/NNG+를/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.2.2
스탈린에게 '소비에트연방의 창의적 사고 능력을 높이기 위한 조언'이라는 제목의 편지를 보낸 것이 괘씸죄에 걸렸다.

스탈린에게	스탈린/NNP+에게/JKB
'소비에트연방의	'/SS+소비에트연방/NNP+의/JKG
창의적	창의/NNG+적/XSN
사고	사고/NNG
능력을	능력/NNG+을/JKO
높이기	높이/VV+기/ETN
위한	위하/VV+ㄴ/ETM
조언'이라는	조언/NNG+'/SS+이/VCP+라는/ETM
제목의	제목/NNG+의/JKG
편지를	편지/NNG+를/JKO
보낸	보내/VV+ㄴ/ETM
것이	것/NNB+이/JKS
괘씸죄에	괘씸죄/NNG+에/JKB
걸렸다.	걸리/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.120.2.3
6·25전쟁이 일어난 1950년의 일이다.

6·25전쟁이	6/SN+·/SP+25/SN+전쟁/NNG+이/JKS
일어난	일어나/VV+ㄴ/ETM
1950년의	1950/SN+년/NNB+의/JKG
일이다.	일/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.120.3.1
젊은 과학자라는 점이 감안돼 25년형으로 감형되긴 했지만, '굴락(gulag)'이라고 불리는 시베리아의 강제수용소에 끌려간다.

젊은	젊/VA+은/ETM
과학자라는	과학자/NNG+이/VCP+라는/ETM
점이	점/NNG+이/JKS
감안돼	감안/NNG+되/XSV+어/EC
25년형으로	25/SN+년/NNB+형/NNG+으로/JKB
감형되긴	감형/NNG+되/XSV+기/ETN+ㄴ/JX
했지만,	하/VX+았/EP+지만/EC+,/SP
'굴락(gulag)'이라고	'/SS+굴락/NNG+(/SS+gulag/SL+)/SS+'/SS+이라고/JKQ
불리는	불리/VV+는/ETM
시베리아의	시베리아/NNP+의/JKG
강제수용소에	강제/NNG+수용소/NNG+에/JKB
끌려간다.	끌려가/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.120.3.2
하루에도 5~10명이 죽어나가는 악명 높은 곳이었다.

하루에도	하루/NNG+에/JKB+도/JX
5~10명이	5/SN+~/SO+10/SN+명/NNB+이/JKS
죽어나가는	죽/VV+어/EC+나가/VX+는/ETM
악명	악명/NNG
높은	높/VA+은/ETM
곳이었다.	곳/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.120.3.3
그러나 이곳에서도 알츠슐러는 희망의 끈을 놓지 않았다.

그러나	그러나/MAJ
이곳에서도	이곳/NP+에서/JKB+도/JX
알츠슐러는	알츠슐러/NNP+는/JX
희망의	희망/NNG+의/JKG
끈을	끈/NNG+을/JKO
놓지	놓/VV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000026.120.4.1
거기서 죽어가는 사람들은 각 분야의 전문가들이었다.

거기서	거기/NP+서/JKB
죽어가는	죽/VV+어/EC+가/VX+는/ETM
사람들은	사람/NNG+들/XSN+은/JX
각	각/MMD
분야의	분야/NNG+의/JKG
전문가들이었다.	전문가/NNG+들/XSN+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.120.4.2
교수, 군 장교, 공무원 등….

교수,	교수/NNG+,/SP
군	군/NNG
장교,	장교/NNG+,/SP
공무원	공무원/NNG
등….	등/NNB+…/SE+./SF


# id : NWRW1800000026.120.4.3
알츠슐러는 그들에게 강의를 해달라고 하고 하루에 18시간씩 수업을 받았다.

알츠슐러는	알츠슐러/NNP+는/JX
그들에게	그/NP+들/XSN+에게/JKB
강의를	강의/NNG+를/JKO
해달라고	하/VV+아/EC+달/VX+라고/EC
하고	하/VV+고/EC
하루에	하루/NNG+에/JKB
18시간씩	18/SN+시간/NNB+씩/XSN
수업을	수업/NNG+을/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.4.4
모든 사람이 적게는 2~10시간씩 강의를 해줬다.

모든	모든/MMN
사람이	사람/NNG+이/JKS
적게는	적/VA+게/EC+는/JX
2~10시간씩	2/SN+~/SO+10/SN+시간/NNB+씩/XSN
강의를	강의/NNG+를/JKO
해줬다.	하/VV+아/EC+주/VX+었/EP+다/EF+./SF


# id : NWRW1800000026.120.4.5
스탈린이 죽으면서 5년 만에 석방됐지만, 그는 이 기간 동안 세상의 모든 분야에 깊은 지식을 쌓았다.

스탈린이	스탈린/NNP+이/JKS
죽으면서	죽/VV+으면서/EC
5년	5/SN+년/NNB
만에	만/NNB+에/JKB
석방됐지만,	석방/NNG+되/XSV+었/EP+지만/EC+,/SP
그는	그/NP+는/JX
이	이/MMD
기간	기간/NNG
동안	동안/NNG
세상의	세상/NNG+의/JKG
모든	모든/MMN
분야에	분야/NNG+에/JKB
깊은	깊/VA+은/ETM
지식을	지식/NNG+을/JKO
쌓았다.	쌓/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.5.1
그 과정에서 그가 깨달은 것은 '세상만사의 근본 원리는 결국 통한다'는 것.

그	그/MMD
과정에서	과정/NNG+에서/JKB
그가	그/NP+가/JKS
깨달은	깨닫/VV+은/ETM
것은	것/NNB+은/JX
'세상만사의	'/SS+세상만사/NNG+의/JKG
근본	근본/NNG
원리는	원리/NNG+는/JX
결국	결국/MAG
통한다'는	통하/VV+ㄴ다/EF+'/SS+는/ETM
것.	것/NNB+./SF


# id : NWRW1800000026.120.5.2
분야에 따라 문제를 표현하는 방법이 달랐을 뿐 문제의 본질도, 해결책도 비슷한 점이 많았다.

분야에	분야/NNG+에/JKB
따라	따르/VV+아/EC
문제를	문제/NNG+를/JKO
표현하는	표현/NNG+하/XSV+는/ETM
방법이	방법/NNG+이/JKS
달랐을	다르/VA+았/EP+을/ETM
뿐	뿐/NNB
문제의	문제/NNG+의/JKG
본질도,	본질/NNG+도/JX+,/SP
해결책도	해결책/NNG+도/JX
비슷한	비슷하/VA+ㄴ/ETM
점이	점/NNG+이/JKS
많았다.	많/VA+았/EP+다/EF+./SF


# id : NWRW1800000026.120.5.3
감옥에서 나온 그는 20만건 이상의 특허를 분석해 봤다.

감옥에서	감옥/NNG+에서/JKB
나온	나오/VV+ㄴ/ETM
그는	그/NP+는/JX
20만건	20/SN+만/NR+건/NNB
이상의	이상/NNG+의/JKG
특허를	특허/NNG+를/JKO
분석해	분석/NNG+하/XSV+아/EC
봤다.	보/VX+았/EP+다/EF+./SF


# id : NWRW1800000026.120.5.4
서로 다른 분야의 특허지만 문제의 본질은 비슷해 몇 가지로 유형화할 수 있었고, 그 해결책도 40가지로 유형화할 수 있었다.

서로	서로/MAG
다른	다른/MMD
분야의	분야/NNG+의/JKG
특허지만	특허/NNG+이/VCP+지만/EC
문제의	문제/NNG+의/JKG
본질은	본질/NNG+은/JX
비슷해	비슷하/VA+아/EC
몇	몇/NR
가지로	가지/NNB+로/JKB
유형화할	유형/NNG+화/XSN+하/XSV+ㄹ/ETM
수	수/NNB
있었고,	있/VA+었/EP+고/EC+,/SP
그	그/MMD
해결책도	해결책/NNG+도/JX
40가지로	40/SN+가지/NNB+로/JKB
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000026.120.5.5
그는 이 40가지의 문제 해결 원리를 '트리즈(TRIZㆍTeoriya Resheniya Izobretatelskikh Zadatch)'라는 이름으로 집대성했다.

그는	그/NP+는/JX
이	이/MMD
40가지의	40/SN+가지/NNB+의/JKG
문제	문제/NNG
해결	해결/NNG
원리를	원리/NNG+를/JKO
'트리즈(TRIZㆍTeoriya	'/SS+트리즈/NNG+(/SS+TRIZ/SL+ㆍ/SP+Teoriya/SL
Resheniya	Resheniya/SL
Izobretatelskikh	Izobretatelskikh/SL
Zadatch)'라는	Zadatch/SL+)/SS+'/SS+이/VCP+라는/ETM
이름으로	이름/NNG+으로/JKB
집대성했다.	집대성/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.5.6
풀이하면 '창의적 문제 해결 기법(Theory of Inventive Problem Solving)'쯤 된다.

풀이하면	풀이/NNG+하/XSV+면/EC
'창의적	'/SS+창의/NNG+적/XSN
문제	문제/NNG
해결	해결/NNG
기법(Theory	기법/NNG+(/SS+Theory/SL
of	of/SL
Inventive	Inventive/SL
Problem	Problem/SL
Solving)'쯤	Solving/SL+)/SS+'/SS+쯤/XSN
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.120.6.1
그는 1998년 세상을 떠날 때까지 러시아 도시 곳곳에 트리즈 대학을 세우고 트리즈 연구와 전파에 나섰다.

그는	그/NP+는/JX
1998년	1998/SN+년/NNB
세상을	세상/NNG+을/JKO
떠날	떠나/VV+ㄹ/ETM
때까지	때/NNG+까지/JX
러시아	러시아/NNP
도시	도시/NNG
곳곳에	곳곳/NNG+에/JKB
트리즈	트리즈/NNG
대학을	대학/NNG+을/JKO
세우고	세우/VV+고/EC
연구와	연구/NNG+와/JC
전파에	전파/NNG+에/JKB
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.120.6.2
그의 노력은 결실을 보아 1990년대 중반 이후 많은 글로벌 기업들이 트리즈를 활용하고 있다.

그의	그/NP+의/JKG
노력은	노력/NNG+은/JX
결실을	결실/NNG+을/JKO
보아	보/VV+아/EC
1990년대	1990/SN+년대/NNB
중반	중반/NNG
이후	이후/NNG
많은	많/VA+은/ETM
글로벌	글로벌/NNG
기업들이	기업/NNG+들/XSN+이/JKS
트리즈를	트리즈/NNG+를/JKO
활용하고	활용/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.120.6.3
신제품 개발은 물론 경영 전략 수립에도 활용된다.

신제품	신/XPN+제품/NNG
개발은	개발/NNG+은/JX
물론	물론/MAG
경영	경영/NNG
전략	전략/NNG
수립에도	수립/NNG+에/JKB+도/JX
활용된다.	활용/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.120.7.1
구소련 시절 수만명의 트리즈 전문가들이 양성돼 전 세계로 흩어졌다.

구소련	구/XPN+소련/NNP
시절	시절/NNG
수만명의	수만/NR+명/NNB+의/JKG
트리즈	트리즈/NNG
전문가들이	전문가/NNG+들/XSN+이/JKS
양성돼	양성/NNG+되/XSV+어/EC
전	전/MMN
세계로	세계/NNG+로/JKB
흩어졌다.	흩어지/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.120.7.2
하지만 트리즈의 원조는 역시 러시아이다.

하지만	하지만/MAJ
트리즈의	트리즈/NNG+의/JKG
원조는	원조/NNG+는/JX
역시	역시/MAG
러시아이다.	러시아/NNP+이/VCP+다/EF+./SF


# id : NWRW1800000026.120.8.1
지난달 29일 기자는 트리즈의 최고 전문가들을 만날 기회를 가졌다.

지난달	지난달/NNG
29일	29/SN+일/NNB
기자는	기자/NNG+는/JX
트리즈의	트리즈/NNG+의/JKG
최고	최고/NNG
전문가들을	전문가/NNG+들/XSN+을/JKO
만날	만나/VV+ㄹ/ETM
기회를	기회/NNG+를/JKO
가졌다.	가지/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.120.8.2
세계적인 트리즈 컨설팅 회사인 '젠스리(GEN3) 파트너스'의 상트페테르부르크 연구소를 방문한 것이다.

세계적인	세계/NNG+적/XSN+이/VCP+ㄴ/ETM
트리즈	트리즈/NNG
컨설팅	컨설팅/NNG
회사인	회사/NNG+이/VCP+ㄴ/ETM
'젠스리(GEN3)	'/SS+젠스리/NNP+(/SS+GEN/SL+3/SN+)/SS
파트너스'의	파트너스/NNP+'/SS+의/JKG
상트페테르부르크	상트페테르부르크/NNP
연구소를	연구소/NNG+를/JKO
방문한	방문/NNG+하/XSV+ㄴ/ETM
