# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000036.144
metadata : {}


# id : NWRW1800000036.144.1.1
일 ‘홍백가합전’ 한국가수 쏙 뺀 까닭은?

일	일/NNP
‘홍백가합전’	‘/SS+홍백/NNG+가합전/NNG+’/SS
한국가수	한국/NNP+가수/NNG
쏙	쏙/MAG
뺀	빼/VV+ㄴ/ETM
까닭은?	까닭/NNG+은/JX+?/SF


# id : NWRW1800000036.144.2.1
[한겨레] 작년 동방신기·소녀시대·카라 참가

[한겨레]	[/SS+한겨레/NNP+]/SS
작년	작년/NNG
동방신기·소녀시대·카라	동방신기/NNP+·/SP+소녀시대/NNP+·/SP+카라/NNP
참가	참가/NNG


# id : NWRW1800000036.144.3.1
올해는 한 팀도 출연 못해

올해는	올해/NNG+는/JX
한	한/MMN
팀도	팀/NNG+도/JX
출연	출연/NNG
못해	못/MAG+하/VV+아/EF


# id : NWRW1800000036.144.4.1
독도문제 등 한-일 갈등탓 분석도

독도문제	독도/NNP+문제/NNG
등	등/NNB
한-일	한-일/NNP
갈등탓	갈등/NNG+탓/NNG
분석도	분석/NNG+도/JX


# id : NWRW1800000036.144.5.1
세밑 일본 방송의 최고 축제로 여겨지는 <엔에이치케이>(NHK) 방송의 가요대결 프로그램 ‘홍백가합전’ 출연진에 올해는 한국 출신 가수가 한명도 이름을 올리지 못했다.

세밑	세밑/NNG
일본	일본/NNP
방송의	방송/NNG+의/JKG
최고	최고/NNG
축제로	축제/NNG+로/JKB
여겨지는	여기/VV+어/EC+지/VX+는/ETM
<엔에이치케이>(NHK)	</SS+엔에이치케이/NNP+>/SS+(/SS+NHK/SL+)/SS
가요대결	가요/NNG+대결/NNG
프로그램	프로그램/NNG
‘홍백가합전’	‘/SS+홍백/NNG+가합전/NNG+’/SS
출연진에	출연진/NNG+에/JKB
올해는	올해/NNG+는/JX
한국	한국/NNP
출신	출신/NNG
가수가	가수/NNG+가/JKS
한명도	한/MMN+명/NNB+도/JX
이름을	이름/NNG+을/JKO
올리지	올리/VV+지/EC
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000036.144.5.2
주최 쪽은 ‘여러 요인을 종합적으로 판단해 출연자를 선정했다’고 설명하는데, 일본 언론들은 이명박 대통령의 독도 방문 등으로 갈등이 깊어진 한-일 관계가 반영된 것이라고 해석하고 있다.

주최	주최/NNG
쪽은	쪽/NNB+은/JX
‘여러	‘/SS+여러/MMN
요인을	요인/NNG+을/JKO
종합적으로	종합/NNG+적/XSN+으로/JKB
판단해	판단/NNG+하/XSV+아/EC
출연자를	출연자/NNG+를/JKO
선정했다’고	선정/NNG+하/XSV+았/EP+다/EF+’/SS+고/JKQ
설명하는데,	설명/NNG+하/XSV+는데/EC+,/SP
일본	일본/NNP
언론들은	언론/NNG+들/XSN+은/JX
이명박	이명박/NNP
대통령의	대통령/NNG+의/JKG
독도	독도/NNP
방문	방문/NNG
등으로	등/NNB+으로/JKB
갈등이	갈등/NNG+이/JKS
깊어진	깊어지/VV+ㄴ/ETM
한-일	한-일/NNP
관계가	관계/NNG+가/JKS
반영된	반영/NNG+되/XSV+ㄴ/ETM
것이라고	것/NNB+이/VCP+라고/EC
해석하고	해석/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000036.144.6.1
<엔에이치케이>는 올해 12월31일 밤 방송하는 홍백가합전 출연자 50팀(개인 또는 단체)의 명단을 26일 발표했다.

<엔에이치케이>는	</SS+엔에이치케이/NNP+>/SS+는/JX
올해	올해/NNG
12월31일	12/SN+월/NNB+31/SN+일/NNB
밤	밤/NNG
방송하는	방송/NNG+하/XSV+는/ETM
홍백가합전	홍백/NNG+가합전/NNG
출연자	출연자/NNG
50팀(개인	50/SN+팀/NNG+(/SS+개인/NNG
또는	또는/MAG
단체)의	단체/NNG+)/SS+의/JKG
명단을	명단/NNG+을/JKO
26일	26/SN+일/NNB
발표했다.	발표/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.144.6.2
지난해엔 동방신기, 소녀시대, 카라가 출연했으나, 올해는 한국 출신 가수는 한명도 명단에 이름이 없다.

지난해엔	지난해/NNG+에/JKB+ㄴ/JX
동방신기,	동방신기/NNP+,/SP
소녀시대,	소녀시대/NNP+,/SP
카라가	카라/NNP+가/JKS
출연했으나,	출연/NNG+하/XSV+았/EP+으나/EC+,/SP
올해는	올해/NNG+는/JX
한국	한국/NNP
출신	출신/NNG
가수는	가수/NNG+는/JX
한명도	한/MMN+명/NNB+도/JX
명단에	명단/NNG+에/JKB
이름이	이름/NNG+이/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000036.144.6.3
동방신기는 올해 초 일본 전국투어에서 55만명의 관객을 동원한 바 있고, 카라와 소녀시대도 음반 10만장 이상을 판매하는 등 올해 큰 활약을 이어갔다.

동방신기는	동방신기/NNP+는/JX
올해	올해/NNG
초	초/NNB
일본	일본/NNP
전국투어에서	전국/NNG+투어/NNG+에서/JKB
55만명의	55/SN+만/NR+명/NNB+의/JKG
관객을	관객/NNG+을/JKO
동원한	동원/NNG+하/XSV+ㄴ/ETM
바	바/NNB
있고,	있/VA+고/EC+,/SP
카라와	카라/NNP+와/JC
소녀시대도	소녀시대/NNP+도/JX
음반	음반/NNG
10만장	10/SN+만/NR+장/NNB
이상을	이상/NNG+을/JKO
판매하는	판매/NNG+하/XSV+는/ETM
등	등/NNB
큰	크/VA+ㄴ/ETM
활약을	활약/NNG+을/JKO
이어갔다.	잇/VV+어/EC+가/VX+았/EP+다/EF+./SF


# id : NWRW1800000036.144.7.1
<엔에이치케이>는 이에 대해 “(출연자 결정은) 여론의 지지, 올해의 활동, 기획·연출상 필요성 등 세가지 점으로 판단했다”며 “한국 출신 세팀 모두 작년보다 평가수치가 낮아졌다”고 설명했다.

<엔에이치케이>는	</SS+엔에이치케이/NNP+>/SS+는/JX
이에	이/NP+에/JKB
대해	대하/VV+아/EC
“(출연자	“/SS+(/SS+출연자/NNG
결정은)	결정/NNG+은/JX+)/SS
여론의	여론/NNG+의/JKG
지지,	지지/NNG+,/SP
올해의	올해/NNG+의/JKG
활동,	활동/NNG+,/SP
기획·연출상	기획/NNG+·/SP+연출상/NNG
필요성	필요/NNG+성/XSN
등	등/NNB
세가지	세/MMN+가지/NNB
점으로	점/NNG+으로/JKB
판단했다”며	판단/NNG+하/XSV+았/EP+다/EF+”/SS+며/EC
“한국	“/SS+한국/NNP
출신	출신/NNG
세팀	세/MMN+팀/NNG
모두	모두/MAG
작년보다	작년/NNG+보다/JKB
평가수치가	평가/NNG+수치/NNG+가/JKS
낮아졌다”고	낮/VA+아/EC+지/VX+었/EP+다/EF+”/SS+고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.144.7.2
구체적인 평가수치는 공개하지 않았다.

구체적인	구체/NNG+적/XSN+이/VCP+ㄴ/ETM
평가수치는	평가/NNG+수치/NNG+는/JX
공개하지	공개/NNG+하/XSV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000036.144.8.1
그러나 일본 언론들은 <엔에이치케이>가 올해 홍백가합전에 한국 가수들을 출연시키지 않은 것을 정치적인 이유라고 해석한다.

그러나	그러나/MAJ
일본	일본/NNP
언론들은	언론/NNG+들/XSN+은/JX
<엔에이치케이>가	</SS+엔에이치케이/NNP+>/SS+가/JKS
올해	올해/NNG
홍백가합전에	홍백/NNG+가합전/NNG+에/JKB
한국	한국/NNP
가수들을	가수/NNG+들/XSN+을/JKO
출연시키지	출연/NNG+시키/XSV+지/EC
않은	않/VX+은/ETM
것을	것/NNB+을/JKO
정치적인	정치/NNG+적/XSN+이/VCP+ㄴ/ETM
이유라고	이유/NNG+이/VCP+라고/EC
해석한다.	해석/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000036.144.8.2
제작사 관계자는 이미 지난 9월 한 회의에서 “이명박 대통령이 천황(일왕)에게 사죄를 요구한 문제 발언의 영향이 크다.

제작사	제작사/NNG
관계자는	관계자/NNG+는/JX
이미	이미/MAG
지난	지나/VV+ㄴ/ETM
9월	9/SN+월/NNB
한	한/MMN
회의에서	회의/NNG+에서/JKB
“이명박	“/SS+이명박/NNP
대통령이	대통령/NNG+이/JKS
천황(일왕)에게	천황/NNG+(/SS+일왕/NNG+)/SS+에게/JKB
사죄를	사죄/NNG+를/JKO
요구한	요구/NNG+하/XSV+ㄴ/ETM
문제	문제/NNG
발언의	발언/NNG+의/JKG
영향이	영향/NNG+이/JKS
크다.	크/VA+다/EF+./SF


# id : NWRW1800000036.144.8.3
한국 연예인이 출연하면 시청자들의 반감을 산다”고 말해, 홍백가합전에 한국 가수를 출연시키지 않을 뜻을 밝힌 것으로 전해졌다.

한국	한국/NNP
연예인이	연예인/NNG+이/JKS
출연하면	출연/NNG+하/XSV+면/EC
시청자들의	시청자/NNG+들/XSN+의/JKG
반감을	반감/NNG+을/JKO
산다”고	사/VV+ㄴ다/EF+”/SS+고/JKQ
말해,	말/NNG+하/XSV+아/EC+,/SP
홍백가합전에	홍백/NNG+가합전/NNG+에/JKB
가수를	가수/NNG+를/JKO
출연시키지	출연/NNG+시키/XSV+지/EC
않을	않/VX+을/ETM
뜻을	뜻/NNG+을/JKO
밝힌	밝히/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
전해졌다.	전하/VV+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000036.144.8.4
<닛칸스포츠>는 “한국 출신 가수가 출연하지 않게 된 데 대해 <엔에이치케이>가 어떻게 설명할지가 큰 관심사였다.

<닛칸스포츠>는	</SS+닛칸스포츠/NNP+>/SS+는/JX
“한국	“/SS+한국/NNP
출신	출신/NNG
가수가	가수/NNG+가/JKS
출연하지	출연/NNG+하/XSV+지/EC
않게	않/VX+게/EC
된	되/VV+ㄴ/ETM
데	데/NNB
대해	대하/VV+아/EC
<엔에이치케이>가	</SS+엔에이치케이/NNP+>/SS+가/JKS
어떻게	어떻/VA+게/EC
설명할지가	설명/NNG+하/XSV+ㄹ지/EF+가/JKS
큰	크/VA+ㄴ/ETM
관심사였다.	관심사/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000036.144.8.5
<엔에이치케이>의 설명에 석연찮은 부분이 있다”고 27일 지적했다.

<엔에이치케이>의	</SS+엔에이치케이/NNP+>/SS+의/JKG
설명에	설명/NNG+에/JKB
석연찮은	석연하/VA+지/EC+않/VX+은/ETM
부분이	부분/NNG+이/JKS
있다”고	있/VA+다/EF+”/SS+고/JKQ
27일	27/SN+일/NNB
지적했다.	지적/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.144.8.6
일본 내 한국계 인사로 조직된 한류발전협의회의 한 관계자는 “일본 가요계에서도 홍백가합전 출전 경쟁이 매우 치열하다.

일본	일본/NNP
내	내/NNB
한국계	한국/NNP+계/XSN
인사로	인사/NNG+로/JKB
조직된	조직/NNG+되/XSV+ㄴ/ETM
한류발전협의회의	한류/NNG+발전/NNG+협의회/NNG+의/JKG
한	한/MMN
관계자는	관계자/NNG+는/JX
“일본	“/SS+일본/NNP
가요계에서도	가요/NNG+계/XSN+에서/JKB+도/JX
홍백가합전	홍백/NNG+가합전/NNG
출전	출전/NNG
경쟁이	경쟁/NNG+이/JKS
매우	매우/MAG
치열하다.	치열/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000036.144.8.7
한-일 관계가 경색된 상황에서 한국 가수를 출연시키면 반발이 클 수 있어 <엔에이치케이>가 조심한 것 같다”고 해석했다.

한-일	한-일/NNP
관계가	관계/NNG+가/JKS
경색된	경색/NNG+되/XSV+ㄴ/ETM
상황에서	상황/NNG+에서/JKB
한국	한국/NNP
가수를	가수/NNG+를/JKO
출연시키면	출연/NNG+시키/XSV+면/EC
반발이	반발/NNG+이/JKS
클	크/VA+ㄹ/ETM
수	수/NNB
있어	있/VA+어/EC
<엔에이치케이>가	</SS+엔에이치케이/NNP+>/SS+가/JKS
조심한	조심/NNG+하/XSV+ㄴ/ETM
것	것/NNB
같다”고	같/VA+다/EF+”/SS+고/JKQ
해석했다.	해석/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.144.9.1
올해 63번째로 방송되는 홍백가합전은 시청률이 70% 안팎에 이르는 인기 프로그램으로, 저녁 7시15분 시작해 중간에 뉴스를 내보내며 11시45분까지 이어진다.

올해	올해/NNG
63번째로	63/SN+번/NNB+째/XSN+로/JKB
