# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.86
metadata : {}


# id : NWRW1800000049.86.1.1
[제4회 한국축제박람회]한산대첩축제, 오늘에 되살리는 이순신 장군의 호국정신

[제4회	[/SS+제/XPN+4/SN+회/NNB
한국축제박람회]한산대첩축제,	한국/NNP+축제/NNG+박람회/NNG+]/SS+한산/NNP+대첩/NNG+축제/NNG+,/SP
오늘에	오늘/NNG+에/JKB
되살리는	되살리/VV+는/ETM
이순신	이순신/NNP
장군의	장군/NNG+의/JKG
호국정신	호국/NNG+정신/NNG


# id : NWRW1800000049.86.2.1
한산대첩축제

한산대첩축제	한산/NNP+대첩/NNG+축제/NNG


# id : NWRW1800000049.86.3.1
한산대첩 424주년을 기념하고 충무공 이순신 장군의 호국정신을 계승·선양하며 300년 통제영 문화의 자랑스러운 맥을 잇기 위해 개최하는 제55회 통영한산대첩축제가 8월 11일(목)부터 15일(월)까지 5일간 펼쳐진다.

한산대첩	한산/NNP+대첩/NNG
424주년을	424/SN+주년/NNB+을/JKO
기념하고	기념/NNG+하/XSV+고/EC
충무공	충무공/NNP
이순신	이순신/NNP
장군의	장군/NNG+의/JKG
호국정신을	호국/NNG+정신/NNG+을/JKO
계승·선양하며	계승/NNG+·/SP+선양/NNG+하/XSV+며/EC
300년	300/SN+년/NNB
통제영	통제영/NNG
문화의	문화/NNG+의/JKG
자랑스러운	자랑/NNG+스럽/XSA+ㄴ/ETM
맥을	맥/NNG+을/JKO
잇기	잇/VV+기/ETN
위해	위하/VV+아/EC
개최하는	개최/NNG+하/XSV+는/ETM
제55회	제/XPN+55/SN+회/NNB
통영한산대첩축제가	통영/NNP+한산/NNP+대첩/NNG+축제/NNG+가/JKS
8월	8/SN+월/NNB
11일(목)부터	11/SN+일/NNB+(/SS+목/NNG+)/SS+부터/JX
15일(월)까지	15/SN+일/NNB+(/SS+월/NNG+)/SS+까지/JX
5일간	5/SN+일/NNB+간/XSN
펼쳐진다.	펼쳐지/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.86.4.1
축제의 성공과 축제 내내 무사 안녕을 기원하는 제례, ‘고유제 봉행’을 시작으로 삼도수군을 모두 집결시켜 바다와 육지에서 봄, 가을에 거행했던 군사점호인 ‘군점’을 통제영 세병관에서 재현하고 이순신 장군 행렬이 문화마당을 향하는 것으로 제55회 통영한산대첩축제의 화려한 시작을 알린다.

축제의	축제/NNG+의/JKG
성공과	성공/NNG+과/JC
축제	축제/NNG
내내	내내/MAG
무사	무사/NNG
안녕을	안녕/NNG+을/JKO
기원하는	기원/NNG+하/XSV+는/ETM
제례,	제례/NNG+,/SP
‘고유제	‘/SS+고유제/NNG
봉행’을	봉행/NNG+’/SS+을/JKO
시작으로	시작/NNG+으로/JKB
삼도수군을	삼도/NNG+수군/NNG+을/JKO
모두	모두/MAG
집결시켜	집결/NNG+시키/XSV+어/EC
바다와	바다/NNG+와/JC
육지에서	육지/NNG+에서/JKB
봄,	봄/NNG+,/SP
가을에	가을/NNG+에/JKB
거행했던	거행/NNG+하/XSV+았/EP+던/ETM
군사점호인	군사/NNG+점호/NNG+이/VCP+ㄴ/ETM
‘군점’을	‘/SS+군점/NNG+’/SS+을/JKO
통제영	통제영/NNG
세병관에서	세병관/NNP+에서/JKB
재현하고	재현/NNG+하/XSV+고/EC
이순신	이순신/NNP
장군	장군/NNG
행렬이	행렬/NNG+이/JKS
문화마당을	문화/NNG+마당/NNG+을/JKO
향하는	향하/VV+는/ETM
것으로	것/NNB+으로/JKB
제55회	제/XPN+55/SN+회/NNB
통영한산대첩축제의	통영/NNP+한산/NNP+대첩/NNG+축제/NNG+의/JKG
화려한	화려하/VA+ㄴ/ETM
시작을	시작/NNG+을/JKO
알린다.	알리/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.86.5.1
올해 축제는 지난해보다 더욱 발전된 프로그램과 다양한 콘텐츠를 선보일 예정인데, 주행사장인 문화마당에서 확대 재현할 ‘거북선출정식’을 일회성 행사로 그치지 않고 가설된 수항루와 연계한 소규모 출정식을 매일 관람하면서 승전의 역사를 체험하는 기회를 갖는 한편, 통영 앞바다가 한산대첩의 격전지로 변하는 장관을 지켜볼 수 있다.

올해	올해/NNG
축제는	축제/NNG+는/JX
지난해보다	지난해/NNG+보다/JKB
더욱	더욱/MAG
발전된	발전/NNG+되/XSV+ㄴ/ETM
프로그램과	프로그램/NNG+과/JC
다양한	다양/NNG+하/XSA+ㄴ/ETM
콘텐츠를	콘텐츠/NNG+를/JKO
선보일	선보이/VV+ㄹ/ETM
예정인데,	예정/NNG+이/VCP+ㄴ데/EC+,/SP
주행사장인	주/MMA+행사장/NNG+이/VCP+ㄴ/ETM
문화마당에서	문화/NNG+마당/NNG+에서/JKB
확대	확대/NNG
재현할	재현/NNG+하/XSV+ㄹ/ETM
‘거북선출정식’을	‘/SS+거북선/NNP+출정식/NNG+’/SS+을/JKO
일회성	일회/NNG+성/XSN
행사로	행사/NNG+로/JKB
그치지	그치/VV+지/EC
않고	않/VX+고/EC
가설된	가설/NNG+되/XSV+ㄴ/ETM
수항루와	수항루/NNP+와/JKB
연계한	연계/NNG+하/XSV+ㄴ/ETM
소규모	소/XPN+규모/NNG
출정식을	출정식/NNG+을/JKO
매일	매일/MAG
관람하면서	관람/NNG+하/XSV+면서/EC
승전의	승전/NNG+의/JKG
역사를	역사/NNG+를/JKO
체험하는	체험/NNG+하/XSV+는/ETM
기회를	기회/NNG+를/JKO
갖는	갖/VV+는/ETM
한편,	한편/NNG+,/SP
통영	통영/NNP
앞바다가	앞바다/NNG+가/JKS
한산대첩의	한산/NNP+대첩/NNG+의/JKG
격전지로	격전지/NNG+로/JKB
변하는	변하/VV+는/ETM
장관을	장관/NNG+을/JKO
지켜볼	지켜보/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000049.86.6.1
또한 한산대첩을 재현하는 것으로 그치는 것이 아니라 통영한산대첩축제를 만끽할 관광객과 시민은 통영의 문화와 예술을 감상하고 참여할 기회를 가진다.

또한	또한/MAG
한산대첩을	한산/NNP+대첩/NNG+을/JKO
재현하는	재현/NNG+하/XSV+는/ETM
것으로	것/NNB+으로/JKB
그치는	그치/VV+는/ETM
것이	것/NNB+이/JKC
아니라	아니/VCN+라/EC
통영한산대첩축제를	통영/NNP+한산/NNP+대첩/NNG+축제/NNG+를/JKO
만끽할	만끽/NNG+하/XSV+ㄹ/ETM
관광객과	관광객/NNG+과/JC
시민은	시민/NNG+은/JX
통영의	통영/NNP+의/JKG
문화와	문화/NNG+와/JC
예술을	예술/NNG+을/JKO
감상하고	감상/NNG+하/XSV+고/EC
참여할	참여/NNG+하/XSV+ㄹ/ETM
기회를	기회/NNG+를/JKO
가진다.	가지/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.86.6.2
축제기간 동안 통영 전역은 줄을 잇는 다양한 공연과 행사의 무대로 재탄생하는데, 개막공연을 시작으로 국가지정무형문화재 통영오광대, 승전무, 남해안별신굿이 통영을 신명나는 춤판으로 끌어들인다.

축제기간	축제/NNG+기간/NNG
동안	동안/NNG
통영	통영/NNP
전역은	전역/NNG+은/JX
줄을	줄/NNG+을/JKO
잇는	잇/VV+는/ETM
다양한	다양/NNG+하/XSA+ㄴ/ETM
공연과	공연/NNG+과/JC
행사의	행사/NNG+의/JKG
무대로	무대/NNG+로/JKB
재탄생하는데,	재/XPN+탄생/NNG+하/XSV+는데/EC+,/SP
개막공연을	개막/NNG+공연/NNG+을/JKO
시작으로	시작/NNG+으로/JKB
국가지정무형문화재	국가/NNG+지정/NNG+무형/NNG+문화재/NNG
통영오광대,	통영/NNP+오광대/NNG+,/SP
승전무,	승전무/NNG+,/SP
남해안별신굿이	남해안/NNP+별신굿/NNG+이/JKS
통영을	통영/NNP+을/JKO
신명나는	신명/NNG+나/VV+는/ETM
춤판으로	춤판/NNG+으로/JKB
끌어들인다.	끌어들이/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.86.6.3
이순신 장군의 뜨거운 숨결을 느낄 수 있는 세병관에는 다양한 전통음악이 흐르고, 문화마당의 특설무대에 오른 해군은 음악회를 열어 충무공의 후예임을 자랑한다.

이순신	이순신/NNP
장군의	장군/NNG+의/JKG
뜨거운	뜨겁/VA+ㄴ/ETM
숨결을	숨결/NNG+을/JKO
느낄	느끼/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
세병관에는	세병관/NNP+에/JKB+는/JX
다양한	다양/NNG+하/XSA+ㄴ/ETM
전통음악이	전통/NNG+음악/NNG+이/JKS
흐르고,	흐르/VV+고/EC+,/SP
문화마당의	문화/NNG+마당/NNG+의/JKG
특설무대에	특설/NNG+무대/NNG+에/JKB
오른	오르/VV+ㄴ/ETM
해군은	해군/NNG+은/JX
음악회를	음악회/NNG+를/JKO
열어	열/VV+어/EC
충무공의	충무공/NNP+의/JKG
후예임을	후예/NNG+이/VCP+ㅁ/ETN+을/JKO
자랑한다.	자랑/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000049.86.7.1
판소리와 꿈틀꿈틀청소년뮤지컬단의 ‘학의 날개’가 찾아가고 날마다 시연되는 이순신 장군의 무예가 호국무술의 정수를 선보인다.

판소리와	판소리/NNG+와/JC
꿈틀꿈틀청소년뮤지컬단의	꿈틀꿈틀청소년뮤지컬단/NNP+의/JKG
‘학의	‘/SS+학/NNG+의/JKG
날개’가	날개/NNG+’/SS+가/JKS
찾아가고	찾아가/VV+고/EC
날마다	날/NNG+마다/JX
시연되는	시연/NNG+되/XSV+는/ETM
이순신	이순신/NNP
장군의	장군/NNG+의/JKG
무예가	무예/NNG+가/JKS
호국무술의	호국/NNG+무술/NNG+의/JKG
정수를	정수/NNG+를/JKO
선보인다.	선보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.86.8.1
(재)한산대첩기념사업회 정동배 이사장은 “제55회 통영한산대첩축제가 두 달 앞으로 다가왔다.

(재)한산대첩기념사업회	(/SS+재/NA+)/SS+한산대첩기념사업회/NNP
정동배	정동배/NNP
이사장은	이사장/NNG+은/JX
“제55회	“/SS+제/XPN+55/SN+회/NNB
통영한산대첩축제가	통영/NNP+한산/NNP+대첩/NNG+축제/NNG+가/JKS
두	두/MMN
달	달/NNB
앞으로	앞/NNG+으로/JKB
다가왔다.	다가오/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.86.8.2
임진왜란은 조선을 누란의 위기로 내몰았지만 이순신 장군과 학익진으로 상징되는 한산대첩은 7년 전쟁을 승리로 이끄는 전기를 마련했다.

임진왜란은	임진왜란/NNG+은/JX
조선을	조선/NNP+을/JKO
누란의	누란/NNG+의/JKG
위기로	위기/NNG+로/JKB
내몰았지만	내몰/VV+았/EP+지만/EC
이순신	이순신/NNP
장군과	장군/NNG+과/JC
학익진으로	학익진/NNG+으로/JKB
상징되는	상징/NNG+되/XSV+는/ETM
한산대첩은	한산/NNP+대첩/NNG+은/JX
7년	7/SN+년/NNB
전쟁을	전쟁/NNG+을/JKO
승리로	승리/NNG+로/JKB
이끄는	이끌/VV+는/ETM
전기를	전기/NNG+를/JKO
마련했다.	마련/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.86.8.3
통영한산대첩축제가 그날의 뜨거운 충절과 함성을 재현해 이순신 장군의 숭고한 얼을 함께 나누고 공유하는 열린 축제의 한마당이 될 수 있도록 힘쓰겠다”고 말했다.

통영한산대첩축제가	통영/NNP+한산/NNP+대첩/NNG+축제/NNG+가/JKS
그날의	그날/NNG+의/JKG
뜨거운	뜨겁/VA+ㄴ/ETM
충절과	충절/NNG+과/JC
함성을	함성/NNG+을/JKO
재현해	재현/NNG+하/XSV+아/EC
이순신	이순신/NNP
장군의	장군/NNG+의/JKG
숭고한	숭고하/VA+ㄴ/ETM
얼을	얼/NNG+을/JKO
함께	함께/MAG
나누고	나누/VV+고/EC
공유하는	공유/NNG+하/XSV+는/ETM
열린	열리/VV+ㄴ/ETM
축제의	축제/NNG+의/JKG
한마당이	한/XPN+마당/NNG+이/JKS
될	되/VV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
힘쓰겠다”고	힘쓰/VV+겠/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


