# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.373
metadata : {}


# id : NWRW1800000026.373.1.1
[World Topics] 파리… "참다랑어를 구하라" 내일 파리서 국제회의

[World	[/SS+World/SL
Topics]	Topics/SL+]/SS
파리…	파리/NNP+…/SE
"참다랑어를	"/SS+참다랑어/NNG+를/JKO
구하라"	구하/VV+라/EF+"/SS
내일	내일/NNG
파리서	파리/NNP+서/JKB
국제회의	국제회의/NNG


# id : NWRW1800000026.373.2.1
남획으로 멸종 위기까지 거론되는 참다랑어 산업을 논하기 위해 오는 17일 프랑스 파리에서 대서양참치보존위원회(ICCAT) 회의가 개최된다.

남획으로	남획/NNG+으로/JKB
멸종	멸종/NNG
위기까지	위기/NNG+까지/JX
거론되는	거론/NNG+되/XSV+는/ETM
참다랑어	참다랑어/NNG
산업을	산업/NNG+을/JKO
논하기	논하/VV+기/ETN
위해	위하/VV+아/EC
오는	오/VV+는/ETM
17일	17/SN+일/NNB
프랑스	프랑스/NNP
파리에서	파리/NNP+에서/JKB
대서양참치보존위원회(ICCAT)	대서양참치보존위원회/NNP+(/SS+ICCAT/SL+)/SS
회의가	회의/NNG+가/JKS
개최된다.	개최/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.373.2.2
참가국들은 수십억달러 규모의 참다랑어 시장 공급을 저해하지 않는 선에서 종(種)의 생존을 보장하는 어획량을 결정하기 위해 장시간 토론을 벌일 예정이다.

참가국들은	참가국/NNG+들/XSN+은/JX
수십억달러	수십억/NR+달러/NNB
규모의	규모/NNG+의/JKG
참다랑어	참다랑어/NNG
시장	시장/NNG
공급을	공급/NNG+을/JKO
저해하지	저해/NNG+하/XSV+지/EC
않는	않/VX+는/ETM
선에서	선/NNG+에서/JKB
종(種)의	종/NNG+(/SS+種/SH+)/SS+의/JKG
생존을	생존/NNG+을/JKO
보장하는	보장/NNG+하/XSV+는/ETM
어획량을	어획량/NNG+을/JKO
결정하기	결정/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
장시간	장시간/NNG
토론을	토론/NNG+을/JKO
벌일	벌이/VV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.373.2.3
AFP통신에 따르면 유럽에 면한 북동 대서양과 지중해에서는 참다랑어의 개체 수가 40년간 85% 감소했다.

AFP통신에	AFP통신/NNP+에/JKB
따르면	따르/VV+면/EC
유럽에	유럽/NNP+에/JKB
면한	면하/VV+ㄴ/ETM
북동	북동/NNG
대서양과	대서양/NNP+과/JC
지중해에서는	지중해/NNP+에서/JKB+는/JX
참다랑어의	참다랑어/NNG+의/JKG
개체	개체/NNG
수가	수/NNG+가/JKS
40년간	40/SN+년/NNB+간/XSN
85%	85/SN+%/SW
감소했다.	감소/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.373.2.4
참다랑어는 일본 도매시장에서 비쌀 경우 10만유로(약 1억5000만원)라는 고가에 팔리면서 남획이 이뤄졌기 때문이다.

참다랑어는	참다랑어/NNG+는/JX
일본	일본/NNP
도매시장에서	도매/NNG+시장/NNG+에서/JKB
비쌀	비싸/VA+ㄹ/ETM
경우	경우/NNG
10만유로(약	10/SN+만/NR+유로/NNB+(/SS+약/MMA
1억5000만원)라는	1/SN+억/NR+5000/SN+만/NR+원/NNB+)/SS+이/VCP+라는/ETM
고가에	고가/NNG+에/JKB
팔리면서	팔리/VV+면서/EC
남획이	남획/NNG+이/JKS
이뤄졌기	이뤄지/VV+었/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000026.373.2.5
ICCAT 과학자들은 2011~2013년 참치 어획량을 연 1만3500t으로 제한하면 2022년까지 참다랑어 개체 수를 증가세로 돌릴 수 있다고 주장한다.

ICCAT	ICCAT/SL
과학자들은	과학자/NNG+들/XSN+은/JX
2011~2013년	2011/SN+~/SO+2013/SN+년/NNB
참치	참치/NNG
어획량을	어획량/NNG+을/JKO
연	연/NNG
1만3500t으로	1/SN+만/NR+3500/SN+t/SW+으로/JKB
제한하면	제한/NNG+하/XSV+면/EC
2022년까지	2022/SN+년/NNB+까지/JX
참다랑어	참다랑어/NNG
개체	개체/NNG
수를	수/NNG+를/JKO
증가세로	증가세/NNG+로/JKB
돌릴	돌리/VV+ㄹ/ETM
수	수/NNB
있다고	있/VA+다고/EC
주장한다.	주장/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.373.2.6
반면 EU(유럽연합) 수산업부는 2011년 어획량을 6000t까지 줄여야만 참다랑어 개체를 보존하고 지속적인 어획을 할 수 있다는 입장이다.

반면	반면/NNG
EU(유럽연합)	EU/SL+(/SS+유럽연합/NNP+)/SS
수산업부는	수산업부/NNG+는/JX
2011년	2011/SN+년/NNB
어획량을	어획량/NNG+을/JKO
6000t까지	6000/SN+t/SW+까지/JX
줄여야만	줄이/VV+어야/EC+만/JX
참다랑어	참다랑어/NNG
개체를	개체/NNG+를/JKO
보존하고	보존/NNG+하/XSV+고/EC
지속적인	지속/NNG+적/XSN+이/VCP+ㄴ/ETM
어획을	어획/NNG+을/JKO
할	하/VV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
입장이다.	입장/NNG+이/VCP+다/EF+./SF


