# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.247
metadata : {}


# id : NWRW1800000041.247.1.1
[World Cup Brasil 2014]속 터졌던 이 사내 속 시원히 터졌다

[World	[/SS+World/SL
Cup	Cup/SL
Brasil	Brasil/SL
2014]속	2014/SN+]/SS+속/NNG
터졌던	터지/VV+었/EP+던/ETM
이	이/MMD
사내	사내/NNG
속	속/NNG
시원히	시원히/MAG
터졌다	터지/VV+었/EP+다/EF


# id : NWRW1800000041.247.2.1
메시, 보스니아전 환상 결승골… 독일월드컵 이후 8년 만에 첫 골

메시,	메시/NNP+,/SP
보스니아전	보스니아전/NNP
환상	환상/NNG
결승골…	결승/NNG+골/NNG+…/SE
독일월드컵	독일/NNP+월드컵/NNG
이후	이후/NNG
8년	8/SN+년/NNB
만에	만/NNB+에/JKB
첫	첫/MMN
골	골/NNG


# id : NWRW1800000041.247.3.1
대표팀 유니폼 부진 징크스 털고 답답한 아르헨 공격 활로 뚫어

대표팀	대표/NNG+팀/NNG
유니폼	유니폼/NNG
부진	부진/NNG
징크스	징크스/NNG
털고	털/VV+고/EC
답답한	답답하/VA+ㄴ/ETM
아르헨	아르헨/NNP
공격	공격/NNG
활로	활로/NNG
뚫어	뚫/VV+어/EC


# id : NWRW1800000041.247.4.1
‘한을 날리는 포효.’

‘한을	‘/SS+한/NNG+을/JKO
날리는	날리/VV+는/ETM
포효.’	포효/NNG+./SF+’/SS


# id : NWRW1800000041.247.5.1
골을 넣는 순간 국가대표팀 유니폼 상의를 유난히 잡아당기며 포효했다.

골을	골/NNG+을/JKO
넣는	넣/VV+는/ETM
순간	순간/NNG
국가대표팀	국가/NNG+대표/NNG+팀/NNG
유니폼	유니폼/NNG
상의를	상의/NNG+를/JKO
유난히	유난히/MAG
잡아당기며	잡아당기/VV+며/EC
포효했다.	포효/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.247.5.2
주먹을 하늘로 치켜올리는 특유의 세리머니를 하기 전에 자국 팬들이 있는 곳으로 향했다.

주먹을	주먹/NNG+을/JKO
하늘로	하늘/NNG+로/JKB
치켜올리는	치켜올리/VV+는/ETM
특유의	특유/NNG+의/JKG
세리머니를	세리머니/NNG+를/JKO
하기	하/VV+기/ETN
전에	전/NNG+에/JKB
자국	자국/NNG
팬들이	팬/NNG+들/XSN+이/JKS
있는	있/VA+는/ETM
곳으로	곳/NNG+으로/JKB
향했다.	향하/VV+았/EP+다/EF+./SF


# id : NWRW1800000041.247.5.3
세계 최고의 선수로 꼽히는 ‘축구 천재’ 리오넬 메시(27·아르헨티나)에게도 월드컵은 부담스러운 무대였다.

세계	세계/NNG
최고의	최고/NNG+의/JKG
선수로	선수/NNG+로/JKB
꼽히는	꼽히/VV+는/ETM
‘축구	‘/SS+축구/NNG
천재’	천재/NNG+’/SS
리오넬	리오넬/NNP
메시(27·아르헨티나)에게도	메시/NNP+(/SS+27/SN+·/SP+아르헨티나/NNP+)/SS+에게/JKB+도/JX
월드컵은	월드컵/NNG+은/JX
부담스러운	부담/NNG+스럽/XSA+ㄴ/ETM
무대였다.	무대/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000041.247.5.4
메시가 8년 만에 월드컵에서 골을 넣었다.

메시가	메시/NNP+가/JKS
8년	8/SN+년/NNB
만에	만/NNB+에/JKB
월드컵에서	월드컵/NNG+에서/JKB
골을	골/NNG+을/JKO
넣었다.	넣/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.247.6.1
메시는 16일 브라질 리우데자네이루의 마라카낭 경기장에서 열린 아르헨티나와 보스니아 헤르체고비나의 F조 경기에서 후반 20분 결승골을 넣었다.

메시는	메시/NNP+는/JX
16일	16/SN+일/NNB
브라질	브라질/NNP
리우데자네이루의	리우데자네이루/NNP+의/JKG
마라카낭	마라카낭/NNP
경기장에서	경기장/NNG+에서/JKB
열린	열리/VV+ㄴ/ETM
아르헨티나와	아르헨티나/NNP+와/JC
보스니아	보스니아/NNP
헤르체고비나의	헤르체고비나/NNP+의/JKG
F조	F/SL+조/NNG
경기에서	경기/NNG+에서/JKB
후반	후반/NNG
20분	20/SN+분/NNB
결승골을	결승/NNG+골/NNG+을/JKO
넣었다.	넣/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.247.6.2
메시는 촘촘한 밀집수비를 펼친 보스니아헤르체고비나의 수비수들을 따돌리고 그림 같은 왼발 슈팅으로 골문을 갈랐다.

메시는	메시/NNP+는/JX
촘촘한	촘촘하/VA+ㄴ/ETM
밀집수비를	밀집/NNG+수비/NNG+를/JKO
펼친	펼치/VV+ㄴ/ETM
보스니아헤르체고비나의	보스니아헤르체고비나/NNP+의/JKG
수비수들을	수비수/NNG+들/XSN+을/JKO
따돌리고	따돌리/VV+고/EC
그림	그림/NNG
같은	같/VA+은/ETM
왼발	왼발/NNG
슈팅으로	슈팅/NNG+으로/JKB
골문을	골문/NNG+을/JKO
갈랐다.	가르/VV+았/EP+다/EF+./SF


# id : NWRW1800000041.247.6.3
전반 3분 만에 메시의 프리킥에 이은 상대 자책골로 첫 골을 얻은 아르헨티나는 후반 40분 베다드 이비셰비치에게 골을 내주었지만 2-1로 이겼다.

전반	전반/NNG
3분	3/SN+분/NNB
만에	만/NNB+에/JKB
메시의	메시/NNP+의/JKG
프리킥에	프리킥/NNG+에/JKB
이은	잇/VV+은/ETM
상대	상대/NNG
자책골로	자책골/NNG+로/JKB
첫	첫/MMN
골을	골/NNG+을/JKO
얻은	얻/VV+은/ETM
아르헨티나는	아르헨티나/NNP+는/JX
후반	후반/NNG
40분	40/SN+분/NNB
베다드	베다드/NNP
이비셰비치에게	이비셰비치/NNP+에게/JKB
내주었지만	내주/VV+었/EP+지만/EC
2-1로	2/SN+-/SO+1/SN+로/JKB
이겼다.	이기/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.247.7.1
메시는 세계 최고의 축구선수에게 주어지는 ‘국제축구연맹(FIFA) 발롱도르’를 2010년부터 2012년까지 차지했고 소속팀인 스페인 프리메라리가 바르셀로나에서 2011∼2012 시즌 50골, 2012∼2013 시즌 46골을 넣으며 2시즌 연속 득점왕을 차지하는 등 폭발적인 득점력을 보였다.

메시는	메시/NNP+는/JX
세계	세계/NNG
최고의	최고/NNG+의/JKG
축구선수에게	축구/NNG+선수/NNG+에게/JKB
주어지는	주어지/VV+는/ETM
‘국제축구연맹(FIFA)	‘/SS+국제축구연맹/NNP+(/SS+FIFA/SL+)/SS
발롱도르’를	발롱도르/NNG+’/SS+를/JKO
2010년부터	2010/SN+년/NNB+부터/JX
2012년까지	2012/SN+년/NNB+까지/JX
차지했고	차지/NNG+하/XSV+았/EP+고/EC
소속팀인	소속/NNG+팀/NNG+이/VCP+ㄴ/ETM
스페인	스페인/NNP
프리메라리가	프리메라리가/NNG
바르셀로나에서	바르셀로나/NNP+에서/JKB
2011∼2012	2011/SN+∼/SO+2012/SN
시즌	시즌/NNG
50골,	50/SN+골/NNG+,/SP
2012∼2013	2012/SN+∼/SO+2013/SN
46골을	46/SN+골/NNG+을/JKO
넣으며	넣/VV+으며/EC
2시즌	2/SN+시즌/NNG
연속	연속/NNG
득점왕을	득점왕/NNG+을/JKO
차지하는	차지/NNG+하/XSV+는/ETM
등	등/NNB
폭발적인	폭발/NNG+적/XSN+이/VCP+ㄴ/ETM
득점력을	득점력/NNG+을/JKO
보였다.	보이/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.247.8.1
그러나 메시는 유독 월드컵에서 부진했다.

그러나	그러나/MAJ
메시는	메시/NNP+는/JX
유독	유독/MAG
월드컵에서	월드컵/NNG+에서/JKB
부진했다.	부진/NNG+하/XSA+았/EP+다/EF+./SF


# id : NWRW1800000041.247.8.2
2010 남아프리카공화국 월드컵에서는 한 골도 넣지 못했고 월드컵 데뷔 무대였던 2006 독일 월드컵에서는 한 골을 넣는 데 그쳤다.

2010	2010/SN
남아프리카공화국	남아프리카공화국/NNP
월드컵에서는	월드컵/NNG+에서/JKB+는/JX
한	한/MMN
골도	골/NNG+도/JX
넣지	넣/VV+지/EC
못했고	못하/VX+았/EP+고/EC
월드컵	월드컵/NNG
데뷔	데뷔/NNG
무대였던	무대/NNG+이/VCP+었/EP+던/ETM
2006	2006/SN
독일	독일/NNP
골을	골/NNG+을/JKO
넣는	넣/VV+는/ETM
데	데/NNB
그쳤다.	그치/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.247.8.3
메시가 월드컵과 국가대표팀에서 잇달아 부진하자 아르헨티나 축구 팬들은 “메시는 국가대표팀에만 들어서면 프로무대에서만큼 열성적으로 뛰지 않는다”며 비난했다.

메시가	메시/NNP+가/JKS
월드컵과	월드컵/NNG+과/JC
국가대표팀에서	국가/NNG+대표/NNG+팀/NNG+에서/JKB
잇달아	잇달/VV+아/EC
부진하자	부진/NNG+하/XSA+자/EC
아르헨티나	아르헨티나/NNP
축구	축구/NNG
팬들은	팬/NNG+들/XSN+은/JX
“메시는	“/SS+메시/NNP+는/JX
국가대표팀에만	국가/NNG+대표/NNG+팀/NNG+에/JKB+만/JX
들어서면	들어서/VV+면/EC
프로무대에서만큼	프로/NNG+무대/NNG+에서/JKB+만큼/JKB
열성적으로	열성/NNG+적/XSN+으로/JKB
뛰지	뛰/VV+지/EC
않는다”며	않/VX+는다/EF+”/SS+며/EC
비난했다.	비난/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.247.8.4
아르헨티나 팬들의 메시에 대한 기대감은 실망을 넘어 분노로까지 이어졌다.

아르헨티나	아르헨티나/NNP
팬들의	팬/NNG+들/XSN+의/JKG
메시에	메시/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
기대감은	기대감/NNG+은/JX
실망을	실망/NNG+을/JKO
넘어	넘/VV+어/EC
분노로까지	분노/NNG+로/JKB+까지/JX
이어졌다.	이어지/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.247.8.5
일부 팬은 “메시에게는 애국심이 없다”고까지 말했다.

일부	일부/NNG
팬은	팬/NNG+은/JX
“메시에게는	“/SS+메시/NNP+에게/JKB+는/JX
애국심이	애국심/NNG+이/JKS
없다”고까지	없/VA+다/EF+”/SS+고/JKQ+까지/JX
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.247.9.1
메시가 월드컵에서 부진했던 이유로는 바르셀로나의 안드레스 이니에스타(스페인)처럼 그를 뒷받침하는 도우미가 없다는 지적이 있었다.

메시가	메시/NNP+가/JKS
월드컵에서	월드컵/NNG+에서/JKB
부진했던	부진/NNG+하/XSA+았/EP+던/ETM
이유로는	이유/NNG+로/JKB+는/JX
바르셀로나의	바르셀로나/NNP+의/JKG
안드레스	안드레스/NNP
이니에스타(스페인)처럼	이니에스타/NNP+(/SS+스페인/NNP+)/SS+처럼/JKB
그를	그/NP+를/JKO
뒷받침하는	뒷받침/NNG+하/XSV+는/ETM
도우미가	도우미/NNG+가/JKS
없다는	없/VA+다는/ETM
지적이	지적/NNG+이/JKS
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000041.247.9.2
그러나 이번 아르헨티나 대표팀에는 곤살로 이과인, 세르히오 아궤로 등 특급 공격수들이 함께 포진해 있어 메시에 대한 집중 견제가 풀릴 것이라는 예측이 있었다.

그러나	그러나/MAJ
이번	이번/NNG
아르헨티나	아르헨티나/NNP
대표팀에는	대표/NNG+팀/NNG+에/JKB+는/JX
곤살로	곤살로/NNP
이과인,	이과인/NNP+,/SP
세르히오	세르히오/NNP
아궤로	아궤로/NNP
등	등/NNB
특급	특급/NNG
공격수들이	공격수/NNG+들/XSN+이/JKS
함께	함께/MAG
포진해	포진/NNG+하/XSV+아/EC
있어	있/VX+어/EC
메시에	메시/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
집중	집중/NNG
견제가	견제/NNG+가/JKS
풀릴	풀리/VV+ㄹ/ETM
것이라는	것/NNB+이/VCP+라는/ETM
예측이	예측/NNG+이/JKS
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000041.247.9.3
메시로서는 그만큼 활동공간이 넓어질 가능성이 생겼다.

메시로서는	메시/NNP+로서/JKB+는/JX
그만큼	그만큼/MAG
활동공간이	활동/NNG+공간/NNG+이/JKS
넓어질	넓어지/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
생겼다.	생기/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.247.10.1
그러나 이날 아르헨티나의 공격은 명성만큼 화려하지 못했다.

그러나	그러나/MAJ
이날	이날/NNG
아르헨티나의	아르헨티나/NNP+의/JKG
공격은	공격/NNG+은/JX
명성만큼	명성/NNG+만큼/JKB
화려하지	화려하/VA+지/EC
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.247.10.2
보스니아헤르체고비나의 효율적인 수비에 막혀 답답한 흐름을 이어갔다.

보스니아헤르체고비나의	보스니아헤르체고비나/NNP+의/JKG
효율적인	효율/NNG+적/XSN+이/VCP+ㄴ/ETM
수비에	수비/NNG+에/JKB
막혀	막히/VV+어/EC
답답한	답답하/VA+ㄴ/ETM
흐름을	흐름/NNG+을/JKO
이어갔다.	잇/VV+어/EC+가/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.247.10.3
이런 와중에 메시는 특유의 개인기를 바탕으로 팀의 활로를 뚫었다.

이런	이런/MMD
와중에	와중/NNG+에/JKB
메시는	메시/NNP+는/JX
특유의	특유/NNG+의/JKG
개인기를	개인기/NNG+를/JKO
바탕으로	바탕/NNG+으로/JKB
팀의	팀/NNG+의/JKG
활로를	활로/NNG+를/JKO
뚫었다.	뚫/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.247.10.4
다득점을 하지는 못했지만 메시는 자신이 왜 팀에 필요한 선수이며 세계 최고의 선수인가를 보여주는 한 방을 터뜨렸다.

다득점을	다득점/NNG+을/JKO
하지는	하/VV+지/EC+는/JX
못했지만	못하/VX+았/EP+지만/EC
메시는	메시/NNP+는/JX
자신이	자신/NNG+이/JKS
왜	왜/MAG
팀에	팀/NNG+에/JKB
필요한	필요/NNG+하/XSA+ㄴ/ETM
선수이며	선수/NNG+이/VCP+며/EC
세계	세계/NNG
최고의	최고/NNG+의/JKG
선수인가를	선수/NNG+이/VCP+ㄴ가/EF+를/JKO
보여주는	보이/VV+어/EC+주/VX+는/ETM
한	한/MMN
방을	방/NNB+을/JKO
터뜨렸다.	터뜨리/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.247.10.5
메시는 “브라질 월드컵 첫 경기라 긴장되고 초조했다.

메시는	메시/NNP+는/JX
“브라질	“/SS+브라질/NNP
월드컵	월드컵/NNG
첫	첫/MMN
경기라	경기/NNG+이/VCP+라/EC
긴장되고	긴장/NNG+되/XSV+고/EC
초조했다.	초조/NNG+하/XSA+았/EP+다/EF+./SF


# id : NWRW1800000041.247.10.6
우리 팀에 몇 가지 개선해야 할 점이 보였지만 그래도 1승을 거둔 것이 중요하다”고 말했다.

우리	우리/NP
팀에	팀/NNG+에/JKB
몇	몇/NR
가지	가지/NNB
개선해야	개선/NNG+하/XSV+아야/EC
할	하/VX+ㄹ/ETM
점이	점/NNG+이/JKS
보였지만	보이/VV+었/EP+지만/EC
그래도	그렇/VA+어도/EC
1승을	1/SN+승/NNB+을/JKO
거둔	거두/VV+ㄴ/ETM
것이	것/NNB+이/JKS
중요하다”고	중요/NNG+하/XSA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


