# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000052.244
metadata : {}


# id : NWRW1800000052.244.1.1
[단독] 법원, 휴전선내 광범위한 고엽제 살포 첫 인정

[단독]	[/SS+단독/NNG+]/SS
법원,	법원/NNG+,/SP
휴전선내	휴전선/NNG+내/NNB
광범위한	광범위/NNG+하/XSA+ㄴ/ETM
고엽제	고엽제/NNG
살포	살포/NNG
첫	첫/MMN
인정	인정/NNG


# id : NWRW1800000052.244.2.1
1967년 3사단 근무 오동주씨 승소

1967년	1967/SN+년/NNB
3사단	3/SN+사단/NNG
근무	근무/NNG
오동주씨	오동주/NNP+씨/NNB
승소	승소/NNG


# id : NWRW1800000052.244.3.1
법원 “미 2사단·국군 21사단 외 다른 부대에서도 고엽제 사용”

법원	법원/NNG
“미	“/SS+미/NNP
2사단·국군	2/SN+사단/NNG+·/SP+국군/NNG
21사단	21/SN+사단/NNG
외	외/NNB
다른	다른/MMD
부대에서도	부대/NNG+에서/JKB+도/JX
고엽제	고엽제/NNG
사용”	사용/NNG+”/SS


# id : NWRW1800000052.244.4.1
육군 공식 주장 뒤집어…당시 10개 사단 15만명 노출 가능성

육군	육군/NNG
공식	공식/NNG
주장	주장/NNG
뒤집어…당시	뒤집/VV+어/EF+…/SE+당시/NNG
10개	10/SN+개/NNB
사단	사단/NNG
15만명	15/SN+만/NR+명/NNB
노출	노출/NNG
가능성	가능/NNG+성/XSN


# id : NWRW1800000052.244.5.1
50년 동안 베일에 가려 있던 휴전선 근무 국군 장병의 고엽제 피해 문제가 드러났다.

50년	50/SN+년/NNB
동안	동안/NNG
베일에	베일/NNG+에/JKB
가려	가리/VV+어/EC
있던	있/VX+던/ETM
휴전선	휴전선/NNG
근무	근무/NNG
국군	국군/NNG
장병의	장병/NNG+의/JKG
고엽제	고엽제/NNG
피해	피해/NNG
문제가	문제/NNG+가/JKS
드러났다.	드러나/VV+았/EP+다/EF+./SF


# id : NWRW1800000052.244.6.1
지난달 7일 오동주(69·예비역 육군원사)씨가 대전지법에 육군참모총장을 상대로 제기한 ‘고엽제 살포 지역 복무사실 비해당 결정 처분 취소 청구’ 행정소송에서 승소했다.

